# Instrumental magnitude: -9.319 mag
# DoPHOT object type: 6
2458203.88105    nan   nan        nan        nan 1 1
2458203.90244    nan   nan        nan        nan 1 1
2458206.87328    nan   nan        nan        nan 1 1
2458206.88457    nan   nan        nan        nan 1 1
2458229.81967    nan   nan        nan        nan 1 1
2458233.80014    nan   nan        nan        nan 1 1
2458236.79849    nan   nan        nan        nan 1 2
2458236.84061    nan   nan        nan        nan 1 1
2458236.94475    nan   nan        nan        nan 1 1
2458243.75941    nan   nan        nan        nan 1 1
2458267.71822    nan   nan        nan        nan 1 1
2458270.77643    nan   nan        nan        nan 1 1
2458273.73982    nan   nan        nan        nan 1 1
2458279.71590    nan   nan        nan        nan 1 1
2458282.75793    nan   nan        nan        nan 1 1
2458288.69590    nan   nan        nan        nan 1 1
2458294.69353    nan   nan        nan        nan 1 1
2458300.69409    nan   nan        nan        nan 1 1
2458305.69442    nan   nan        nan        nan 1 1
2458308.69167    nan   nan        nan        nan 1 1
2458332.67519    nan   nan        nan        nan 1 1
2458336.67184    nan   nan        nan        nan 1 1
2458349.64693    nan   nan        nan        nan 1 1
2458487.05622    nan   nan        nan        nan 1 3
2458488.01632    nan   nan        nan        nan 1 3
2458493.04344    nan   nan        nan        nan 1 1
2458494.04466    nan   nan        nan        nan 1 3
2458495.04072    nan   nan        nan        nan 1 3
2458540.96383    nan   nan        nan        nan 1 3
2458540.96474    nan   nan        nan        nan 1 1
2458544.00588    nan   nan        nan        nan 1 1
2458544.00679    nan   nan        nan        nan 1 3
2458558.92311    nan   nan        nan        nan 1 3
2458568.90204    nan   nan        nan        nan 1 1
2458568.90294    nan   nan        nan        nan 1 3
2458573.88155    nan   nan        nan        nan 1 1
2458574.90358    nan   nan        nan        nan 1 3
2458581.82401    nan   nan        nan        nan 1 3
2458581.82492    nan   nan        nan        nan 1 1
2458582.88345    nan   nan        nan        nan 1 3
2458584.79471    nan   nan        nan        nan 1 1
2458584.79562    nan   nan        nan        nan 1 3
2458585.77980    nan   nan        nan        nan 1 3
2458588.82093    nan   nan        nan        nan 1 3
2458588.82183    nan   nan        nan        nan 1 1
2458597.80187    nan   nan        nan        nan 1 1
2458597.80277    nan   nan        nan        nan 1 3
2458598.78095    nan   nan        nan        nan 1 3
2458606.90337    nan   nan        nan        nan 1 1
2458617.70503    nan   nan        nan        nan 1 1
2458633.75781    nan   nan        nan        nan 1 1
2458633.75871    nan   nan        nan        nan 1 3
2458634.73759    nan   nan        nan        nan 1 3
2458635.71680    nan   nan        nan        nan 1 3
2458636.75655    nan   nan        nan        nan 1 1
2458639.73689    nan   nan        nan        nan 1 1
2458642.69644    nan   nan        nan        nan 1 1
2458645.73770    nan   nan        nan        nan 1 1
2458649.71232    nan   nan        nan        nan 1 1
2458652.69377    nan   nan        nan        nan 1 1
2458661.71686    nan   nan        nan        nan 1 1
2458665.69533    nan   nan        nan        nan 1 1
2458668.71168    nan   nan        nan        nan 1 1
2458677.69070    nan   nan        nan        nan 1 1
2458678.75636    nan   nan        nan        nan 1 3
2458679.78185    nan   nan        nan        nan 1 3
2458680.69219    nan   nan        nan        nan 1 1
2458680.69309    nan   nan        nan        nan 1 3
2458683.67149    nan   nan        nan        nan 1 1
2458683.68334    nan   nan        nan        nan 1 3
2458686.67064    nan   nan        nan        nan 1 1
2458690.69729    nan   nan        nan        nan 1 1
2458716.64903    nan   nan        nan        nan 1 1
2458720.65024    nan   nan        nan        nan 1 1
2458726.66300    nan   nan        nan        nan 1 1
2458853.02169    nan   nan        nan        nan 1 1
2458874.04750    nan   nan        nan        nan 1 1
2458882.00463    nan   nan        nan        nan 1 1
2458887.96124    nan   nan        nan        nan 1 3
2458891.96122    nan   nan        nan        nan 1 1
2458896.04255    nan   nan        nan        nan 1 1
2458900.02859    nan   nan        nan        nan 1 1
2458904.02618    nan   nan        nan        nan 1 3
2458909.02801    nan   nan        nan        nan 1 1
2458911.93942    nan   nan        nan        nan 1 3
2458913.00799    nan   nan        nan        nan 1 3
2458914.00851    nan   nan        nan        nan 1 3
2458914.96415    nan   nan        nan        nan 1 3
2458939.94617    nan   nan        nan        nan 1 1
2458939.96460    nan   nan        nan        nan 1 3
2458940.88285    nan   nan        nan        nan 1 3
2458941.98550    nan   nan        nan        nan 1 3
2458943.91361    nan   nan        nan        nan 1 3
2458943.91452    nan   nan        nan        nan 1 1
2458944.94095    nan   nan        nan        nan 1 3
2458955.90468    nan   nan        nan        nan 1 3
2458963.80046    nan   nan        nan        nan 1 1
2458963.81263    nan   nan        nan        nan 1 3
2458963.88196    nan   nan        nan        nan 1 1
2458964.84562    nan   nan        nan        nan 1 3
2458965.90654    nan   nan        nan        nan 1 3
2458966.90619    nan   nan        nan        nan 1 3
2458969.88750    nan   nan        nan        nan 1 1
2458972.77964    nan   nan        nan        nan 1 1
2458980.90747    nan   nan        nan        nan 1 1
2458992.82259    nan   nan        nan        nan 1 1
2458995.80454    nan   nan        nan        nan 1 1
2458998.84277    nan   nan        nan        nan 1 1
2459001.87853    nan   nan        nan        nan 1 1
2459012.69789    nan   nan        nan        nan 1 1
2459016.70278    nan   nan        nan        nan 1 1
2459019.75846    nan   nan        nan        nan 1 1
2459022.70528    nan   nan        nan        nan 1 1
2459025.73318    nan   nan        nan        nan 1 1
2459028.70653    nan   nan        nan        nan 1 1
2459033.69492    nan   nan        nan        nan 1 1
2459040.71363    nan   nan        nan        nan 1 1
2459043.69317    nan   nan        nan        nan 1 1
2459218.04110    nan   nan        nan        nan 1 1
2459229.01965    nan   nan        nan        nan 1 1
2459232.04753    nan   nan        nan        nan 1 1
2459253.02653    nan   nan        nan        nan 1 1
2459255.02710    nan   nan        nan        nan 1 1
2459257.01032    nan   nan        nan        nan 1 1
2459269.98511    nan   nan        nan        nan 1 1
2459279.00982    nan   nan        nan        nan 1 1
2459290.92383    nan   nan        nan        nan 1 1
2459295.83858    nan   nan        nan        nan 1 1
2459301.96269    nan   nan        nan        nan 1 3
2459302.84289    nan   nan        nan        nan 1 1
2459305.90599    nan   nan        nan        nan 1 1
2459307.88587    nan   nan        nan        nan 1 1
2459311.86535    nan   nan        nan        nan 1 1
2459313.79707    nan   nan        nan        nan 1 1
2459317.79820    nan   nan        nan        nan 1 1
2459320.87082    nan   nan        nan        nan 1 1
2459322.84191    nan   nan        nan        nan 1 1
2459324.86745    nan   nan        nan        nan 1 1
2459334.74201    nan   nan        nan        nan 1 1
2459339.73849    nan   nan        nan        nan 1 1
2459343.78067    nan   nan        nan        nan 1 1
2459345.86810    nan   nan        nan        nan 1 1
2459348.87709    nan   nan        nan        nan 1 3
2459349.74110    nan   nan        nan        nan 1 1
2459352.71874    nan   nan        nan        nan 1 1
2459352.72156    nan   nan        nan        nan 1 3
2459353.84201    nan   nan        nan        nan 1 3
2459356.80284    nan   nan        nan        nan 1 1
2459356.80377    nan   nan        nan        nan 1 3
2459363.77896    nan   nan        nan        nan 1 3
2459363.77989    nan   nan        nan        nan 1 1
2459366.75716    nan   nan        nan        nan 1 1
2459373.76016    nan   nan        nan        nan 1 1
2459375.75933    nan   nan        nan        nan 1 1
2459377.82105    nan   nan        nan        nan 1 1
2459383.76106    nan   nan        nan        nan 1 1
2459387.79755    nan   nan        nan        nan 1 1
2459391.69528    nan   nan        nan        nan 1 1
2459393.79689    nan   nan        nan        nan 1 1
2459397.77652    nan   nan        nan        nan 1 1
2459400.75649    nan   nan        nan        nan 1 1
2459408.68964    nan   nan        nan        nan 1 1
2459410.69675    nan   nan        nan        nan 1 1
2459415.77341    nan   nan        nan        nan 1 1
2459423.69403    nan   nan        nan        nan 1 1
2459425.71400    nan   nan        nan        nan 1 1
2459427.75030    nan   nan        nan        nan 1 1
2459430.70768    nan   nan        nan        nan 1 1
2459435.69290    nan   nan        nan        nan 1 1
2459600.96469    nan   nan        nan        nan 1 1
2459641.92665    nan   nan        nan        nan 1 1
2459675.88409    nan   nan        nan        nan 1 1
2459677.82186    nan   nan        nan        nan 1 1
2459679.82061    nan   nan        nan        nan 1 1
2459682.90178    nan   nan        nan        nan 1 1
2459695.87739    nan   nan        nan        nan 1 1
2459697.79695    nan   nan        nan        nan 1 1
2459699.94809    nan   nan        nan        nan 1 3
2459699.94903    nan   nan        nan        nan 1 1
2459700.84451    nan   nan        nan        nan 1 3
2459701.88523    nan   nan        nan        nan 1 3
2459711.74151    nan   nan        nan        nan 1 3
2459712.79366    nan   nan        nan        nan 1 3
2459712.79460    nan   nan        nan        nan 1 1
2459715.79585    nan   nan        nan        nan 1 1
2459717.82029 17.322 0.032  -1348.837    118.625 0 2
2459723.75901    nan   nan        nan        nan 1 1
2459726.78011    nan   nan        nan        nan 1 1
2459730.82204    nan   nan        nan        nan 1 3
2459731.71615    nan   nan        nan        nan 1 1
2459737.69623    nan   nan        nan        nan 1 1
2459743.77850    nan   nan        nan        nan 1 1
2459749.77299    nan   nan        nan        nan 1 3
2459749.77393    nan   nan        nan        nan 1 1
2459751.71780    nan   nan        nan        nan 1 1
2459751.73397    nan   nan        nan        nan 1 3
2459754.73734    nan   nan        nan        nan 1 3
2459755.76018    nan   nan        nan        nan 1 1
2459759.71511    nan   nan        nan        nan 1 1
2459759.71605    nan   nan        nan        nan 1 3
2459760.73790    nan   nan        nan        nan 1 3
2459761.75761    nan   nan        nan        nan 1 1
2459763.69462    nan   nan        nan        nan 1 1
2459766.69454    nan   nan        nan        nan 1 3
2459770.69261    nan   nan        nan        nan 1 1
2459770.75458    nan   nan        nan        nan 1 1
2459782.68695    nan   nan        nan        nan 1 1
2459785.71415    nan   nan        nan        nan 1 1
2459787.71312    nan   nan        nan        nan 1 1
2459791.73545    nan   nan        nan        nan 1 1
2459970.00679    nan   nan        nan        nan 1 1
2460021.86488    nan   nan        nan        nan 1 1
2460032.83794    nan   nan        nan        nan 1 1
2460045.84508    nan   nan        nan        nan 1 1
2460049.86460    nan   nan        nan        nan 1 1
2460051.86319    nan   nan        nan        nan 1 1
2460055.83282    nan   nan        nan        nan 1 1
2460057.86545    nan   nan        nan        nan 1 1
2460061.87185    nan   nan        nan        nan 1 1
2460063.92850    nan   nan        nan        nan 1 1
2460065.80405    nan   nan        nan        nan 1 1
