# Instrumental magnitude: -6.895 mag
# DoPHOT object type: 9
2458207.80751 19.617 0.206    -90.708     91.420 0 1
2458207.85765 19.573 0.195    -70.561     90.185 0 1
2458230.81838 19.448 0.053     -9.466     27.668 0 1
2458243.73651 19.409 0.050     11.192     26.639 0 1
2458246.80154 19.386 0.048     23.695     26.437 0 1
2458267.66915 19.545 0.192    -57.489     90.975 0 1
2458270.75604 19.729 0.139   -137.889     55.752 0 1
2458273.74260 19.450 0.049    -10.547     25.195 0 1
2458279.71851 19.431 0.045     -0.705     23.896 0 1
2458283.75716 19.456 0.050    -13.518     25.885 0 1
2458286.71533 19.528 0.056    -49.530     26.844 0 1
2458289.69398 19.294 0.070     76.458     42.059 0 1
2458293.69253 19.361 0.115     37.556     64.524 0 1
2458299.67433 19.539 0.112    -54.525     53.471 0 1
2458302.69323 19.311 0.050     66.482     29.525 0 1
2458305.69473 19.417 0.072      6.646     38.192 0 1
2458472.98282 19.437 0.138     -3.796     72.477 0 1
2458487.99922 19.402 0.047     14.739     25.376 0 1
2458495.00598 19.416 0.043      7.343     23.214 0 1
2458503.00253 19.381 0.138     26.266     76.328 0 1
2458511.99634 19.352 0.074     42.386     41.827 0 1
2458547.86082 19.379 0.046     27.384     25.285 0 1
2458561.82188 19.642 0.225   -101.744     97.600 0 1
2458568.75909 19.435 0.055     -2.384     29.123 0 1
2458573.82156 19.493 0.055    -32.375     27.267 0 1
2458581.82084 19.396 0.054     18.207     29.614 0 1
2458584.76096 19.403 0.066     14.556     35.473 0 1
2458587.84025 19.461 0.083    -16.198     42.484 0 1
2458596.73720 19.313 0.053     65.333     31.069 0 1
2458600.73869 19.558 0.053    -63.795     24.736 0 1
2458617.69977 19.416 0.123      7.519     65.925 0 1
2458634.71490 19.454 0.048    -12.733     24.709 0 1
2458637.73736 19.415 0.049      7.787     26.405 0 1
2458640.69652 19.321 0.043     60.656     25.072 0 1
2458643.69726 19.447 0.072     -8.838     37.412 0 1
2458651.67225 19.458 0.183    -14.541     94.109 0 1
2458654.75520 19.511 0.109    -40.982     53.608 0 1
2458658.69309 19.354 0.043     41.705     24.500 0 1
2458662.69643 19.569 0.072    -68.859     33.365 0 1
2458667.69529 19.404 0.051     13.779     27.631 0 1
2458672.67483 19.381 0.107     26.328     59.154 0 1
2458676.67212 19.521 0.156    -45.907     75.498 0 1
2458836.07450 19.643 0.186   -101.993     80.701 0 1
2458857.04463 19.448 0.055     -9.673     28.308 0 1
2458873.91726 19.340 0.053     49.607     30.626 0 1
2458877.00687 19.525 0.048    -47.944     23.343 0 1
2458894.86057 19.521 0.089    -45.920     43.065 0 1
2458898.94299 19.482 0.041    -26.576     20.383 0 1
2458937.89685 19.413 0.041      9.030     21.945 0 1
