# Instrumental magnitude: -7.967 mag
# DoPHOT object type: 2
2459202.01386 18.332 0.026    -34.270     36.462 0 1
2459205.00540 18.307 0.021      1.801     30.106 0 1
2459217.00454 18.342 0.048    -47.332     66.166 0 1
2459221.94525 18.252 0.038     81.772     56.433 0 1
2459223.96962 18.372 0.030    -87.374     40.655 0 1
2459227.88099 18.314 0.025     -8.242     35.663 0 1
2459231.98452 18.321 0.018    -18.758     25.391 0 1
2459251.96698 18.290 0.021     25.076     29.693 0 1
2459253.99230 18.334 0.018    -36.287     24.948 0 1
2459255.92335 18.368 0.019    -82.038     24.816 0 1
2459262.86610 18.301 0.023      9.918     32.326 0 1
2459264.87942 18.311 0.018     -4.762     25.013 0 1
2459268.92178 18.338 0.026    -41.734     35.864 0 1
2459270.89316 18.373 0.050    -89.732     66.091 0 1
2459272.82278 18.265 0.071     62.617    104.478 0 1
2459276.86161 18.250 0.039     83.732     57.893 0 1
2459280.79186 18.304 0.018      5.807     26.256 0 1
2459290.84623 18.290 0.020     25.126     29.271 0 1
2459292.86116 18.294 0.019     19.363     27.768 0 1
2459295.74359 18.365 0.036    -78.545     48.706 0 1
2459297.78028 18.292 0.041     22.529     59.409 0 1
2459303.84224 18.284 0.056     34.701     81.578 0 1
2459304.82494 18.190 0.050    176.851     78.835 0 3
2459306.77572 18.322 0.018    -20.347     25.077 0 3
2459307.76309 18.303 0.020      7.085     28.303 0 3
2459307.95941 18.282 0.028     37.608     40.303 0 1
2459308.78002 18.312 0.019     -5.402     26.662 0 3
2459309.78173 18.299 0.019     12.746     27.064 0 3
2459309.78267 18.289 0.020     26.491     28.371 0 1
2459310.82141 18.301 0.025     10.520     35.349 0 3
2459311.81947 18.340 0.018    -44.364     24.280 0 1
2459313.80607 18.330 0.037    -31.019     51.002 0 1
2459317.83792 18.320 0.019    -16.478     27.057 0 1
2459321.80449 18.339 0.018    -42.732     24.357 0 1
2459323.82202 18.302 0.024      7.877     34.643 0 1
2459334.77490 18.294 0.028     19.942     40.697 0 1
2459336.81689 18.311 0.021     -4.728     30.105 0 1
2459338.73825 18.309 0.020     -1.843     28.212 0 1
2459342.78013 18.323 0.022    -21.293     30.976 0 1
2459344.75213 18.316 0.017    -10.757     24.565 0 1
2459346.78393 18.296 0.019     17.330     27.007 0 1
2459348.69527 18.344 0.019    -49.607     26.433 0 1
2459353.69561 18.282 0.024     37.061     35.140 0 1
2459358.79759 18.172 0.068    204.802    109.573 0 1
2459361.69265 18.319 0.028    -15.581     39.206 0 1
2459366.71151 18.319 0.020    -15.983     28.687 0 1
2459368.71663 18.314 0.020     -8.868     28.624 0 1
2459370.77142 18.263 0.022     64.330     32.827 0 1
2459376.75838 18.367 0.029    -81.267     38.580 0 1
2459378.75121 18.303 0.024      6.873     34.485 0 1
2459386.69632 18.402 0.062   -127.271     79.957 0 1
2459526.04409 18.215 0.051    136.893     78.433 0 1
2459527.03891 18.404 0.048   -130.510     61.656 0 1
2459527.04135 18.183 0.040    187.331     63.033 0 1
2459527.04379 18.314 0.047     -7.833     65.764 0 1
2459527.04625 18.309 0.050     -0.914     70.256 0 1
2459527.04869 18.274 0.056     49.388     82.203 0 1
2459528.04116 18.310 0.038     -3.458     54.113 0 1
2459528.04361 18.262 0.042     67.097     61.781 0 1
2459528.04606 18.335 0.047    -38.099     65.278 0 1
2459528.04850 18.320 0.054    -17.539     76.275 0 1
2459529.04627 18.248 0.057     87.256     84.852 0 1
2459529.04866 18.184 0.059    185.555     94.340 0 1
2459529.05104 18.429 0.102   -162.433    128.546 0 1
2459537.03229 18.214 0.047    139.558     72.679 0 1
2459537.03475 18.261 0.049     67.391     72.358 0 1
2459537.03721 18.271 0.044     53.665     64.922 0 1
2459537.03967 18.267 0.042     59.875     61.281 0 1
2459537.04214 18.295 0.041     17.911     59.305 0 1
2459551.02537 18.312 0.024     -5.106     33.335 0 1
2459600.84092 18.309 0.052     -0.742     74.178 0 3
2459636.92293 18.318 0.021    -14.347     29.301 0 1
2459639.98547 18.282 0.026     36.712     37.526 0 1
2459641.82179 18.320 0.022    -17.439     30.381 0 1
2459671.86104 18.321 0.019    -17.664     25.912 0 1
2459674.82136 18.316 0.021    -11.426     29.898 0 1
2459678.76346 18.336 0.022    -38.923     31.023 0 1
2459687.86438 18.285 0.059     33.385     84.963 0 1
2459699.76346 18.309 0.019     -0.858     27.209 0 1
2459707.67692 18.358 0.028    -68.922     38.140 0 1
2459709.69686 18.307 0.033      1.624     46.256 0 1
2459709.74065 18.343 0.030    -48.457     41.517 0 1
2459713.75682 18.252 0.067     80.886     99.386 0 1
2459719.69531 18.333 0.021    -35.568     28.740 0 1
2459719.71540 18.293 0.018     21.243     25.438 0 1
2459725.72233 18.275 0.023     47.019     33.772 0 1
2459730.72230 18.289 0.021     27.507     29.622 0 3
2459732.69452 18.296 0.023     17.341     32.776 0 1
2459734.72469 18.285 0.049     32.255     71.382 0 1
2459736.69996 18.311 0.020     -4.617     27.933 0 1
2459741.79189 18.301 0.085      9.286    120.467 0 1
2459743.68902 18.266 0.039     60.005     56.916 0 1
2459749.68890 18.317 0.025    -12.229     34.990 0 1
2459751.73473 18.290 0.030     25.311     43.645 0 1
2459755.74450    nan   nan        nan        nan 1 1
2459889.03846 18.121 0.067    289.140    113.413 0 1
2459890.03764 18.408 0.081   -135.398    104.646 0 1
2459890.04001 18.292 0.103     22.278    147.290 0 1
2459896.03939 18.307 0.050      2.074     70.689 0 1
2459896.04174 18.369 0.059    -83.982     79.318 0 1
2459896.04409 18.440 0.070   -176.476     87.178 0 1
2459896.04882 18.367 0.080    -81.703    107.010 0 1
2459899.03239 18.279 0.037     40.895     53.208 0 1
2459899.03486 18.285 0.037     33.351     54.053 0 1
2459899.03734 18.309 0.040     -1.822     56.822 0 1
2459899.03982 18.273 0.039     50.348     56.327 0 1
2459899.04230 18.309 0.040     -1.263     56.057 0 1
2459902.03096 18.278 0.035     42.902     51.515 0 1
2459902.03342 18.322 0.036    -19.325     49.810 0 1
2459902.03589 18.272 0.034     52.380     50.433 0 1
2459902.03836 18.299 0.036     12.144     50.934 0 1
2459902.04083 18.381 0.040    -99.675     52.947 0 1
2459915.03131 18.282 0.029     36.860     42.002 0 1
2459923.99912 18.306 0.039      2.630     55.747 0 1
2459937.00088 18.281 0.025     38.840     35.771 0 1
2460020.84251 18.306 0.019      3.537     26.702 0 1
2460030.84320 18.317 0.023    -12.045     32.061 0 1
2460036.92754 18.271 0.036     53.956     52.452 0 1
2460043.86444 18.259 0.037     70.283     54.407 0 1
2460045.79213 18.339 0.017    -42.715     22.896 0 1
2460050.79748 18.327 0.020    -26.765     27.520 0 1
2460052.79944 18.344 0.021    -49.836     28.703 0 1
2460056.81394 18.268 0.020     57.624     29.819 0 1
2460062.70642 18.290 0.023     25.349     33.660 0 1
2460064.80059 18.290 0.034     26.240     49.194 0 1
