# Instrumental magnitude: -8.631 mag
# DoPHOT object type: 2
2458203.81225    nan   nan        nan        nan 1 1
2458206.84971    nan   nan        nan        nan 1 1
2458206.87705    nan   nan        nan        nan 1 1
2458210.81521    nan   nan        nan        nan 1 1
2458267.66966    nan   nan        nan        nan 1 1
2458270.74289    nan   nan        nan        nan 1 1
2458275.71442    nan   nan        nan        nan 1 1
2458278.71299    nan   nan        nan        nan 1 1
2458284.71429    nan   nan        nan        nan 1 1
2458293.67573    nan   nan        nan        nan 1 1
2458472.98285    nan   nan        nan        nan 1 1
2458488.02202    nan   nan        nan        nan 1 1
2458492.00035    nan   nan        nan        nan 1 1
2458495.02413    nan   nan        nan        nan 1 1
2458502.96410    nan   nan        nan        nan 1 1
2458508.05056    nan   nan        nan        nan 1 1
2458511.98408    nan   nan        nan        nan 1 1
2458539.90301    nan   nan        nan        nan 1 1
2458547.84196    nan   nan        nan        nan 1 1
2458560.75921    nan   nan        nan        nan 1 1
2458573.82117    nan   nan        nan        nan 1 1
2458580.80290    nan   nan        nan        nan 1 1
2458600.73670    nan   nan        nan        nan 1 1
2458606.65323    nan   nan        nan        nan 1 1
2458609.71526    nan   nan        nan        nan 1 1
2458617.69584    nan   nan        nan        nan 1 1
2458634.71721    nan   nan        nan        nan 1 1
2458637.71659    nan   nan        nan        nan 1 1
2458640.69882    nan   nan        nan        nan 1 1
2458643.67155    nan   nan        nan        nan 1 1
2458651.69192    nan   nan        nan        nan 1 1
2458654.75561    nan   nan        nan        nan 1 1
2458658.69304    nan   nan        nan        nan 1 1
2458662.69637    nan   nan        nan        nan 1 1
2458668.69241    nan   nan        nan        nan 1 1
2458676.67250    nan   nan        nan        nan 1 1
2458831.06388    nan   nan        nan        nan 1 1
2458854.00499    nan   nan        nan        nan 1 1
2458857.04424    nan   nan        nan        nan 1 1
2458872.94155    nan   nan        nan        nan 1 1
2458881.98380    nan   nan        nan        nan 1 1
2458887.94360    nan   nan        nan        nan 1 1
2458894.83917    nan   nan        nan        nan 1 1
2458898.92287    nan   nan        nan        nan 1 1
2458955.80079    nan   nan        nan        nan 1 1
2458963.72997    nan   nan        nan        nan 1 1
2458963.77685    nan   nan        nan        nan 1 1
2458966.75883    nan   nan        nan        nan 1 1
2458969.73831    nan   nan        nan        nan 1 1
2458972.75795    nan   nan        nan        nan 1 1
2458980.69463    nan   nan        nan        nan 1 1
2458986.69433    nan   nan        nan        nan 1 1
2458992.69562    nan   nan        nan        nan 1 1
2458995.70413    nan   nan        nan        nan 1 1
2458998.69607    nan   nan        nan        nan 1 1
2459014.70137    nan   nan        nan        nan 1 1
2459017.71955    nan   nan        nan        nan 1 1
2459020.69921    nan   nan        nan        nan 1 1
2459023.71554    nan   nan        nan        nan 1 1
2459026.71808    nan   nan        nan        nan 1 1
2459033.69856    nan   nan        nan        nan 1 1
2459185.02467    nan   nan        nan        nan 1 1
2459186.00950    nan   nan        nan        nan 1 1
2459190.00772    nan   nan        nan        nan 1 1
2459200.04226    nan   nan        nan        nan 1 1
2459204.96810    nan   nan        nan        nan 1 1
2459217.04432    nan   nan        nan        nan 1 1
2459218.98010    nan   nan        nan        nan 1 1
2459222.00264    nan   nan        nan        nan 1 1
2459253.88773    nan   nan        nan        nan 1 1
2459255.89984    nan   nan        nan        nan 1 1
2459264.92202    nan   nan        nan        nan 1 1
2459268.94345    nan   nan        nan        nan 1 1
2459270.90463    nan   nan        nan        nan 1 1
2459291.80203    nan   nan        nan        nan 1 1
2459293.80191    nan   nan        nan        nan 1 1
2459298.83902    nan   nan        nan        nan 1 1
2459304.77668    nan   nan        nan        nan 1 1
2459305.82704    nan   nan        nan        nan 1 3
2459306.87079    nan   nan        nan        nan 1 3
2459307.82180    nan   nan        nan        nan 1 1
2459307.82326    nan   nan        nan        nan 1 3
2459308.92238    nan   nan        nan        nan 1 3
2459309.80225    nan   nan        nan        nan 1 1
2459309.80319    nan   nan        nan        nan 1 3
2459311.75586    nan   nan        nan        nan 1 1
2459313.77986    nan   nan        nan        nan 1 1
2459317.77996    nan   nan        nan        nan 1 1
2459323.78304    nan   nan        nan        nan 1 1
2459325.83262    nan   nan        nan        nan 1 1
2459334.71870    nan   nan        nan        nan 1 1
2459336.75968    nan   nan        nan        nan 1 1
2459339.71683    nan   nan        nan        nan 1 1
2459341.80164    nan   nan        nan        nan 1 1
2459343.74075    nan   nan        nan        nan 1 1
2459345.67927    nan   nan        nan        nan 1 1
2459348.73661    nan   nan        nan        nan 1 1
2459354.68308    nan   nan        nan        nan 1 1
2459362.69378    nan   nan        nan        nan 1 1
2459366.73728    nan   nan        nan        nan 1 1
2459370.72144    nan   nan        nan        nan 1 1
2459372.69628    nan   nan        nan        nan 1 1
2459374.72595    nan   nan        nan        nan 1 1
2459376.71856    nan   nan        nan        nan 1 1
2459390.69330    nan   nan        nan        nan 1 1
2459392.74014    nan   nan        nan        nan 1 1
2459394.69678    nan   nan        nan        nan 1 1
2459396.75153    nan   nan        nan        nan 1 1
2459636.96405    nan   nan        nan        nan 1 1
2459641.88667    nan   nan        nan        nan 1 1
2459672.82159    nan   nan        nan        nan 1 1
2459678.82145    nan   nan        nan        nan 1 1
2459683.80510    nan   nan        nan        nan 1 1
2459697.76001    nan   nan        nan        nan 1 1
2459699.75605    nan   nan        nan        nan 1 1
2459702.78032    nan   nan        nan        nan 1 1
2459715.73634    nan   nan        nan        nan 1 1
2459722.72050    nan   nan        nan        nan 1 1
2459722.77511    nan   nan        nan        nan 1 1
2459724.71698    nan   nan        nan        nan 1 1
2459726.73724    nan   nan        nan        nan 1 1
2459730.69751    nan   nan        nan        nan 1 3
2459730.69845    nan   nan        nan        nan 1 1
2459734.68698    nan   nan        nan        nan 1 1
2459736.75244    nan   nan        nan        nan 1 1
2459741.69251    nan   nan        nan        nan 1 1
2459743.75649    nan   nan        nan        nan 1 1
2459747.78308    nan   nan        nan        nan 1 1
2459749.73648    nan   nan        nan        nan 1 1
2459751.69086    nan   nan        nan        nan 1 1
2459753.73702    nan   nan        nan        nan 1 1
2459756.74749    nan   nan        nan        nan 1 1
2459758.71824    nan   nan        nan        nan 1 1
2459924.01979    nan   nan        nan        nan 1 1
2459932.98494    nan   nan        nan        nan 1 1
2459951.98481    nan   nan        nan        nan 1 1
2460043.83804    nan   nan        nan        nan 1 1
2460051.82361    nan   nan        nan        nan 1 1
2460053.87893    nan   nan        nan        nan 1 1
2460055.79778    nan   nan        nan        nan 1 1
2460057.80356    nan   nan        nan        nan 1 1
2460059.83475    nan   nan        nan        nan 1 1
2460061.84927    nan   nan        nan        nan 1 1
2460063.71836    nan   nan        nan        nan 1 1
2460065.83465    nan   nan        nan        nan 1 1
