# Instrumental magnitude: -9.528 mag
# DoPHOT object type: 6
2458244.97264    nan   nan        nan        nan 1 1
2458247.95060    nan   nan        nan        nan 1 1
2458252.98970    nan   nan        nan        nan 1 1
2458255.97290    nan   nan        nan        nan 1 1
2458258.94768    nan   nan        nan        nan 1 1
2458266.86571    nan   nan        nan        nan 1 1
2458268.91851    nan   nan        nan        nan 1 1
2458269.90336    nan   nan        nan        nan 1 1
2458270.91776    nan   nan        nan        nan 1 1
2458271.91368    nan   nan        nan        nan 1 1
2458271.91413    nan   nan        nan        nan 1 1
2458272.95743    nan   nan        nan        nan 1 1
2458278.95297    nan   nan        nan        nan 1 1
2458281.95626    nan   nan        nan        nan 1 1
2458287.95367    nan   nan        nan        nan 1 1
2458290.88841    nan   nan        nan        nan 1 1
2458293.82951    nan   nan        nan        nan 1 1
2458296.82341    nan   nan        nan        nan 1 1
2458305.91255    nan   nan        nan        nan 1 1
2458320.89840    nan   nan        nan        nan 1 1
2458323.97349    nan   nan        nan        nan 1 1
2458326.86298    nan   nan        nan        nan 1 1
2458329.85380    nan   nan        nan        nan 1 1
2458332.83178    nan   nan        nan        nan 1 1
2458338.83674    nan   nan        nan        nan 1 1
2458342.83358    nan   nan        nan        nan 1 1
2458345.83094    nan   nan        nan        nan 1 1
2458351.71836    nan   nan        nan        nan 1 1
2458354.77038    nan   nan        nan        nan 1 1
2458354.86322    nan   nan        nan        nan 1 1
2458357.80643    nan   nan        nan        nan 1 1
2458360.78018    nan   nan        nan        nan 1 1
2458363.76680    nan   nan        nan        nan 1 1
2458366.82757    nan   nan        nan        nan 1 1
2458369.69689    nan   nan        nan        nan 1 1
2458372.80793    nan   nan        nan        nan 1 1
2458375.69640    nan   nan        nan        nan 1 1
2458378.75741    nan   nan        nan        nan 1 1
2458384.66839    nan   nan        nan        nan 1 1
2458387.61850    nan   nan        nan        nan 1 1
2458390.67446    nan   nan        nan        nan 1 1
2458400.68587    nan   nan        nan        nan 1 1
2458423.62112    nan   nan        nan        nan 1 1
2458432.59896    nan   nan        nan        nan 1 1
2458439.73492    nan   nan        nan        nan 1 2
2458441.73441    nan   nan        nan        nan 1 2
2458441.73487    nan   nan        nan        nan 1 2
2458448.59667    nan   nan        nan        nan 1 2
2458448.59761    nan   nan        nan        nan 1 2
2458448.59856    nan   nan        nan        nan 1 2
2458448.59951    nan   nan        nan        nan 1 2
2458448.60045    nan   nan        nan        nan 1 2
2458448.60140    nan   nan        nan        nan 1 2
2458448.60235    nan   nan        nan        nan 1 2
2458448.60329    nan   nan        nan        nan 1 2
2458448.60424    nan   nan        nan        nan 1 2
2458448.60519    nan   nan        nan        nan 1 2
2458448.60614    nan   nan        nan        nan 1 2
2458448.60708    nan   nan        nan        nan 1 2
2458448.60803    nan   nan        nan        nan 1 2
2458448.60898    nan   nan        nan        nan 1 2
2458448.60992    nan   nan        nan        nan 1 2
2458448.61087    nan   nan        nan        nan 1 2
2458448.61181    nan   nan        nan        nan 1 2
2458448.61276    nan   nan        nan        nan 1 2
2458448.61371    nan   nan        nan        nan 1 2
2458448.61465    nan   nan        nan        nan 1 2
2458448.61560    nan   nan        nan        nan 1 2
2458448.61655    nan   nan        nan        nan 1 2
2458448.61750    nan   nan        nan        nan 1 2
2458448.61844    nan   nan        nan        nan 1 2
2458448.61939    nan   nan        nan        nan 1 2
2458448.62033    nan   nan        nan        nan 1 2
2458448.62128    nan   nan        nan        nan 1 2
2458448.62223    nan   nan        nan        nan 1 2
2458448.62317    nan   nan        nan        nan 1 2
2458448.62412    nan   nan        nan        nan 1 2
2458448.62506    nan   nan        nan        nan 1 2
2458448.62601    nan   nan        nan        nan 1 2
2458448.62696    nan   nan        nan        nan 1 2
2458448.62790    nan   nan        nan        nan 1 2
2458448.62885    nan   nan        nan        nan 1 2
