jd mag magerr filt field flux fluxerr adjflux
2458207 20.993 0.634 zg 426 14.548769018356095 8.49554386895718 5.604377037970968
2458207 22.568 2.574 zg 426 3.4105643560264025 8.085566838371776 -5.533827624358725
2458223 21.218 0.183 zg 426 11.825683430742643 1.9932098223693318 2.8812914503575158
2458233 21.319 0.496 zg 426 10.775222553164994 4.922475978002814 1.8308305727798668
2458243 21.31 0.223 zg 426 10.864912895524357 2.231550873116254 1.92052091513923
2458246 21.265 0.213 zg 426 11.324688079845078 2.2216801378050763 2.380296099459951
2458249 21.883 0.411 zg 426 6.409530949070242 2.426295824458317 -2.534861031314885
2458262 23.033 2.388 zg 426 2.2224205741586376 4.88805688511889 -6.72197140622649
2458267 20.855 0.734 zg 426 16.520616464048242 11.168580757894834 7.576224483663115
2458273 21.712 0.299 zg 426 7.502849740276618 2.0662036160454487 -1.4415422401085092
2458279 21.6 0.274 zg 426 8.318140447199772 2.0991935909887713 -0.6262515331853553
2458282 21.457 0.25 zg 426 9.489126776142333 2.1849521860275987 0.544734795757206
2458294 23.799 7.968 zg 426 1.0975548897020335 8.054734955710542 -7.846837090683094
2458300 22.24 0.992 zg 426 4.613454576012225 4.215155504023788 -4.330937404372902
2458303 22.06 0.405 zg 426 5.4453556377091195 2.031219944225297 -3.499036342676008
2458333 21.913 0.734 zg 426 6.234853436420607 4.215003978201326 -2.70953854396452
2458336 21.726 0.438 zg 426 7.406725488275144 2.987968670149684 -1.5376664921099836
2458488 21.415 0.308 zg 426 9.863390985154693 2.798031796410811 0.9189990047695655
2458488 21.266 0.262 zg 426 11.314262458575952 2.730255057495543 2.3698704781908244
2458492 21.377 0.338 zg 426 10.214714882240644 3.1799378293426916 1.2703229018555167
2458493 21.427 0.263 zg 426 9.75497698086265 2.3629671136723394 0.8105850004775235
2458494 21.882 0.359 zg 426 6.415437064686034 2.121272088126931 -2.528954915699093
2458495 21.259 0.202 zg 426 11.387443859858644 2.1186211251045814 2.4430518794735168
2458495 21.401 0.246 zg 426 9.991397765228728 2.263794685555146 1.0470057848436003
2458502 22.276 3.037 zg 426 4.462993444381459 12.48379765838789 -4.4813985360036686
2458502 20.474 0.588 zg 426 23.465307453307517 12.708059952388274 14.52091547292239
2458508 22.899 2.648 zg 426 2.514352993955486 6.132250816373336 -6.430038986429642
2458539 21.204 1.374 zg 426 11.979156780873659 15.159632095520918 3.0347648004885315
2458544 22.273 0.932 zg 426 4.475342203576344 3.841650407763951 -4.469049776808784
2458582 21.311 0.25 zg 426 10.854910547894766 2.499435521336632 1.910518567509639
2458585 21.699 0.439 zg 426 7.5932246497938385 3.070198457646612 -1.3511673305912888
2458588 21.849 0.854 zg 426 6.613422200327436 5.201873654326384 -2.330969780057691
2458594 20.097 0.389 zg 426 33.206740546303905 11.897385401631556 24.262348565918778
2458597 21.379 0.328 zg 426 10.195916001791495 3.0801777024029655 1.251524021406368
2458606 21.61 0.248 zg 426 8.241879277190154 1.8825807335019276 -0.7025127031949729
2458617 21.093 0.51 zg 426 13.268635044026167 6.232640896377623 4.32424306364104
2458628 21.244 0.205 zg 426 11.545858983947925 2.17999646814449 2.6014670035627976
2458633 21.404 0.257 zg 426 9.963828618689607 2.3584955017445326 1.0194366383044802
2458634 21.344 0.221 zg 426 10.529948543035296 2.1433554649945705 1.5855565626501686
2458634 21.286 0.217 zg 426 11.107753895495149 2.2200444129607066 2.1633619151100216
2458635 21.926 0.309 zg 426 6.160645923650004 1.753316857322564 -2.783746056735123
2458637 21.787 0.315 zg 426 7.002066788346751 2.0314796804814863 -1.9423251920383766
2458640 21.775 0.347 zg 426 7.079885741721477 2.2627230644156686 -1.8645062386636502
2458643 21.496 0.434 zg 426 9.154323357461712 3.6592464354851715 0.20993137707658427
2458652 21.303 0.551 zg 426 10.9351878739792 5.549495809532113 1.990795893594072
2458667 21.428 0.271 zg 426 9.745996451352704 2.4326028981459253 0.8016044709675771
2458670 21.668 0.444 zg 426 7.813151560903659 3.195103265266931 -1.1312404194814683
2458673 20.818 0.33 zg 426 17.093313147046494 5.19536266157943 8.148921166661367
2458677 21.458 0.821 zg 426 9.480390990993525 7.1687772494789375 0.535999010608398
2458680 22.538 2.976 zg 426 3.506115743804367 9.610253768673243 -5.43827623658076
2458683 21.505 0.524 zg 426 9.078754008319736 4.381604923471556 0.13436202793460872
2458683 21.469 0.361 zg 426 9.384826517480297 3.120391820741686 0.4404345370951699
2458686 21.632 0.381 zg 426 8.07655674849942 2.8341765777846413 -0.8678352318857065
2458686 21.432 0.321 zg 426 9.710156932890149 2.8708265983928447 0.7657649525050214
2458692 21.911 0.613 zg 426 6.246349045481004 3.5266503484912786 -2.698042934904123
2458853 21.515 0.346 zg 426 8.995519491266462 2.866672153270931 0.051127510881334715
2458856 21.033 0.245 zg 426 14.022525837892768 3.164229778124662 5.078133857507641
2458874 22.277 0.484 zg 426 4.458884767917289 1.9876837653698123 -4.485507212467838
2458877 21.731 0.302 zg 426 7.3726946758647 2.0507318281857896 -1.571697304520427
2458896 21.823 0.531 zg 426 6.773704532824257 3.3128094017376455 -2.17068744756087
2458900 21.685 0.324 zg 426 7.69176928208732 2.2953395460838175 -1.2526226982978077
2458914 21.149 0.595 zg 426 12.601616214030027 6.905877886809711 3.6572242336449
2458937 21.248 0.189 zg 426 11.50340072652015 2.0024594627906365 2.5590087461350226
2458940 22.027 0.665 zg 426 5.613403342593009 3.4381401361262856 -3.3309886377921183
2458944 22.226 1.552 zg 426 4.673327845375855 6.680264307515735 -4.271064135009272
2458963 22.052 0.466 zg 426 5.485626682619653 2.3544411827643055 -3.458765297765474
2458969 22.006 0.672 zg 426 5.723032983923687 3.542184693061302 -3.22135899646144
2458972 20.806 0.315 zg 426 17.28328330571784 5.014325042715083 8.338891325332714
2458980 21.83 0.273 zg 426 6.730173324619191 1.6922502073423487 -2.2142186557659365
2458986 22.089 0.435 zg 426 5.301835501923604 2.124179366249046 -3.6425564784615236
2458992 21.61 0.262 zg 426 8.241879277190154 1.9888554523286495 -0.7025127031949729
2458995 21.726 0.337 zg 426 7.406725488275144 2.298962195982748 -1.5376664921099836
2458998 21.19 0.235 zg 426 12.134621903348183 2.626453953354245 3.1902299229630557
2459012 21.834 0.3 zg 426 6.705424067595715 1.8527771400299273 -2.2389679127894127
2459018 21.699 0.329 zg 426 7.5932246497938385 2.3009004386463223 -1.3511673305912888
2459024 21.404 0.203 zg 426 9.963828618689607 1.8629361356192222 1.0194366383044802
2459027 21.485 0.467 zg 426 9.247540647136297 3.9775789582099366 0.30314866675117
2459032 21.366 0.817 zg 426 10.31873000153889 7.764687568040824 1.374338021153763
2459036 22.056 0.946 zg 426 5.465454069203263 4.7620402882467046 -3.4789379111818644
2459040 22.004 0.445 zg 426 5.733584915976915 2.349967953936026 -3.210807064408212
2459045 21.48 0.343 zg 426 9.290225355354389 2.934918521572582 0.3458333749692617
2459218 21.189 0.702 zg 426 12.145803451652558 7.853062268435196 3.2014114712674306
2459227 21.088 0.229 zg 426 13.329880280669977 2.8114956201110037 4.38548830028485
2459227 21.611 0.327 zg 426 8.2342917205807 2.4799885836262825 -0.7101002598044275
2459229 21.58 0.331 zg 426 8.472786224142327 2.5830328102726114 -0.4716057562428002
2459230 21.586 0.383 zg 426 8.426093014065696 2.972355172687722 -0.5182989663194313
2459250 21.764 0.618 zg 426 7.151979301701615 4.070899716783626 -1.7924126786835126
2459253 21.396 0.256 zg 426 10.037515961901024 2.3666928255552606 1.0931239815158964
2459255 21.013 0.266 zg 426 14.283224057243944 3.499319247692649 5.338832076858816
2459257 21.822 0.357 zg 426 6.779946219218492 2.2293083620622243 -2.1644457611666352
2459264 21.805 0.352 zg 426 6.886939199917679 2.23277310616262 -2.0574527804674485
2459268 22.41 0.881 zg 426 3.944811439353561 3.200942238860591 -4.999580541031566
2459270 20.903 0.483 zg 426 15.806155453628147 7.031517463123662 6.86176347324302
2459272 20.828 0.728 zg 426 16.93660071014921 11.356207210328183 7.992208729764084
2459290 21.773 0.331 zg 426 7.092939392382053 2.1623695779781733 -1.8514525880030739
2459292 22.146 0.502 zg 426 5.0306748574347555 2.3259782324333864 -3.9137171229503718
2459301 21.784 1.935 zg 426 7.021440967967078 12.513618145434299 -1.922951012418049
2459305 21.627 0.947 zg 426 8.113836440622064 7.077044198761727 -0.8305555397630631
2459311 21.501 0.277 zg 426 9.112263062204994 2.3247791288244635 0.16787108181986632
2459313 21.376 0.392 zg 426 10.224127316248097 3.691373549491323 1.27973533586297
2459321 21.576 0.294 zg 426 8.504058692796383 2.3027630880551757 -0.4403332875887447
2459325 21.583 0.529 zg 426 8.449407364597675 4.1167794500026815 -0.4949846157874518
2459329 20.774 0.565 zg 426 17.80025602524421 9.262972543596277 8.855864044859082
2459335 22.004 0.512 zg 426 5.733584915976915 2.7037833537421245 -3.210807064408212
2459340 21.361 0.259 zg 426 10.366359095165352 2.472872318231242 1.4219671147802249
2459344 21.122 0.161 zg 426 12.918921190624253 1.9157013486106018 3.974529210239126
2459346 21.718 0.334 zg 426 7.46150181412478 2.2953472445665137 -1.482890166260347
2459348 21.238 0.172 zg 426 11.609840382937078 1.8392060033680344 2.6654484025519505
2459356 22.178 1.604 zg 426 4.884569000394686 7.216162307471781 -4.059822979990441
2459361 23.178 4.441 zg 426 1.9445819441204515 7.953947170586202 -6.999810036264676
2459363 22.429 0.65 zg 426 3.876379149656259 2.320680139645774 -5.068012830728868
2459365 21.507 0.286 zg 426 9.062045719033428 2.3870854304070352 0.11765373864830053
2459366 21.334 0.246 zg 426 10.627380957297383 2.407892178632428 1.682988976912256
2459368 21.497 0.254 zg 426 9.14589579569334 2.139615057438025 0.2015038153082127
2459370 21.774 0.407 zg 426 7.086409561337836 2.65641753385852 -1.857982419047291
2459374 21.286 0.264 zg 426 11.107753895495149 2.700883525445284 2.1633619151100216
2459376 21.716 0.358 zg 426 7.47525907541942 2.464818560228743 -1.469132904965707
2459378 21.704 0.332 zg 426 7.558336951571925 2.3112132182060683 -1.3860550288132023
2459387 21.304 1.356 zg 426 10.925120830500646 13.644625445145866 1.9807288501155185
2459391 20.975 0.393 zg 426 14.791977887067315 5.354198638805158 5.847585906682188
2459393 20.926 0.421 zg 426 15.474842904951265 6.000452812049143 6.5304509245661375
2459395 21.431 0.32 zg 426 9.719104437777608 2.8645203194469118 0.7747124573924804
2459397 22.388 0.79 zg 426 4.025559488636208 2.929065073160252 -4.918832491748919
2459400 21.517 0.389 zg 426 8.978964384497079 3.2170034767768128 0.03457240411195173
2459408 22.228 0.777 zg 426 4.664727181287047 3.3382814388762765 -4.2796647990980805
2459419 21.236 0.915 zg 426 11.631246208696547 9.802187892710275 2.68685422831142
2459423 20.824 0.223 zg 426 16.999112533391628 3.4914577577256107 8.0547205530065
2459600 21.316 0.743 zg 426 10.805036764240663 7.394192328346691 1.8606447838555358
2459641 21.436 0.238 zg 426 9.674449209169083 2.1206982890426653 0.7300572287839557
2459673 22.66 0.764 zg 426 3.133475106941869 2.20493244234855 -5.810916873443258
2459677 21.765 0.555 zg 426 7.145395117925532 3.652539422623484 -1.7989968624595951
2459679 21.331 0.378 zg 426 10.656786102061595 3.7101693108563727 1.7123941216764678
2459682 20.642 0.361 zg 426 20.101397370025854 6.683579693463288 11.157005389640727
2459687 21.848 1.784 zg 426 6.619516193232958 10.876690707167077 -2.3248757871521697
2459694 21.219 0.303 zg 426 11.814796588135694 3.2971944294724973 2.870404607750567
2459697 22.082 0.352 zg 426 5.336128126195105 1.72999398213778 -3.6082638541900227
2459699 21.492 0.288 zg 426 9.18811133259433 2.437218223165597 0.2437193522092027
2459699 21.62 0.416 zg 426 8.166317273789693 3.12892576576951 -0.7780747065954348
2459701 21.666 0.356 zg 426 7.827557181948239 2.5665629869958595 -1.116834798436888
2459710 22.882 2.285 zg 426 2.5540314976861884 5.37511961619906 -6.390360482698939
2459711 20.975 0.526 zg 426 14.791977887067315 7.166179348629805 5.847585906682188
2459715 22.89 5.234 zg 426 2.535281859204206 12.221813358458384 -6.409110121180921
2459722 21.211 0.207 zg 426 11.902172736851309 2.2691973848998366 2.9577807564661818
2459722 21.847 0.457 zg 426 6.6256158014989115 2.7888048754527186 -2.318776178886216
2459724 21.339 0.278 zg 426 10.578552577152255 2.7086115426200243 1.6341605967671278
2459730 21.988 0.459 zg 426 5.81870378437844 2.459883925142459 -3.1256881960066876
2459732 22.178 0.556 zg 426 4.884569000394686 2.5013629943605427 -4.059822979990441
2459734 21.133 0.344 zg 426 12.78869555930654 4.051915422108898 3.844303578921412
2459738 21.008 0.403 zg 426 14.349152423991532 5.326071288335465 5.4047604436064045
2459747 21.344 0.414 zg 426 10.529948543035296 4.015154581483041 1.5855565626501686
2459749 21.346 0.291 zg 426 10.510569515223137 2.8170523516909842 1.56617753483801
2459759 21.293 0.264 zg 426 11.036369921604258 2.683526299054005 2.091977941219131
2459759 21.404 0.314 zg 426 9.963828618689607 2.8815859437656934 1.0194366383044802
2459761 21.343 0.293 zg 426 10.539651451722055 2.8442616740799433 1.5952594713369272
2459763 21.727 0.443 zg 426 7.39990678260828 3.0192957463601826 -1.5444851977768472
