jd mag magerr filt field flux fluxerr adjflux
2458203 18.619 0.047 zg 423 129.54666850757684 5.607893881748648 1.908086036489152
2458206 18.633 0.066 zg 423 127.88695559306566 7.774023774976392 0.248373121977977
2458206 18.728 0.074 zg 423 117.17264913368874 7.98607985797486 -10.465933337398951
2458210 19.685 0.373 zg 423 48.531783205801354 16.67288523347767 -79.10679926528633
2458267 18.695 0.077 zg 423 120.78868380105287 8.566287659858412 -6.849898670034818
2458270 18.72 0.053 zg 423 118.03919768065134 5.762060295731038 -9.599384790436346
2458275 18.585 0.019 zg 423 133.66763032960284 2.339136306897146 6.029047858515156
2458278 18.675 0.03 zg 423 123.03431309414427 3.399563703088065 -4.604269376943421
2458284 18.638 0.026 zg 423 127.29936840593128 3.0484233316061675 -0.33921406515641195
2458293 18.584 0.059 zg 423 133.79079947959087 7.270326930890492 6.152217008503186
2458470 18.647 0.03 zg 423 126.24850642072785 3.4883751467655726 -1.3900760503598377
2458472 18.587 0.06 zg 423 133.42163209749816 7.3731518676152445 5.783049626410474
2458488 18.603 0.022 zg 423 131.46987466744767 2.6639410475661327 3.831292196359982
2458492 18.638 0.028 zg 423 127.29936840593128 3.2829174340374117 -0.33921406515641195
2458495 18.661 0.021 zg 423 124.6310485659005 2.4105781942372997 -3.007533905187188
2458502 18.701 0.07 zg 423 120.12302185250377 7.74461742440325 -7.515560618583919
2458508 18.614 0.072 zg 423 130.1446287606725 8.630469564985978 2.506046289584816
2458511 18.632 0.039 zg 423 128.00479809222603 4.597974262734408 0.3662156211383376
2458539 18.572 0.059 zg 423 135.27771188722386 7.351127250218417 7.639129416136171
2458560 18.695 0.069 zg 423 120.78868380105287 7.676283747145852 -6.849898670034818
2458573 18.652 0.024 zg 423 125.66844722373132 2.7778780150758986 -1.9701352473563674
2458580 18.618 0.022 zg 423 129.66604036301047 2.627390406145403 2.0274578919227793
2458600 18.604 0.025 zg 423 131.34884218408754 3.024418859951075 3.710259712999857
2458606 18.613 0.047 zg 423 130.264551611556 5.638970036102861 2.6259691404682997
2458609 18.618 0.022 zg 423 129.66604036301047 2.627390406145403 2.0274578919227793
2458617 18.573 0.064 zg 423 135.15317387078113 7.966763095697742 7.514591399693444
2458634 18.61 0.023 zg 423 130.62498359505005 2.7671312879866976 2.9864011239623665
2458637 18.651 0.02 zg 423 125.78424545989888 2.3170314282357376 -1.8543370111888038
2458640 18.622 0.023 zg 423 129.18921190624252 2.7367162123008595 1.550629435154832
2458643 18.614 0.048 zg 423 130.1446287606725 5.753646376657319 2.506046289584816
2458651 18.72 0.089 zg 423 118.03919768065134 9.675912572076648 -9.599384790436346
2458654 18.639 0.061 zg 423 127.18217533240534 7.145485856764819 -0.4564071386823514
2458658 18.635 0.024 zg 423 127.65159595582487 2.8217151546699015 0.013013484737186332
2458662 18.646 0.034 zg 423 126.36483915726762 3.957134810940761 -1.273743313820063
2458668 18.656 0.028 zg 423 125.20631934825762 3.22893989017544 -2.432263122830065
2458676 18.603 0.076 zg 423 131.46987466744767 9.20270543704664 3.831292196359982
2458831 18.657 0.053 zg 423 125.0910531566567 6.1062952384274025 -2.5475293144309887
2458854 18.586 0.021 zg 423 133.54457457036844 2.5829810719100816 5.905992099280752
2458857 18.621 0.023 zg 423 129.30825438031707 2.7392379822222415 1.669671909229379
2458872 18.631 0.025 zg 423 128.1227491783379 2.95013532331456 0.4841667072502105
2458881 18.643 0.022 zg 423 126.71448093669211 2.5675836988674883 -0.9241015343955752
2458887 18.565 0.059 zg 423 136.15269711533475 7.398674829669396 8.514114644247059
2458894 18.66 0.028 zg 423 124.74589088244436 3.2170659220915963 -2.8926915886433306
2458898 18.659 0.018 zg 423 124.86083902139622 2.0700194877316527 -2.777743449691471
2458955 18.632 0.025 zg 423 128.00479809222603 2.9474193991887234 0.3662156211383376
2458963 18.643 0.021 zg 423 126.71448093669211 2.4508753489189665 -0.9241015343955752
2458963 18.642 0.022 zg 423 126.83124304932647 2.5699496202272973 -0.8073394217612133
2458966 18.57 0.057 zg 423 135.52713229562588 7.115030803059194 7.888549824538188
2458969 18.629 0.031 zg 423 128.35897751174087 3.664912605314107 0.7203950406531874
2458972 18.636 0.052 zg 423 127.53407861808878 6.1080878201146325 -0.10450385299890286
2458980 18.62 0.019 zg 423 129.42740654706915 2.264933888745227 1.7888240759814664
2458986 18.607 0.02 zg 423 130.98641286608796 2.412858893201741 3.3478303950002726
2458992 18.615 0.019 zg 423 130.02481631196721 2.2753883485701083 2.3862338408795267
2458998 18.658 0.029 zg 423 124.97589308026646 3.338104489326776 -2.662689390821228
2459026 18.524 0.043 zg 423 141.39245946172497 5.599772513995325 13.75387699063728
2459033 18.526 0.074 zg 423 141.13224466645445 9.619082480209089 13.493662195366767
2459185 18.585 0.071 zg 423 133.66763032960284 8.740983041563018 6.029047858515156
2459186 18.813 0.08 zg 423 108.34933468942629 7.983474012534262 -19.289247781661402
2459190 18.873 0.124 zg 423 102.52416689239477 11.70910267055987 -25.114415578692913
2459200 18.617 0.029 zg 423 129.78552221463283 3.4665696213591897 2.146939743545147
2459204 18.613 0.027 zg 423 130.264551611556 3.2394083186122815 2.6259691404682997
2459217 18.483 0.089 zg 423 146.83387120638923 12.036270394317247 19.195288735301546
2459218 18.679 0.055 zg 423 122.58187187300513 6.209614198613931 -5.05671059808256
2459268 18.603 0.033 zg 423 131.46987466744767 3.9959115713492 3.831292196359982
2459270 18.661 0.065 zg 423 124.6310485659005 7.461313458353546 -3.007533905187188
2459291 18.628 0.026 zg 423 128.4772549594256 3.076630045407035 0.8386724883379202
2459348 18.629 0.02 zg 423 128.35897751174087 2.36445974536394 0.7203950406531874
2459392 18.577 0.058 zg 423 134.6561672594612 7.19332897514328 7.017584788373512
2459396 18.55 0.047 zg 423 138.04676980399552 5.975851364589221 10.40818733290783
2459924 18.693 0.07 zg 423 121.01138983609542 7.801892624934368 -6.627192634992269
2459932 18.613 0.034 zg 423 130.264551611556 4.079254919733985 2.6259691404682997
2458217 17.803 0.015 zr 423 274.6795004665641 3.7948375387521693 2.3231048487963903
2458217 17.804 0.014 zr 423 274.4266277673721 3.5385877084195507 2.070232149604408
2458224 17.799 0.018 zr 423 275.6933235279534 4.570612826352841 3.3369279101856932
2458224 17.846 0.02 zr 423 264.01356952727247 4.863309676333158 -8.342826090495237
2458233 17.805 0.023 zr 423 274.17398786531913 5.808042223577812 1.8175922475514312
2458256 17.803 0.017 zr 423 274.6795004665641 4.300815877252459 2.3231048487963903
2458267 17.775 0.032 zr 423 281.85532804787834 8.307147222323088 9.498932430110642
2458278 17.843 0.019 zr 423 264.744074744209 4.63292777573033 -7.612320873558701
2458281 17.796 0.014 zr 423 276.45614572482833 3.5647572800704443 4.099750107060629
2458287 17.848 0.019 zr 423 263.52768621210333 4.6116414061603335 -8.82870940566437
2458293 17.837 0.035 zr 423 266.2111545257803 8.581633703997147 -6.14524109198743
2458438 17.821 0.029 zr 423 270.16323556428546 7.2160565310702065 -2.193160053482245
2458438 17.831 0.029 zr 423 267.6863641326841 7.149899327136456 -4.670031485083598
2458439 17.807 0.022 zr 423 273.6694055955675 5.545294424849477 1.3130099777998225
2458439 17.806 0.024 zr 423 273.92158054608973 6.054986380942023 1.5651849283220258
2458439 17.825 0.026 zr 423 269.1697486163632 6.445777006749523 -3.1866470014044808
2458439 17.795 0.025 zr 423 276.71088854022634 6.3715036702186225 4.354492922458633
2458440 17.828 0.031 zr 423 268.42703168947605 7.664143413387867 -3.92936392829165
2458440 17.819 0.03 zr 423 270.6613532779113 7.478649567687764 -1.6950423398563998
2458440 17.822 0.031 zr 423 269.9145205837953 7.706614278338132 -2.4418750339723942
2458440 17.836 0.025 zr 423 266.45645700880794 6.135386658404901 -5.899938608959758
2458442 17.768 0.039 zr 423 283.67838703568736 10.18982055301032 11.321991417919662
2458443 17.777 0.029 zr 423 281.3366092508269 7.51449719786356 8.98021363305918
2458443 17.813 0.024 zr 423 272.16122366946036 6.016074014518251 -0.19517194830734752
2458443 17.811 0.022 zr 423 272.6630252050705 5.524902391781125 0.3066295873027798
2458444 17.792 0.026 zr 423 277.47652626113427 6.64469845545645 5.120130643366565
2458444 17.785 0.018 zr 423 279.2712628680675 4.629930096827763 6.914867250299778
2458444 17.787 0.018 zr 423 278.7572997135342 4.621409300762333 6.400904095766521
2458444 17.845 0.022 zr 423 264.2568470273209 5.354570114843109 -8.09954859044683
2458450 17.808 0.025 zr 423 273.4174627998293 6.295669740071411 1.0610671820616062
2458475 17.831 0.026 zr 423 267.6863641326841 6.410254569156822 -4.670031485083598
2458476 17.81 0.024 zr 423 272.91427281801066 6.032720028058191 0.557877200242956
2458488 17.825 0.014 zr 423 269.1697486163632 3.470803003634359 -3.1866470014044808
2458503 17.838 0.021 zr 423 265.9660778706753 5.144240019635729 -6.390317747092411
2458512 17.812 0.019 zr 423 272.41200889319975 4.767113914308329 0.05561327543205152
2458524 17.803 0.015 zr 423 274.6795004665641 3.7948375387521693 2.3231048487963903
2458543 17.842 0.014 zr 423 264.9880253743663 3.416881871474086 -7.368370243401387
2458547 17.834 0.015 zr 423 266.94774029118554 3.688019324417579 -5.4086553265821635
2458557 17.847 0.021 zr 423 263.77051599092766 5.1017740879732845 -8.58587962684004
2458560 17.843 0.025 zr 423 264.744074744209 6.095957599645171 -7.612320873558701
2458573 17.795 0.018 zr 423 276.71088854022634 4.587482642557408 4.354492922458633
2458580 17.83 0.014 zr 423 267.9330259598767 3.454856112377594 -4.423369657890987
2458583 17.841 0.017 zr 423 265.23220079486066 4.152894039779298 -7.124194822907043
2458587 17.866 0.024 zr 423 259.1947788127639 5.729453125211129 -13.161616805003803
2458593 17.836 0.045 zr 423 266.45645700880794 11.04369598512882 -5.899938608959758
2458600 17.789 0.014 zr 423 278.24428244265977 3.5878143669944427 5.887886824892064
2458606 17.811 0.013 zr 423 272.6630252050705 3.2647150496888466 0.3066295873027798
2458634 17.826 0.016 zr 423 268.92194824990656 3.9629802830025675 -3.4344473678611394
2458637 17.795 0.013 zr 423 276.71088854022634 3.313181908513683 4.354492922458633
2458640 17.818 0.015 zr 423 270.91075643360057 3.7427704157744968 -1.4456391841671348
2458643 17.874 0.022 zr 423 257.29197988347914 5.213442761354282 -15.06441573428856
2458648 17.829 0.038 zr 423 268.17991507566103 9.38610753534312 -4.176480542106674
2458654 17.787 0.022 zr 423 278.7572997135342 5.648389145376185 6.400904095766521
2458658 17.806 0.018 zr 423 273.92158054608973 4.541239785706517 1.5651849283220258
2458676 17.836 0.035 zr 423 266.45645700880794 8.589541321766863 -5.899938608959758
2458679 17.816 0.039 zr 423 271.4102524005832 9.749145139708016 -0.946143217184499
2458804 17.849 0.035 zr 423 263.2850799848043 8.487308205330578 -9.071315632963376
2458804 17.87 0.037 zr 423 258.2416268075234 8.800425140107517 -14.1147688102443
2458804 17.765 0.029 zr 423 284.463303288411 7.598011155206577 12.106907670643295
2458804 17.874 0.036 zr 423 257.29197988347914 8.53108815494337 -15.06441573428856
2458806 17.797 0.029 zr 423 276.20163742821694 7.377342166832001 3.845241810449238
2458806 17.835 0.043 zr 423 266.70198552784825 10.562589077751399 -5.654410089919452
2458812 17.838 0.029 zr 423 265.9660778706753 7.103950503306483 -6.390317747092411
2458812 17.827 0.025 zr 423 268.6743760109497 6.186456130722899 -3.6820196068180167
2458812 17.832 0.023 zr 423 267.4399293848405 5.665389390990811 -4.916466232927178
2458851 17.801 0.017 zr 423 275.1859451146174 4.308745574152291 2.8295494968497223
2458873 17.816 0.016 zr 423 271.4102524005832 3.9996492880853403 -0.946143217184499
2458887 17.774 0.029 zr 423 282.11504598474534 7.535289232968132 9.758650366977633
2458894 17.809 0.016 zr 423 273.16575194515275 4.025519285410676 0.8093563273850464
2458901 17.812 0.013 zr 423 272.41200889319975 3.2617095203162245 0.05561327543205152
2458908 17.812 0.012 zr 423 272.41200889319975 3.0108087879842076 0.05561327543205152
2458914 17.816 0.028 zr 423 271.4102524005832 6.9993862541493455 -0.946143217184499
2458955 17.811 0.015 zr 423 272.6630252050705 3.766978903487131 0.3066295873027798
2458976 17.762 0.034 zr 423 285.25039134396474 8.932660864758903 12.893995726197033
2458992 17.819 0.012 zr 423 270.6613532779113 2.9914598270751056 -1.6950423398563998
2458995 17.836 0.014 zr 423 266.45645700880794 3.4358165287067446 -5.899938608959758
2458998 17.838 0.016 zr 423 265.9660778706753 3.9194209673415075 -6.390317747092411
2459005 17.83 0.033 zr 423 267.9330259598767 8.143589407747186 -4.423369657890987
2459017 17.826 0.014 zr 423 268.92194824990656 3.4676077476272464 -3.4344473678611394
2459168 17.8 0.026 zr 423 275.439517493096 6.595918440811185 3.0831218753282883
2459172 17.818 0.023 zr 423 270.91075643360057 5.738914637520895 -1.4456391841671348
2459172 17.897 0.037 zr 423 251.8988871823853 8.58427561400565 -20.457508435382408
2459174 17.836 0.04 zr 423 266.45645700880794 9.816618653447842 -5.899938608959758
2459174 17.824 0.048 zr 423 269.417777320528 11.910861270640073 -2.9386182972397137
2459178 17.805 0.018 zr 423 274.17398786531913 4.545424348886983 1.8175922475514312
2459178 17.79 0.023 zr 423 277.98812796947743 5.888840139324928 5.631732351709729
2459185 17.87 0.038 zr 423 258.2416268075234 9.038274468218532 -14.1147688102443
2459186 17.805 0.024 zr 423 274.17398786531913 6.060565798515977 1.8175922475514312
2459195 17.779 0.017 zr 423 280.8188450895908 4.396943148438653 8.462449471823106
2459217 17.794 0.028 zr 423 276.965866090512 7.142659714715819 4.609470472744306
2459218 17.818 0.021 zr 423 270.91075643360057 5.239878582084296 -1.4456391841671348
2459251 17.848 0.014 zr 423 263.52768621210333 3.39805156243393 -8.82870940566437
2459262 17.853 0.015 zr 423 262.31688647763997 3.6240417146641515 -10.039509140127734
2459265 17.854 0.015 zr 423 262.0753949247044 3.620705385564911 -10.281000693063277
2459268 17.825 0.016 zr 423 269.1697486163632 3.966632004153553 -3.1866470014044808
2459270 17.828 0.029 zr 423 268.42703168947605 7.169682548008005 -3.92936392829165
2459272 17.901 0.056 zr 423 250.97256478293153 12.9446393758004 -21.383830834836175
2459291 17.916 0.014 zr 423 247.5290921016552 3.191758066311481 -24.827303516112494
2459321 17.811 0.013 zr 423 272.6630252050705 3.2647150496888466 0.3066295873027798
2459336 17.813 0.012 zr 423 272.16122366946036 3.0080370072591256 -0.19517194830734752
2459348 17.833 0.012 zr 423 267.19372150729464 2.9531341444046366 -5.162674110473063
2459364 17.811 0.022 zr 423 272.6630252050705 5.524902391781125 0.3066295873027798
2459370 17.805 0.016 zr 423 274.17398786531913 4.040377199010652 1.8175922475514312
2459378 17.803 0.018 zr 423 274.6795004665641 4.553805046502603 2.3231048487963903
2459382 18.883 0.111 zr 423 101.5842196805023 10.38544016043721 -170.7721759372654
2459392 18.254 0.027 zr 423 181.31187492472193 4.50884902015223 -91.04452069304577
2459396 17.817 0.015 zr 423 271.16038940390354 3.7462192227113333 -1.196006213864166
2459670 17.856 0.012 zr 423 261.593078572789 2.8912335511301963 -10.763317044978692
2459896 17.823 0.053 zr 423 269.66603457280615 13.163694615436201 -2.6903610449615485
2459896 17.82 0.041 zr 423 270.41217972526454 10.211411685590503 -1.9442158925031663
2459896 17.849 0.045 zr 423 263.2850799848043 10.912253406853598 -9.071315632963376
2459896 17.844 0.038 zr 423 264.5003486974445 9.257325312037436 -7.856046920323195
2459896 17.731 0.037 zr 423 293.5122616763327 10.00238698353399 21.155866058564982
2459897 17.835 0.034 zr 423 266.70198552784825 8.351814619617386 -5.654410089919452
2459897 17.836 0.037 zr 423 266.45645700880794 9.080372254439252 -5.899938608959758
2459899 17.791 0.032 zr 423 277.73220931466744 8.18562617615687 5.3758136968997405
2459899 17.839 0.034 zr 423 265.72122683559473 8.321102006930728 -6.635168782172968
2459899 17.824 0.034 zr 423 269.417777320528 8.436860066703385 -2.9386182972397137
2459899 17.85 0.039 zr 423 263.04269710322853 9.44857981346514 -9.313698514539169
2459902 17.881 0.032 zr 423 255.63849312574803 7.534456108375146 -16.717902492019675
2459902 17.837 0.028 zr 423 266.2111545257803 6.865306963197717 -6.14524109198743
2459902 17.814 0.028 zr 423 271.9106693211086 7.012291482613964 -0.4457262966590747
2459902 17.867 0.026 zr 423 258.95616150341317 6.201193411053866 -13.400234114354532
2459902 17.946 0.034 zr 423 240.78323714591755 7.540164937932545 -31.57315847185015
