jd mag magerr filt field flux fluxerr adjflux
2458203 18.251 0.025 zg 427 181.8135509210054 4.18641172055021 -2.268683158744949
2458203 18.258 0.028 zg 427 180.64512624270796 4.658648677855053 -3.43710783704239
2458206 18.225 0.036 zg 427 186.21996852726417 6.174537459101264 2.1377344475138216
2458206 18.262 0.039 zg 427 179.98082943432416 6.46497032813079 -4.101404645426186
2458233 18.312 0.034 zg 427 171.88035773576806 5.382460433211743 -12.201876343982292
2458236 18.219 0.071 zg 427 187.2519068284902 12.24504196006296 3.169672748739856
2458236 18.291 0.094 zg 427 175.2371772657997 15.171544055358014 -8.845056813950663
2458236 18.27 0.092 zg 427 178.6595554059349 15.1387409071503 -5.422678673815454
2458267 18.217 0.067 zg 427 187.5971554760598 11.576485486818614 3.514921396309461
2458270 18.275 0.04 zg 427 177.838689312683 6.551819439503734 -6.2435447670673625
2458279 18.237 0.017 zg 427 184.17312150502192 2.883705131931984 0.09088742527157478
2458282 18.214 0.018 zg 427 188.11622235964077 3.1187059873607663 4.033988279890423
2458288 18.227 0.023 zg 427 185.87725441669465 3.937583395348194 1.7950203369443045
2458294 18.154 0.042 zg 427 198.8045175567979 7.690440551575421 14.72228347704754
2458300 18.249 0.019 zg 427 182.14877251435735 3.1875391670702933 -1.933461565393003
2458305 18.244 0.023 zg 427 182.98953304775063 3.876410532921166 -1.0927010319997237
2458308 18.371 0.129 zg 427 162.78944739412546 19.34156623110891 -21.29278668562489
2458332 18.202 0.024 zg 427 190.2068918689904 4.20448851650177 6.124657789240047
2458336 18.239 0.024 zg 427 183.83417435544038 4.063620762755572 -0.24805972430996803
2458349 18.254 0.06 zg 427 181.31187492472193 10.019664489227177 -2.770359155028416
2458487 18.233 0.023 zg 427 184.85289177383513 3.915883519556525 0.7706576940847754
2458488 18.235 0.024 zg 427 184.5126935937393 4.078619306276373 0.43045951398895
2458493 18.268 0.028 zg 427 178.98896177046169 4.615937930051238 -5.093272309288665
2458494 18.232 0.019 zg 427 185.02322600880638 3.2378410876981483 0.9409919290560254
2458495 18.223 0.02 zg 427 186.5633145223643 3.4366232553500446 2.481080442613944
2458540 18.318 0.026 zg 427 170.93313147046496 4.0933160363959145 -13.149102609285393
2458540 18.262 0.023 zg 427 179.98082943432416 3.812674808897645 -4.101404645426186
2458544 18.249 0.048 zg 427 182.14877251435735 8.052730527335479 -1.933461565393003
2458544 18.182 0.047 zg 427 193.74310200629466 8.386867596742237 9.660867926544313
2458558 18.244 0.025 zg 427 182.98953304775063 4.21348970969692 -1.0927010319997237
2458568 18.311 0.03 zg 427 172.0387383213272 4.753606011314298 -12.043495758423148
2458568 18.299 0.029 zg 427 173.95072730411616 4.646221678628791 -10.131506775634193
2458573 18.183 0.02 zg 427 193.56474016614624 3.565594281886674 9.482506086395887
2458574 18.22 0.019 zg 427 187.07952084763568 3.2738255209025846 2.9972867678853277
2458581 18.228 0.023 zg 427 185.70613395461794 3.9339584166374197 1.6238998748675897
2458581 18.207 0.022 zg 427 189.33297058398927 3.83640642597497 5.250736504238915
2458582 18.155 0.046 zg 427 198.62149612680088 8.415109288787333 14.539262047050528
2458584 18.27 0.026 zg 427 178.6595554059349 4.278339821585955 -5.422678673815454
2458584 18.254 0.026 zg 427 181.31187492472193 4.341854611998443 -2.770359155028416
2458585 18.188 0.024 zg 427 192.67539096962278 4.259054237121149 8.593156889872432
2458588 18.296 0.037 zg 427 174.43203557176693 5.9443401517527334 -9.650198507983418
2458588 18.132 0.075 zg 427 202.87393309872846 14.014034823306107 18.791699018978107
2458597 18.249 0.024 zg 427 182.14877251435735 4.026365263667739 -1.933461565393003
2458597 18.252 0.024 zg 427 181.64617154506735 4.015255361271469 -2.4360625346830034
2458598 18.218 0.018 zg 427 187.42445165584172 3.107237388806335 3.3422175760913717
2458606 18.218 0.019 zg 427 187.42445165584172 3.279861688184465 3.3422175760913717
2458617 18.262 0.04 zg 427 179.98082943432416 6.630738798082862 -4.101404645426186
2458633 18.214 0.02 zg 427 188.11622235964077 3.4652288748452964 4.033988279890423
2458633 18.23 0.02 zg 427 185.36436549106972 3.414537798016297 1.2821314113193694
2458634 18.21 0.019 zg 427 188.81054634131937 3.3041178554824344 4.728312261569016
2458635 18.234 0.017 zg 427 184.68271435026656 2.8916841219768896 0.6004802705162149
2458636 18.179 0.018 zg 427 194.27917425066636 3.220879179663195 10.196940170916008
2458639 18.22 0.02 zg 427 187.07952084763568 3.4461321272658787 2.9972867678853277
2458642 18.215 0.019 zg 427 187.94304068125092 3.288936812915127 3.8608066015005704
2458645 18.251 0.035 zg 427 181.8135509210054 5.860976408770294 -2.268683158744949
2458649 18.258 0.062 zg 427 180.64512624270796 10.315579215250475 -3.43710783704239
2458652 18.187 0.035 zg 427 192.85293331155492 6.216844051367058 8.77069923180457
2458661 18.22 0.02 zg 427 187.07952084763568 3.4461321272658787 2.9972867678853277
2458665 18.242 0.02 zg 427 183.32692287663917 3.377006718081748 -0.7553112031111766
2458668 18.217 0.019 zg 427 187.5971554760598 3.282883944023189 3.514921396309461
2458677 18.233 0.041 zg 427 184.85289177383513 6.980488013122502 0.7706576940847754
2458678 18.217 0.046 zg 427 187.5971554760598 7.948034811845615 3.514921396309461
2458679 18.262 0.074 zg 427 179.98082943432416 12.266866776453293 -4.101404645426186
2458680 18.207 0.049 zg 427 189.33297058398927 8.54472340330789 5.250736504238915
2458680 18.169 0.045 zg 427 196.07681731707947 8.126704019448432 11.994583237329124
2458683 18.203 0.023 zg 427 190.03178549931184 4.025592079668969 5.949551419561487
2458683 18.204 0.029 zg 427 189.8568403343102 5.0710737521381075 5.774606254559842
2458686 18.186 0.027 zg 427 193.03063925135584 4.80027030225786 8.948405171605486
2458690 18.235 0.025 zg 427 184.5126935937393 4.248561777371221 0.43045951398895
2458716 18.212 0.028 zg 427 188.4630646025603 4.860265123098887 4.380830522809958
2458720 18.27 0.036 zg 427 178.6595554059349 5.923855137580552 -5.422678673815454
2458726 18.271 0.044 zg 427 178.49507962985624 7.233601927701461 -5.587154449894115
2458853 18.232 0.023 zg 427 185.02322600880638 3.9194918430030214 0.9409919290560254
2458874 18.228 0.018 zg 427 185.70613395461794 3.078750065194502 1.6238998748675897
2458882 18.242 0.02 zg 427 183.32692287663917 3.377006718081748 -0.7553112031111766
2458887 18.239 0.044 zg 427 183.83417435544038 7.449971398385214 -0.24805972430996803
2458891 18.291 0.051 zg 427 175.2371772657997 8.231369647055944 -8.845056813950663
2458896 18.206 0.025 zg 427 189.50743302485125 4.3635699029459 5.425198945100902
2458900 18.217 0.019 zg 427 187.5971554760598 3.282883944023189 3.514921396309461
