jd mag magerr filt field flux fluxerr adjflux
2458329 19.636 0.207 zg 404 50.772231187794546 9.679931285164024 14.361558837545779
2458336 20.018 0.175 zg 404 35.71299302160075 5.75625437504168 -0.6976793286480145
2458342 19.97 0.161 zg 404 37.32727178497229 5.535129740579411 0.9165994347235227
2458345 19.977 0.085 zg 404 37.08738809475142 2.903493476812022 0.6767157445026513
2458345 19.828 0.086 zg 404 42.54281751971936 3.369770935759587 6.13214516947059
2458346 19.923 0.099 zg 404 38.97860111908812 3.5541612169499044 2.5679287688393515
2458347 19.977 0.064 zg 404 37.08738809475142 2.186159794305522 0.6767157445026513
2458348 19.957 0.069 zg 404 37.7768941187345 2.4007725659045858 1.3662217684857367
2458348 19.975 0.066 zg 404 37.15576854971409 2.2586340158265488 0.7450961994653227
2458349 19.995 0.084 zg 404 36.477599345008436 2.822157289728867 0.0669269947596689
2458350 20.02 0.087 zg 404 35.647267811055556 2.856414187876065 -0.7634045391932105
2458351 19.932 0.061 zg 404 38.65683102183319 2.171859685619615 2.246158671584425
2458351 19.938 0.06 zg 404 38.443794662358336 2.1244826041840894 2.033122312109569
2458352 19.927 0.059 zg 404 38.83526284665724 2.1103473365919556 2.42459049640847
2458360 19.9 0.187 zg 404 39.81312330195905 6.8571481957027345 3.4024509517102857
2458360 19.871 0.188 zg 404 40.89086041022467 7.080432358645337 4.480188059975902
2458361 19.897 0.143 zg 404 39.92328314838919 5.258210479857269 3.5126107981404218
2458364 19.964 0.122 zg 404 37.534120930849724 4.217564757899706 1.1234485806009573
2458364 19.881 0.107 zg 404 40.515970748601454 3.992874927723456 4.105298398352687
2458365 19.998 0.081 zg 404 36.376947133439295 2.71385692481811 -0.03372521680947216
2458366 19.922 0.069 zg 404 39.014518275363734 2.479425250077018 2.6038459251149675
2458367 19.961 0.062 zg 404 37.637974953209955 2.149283073432064 1.2273026029611884
2458367 20.06 0.073 zg 404 34.357871329192015 2.310068132608468 -2.0528010210567516
2458368 19.92 0.057 zg 404 39.08645190689923 2.051997298173891 2.675779556650461
2458369 19.923 0.065 zg 404 38.97860111908812 2.333540192946907 2.5679287688393515
