mjd,filter,flux,sigflux
58539.12932869978,ZTF_g,3.333722045794577,6.765610142584628
58540.125405100174,ZTF_r,9.662227531309473,11.155982072163068
58540.12839120021,ZTF_g,6.072047732468091,5.606172809685517
58542.14991899999,ZTF_r,-10.022679610268506,12.350914696275709
58557.12089119991,ZTF_r,-12.319515923002783,32.81182783078754
58694.46297449991,ZTF_g,4.46859449608291,4.7531033560668945
58694.4638772998,ZTF_g,-3.997360410861497,4.787939674096859
58694.485173599795,ZTF_r,15.939169726666076,8.039866527123486
58694.48607640015,ZTF_r,12.138487993139982,8.350741417448324
58695.446006900165,ZTF_g,11.376357312655246,5.916759243125238
58695.48745370004,ZTF_r,13.396527784794253,9.440018705955742
58698.46238429984,ZTF_g,12.427310999314697,5.438340391668298
58698.486250000075,ZTF_r,54.53342858738654,31.385107473214916
58701.478379600216,ZTF_g,19.757361194064142,39.720339986939585
58701.483576400205,ZTF_r,0.16156281547949292,49.47238733795249
58704.455347199924,ZTF_g,-13.997303099440806,6.0650622807030015
58704.49793979991,ZTF_r,-10.39759236846891,12.59641120081845
58707.44645830011,ZTF_g,4.913205874159442,5.2818478215273625
58707.49859949993,ZTF_r,0.04424805969099074,8.04298524980797
58711.425844899844,ZTF_r,14.23854427039375,19.0689139478672
58711.4267477002,ZTF_r,15.075267408215664,19.603067991080266
58711.496076399926,ZTF_g,17.61530901895574,12.43379318453703
58711.496979199816,ZTF_g,7.392980802221498,14.072480387446946
58712.48086810019,ZTF_g,7.325157741558805,12.278247176662138
58713.48259259993,ZTF_g,-2.224914004425725,13.129152656592868
58713.505370399915,ZTF_r,3.821002927718945,17.52847044488606
58714.43869209988,ZTF_r,-3.9201197673380155,17.475939930623017
58714.43959489977,ZTF_r,18.174206166694628,16.507752523185385
58714.485601900145,ZTF_g,-3.2233315221137366,11.329765801712252
58714.48650459992,ZTF_g,3.9265127533663216,10.627986504030282
58719.4992244998,ZTF_g,-4.036071391907233,7.4476274811990395
58722.46049770014,ZTF_g,-12.290334587605727,4.750404611992434
58722.485092599876,ZTF_r,-16.560901602842645,7.912763185777689
58725.46180560021,ZTF_g,-8.18577576895678,4.547550050254644
58726.50031250017,ZTF_g,0.035102400864478654,3.2879445155087765
58730.44312500022,ZTF_g,-1.9671352566564824,4.869425136341866
58730.49585650023,ZTF_r,1.6699836861783295,9.454591028331263
58732.438472200185,ZTF_g,0.046501898415117794,4.32427108618566
58732.48092589993,ZTF_r,-11.415179881544697,8.2012417645861
58734.478506899904,ZTF_g,7.2757050545717705,3.5212940596997195
58734.47895829985,ZTF_g,-7.639015961798871,3.4975444796886364
58735.45989579987,ZTF_g,-12.982977278223382,5.346399453394769
58735.485347200185,ZTF_r,0.6994285488177844,7.93588223558791
58738.41692129988,ZTF_i,-23.42528022435845,10.792558818327514
58738.459919000044,ZTF_g,-1.6057666392115237,10.545650926299643
58738.50208330015,ZTF_r,-2.6614116280608417,12.172029106705962
58739.458761599846,ZTF_r,-3.226912407684557,9.015980725857792
58740.49402779993,ZTF_r,2.569818317140455,11.00647497931848
58740.49447919987,ZTF_r,-4.217515628703766,13.304021101516131
58741.441192099825,ZTF_r,9.36267571627787,20.8776600507215
58743.50059030019,ZTF_i,8.589897938972479,21.854576872771514
58746.4644559999,ZTF_g,-4.563651342611393,6.650723358433856
58746.464907399844,ZTF_g,-1.1891281599965942,7.239995924624602
58746.522083300166,ZTF_g,3.469877039525734,13.154017471417244
58747.362430599984,ZTF_i,-0.08547693059653089,11.157981565056033
58748.38375000004,ZTF_r,1.7331777851195318,6.9742564766918775
58748.38420139998,ZTF_r,9.3228328451795,6.991699522439897
58749.30178239988,ZTF_r,17.720333690513133,12.5489349266283
58749.417708300054,ZTF_g,4.778611765462468,6.136655499909626
58749.4181597,ZTF_g,2.8071369909802626,3.7644719795668298
58749.41861109994,ZTF_g,0.3638149814274045,3.096704559122685
58751.37730319984,ZTF_i,17.629093799038092,10.571449201512406
58756.419375000056,ZTF_g,4.582784299684893,5.422744508631099
58757.3618981,ZTF_i,6.432235383475523,9.887162485942754
58758.42646990018,ZTF_g,4.264799176351319,3.267566070422245
58758.426921300124,ZTF_g,-1.6846785896381835,3.454149929082
58760.44482639991,ZTF_g,2.4478132376351978,4.342153030037663
58760.44527779985,ZTF_g,-0.7680551134837726,4.110127593888056
58761.32577549992,ZTF_i,-0.5977303620351619,9.601276071829881
58761.41986110015,ZTF_r,-1.015154110291386,6.020907288255958
58761.42031250009,ZTF_r,7.354997253238294,6.363401500874779
58763.412199100014,ZTF_g,-3.6480114813802134,5.183885450712346
58765.337036999874,ZTF_i,16.713933994149528,9.115674062502228
58766.33096060017,ZTF_g,0.8559943001809162,7.782853357882685
58766.331412000116,ZTF_g,-5.4523155518593835,8.514184695828106
58766.42017359985,ZTF_g,8.106561680139537,8.447469332293409
58766.48755790014,ZTF_r,-3.0193653455967073,12.450035720645955
58767.35734950006,ZTF_g,18.29368169720437,12.759832615919127
58768.39612270007,ZTF_g,2.0094016125836314,10.023314959061416
58768.39899310004,ZTF_g,1.5421424977611355,9.797580967697131
58769.315555599984,ZTF_i,-9.668436079720827,19.07386217607716
58769.418032399844,ZTF_r,-9.791497047155707,28.62425119502588
58769.48129629996,ZTF_g,-7.339674088689142,18.85117015563571
58773.327731499914,ZTF_r,-5.45342602459399,13.320357765120113
58773.32818289986,ZTF_r,18.63116639303506,15.467541418665945
58775.3448032001,ZTF_r,-4.049060832541674,8.125927453550894
58775.34525460005,ZTF_r,5.849579397603338,7.300840770961949
58776.32214119984,ZTF_r,13.001659722690029,9.873927891082262
58776.32259259978,ZTF_r,-1.0842016626331838,8.849354859712156
58777.33358799992,ZTF_r,9.431403028538929,9.0120632085674
58777.43305560015,ZTF_r,1.3523059894615361,9.231328796275086
58778.37971059978,ZTF_r,-7.4983909115870855,15.940763410508909
58778.40503469994,ZTF_r,12.327828631189714,9.814906598837503
58778.40548609989,ZTF_r,17.897316013377985,9.794466359630057
58781.3931481,ZTF_g,3.6908861608694146,6.983108876661699
58783.39078699984,ZTF_r,5.579698923466695,7.394263002239191
58783.39123839978,ZTF_r,0.15564083813637966,7.430032888753829
58784.37831019983,ZTF_r,8.376676900824293,16.217061687430274
58787.266099500004,ZTF_r,-8.44247121297963,12.888312268549463
58787.26655089995,ZTF_r,15.431117312010956,10.740973425781396
58787.36409719987,ZTF_g,4.295881460262303,6.8171884996962415
58790.31557870004,ZTF_g,-1.869327391882181,5.2299093193396935
58790.37174770003,ZTF_r,6.871646042424277,11.227573718873181
58793.36001159996,ZTF_r,18.101274037660794,12.861927355639335
58796.31597220013,ZTF_r,-0.1279839649242461,18.958607505307736
58801.209687499795,ZTF_g,-0.9825774366080574,23.639956046122133
58801.31312499987,ZTF_r,18.602684863590863,27.888563828016725
58804.37944439985,ZTF_g,10.450910349867078,13.640832717182628
58811.27165509993,ZTF_g,-0.0625604060275396,6.34147178816836
58811.294178199954,ZTF_r,-35.7065239656026,79.49345286274291
58812.28694440005,ZTF_r,-8.109324211642633,5.559752931819252
58812.2873958,ZTF_r,-12.412187269220244,5.083202083270051
58812.28877309989,ZTF_r,-15.836425157936254,9.256976225599905
58814.21057870006,ZTF_r,0.6400304398787791,15.093299440244001
58814.26627309993,ZTF_g,8.665400649110845,16.707942175022982
58820.25627310015,ZTF_r,-88.13792738330424,383.65399525931963
58828.29131940007,ZTF_r,-172.3640825647326,74.37997579212382
58831.24832180003,ZTF_g,-3.7792070633112953,17.137123547806297
58833.18960649986,ZTF_g,7.98598456445416,6.6806411260069085
58833.268680599984,ZTF_r,20.281155528975166,15.06004289102381
58833.26958330022,ZTF_r,-0.8816442869627426,10.470588782238197
58833.27003470017,ZTF_r,22.404479466893207,9.886937639986597
58837.21496530017,ZTF_g,-9.096346750069873,6.189629453019509
58837.234201400075,ZTF_r,-7.745381653597819,12.861311613774687
58850.12903939979,ZTF_r,-40.51561461947229,43.41613196668834
58850.18490740005,ZTF_g,0.23115548508552616,8.178477718788981
58855.16862270003,ZTF_g,-14.981023558407834,16.75341599524809
58859.12655089982,ZTF_g,-5.726892432665861,14.282399430211111
58859.18927079998,ZTF_r,-4.79344473672453,17.573979125453462
58859.2062615999,ZTF_r,-10.62048565680652,11.067233938255653
58859.206701400224,ZTF_r,9.805250000904323,12.113343081584764
58860.18194440007,ZTF_r,-3.1533159479167385,12.330603252638852
58860.18239580002,ZTF_r,1.3637557896126287,12.99703204980748
58860.184212999884,ZTF_r,4.192841113809287,17.864895027596297
58861.17505790014,ZTF_r,12.87038895526294,15.492848367900393
58861.17596059991,ZTF_r,-6.813027587620907,9.642639590061489
58861.176411999855,ZTF_r,-4.242944439602859,10.842332105986065
58862.144189800136,ZTF_g,-5.76781585413625,5.054317078628958
58867.14665509993,ZTF_g,45.251592140496214,28.750514032311273
58871.149189800024,ZTF_g,-3.322651272919041,6.365055536327303
58871.15009259991,ZTF_g,-1.5610654696634256,6.813663561591757
58872.143055600114,ZTF_r,15.576406384148866,7.011529978028993
58873.13689809991,ZTF_g,1.4482461227435102,5.043639760121965
58873.15813660016,ZTF_r,2.8123995423148385,9.671612795416936
58875.12429400021,ZTF_r,0.19843312181994102,9.345370666445113
58875.12518520001,ZTF_r,10.35844024840898,8.493435305343107
58876.11540509993,ZTF_r,-13.89071012748931,14.988927647065854
58876.133911999874,ZTF_g,3.6552052113255153,6.442428101382618
58876.15533560002,ZTF_g,-2.9743247824765384,3.292448845345128
58876.15578699997,ZTF_g,6.117208737737076,3.5746398894078077
58877.14400460012,ZTF_r,11.429562080781611,11.311334519557517
58877.17011569999,ZTF_g,4.666431251287334,7.732985540830329
58880.10556709999,ZTF_g,18.108184334677823,8.426341725300786
58880.166759300046,ZTF_r,18.801360511606084,16.037278306256358
58885.12238429999,ZTF_g,4.150151237196461,13.235823178871648
58885.1490162001,ZTF_r,-12.601062499871674,26.33593770599138
58886.11789349979,ZTF_r,8.499538380233583,17.31275360075437
58886.16182869999,ZTF_g,-2.6052776676634277,17.80753299912594
58887.12516199984,ZTF_r,17.053340055591214,17.536075541233323
58887.19065969996,ZTF_g,11.33166393156368,16.18540886693872
58887.19155090023,ZTF_g,3.846223982065699,15.510599687224131
58891.122789400164,ZTF_r,-3.9574170397767485,10.344136611547302
58891.123692099936,ZTF_r,20.637509023315253,11.039984963645542
58891.14902780019,ZTF_g,1.492403678814286,7.145343653982889
58891.16579859983,ZTF_g,2.547237032511421,7.07801514459603
58892.14112270018,ZTF_r,6.679423246762255,9.767283224290853
58892.156770799775,ZTF_g,-6.879659620193406,7.118128471404463
58893.148553200066,ZTF_g,3.633949851653413,5.7919301062200965
58894.12667819997,ZTF_r,-5.3651821898993965,9.875360755163971
58894.13869210007,ZTF_r,5.108896809538735,9.547905001420242
58894.14877310023,ZTF_g,-5.560350507424758,6.311938758080797
58895.110972200055,ZTF_r,17.74084500540728,10.795945628347983
58895.14069439983,ZTF_g,0.7319909110441961,7.083394875993645
58896.14041669993,ZTF_r,13.208356381632036,11.450546849832282
58896.1866088002,ZTF_g,11.136076918049634,7.474412758103767
58898.12456020014,ZTF_r,7.690810386852429,13.006656644835353
58898.172557900194,ZTF_g,-8.318617714985397,6.287297728366329
58899.10741900001,ZTF_r,-13.461176320957431,15.451304447645914
58899.12537040003,ZTF_r,11.642276454679005,10.767402507655916
58899.1501042,ZTF_g,1.6909008032363166,5.643038076449824
58899.151006899774,ZTF_g,-5.399117603593341,5.940010753036871
58900.13745369995,ZTF_g,8.236930972344966,7.021482742327161
58900.15135420021,ZTF_r,-72.3089228710607,74.54647542120408
58903.144467600156,ZTF_g,-1.7547616297856545,8.534677190067857
58903.16603010008,ZTF_r,-0.47737171535365724,16.394607693588977
58905.10907409992,ZTF_r,26.757873190989372,23.53106688184726
58905.12466439977,ZTF_r,3.3759653087342736,20.40246920258268
58905.144525500014,ZTF_g,4.320275537824448,11.814125900458093
58913.12803239981,ZTF_g,23.887208885802927,17.640222410995662
58913.12893520016,ZTF_g,31.944989792764876,17.491929453780482
58913.15069440007,ZTF_r,-9.663349640558543,26.6088747944154
58913.15160880005,ZTF_r,11.99170933131762,32.070986097245274
59061.45543979993,ZTF_r,6.489888743825552,6.629234217619505
59064.450347200036,ZTF_r,25.196404449362273,26.850218940567917
59064.46408559987,ZTF_g,-2.262638433817235,18.83802626085583
59067.44047449995,ZTF_r,7.233844206205227,18.09885498936019
59067.47599539999,ZTF_g,9.585180681607714,13.0764830516763
59068.43519680016,ZTF_r,4.101143262071534,19.595436403269286
59068.48556709988,ZTF_g,-5.784552832047042,10.324225448198401
59073.42190970015,ZTF_g,10.621945132599025,10.625630922807419
59073.46409719996,ZTF_r,9.284766319430359,12.387499832112082
59075.43960649986,ZTF_g,8.501643156377467,6.529365180967575
59075.48118059989,ZTF_r,0.23443819082708392,10.741276126281573
59076.42466440005,ZTF_r,6.358918229924952,12.458804135381992
59076.482997700106,ZTF_g,9.995758370566456,4.463626455267145
59077.435578700155,ZTF_g,6.340815936494215,4.775593636735152
59077.48413190013,ZTF_r,9.763456888853032,8.19279721971768
59079.48706019996,ZTF_g,118.76662132565802,15.34734448776251
59080.46329860017,ZTF_g,5.499625971130905,5.396534985124298
59080.498634300195,ZTF_r,12.7804265765256,9.009682059353294
59081.44439810002,ZTF_r,15.530013328785131,9.256014601140414
59081.482580999844,ZTF_g,1.9077022685587819,5.38764729249037
59082.451747700106,ZTF_g,3.5028954870721374,6.974634263458164
59082.488067099825,ZTF_r,13.954250864806058,10.053980211847591
59083.478460600134,ZTF_r,11.690537287384378,9.319618000361446
59083.49030089984,ZTF_g,-0.7513517728629291,6.548127118132959
59084.427465300076,ZTF_g,6.365828451592209,3.7137365527997006
59084.42792819999,ZTF_g,8.019704233733385,3.6894772345869753
59084.428391200025,ZTF_g,9.343207013262663,5.469440168861839
59084.463090300094,ZTF_g,6.695779548575656,4.490479581446831
59085.445439800154,ZTF_g,22.418105131254322,4.828871376197214
59085.48543980019,ZTF_r,31.489518184543527,7.481274410725133
59086.44873839989,ZTF_r,35.08561944912912,8.967045546654939
59086.48039350007,ZTF_g,26.42696815873444,4.741549917775602
59087.448611100204,ZTF_r,29.882798692641924,9.755018074619937
59087.48119209986,ZTF_g,25.666271796928037,5.358486420267737
59088.49422449991,ZTF_g,12.703695688217914,5.529449712773293
59088.49516199995,ZTF_g,19.723627445374856,5.5520399713218955
59089.471747700125,ZTF_r,31.26446141721047,10.422803265340264
59089.48415509984,ZTF_g,13.09560903619599,5.408469748965609
59090.43101850012,ZTF_g,17.952294198202754,4.8062236088790895
59090.50869210018,ZTF_r,28.600492512268218,9.358381781423986
59090.509629600216,ZTF_r,38.213295001970316,8.151405145876307
59090.51009259978,ZTF_r,48.249326096393034,8.213988315813355
59091.41236109985,ZTF_g,25.064073488624448,6.807580871422398
59091.41282409988,ZTF_g,23.997797098060826,6.6318830004081315
59091.417060200125,ZTF_g,33.89309244170145,8.6929628258452
59091.45524309995,ZTF_g,21.038173113451347,4.3020492747499715
59091.48282410018,ZTF_r,22.297125288031193,7.044072659256018
59092.408194399904,ZTF_g,20.63357522850135,8.01398405389654
59092.42784720007,ZTF_g,25.668226026392592,6.205238210297425
59092.428321800195,ZTF_g,33.42404812382624,11.736973933475081
59093.43976850016,ZTF_g,26.51690911732276,13.402606791052298
59093.482731500175,ZTF_r,36.73293955049039,18.56802762237291
59094.396215300076,ZTF_r,20.008529266373046,20.540246746988124
59094.415092600044,ZTF_r,30.18920448692033,18.91819806986189
59094.416493100114,ZTF_r,38.07863470172854,28.48487891789457
59094.4403241002,ZTF_r,15.886513168884417,25.51833472573793
59094.44126159977,ZTF_r,39.45040145931445,25.849463853559268
59094.50035879994,ZTF_g,10.04918593106884,15.603278696545654
59095.465474499855,ZTF_r,28.287918939381246,21.740393094573996
59095.492986099795,ZTF_g,0.8681225869170516,13.723998361859802
59096.38776620012,ZTF_r,24.898327280178602,20.795420904628724
59096.38824070012,ZTF_r,14.278301345527511,18.04174505071811
59096.398321799934,ZTF_r,19.172824436819674,24.074282006303225
59102.45777780004,ZTF_r,62.51484553234449,44.600201538390195
59106.51702550007,ZTF_g,37.75457590176765,7.70998108901087
59106.517488399986,ZTF_g,23.788547252519475,7.336646514695114
59106.51936340006,ZTF_g,23.371778222767624,12.788683677359844
59108.369606500026,ZTF_g,25.53669514556235,8.764266013424539
59108.46177079994,ZTF_r,37.95376568592751,10.202046952032694
59111.395949100144,ZTF_g,23.415338659260698,4.932408157921948
59111.42012730008,ZTF_r,44.70512888271404,9.151210667533304
59114.35219909996,ZTF_g,16.953457638729454,5.12013376741316
59114.46015049983,ZTF_r,9.819797937378084,8.459245491009016
59115.389317099936,ZTF_r,18.359789002260726,8.512961663180182
59116.43464120012,ZTF_r,20.638824339469707,7.783647169694311
59117.3815394002,ZTF_r,9.422440713251413,7.775002542737227
59118.47862270009,ZTF_g,12.890232081632806,4.057344222836284
59118.4790856,ZTF_g,3.044214753616037,2.96806920442168
59118.47954860004,ZTF_g,11.312564494487441,2.8211334361937017
59120.35006939992,ZTF_g,3.830706841512303,7.424486694141326
59120.3610417,ZTF_g,5.7429076499459635,7.538858106233707
