jd mag magerr filt field flux fluxerr adjflux
2458207 16.625 0.012 zg 425 812.8796454141634 8.984277858858905 19.715922480485915
2458207 16.646 0.014 zg 425 797.3082335033646 10.280872296723075 4.1445105696871
2458223 16.652 0.003 zg 425 792.914297452348 2.1909031696027483 -0.2494254813294674
2458246 16.647 0.004 zg 425 796.574223558132 2.934687892205218 3.410500624454471
2458249 16.654 0.004 zg 425 791.4550397778997 2.915828122188163 -1.7086831557777487
2458267 16.666 0.013 zg 425 782.7557181948256 9.372280570490519 -10.4080047388519
2458270 16.648 0.008 zg 425 795.8408893498032 5.86397237827834 2.677166416125715
2458274 16.651 0.003 zg 425 793.6449349282258 2.192921995555155 0.4812119945482891
2458277 16.648 0.003 zg 425 795.8408893498032 2.1989896418543773 2.677166416125715
2458280 16.654 0.003 zg 425 791.4550397778997 2.1868710916411223 -1.7086831557777487
2458286 16.657 0.004 zg 425 789.2711871795477 2.907782511886944 -3.892535754129767
2458293 16.655 0.011 zg 425 790.7264183414304 8.011145399442025 -2.4373045922470737
2458299 16.652 0.007 zg 425 792.914297452348 5.112107395739746 -0.2494254813294674
2458302 16.656 0.004 zg 425 789.9984676811564 2.910461912273231 -3.165255252521092
2458338 16.636 0.007 zg 425 804.6856357559745 5.188000018426802 11.521912822297054
2458469 16.648 0.004 zg 425 795.8408893498032 2.93198618913917 2.677166416125715
2458472 16.661 0.005 zg 425 786.368754429227 3.621361943090067 -6.79496850445048
2458472 16.666 0.013 zg 425 782.7557181948256 9.372280570490519 -10.4080047388519
2458472 16.643 0.013 zg 425 799.5143239900129 9.572938773084003 6.350601056335449
2458488 16.652 0.004 zg 425 792.914297452348 2.9212042261369975 -0.2494254813294674
2458495 16.651 0.004 zg 425 793.6449349282258 2.92389599407354 0.4812119945482891
2458502 16.662 0.011 zg 425 785.6448154779948 7.959661778233831 -7.518907455682665
2458539 16.645 0.012 zg 425 798.0429198081692 8.82029630745472 4.879196874491754
2458543 16.65 0.004 zg 425 794.3762456560823 2.9265902423620345 1.2125227224048558
2458547 16.645 0.004 zg 425 798.0429198081692 2.9400987691515734 4.879196874491754
2458560 16.67 0.014 zg 425 779.877245156795 10.056108826754476 -13.28647777688252
2458581 16.651 0.004 zg 425 793.6449349282258 2.92389599407354 0.4812119945482891
2458584 16.659 0.005 zg 425 787.81863418509 3.6280388861150357 -5.3450887485875
2458587 16.667 0.013 zg 425 782.035105440934 9.363652355128872 -11.128617492743501
2458597 16.653 0.004 zg 425 792.1843326086517 2.91851493626899 -0.9793903250257472
2458600 16.651 0.004 zg 425 793.6449349282258 2.92389599407354 0.4812119945482891
2458606 16.649 0.004 zg 425 795.1082302562913 2.9292869732880225 1.9445073226138447
2458617 16.642 0.009 zg 425 800.2510431152497 6.633526041108393 7.087320181572181
2458634 16.651 0.004 zg 425 793.6449349282258 2.92389599407354 0.4812119945482891
2458634 16.648 0.004 zg 425 795.8408893498032 2.93198618913917 2.677166416125715
2458635 16.652 0.003 zg 425 792.914297452348 2.1909031696027483 -0.2494254813294674
2458637 16.657 0.003 zg 425 789.2711871795477 2.1808368839152084 -3.892535754129767
2458640 16.652 0.004 zg 425 792.914297452348 2.9212042261369975 -0.2494254813294674
2458643 16.653 0.005 zg 425 792.1843326086517 3.6481436703362373 -0.9793903250257472
2458649 16.647 0.013 zg 425 796.574223558132 9.537735649666958 3.410500624454471
2458652 16.662 0.008 zg 425 785.6448154779948 5.788844929624605 -7.518907455682665
2458658 16.649 0.004 zg 425 795.1082302562913 2.9292869732880225 1.9445073226138447
2458667 16.676 0.003 zg 425 775.5793706349149 2.143004996709191 -17.58435229876261
2458679 16.634 0.012 zg 425 806.1692875497956 8.910112242920592 13.005564616118136
2458683 16.65 0.008 zg 425 794.3762456560823 5.853180484724069 1.2125227224048558
2458686 16.669 0.007 zg 425 780.5958695323758 5.032687555946326 -12.567853401301704
2458692 16.66 0.006 zg 425 787.0933604600301 4.349638652615652 -6.0703624736473785
2458831 16.671 0.011 zg 425 779.159282354015 7.893954413911692 -14.004440579662514
2458872 16.648 0.005 zg 425 795.8408893498032 3.664982736423962 2.677166416125715
2458882 16.646 0.004 zg 425 797.3082335033646 2.9373920847780215 4.1445105696871
2458884 16.655 0.007 zg 425 790.7264183414304 5.0980016178267435 -2.4373045922470737
2458887 16.668 0.01 zg 425 781.3151560903643 7.196178525375957 -11.848566843313165
2458896 16.655 0.005 zg 425 790.7264183414304 3.6414297270191027 -2.4373045922470737
2458915 16.65 0.008 zg 425 794.3762456560823 5.853180484724069 1.2125227224048558
2458937 16.648 0.003 zg 425 795.8408893498032 2.1989896418543773 2.677166416125715
2458944 16.668 0.014 zg 425 781.3151560903643 10.07464993552634 -11.848566843313165
2458956 16.646 0.01 zg 425 797.3082335033646 7.343480211945054 4.1445105696871
2458963 16.656 0.003 zg 425 789.9984676811564 2.182846434204923 -3.165255252521092
2458963 16.646 0.004 zg 425 797.3082335033646 2.9373920847780215 4.1445105696871
2458966 16.667 0.01 zg 425 782.035105440934 7.202809503945287 -11.128617492743501
2458972 16.644 0.007 zg 425 798.7782830957832 5.149913908338439 5.614560162105704
2458977 16.658 0.026 zg 425 788.5445762196545 18.88318625819271 -4.619146714023032
2458986 16.646 0.003 zg 425 797.3082335033646 2.203044063583516 4.1445105696871
2458992 16.648 0.003 zg 425 795.8408893498032 2.1989896418543773 2.677166416125715
2458995 16.65 0.005 zg 425 794.3762456560823 3.6582378029525433 1.2125227224048558
2458998 16.654 0.004 zg 425 791.4550397778997 2.915828122188163 -1.7086831557777487
2459018 16.647 0.003 zg 425 796.574223558132 2.2010159191539134 3.410500624454471
2459024 16.652 0.004 zg 425 792.914297452348 2.9212042261369975 -0.2494254813294674
2459027 16.644 0.006 zg 425 798.7782830957832 4.414211921432948 5.614560162105704
2459033 16.636 0.01 zg 425 804.6856357559745 7.4114285977525745 11.521912822297054
2459039 16.642 0.006 zg 425 800.2510431152497 4.4223506940722626 7.087320181572181
2459043 16.641 0.006 zg 425 800.988441096455 4.426425705910169 7.824718162777458
2459199 16.646 0.005 zg 425 797.3082335033646 3.671740105972527 4.1445105696871
2459218 16.645 0.008 zg 425 798.0429198081692 5.880197538303147 4.879196874491754
2459265 16.646 0.004 zg 425 797.3082335033646 2.9373920847780215 4.1445105696871
2459269 16.648 0.006 zg 425 795.8408893498032 4.397979283708755 2.677166416125715
2459300 16.653 0.017 zg 425 792.1843326086517 12.403688479143208 -0.9793903250257472
2459328 16.619 0.013 zg 425 817.3842194779652 9.786902938896388 24.2204965442877
2459387 16.684 0.023 zg 425 769.8856926882387 16.30909133749867 -23.2780302454388
2459419 16.656 0.018 zg 425 789.9984676811564 13.09707860522954 -3.165255252521092
2459684 16.632 0.017 zg 425 807.6556748499422 12.645932236834359 14.491951916264725
2459687 16.673 0.015 zg 425 777.7253390312029 10.744672632581928 -15.438383902474584
2458218 16.867 0.006 zr 425 650.4684684362276 3.594621597321422 -5.241149084304311
2458219 16.864 0.006 zr 425 652.2682646000982 3.6045676384830765 -3.441352920433701
2458219 16.859 0.006 zr 425 655.2789981147447 3.6212055667466037 -0.4306194057871835
2458219 16.844 0.012 zr 425 664.3948370226641 7.343163108434856 8.685219502132213
2458231 16.87 0.007 zr 425 648.673638428778 4.182153500180079 -7.035979091753916
2458243 16.858 0.007 zr 425 655.8828103990173 4.228632749532289 0.17319287848545173
2458246 16.868 0.007 zr 425 649.8696406493947 4.189864411456343 -5.839976871137196
2458256 16.852 0.006 zr 425 659.5173862101913 3.6446277649391603 3.807768689659383
