jd mag magerr filt field flux fluxerr adjflux
2458203 19.708 0.098 zg 428 47.51450934480961 4.288723075996768 1.668633615371533
2458206 19.557 0.12 zg 428 54.6042251744769 6.035081995259555 8.758349445038824
2458206 19.705 0.147 zg 428 47.645978333387305 6.450884463752604 1.8001026039492274
2458233 19.729 0.118 zg 428 46.604327867242105 5.0650523250808 0.7584521378040279
2458236 20.564 0.643 zg 428 21.598632196453423 12.791247488530953 -24.247243532984655
2458237 19.613 0.258 zg 428 51.85925206549651 12.323147164350761 6.013376336058435
2458244 19.859 0.089 zg 428 41.34530965441207 3.389158934846804 -4.500566075026008
2458247 19.804 0.06 zg 428 43.49368941785682 2.40355010142888 -2.3521863115812565
2458262 19.736 0.113 zg 428 46.30482518155271 4.819260168892584 0.4589494521146307
2458267 20.164 0.476 zg 428 31.21952197046713 13.687019363283406 -14.626353758970946
2458270 19.855 0.158 zg 428 41.497912336216594 6.038916378019151 -4.347963393221484
2458273 19.813 0.063 zg 428 43.134647064561356 2.502894122124943 -2.711228664876721
2458279 19.779 0.062 zg 428 44.506787589728454 2.5415205079007963 -1.3390881397096237
2458282 19.817 0.069 zg 428 42.97602552313516 2.731184378029394 -2.869850206302921
2458295 19.986 0.208 zg 428 36.78123004567925 7.046367078829791 -9.064645683758826
2458298 20.066 0.19 zg 428 34.168526376856285 5.979371400854159 -11.677349352581793
2458304 19.633 0.056 zg 428 50.91271404185608 2.625971183284881 5.066838312418
2458332 19.524 0.061 zg 428 56.28935197390747 3.162508955085709 10.443476244469394
2458336 19.758 0.076 zg 428 45.37600415273937 3.176256166548701 -0.4698715766987078
2458493 19.655 0.063 zg 428 49.89146411270431 2.8949594066457216 4.045588383266235
2458527 19.932 0.132 zg 428 38.65683102183319 4.699761942652281 -7.189044707604886
2458540 19.676 0.082 zg 428 48.93575001294253 3.695862294612537 3.08987428350445
2458544 19.997 0.193 zg 428 36.41046697400606 6.472308922910636 -9.435408755432015
2458568 19.675 0.189 zg 428 48.980842266902826 8.526361327802375 3.1349665374647486
2458584 19.73 0.068 zg 428 46.56142345624011 2.916156596002673 0.7155477268020292
2458587 19.61 0.154 zg 428 52.00274262262232 7.376029581391626 6.156866893184244
2458591 19.922 0.379 zg 428 39.014518275363734 13.61887202578536 -6.831357454074343
2458597 19.581 0.099 zg 428 53.410451458498265 4.8700915298014404 7.564575729060188
2458616 19.883 0.119 zg 428 40.44140626988971 4.432501490717966 -5.404469459548366
2458619 19.965 0.341 zg 428 37.49956664319629 11.77758664516358 -8.346309086241789
2458633 19.802 0.069 zg 428 43.57388159161689 2.7691789374301545 -2.2719941378211885
2458636 19.76 0.052 zg 428 45.29249540216118 2.169228354540368 -0.5533803272768978
2458639 19.768 0.073 zg 428 44.959994446121 3.0229070193878127 -0.8858812833170759
2458642 19.809 0.054 zg 428 43.2938540671394 2.1532561126543044 -2.552021662298678
2458645 19.739 0.122 zg 428 46.177056821119656 5.188738210522879 0.3311810916815787
2458653 19.576 0.136 zg 428 53.65698290110495 6.721107431593766 7.811107171666876
2458674 19.884 0.144 zg 428 40.40417550623512 5.358761407605435 -5.441700223202957
2458683 19.756 0.088 zg 428 45.45966687388944 3.684551244925516 -0.38620885554863804
2458690 19.785 0.071 zg 428 44.26151233696184 2.894411517413075 -1.5843633924762344
2458716 19.741 0.078 zg 428 46.09207383523309 3.3112847700874846 0.24619810579500978
2458720 19.748 0.094 zg 428 45.79586314977978 3.964877580036383 -0.05001257965830064
2458723 19.663 0.094 zg 428 49.52520123916596 4.287753227791351 3.6793255097278816
2458726 19.606 0.097 zg 428 52.19468115329788 4.663088556577846 6.348805423859801
2458853 19.855 0.095 zg 428 41.497912336216594 3.63099402475835 -4.347963393221484
2458874 19.745 0.063 zg 428 45.922576776677445 2.664664146089872 0.07670104723936788
2458877 19.671 0.06 zg 428 49.161627172118216 2.7167719169724105 3.3157514426801384
2458893 19.838 0.163 zg 428 42.15278262428159 6.328336052207579 -3.6930931051564855
2458896 19.61 0.091 zg 428 52.00274262262232 4.358562934458688 6.156866893184244
2458905 19.821 0.079 zg 428 42.817987289910434 3.115509072165899 -3.0278884395276435
2458914 19.844 0.182 zg 428 41.92048020541708 7.0270544207241805 -3.925395524020999
2458954 19.831 0.083 zg 428 42.425429622855795 3.2432469722067316 -3.4204461065822827
2458963 19.874 0.076 zg 428 40.77803073921672 2.8544045253339108 -5.06784499022136
2458963 19.75 0.063 zg 428 45.71158170224617 2.65242112644024 -0.1342940271919062
2458969 19.855 0.235 zg 428 41.497912336216594 8.981932587560129 -4.347963393221484
2458973 19.746 0.192 zg 428 45.88029999255761 8.113405042556774 0.03442426311953284
2458978 20.19 0.512 zg 428 30.48079211051929 14.373809671440844 -15.365083618918788
2458986 19.742 0.056 zg 428 46.04964101042336 2.37514405919455 0.20376528098528013
2458992 19.807 0.058 zg 428 43.37367779132945 2.317020746726897 -2.4721979381086285
2458995 19.848 0.062 zg 428 41.76632359025911 2.385028749384786 -4.079552139178965
