jd mag magerr filt field flux fluxerr adjflux
2458203 17.479 0.013 zg 427 370.19133485298096 4.432464655777814 1.3719607062117234
2458203 17.503 0.015 zg 427 362.09810243335596 5.002570157186859 -6.721271713413273
2458206 17.479 0.019 zg 427 370.19133485298096 6.478217573829113 1.3719607062117234
2458206 17.479 0.02 zg 427 370.19133485298096 6.81917639350433 1.3719607062117234
2458229 17.468 0.011 zg 427 373.9609452926074 3.788738351167967 5.1415711458381566
2458233 17.473 0.016 zg 427 372.2427508221596 5.485571897716492 3.4233766753903865
2458236 17.529 0.038 zg 427 353.52998019397523 12.373299507281141 -15.289393952794
2458236 17.552 0.046 zg 427 346.1196444475387 14.664246780030359 -22.699729699230545
2458236 17.445 0.039 zg 427 381.9673563852117 13.720392516837748 13.147982238442466
2458243 17.486 0.011 zg 427 367.8123004567925 3.7264441282272927 -1.0070736899767212
2458267 17.541 0.041 zg 427 349.6441359799712 13.203400155908342 -19.17523816679801
2458270 17.482 0.019 zg 427 369.1698702493411 6.460342304141959 0.35049610257186714
2458273 17.491 0.01 zg 427 366.12235644321896 3.3721115206320342 -2.697017703550273
2458279 17.488 0.009 zg 427 367.13538881082627 3.0432977041909735 -1.683985335942964
2458282 17.475 0.01 zg 427 371.5576854971409 3.4221727512523468 2.738311350371646
2458288 17.467 0.012 zg 427 374.30553471673977 4.136977653426866 5.4861605699705365
2458294 17.471 0.023 zg 427 372.92907924714257 7.900048635289885 4.109705100373333
2458300 17.492 0.01 zg 427 365.7853005349649 3.3690071209926287 -3.034073611804331
2458305 17.488 0.012 zg 427 367.13538881082627 4.057730272254632 -1.683985335942964
2458308 17.396 0.066 zg 427 399.6007078977979 24.291026315300915 30.781333751028683
2458332 17.478 0.013 zg 427 370.53245073821165 4.436548987209855 1.713076591442416
2458336 17.472 0.012 zg 427 372.5857570017015 4.117969967683295 3.76638285493226
2458349 17.481 0.028 zg 427 369.51004489751494 9.529277196236881 0.6906707507457099
2458487 17.484 0.014 zg 427 368.49046016924984 4.751491586778894 -0.32891397751939166
2458488 17.487 0.012 zg 427 367.4736887691546 4.061469301571466 -1.3456853776146431
2458493 17.493 0.013 zg 427 365.44855492375655 4.375677253083019 -3.3708192230126883
2458494 17.475 0.011 zg 427 371.5576854971409 3.764390026377581 2.738311350371646
2458495 17.488 0.01 zg 427 367.13538881082627 3.381441893545526 -1.683985335942964
2458540 17.482 0.012 zg 427 369.1698702493411 4.080216192089659 0.35049610257186714
2458540 17.495 0.012 zg 427 364.77599345008434 4.031653271041239 -4.043380696684892
2458544 17.461 0.023 zg 427 376.37974953209954 7.973146885312496 7.560375385330303
2458544 17.539 0.03 zg 427 350.2887978534977 9.678837170163222 -18.53057629327151
2458558 17.491 0.012 zg 427 366.12235644321896 4.046533824758441 -2.697017703550273
2458568 17.499 0.015 zg 427 363.4345815157363 5.021034298059982 -5.384792631032951
2458568 17.488 0.014 zg 427 367.13538881082627 4.734018650963737 -1.683985335942964
2458573 17.473 0.012 zg 427 372.2427508221596 4.114178923287369 3.4233766753903865
2458574 17.488 0.01 zg 427 367.13538881082627 3.381441893545526 -1.683985335942964
2458581 17.474 0.012 zg 427 371.9000604175413 4.110391368964875 3.0806862707720484
2458581 17.484 0.012 zg 427 368.49046016924984 4.072707074381909 -0.32891397751939166
2458582 17.493 0.018 zg 427 365.44855492375655 6.058630042730335 -3.3708192230126883
2458584 17.488 0.014 zg 427 367.13538881082627 4.734018650963737 -1.683985335942964
2458584 17.485 0.015 zg 427 368.1512241609885 5.0861971243236095 -0.668149985780758
2458585 17.483 0.012 zg 427 368.83000876935387 4.076459904197653 0.010634622584632325
2458588 17.475 0.017 zg 427 371.5576854971409 5.8176936771289895 2.738311350371646
2458588 17.414 0.027 zg 427 393.0304955268743 9.773850528996235 24.211121380105055
2458597 17.499 0.013 zg 427 363.4345815157363 4.351563058318652 -5.384792631032951
2458597 17.477 0.012 zg 427 370.87388094751424 4.099049614322856 2.0545068007450027
2458598 17.505 0.01 zg 427 361.43170704033963 3.328909043065909 -7.387667106429603
2458606 17.492 0.009 zg 427 365.7853005349649 3.0321064088933656 -3.034073611804331
2458617 17.48 0.019 zg 427 369.85053300244914 6.472253661847797 1.0311588556799052
2458633 17.488 0.011 zg 427 367.13538881082627 3.7195860829000784 -1.683985335942964
2458633 17.478 0.011 zg 427 370.53245073821165 3.7540029891775704 1.713076591442416
2458634 17.486 0.01 zg 427 367.8123004567925 3.38767648020663 -1.0070736899767212
2458635 17.485 0.009 zg 427 368.1512241609885 3.051718274594166 -0.668149985780758
2458636 17.473 0.009 zg 427 372.2427508221596 3.0856341924655264 3.4233766753903865
2458639 17.486 0.011 zg 427 367.8123004567925 3.7264441282272927 -1.0070736899767212
2458642 17.483 0.011 zg 427 368.83000876935387 3.7367549121811807 0.010634622584632325
2458645 17.459 0.017 zg 427 377.0737056135042 5.904061195838625 8.254331466734982
2458649 17.5 0.029 zg 427 363.09999999999997 9.698396308287201 -5.719374146769269
2458652 17.487 0.02 zg 427 367.4736887691546 6.769115502619111 -1.3456853776146431
2458661 17.468 0.011 zg 427 373.9609452926074 3.788738351167967 5.1415711458381566
2458665 17.486 0.011 zg 427 367.8123004567925 3.7264441282272927 -1.0070736899767212
2458668 17.486 0.009 zg 427 367.8123004567925 3.0489088321859668 -1.0070736899767212
2458677 17.462 0.019 zg 427 376.03325056503456 6.580449034880691 7.213876418265329
2458678 17.51 0.024 zg 427 359.7710791905628 7.952673828811875 -9.048294956206462
2458679 17.5 0.032 zg 427 363.09999999999997 10.701678685006566 -5.719374146769269
2458680 17.489 0.025 zg 427 366.7974002948285 8.44582226067842 -2.021973851940743
2458680 17.523 0.026 zg 427 355.48906723538755 8.51285580016104 -13.330306911381683
2458683 17.485 0.013 zg 427 368.1512241609885 4.408037507747128 -0.668149985780758
2458683 17.487 0.014 zg 427 367.4736887691546 4.738380851833377 -1.3456853776146431
2458686 17.49 0.012 zg 427 366.45972293444447 4.050262537015585 -2.3596512123247635
2458690 17.483 0.013 zg 427 368.83000876935387 4.416164896214123 0.010634622584632325
2458716 17.486 0.012 zg 427 367.8123004567925 4.065211776247956 -1.0070736899767212
2458720 17.509 0.016 zg 427 360.1025932445257 5.306667924181397 -8.716780902243556
2458726 17.488 0.02 zg 427 367.13538881082627 6.762883787091052 -1.683985335942964
2458853 17.5 0.013 zg 427 363.09999999999997 4.347556965783917 -5.719374146769269
2458874 17.479 0.01 zg 427 370.19133485298096 3.409588196752165 1.3719607062117234
2458882 17.504 0.011 zg 427 361.7647512936485 3.6651741433975955 -7.0546228531207475
2458887 17.521 0.024 zg 427 356.1445057928213 7.872509087906706 -12.674868353947943
2458891 17.479 0.024 zg 427 370.19133485298096 8.183011672205195 1.3719607062117234
2458896 17.488 0.013 zg 427 367.13538881082627 4.395874461609184 -1.683985335942964
2458900 17.49 0.01 zg 427 366.45972293444447 3.3752187808463208 -2.3596512123247635
2458904 17.481 0.01 zg 427 369.51004489751494 3.4033132843703147 0.6906707507457099
2458909 17.784 0.096 zg 427 279.52859969657806 24.715714050310684 -89.29077445019118
2458911 17.514 0.012 zg 427 358.4480721179345 3.9617144998618112 -10.371302028834748
2458913 17.482 0.011 zg 427 369.1698702493411 3.740198176082187 0.35049610257186714
2458914 17.468 0.01 zg 427 373.9609452926074 3.444307591970879 5.1415711458381566
2458914 17.497 0.028 zg 427 364.1046697400606 9.389878230129419 -4.71470440670862
2458939 17.531 0.038 zg 427 352.87935333757576 12.350528027031308 -15.94002080919347
2458939 17.44 0.056 zg 427 383.73043759547863 19.792012471513658 14.911063448709399
2458940 17.534 0.016 zg 427 351.90565748126113 5.185873414762371 -16.913716665508105
2458941 17.485 0.012 zg 427 368.1512241609885 4.068957699458888 -0.668149985780758
2458943 17.494 0.018 zg 427 365.11211932392905 6.053052407232545 -3.7072548228401843
2458943 17.478 0.015 zg 427 370.53245073821165 5.119094985242142 1.713076591442416
2458944 17.507 0.023 zg 427 360.76653806308275 7.642400003875135 -8.052836083686486
2458955 17.5 0.011 zg 427 363.09999999999997 3.6787020479710066 -5.719374146769269
2458963 17.479 0.011 zg 427 370.19133485298096 3.7505470164273813 1.3719607062117234
2458963 17.498 0.009 zg 427 363.769471334393 3.0153965831312335 -5.049902812376217
2458963 17.482 0.01 zg 427 369.1698702493411 3.4001801600747155 0.35049610257186714
2458964 17.48 0.011 zg 427 369.85053300244914 3.7470942252803034 1.0311588556799052
2458965 17.476 0.01 zg 427 371.2156257705228 3.4190222647426487 2.396251623753585
2458966 17.481 0.01 zg 427 369.51004489751494 3.4033132843703147 0.6906707507457099
2458969 17.469 0.023 zg 427 373.61667310095095 7.914614474181768 4.797298954181713
2458972 17.49 0.015 zg 427 366.45972293444447 5.062828171269481 -2.3596512123247635
2458980 17.51 0.02 zg 427 359.7710791905628 6.627228190676562 -9.048294956206462
2458992 17.491 0.01 zg 427 366.12235644321896 3.3721115206320342 -2.697017703550273
2458995 17.49 0.01 zg 427 366.45972293444447 3.3752187808463208 -2.3596512123247635
2458998 17.506 0.009 zg 427 361.0989693909045 2.9932599744540354 -7.720404755864763
2459001 17.501 0.02 zg 427 362.76572650335737 6.682391632766286 -6.053647643411864
2459012 17.492 0.009 zg 427 365.7853005349649 3.0321064088933656 -3.034073611804331
2459016 17.479 0.009 zg 427 370.19133485298096 3.0686293770769484 1.3719607062117234
2459019 17.493 0.01 zg 427 365.44855492375655 3.3659055792946306 -3.3708192230126883
2459022 17.474 0.009 zg 427 371.9000604175413 3.082793526723656 3.0806862707720484
2459025 17.482 0.01 zg 427 369.1698702493411 3.4001801600747155 0.35049610257186714
2459028 17.482 0.014 zg 427 369.1698702493411 4.760252224104602 0.35049610257186714
2459033 17.494 0.023 zg 427 365.11211932392905 7.73445585368603 -3.7072548228401843
2459040 17.491 0.009 zg 427 366.12235644321896 3.0349003685688305 -2.697017703550273
2459043 17.47 0.011 zg 427 373.27271784972294 3.7817656612654362 4.453343702953703
2459218 17.502 0.024 zg 427 362.43176074224516 8.011487707321713 -6.387613404524075
2459229 17.499 0.01 zg 427 363.4345815157363 3.347356198706655 -5.384792631032951
2459232 17.472 0.01 zg 427 372.5857570017015 3.431641639736079 3.76638285493226
2459253 17.479 0.009 zg 427 370.19133485298096 3.0686293770769484 1.3719607062117234
