106642032785671202_4 0.2933261571582347 58 6363698 51 244 False
106642130642450206_0 0.0578468130690948 62 6555812 241 148 False
106642130642450206_1 0.6529191215854312 53 4131897 196 22 False
106642130642450206_2 0.8891269416175683 39 2541772 204 23 False
106642130642450206_3 0.4863417246920193 43 1195406 30 70 False
106642130642450206_4 0.4268880557043385 34 3819530 86 134 False
106642138015276166_0 0.8607391537225495 66 2431521 232 108 False
106642138015276166_1 0.8971612212104981 94 2188444 265 54 False
106642138015276166_2 0.3899303695768613 55 2863603 28 63 True
106642138015276166_3 0.5752544188537762 59 6119781 200 15 True
106642138015276166_4 0.33154793786823783 53 5301608 176 93 False
106642138025203680_0 0.036957686127477234 75 5833217 163 151 False
106642138025203680_1 0.4777718264595608 22 805796 117 121 False
106642138025203680_2 0.7182645956079271 24 8886453 336 19 False
106642138025203680_3 0.42849491162292447 16 2415927 165 67 False
106642138025203680_4 0.7959292983395823 89 5933980 286 314 True
106651836126261579_0 0.7322580645161291 29 8457581 335 212 False
106651836126261579_1 0.4747311827956989 62 4848432 181 208 True
106651836126261579_2 0.689247311827957 11 2849608 110 161 False
106651836126261579_3 0.7301075268817204 23 2785587 33 326 False
106651836126261579_4 0.3456989247311828 38 6668743 262 246 False
106651848310463103_0 0.603763440860215 32 2102991 338 230 False
106651848310463103_1 0.3064516129032258 98 3889461 287 360 True
106651848310463103_2 0.1575268817204301 23 2112898 364 34 False
106651848310463103_3 0.5817204301075268 36 2350419 222 30 False
106651848310463103_4 0.9790322580645161 27 8113395 354 281 False
106651886599922323_0 0.9515868746637978 78 568010 260 6 True
106651886599922323_1 0.4970414201183432 24 6312794 180 133 False
106651886599922323_2 0.7896718665949435 72 4381031 9 95 True
106651886599922323_3 0.71382463690156 100 3474744 353 345 True
106651886599922323_4 0.7961269499731038 53 3912293 79 309 True
106651887994113610_0 0.6551909628832706 79 2867863 128 150 False
106651887994113610_1 0.9139322216245294 75 8758163 266 365 False
106651887994113610_2 0.2824098977945132 47 7148908 131 119 False
106651887994113610_3 0.5169445938676708 86 9099761 212 122 True
106651887994113610_4 0.7245831091984938 20 4192671 89 355 False
106651890843546078_0 0.3259817105970952 44 9692983 99 237 False
106651890843546078_1 0.46046261430876817 43 2246822 143 169 False
106651890843546078_2 0.6460462614308768 23 7551187 259 118 False
106651890843546078_3 0.7590102205486821 6 2663809 343 71 False
106651890843546078_4 0.514792899408284 71 7421645 255 185 True
106651901053379411_0 0.89312567132116 96 5277450 302 302 False
106651901053379411_1 0.15198711063372716 0 1947080 274 111 False
106651901053379411_2 0.3157894736842105 35 2192296 30 319 False
106651901053379411_3 0.17669172932330826 74 7904972 279 26 False
106651901053379411_4 0.30451127819548873 10 6692139 56 221 False
106651980699966788_0 0.5393679700053562 86 1791679 76 20 True
106651980699966788_1 0.05249062667380825 13 1213598 311 137 False
106651980699966788_2 0.8377075522228173 59 9988000 187 11 False
106651980699966788_3 0.14086770219603642 98 6764736 292 61 True
106651980699966788_4 0.9908944831280129 64 5821909 17 84 False
106651981487704364_0 0.600428494911623 48 6257715 55 136 True
106651981487704364_1 0.8773433315479379 29 6246069 198 227 False
106651981487704364_2 0.15158007498660953 10 5351890 351 268 False
106651981487704364_3 0.4279592929833958 31 2365977 309 90 False
106651981487704364_4 0.2779860739153723 7 2424169 34 144 False
106651997813788617_0 0.25388323513658273 51 909669 222 91 False
106651997813788617_1 0.17461167648634174 48 7199270 133 105 False
106651997813788617_2 0.7830744509908945 5 6199053 61 316 False
106651997813788617_3 0.1483663631494376 93 9925922 166 311 True
106651997813788617_4 0.7038028923406534 32 4326410 242 230 False
106651998464556049_0 0.09748259239421532 22 8066111 362 274 False
106651998464556049_1 0.3963577932512051 12 9544979 353 363 False
106651998464556049_2 0.04177825388323514 11 4134889 229 99 False
106651998464556049_3 0.6014997321906802 70 7865343 24 176 True
106651998464556049_4 0.06266738082485271 39 2639738 301 13 False
106652004130900509_0 0.8248527048741296 10 8781064 182 129 False
106652004130900509_1 0.7889662560257097 51 3694136 221 317 True
106652004130900509_2 0.7911087305838244 59 425717 196 116 True
106652004130900509_3 0.18585966791644348 46 1010296 351 188 False
106652004130900509_4 0.0867702196036422 26 6188697 52 170 False
106652006319741071_0 0.9957150508837708 37 2360368 2 266 False
106652006319741071_1 0.7359400107123728 95 9350806 322 129 True
106652006319741071_2 0.41831815747188 78 9681268 5 161 True
106652006319741071_3 0.3652919121585431 24 8207310 310 288 False
106652006319741071_4 0.5115158007498661 94 8474519 73 151 True
106652022533739579_0 0.3947509373326192 15 602357 19 228 False
106652022533739579_1 0.5650776647027317 92 5572418 51 257 True
106652022533739579_2 0.9437600428494911 38 7127284 343 35 False
106652022533739579_3 0.38885913229780394 15 1957783 314 295 False
106652022533739579_4 0.41938939475093734 21 9291206 296 269 False
106652034480587679_0 0.6264800861141012 64 9283801 128 317 True
106652034480587679_1 0.7992465016146394 23 7439275 149 31 False
106652034480587679_2 0.39128094725511303 83 7776460 8 36 True
106652034480587679_3 0.4860064585575888 89 7159453 106 140 True
106652034480587679_4 0.35306781485468247 73 4626480 138 63 True
106652048054185435_0 0.3772165502418055 37 1000251 286 327 False
106652048054185435_1 0.7925846319183235 42 8298409 84 147 False
106652048054185435_2 0.8178398710370769 93 2224120 279 47 False
106652048054185435_3 0.555077915099409 31 4785425 54 189 False
106652048054185435_4 0.40677055346587854 22 1371542 6 55 True
106652048391288639_0 0.21117678667383127 61 8609804 153 189 True
106652048391288639_1 0.6792047286405158 34 3425173 313 314 False
106652048391288639_2 0.13756045137023107 32 2736825 278 118 False
106652048391288639_3 0.44760881246641593 22 2949991 30 80 False
106652048391288639_4 0.5819451907576572 11 3327983 352 68 False
106652092604747021_0 0.26426264800861143 1 7403300 178 228 False
106652092604747021_1 0.1038751345532831 54 4952968 258 303 False
106652092604747021_2 0.553821313240043 70 5183807 277 110 True
106652092604747021_3 0.7072120559741658 33 1339330 157 55 False
106652092604747021_4 0.22658772874058128 8 4563344 275 132 False
106652108148307557_0 0.5597214783074451 89 5115179 148 338 True
106652108148307557_1 0.9946438136047134 4 8482935 245 75 False
106652108148307557_2 0.5870380289234065 25 805277 65 257 False
106652108148307557_3 0.46438136047134443 73 5484185 54 16 True
106652108148307557_4 0.7193358328869844 49 4114163 147 184 True
106652132552431488_0 0.41189073379753616 71 1944748 300 144 True
106652132552431488_1 0.2185324049276915 11 5558483 19 222 False
106652132552431488_2 0.20299946438136046 13 7138475 32 63 False
106652132552431488_3 0.4151044456347081 93 3805977 227 92 True
106652132552431488_4 0.5966791644349223 84 1629123 176 278 False
106661838260528623_0 0.5043010752688172 72 4049902 248 8 False
106661838260528623_1 0.7849462365591398 85 3190355 288 250 True
106661838260528623_2 0.6059139784946237 36 5055434 316 60 False
106661838260528623_3 0.3795698924731183 87 135758 315 226 False
106661838260528623_4 0.30268817204301074 98 8936260 111 239 True
106661847513512502_0 0.7258064516129032 99 7260769 102 99 True
106661847513512502_1 0.08817204301075268 3 8814091 268 125 False
106661847513512502_2 0.4801075268817204 4 3574088 193 327 False
106661847513512502_3 0.864516129032258 11 1505845 68 187 False
106661847513512502_4 0.95 3 6713111 78 306 False
106661850122416741_0 0.44193548387096776 35 5943084 110 308 False
106661850122416741_1 0.6419354838709678 42 6863697 201 228 False
106661850122416741_2 0.3139784946236559 14 5704590 103 142 False
106661850122416741_3 0.2032258064516129 76 8923357 154 298 False
106661850122416741_4 0.8446236559139785 37 6907320 88 79 False
106661853011002381_0 0.8646170442286947 58 6313584 280 359 False
106661853011002381_1 0.4180151024811219 25 1659899 281 307 False
106661853011002381_2 0.6618122977346278 91 7548870 141 13 False
106661853011002381_3 0.505933117583603 6 6531918 67 270 False
106661853011002381_4 0.9967637540453075 42 3789527 216 62 False
106661857079428356_0 0.8349514563106796 5 2351294 211 22 False
106661857079428356_1 0.7572815533980582 55 8581168 287 305 True
106661857079428356_2 0.13052858683926646 28 6884899 315 306 False
106661857079428356_3 0.7459546925566343 93 4745470 114 171 True
106661857079428356_4 0.7486515641855448 70 6229517 184 279 True
106661927757253654_0 0.00644468313641246 16 5015766 220 44 False
106661927757253654_1 0.8378088077336198 61 4319138 260 153 False
106661927757253654_2 0.9140708915145005 63 5328007 138 266 False
106661927757253654_3 0.5574650912996778 97 3914901 20 90 True
106661927757253654_4 0.9403866809881848 35 102292 35 316 False
106661928435485768_0 0.19011815252416756 2 7208646 340 145 False
106661928435485768_1 0.9822771213748658 90 6612193 100 261 False
106661928435485768_2 0.9334049409237379 25 3809776 58 48 False
106661928435485768_3 0.7373791621911923 39 7084911 141 357 False
106661928435485768_4 0.15628356605800214 49 3562005 294 67 False
106661946590303547_0 0.7218934911242604 59 9633780 187 357 True
106661946590303547_1 0.18558364712210865 27 3129057 246 131 False
106661946590303547_2 0.9725658956428187 23 6634592 220 27 False
106661946590303547_3 0.38838084991931143 84 2693851 39 141 True
106661946590303547_4 0.7041420118343196 3 6993583 324 204 False
106661946882561903_0 0.10220548682087144 36 269647 336 201 False
106661946882561903_1 0.5406132329209252 99 1450276 29 98 True
106661946882561903_2 0.33512641204948895 82 5499838 278 39 True
106661946882561903_3 0.9661108122646584 16 2592711 53 315 False
106661946882561903_4 0.614308768154922 76 9366489 46 70 True
106661967478722476_0 0.6716657739689341 31 3499415 39 296 False
106661967478722476_1 0.15747188002142476 2 2578048 202 19 False
106661967478722476_2 0.6309587573647563 2 8719570 211 296 False
106661967478722476_3 0.30476700589180505 36 3611071 262 303 False
106661967478722476_4 0.760578468130691 62 1265861 48 202 False
106661975898767791_0 0.08292945611200861 75 4336924 363 335 False
106661975898767791_1 0.2294022617124394 38 7830276 342 174 False
106661975898767791_2 0.8244480344641896 83 5481524 322 337 False
106661975898767791_3 0.2913301023155627 78 6837734 351 100 False
106661975898767791_4 0.7792137856758212 12 9979569 270 237 False
106661976631048686_0 0.38082485270487415 93 3434743 220 320 True
106661976631048686_1 0.02945902517407606 87 6469507 246 33 False
106661976631048686_2 0.5259775040171398 69 1358272 54 155 False
106661976631048686_3 0.3138725227637922 15 8102138 280 12 False
106661976631048686_4 0.9742903053026245 76 1757077 279 275 False
106662050249164965_0 0.6356797420741537 28 3770946 172 33 False
106662050249164965_1 0.491671144545943 66 2149212 337 340 False
106662050249164965_2 0.4691026329930145 42 9777644 220 80 False
106662050249164965_3 0.7264911337990327 50 1489687 229 195 False
106662050249164965_4 0.4497581945190758 85 5860780 172 177 True
106662111113797962_0 0.03160149973219068 72 1796130 127 129 False
106662111113797962_1 0.998393144081414 23 2847779 74 238 False
106662111113797962_2 0.17889662560257097 68 9770860 218 317 True
106662111113797962_3 0.5457953936797001 73 679409 68 328 True
106662111113797962_4 0.2388859132297804 16 2487312 39 355 False
106671800174790988_0 0.34893364928909953 53 7178505 130 241 False
106671800174790988_1 0.6996445497630331 57 1495990 36 3 False
106671800174790988_2 0.21208530805687204 99 6430726 189 257 True
106671800174790988_3 0.9656398104265402 92 4346092 131 221 False
106671800174790988_4 0.7571090047393365 75 2215387 135 118 False
106671850436602413_0 0.6951612903225807 19 214571 33 295 False
106671850436602413_1 0.5983870967741935 38 2578379 36 172 False
106671850436602413_2 0.5725806451612904 45 8296172 282 120 False
106671850436602413_3 0.1596774193548387 11 9991281 203 100 False
106671850436602413_4 0.9720430107526882 33 1669286 355 181 False
106671869114338994_0 0.7367853290183387 18 4531243 284 360 False
106671869114338994_1 0.7303128371089536 75 6984889 26 340 False
106671869114338994_2 0.034519956850053934 70 5004437 52 363 False
106671869114338994_3 0.17583603020496225 70 6060474 155 27 True
106671869114338994_4 0.6914778856526429 43 5036018 351 192 False
106671873225598729_0 0.0091792656587473 3 6154466 331 236 False
106671873225598729_1 0.26511879049676024 94 5718915 26 64 False
106671873225598729_2 0.9983801295896328 75 5929505 90 312 False
106671873225598729_3 0.759719222462203 28 7706825 274 183 False
106671873225598729_4 0.9028077753779697 61 4242068 198 52 False
106671889015825488_0 0.05755782678859602 97 5035875 20 73 False
106671889015825488_1 0.8477676169983862 49 8549266 165 106 False
106671889015825488_2 0.563743948359333 66 9943748 190 263 True
106671889015825488_3 0.607315761161915 42 3064919 273 128 True
106671889015825488_4 0.5169445938676708 23 3464506 226 311 False
106671890543903646_0 0.4911242603550296 95 959966 282 270 True
106671890543903646_1 0.7880580957504034 33 484168 109 52 False
106671890543903646_2 0.9020979020979021 45 2095350 33 174 False
106671890543903646_3 0.806347498655191 89 7610798 277 162 True
106671890543903646_4 0.48735879505110274 93 1409542 142 21 True
106671942833087468_0 0.39698762775685853 15 5685598 175 322 False
106671942833087468_1 0.6417428725121033 58 5551230 69 322 False
106671942833087468_2 0.6320602474448628 47 3066634 296 212 False
106671942833087468_3 0.5277030661646046 44 6941037 247 67 False
106671942833087468_4 0.0844540075309306 50 6915751 307 340 False
106671951221045255_0 0.8273265196342119 96 8816244 2 52 True
106671951221045255_1 0.9230769230769231 51 7130705 298 159 False
106671951221045255_2 0.3464228079612695 27 8541053 290 328 False
106671951221045255_3 0.4319526627218935 37 3468541 127 268 False
106671951221045255_4 0.7896718665949435 19 2889400 309 159 False
106671967621036800_0 0.566148901981789 13 3923455 267 77 False
106671967621036800_1 0.7970005356186395 49 4614926 280 26 True
106671967621036800_2 0.5356186395286556 57 5357429 283 245 True
106671967621036800_3 0.576861274772362 17 60392 90 215 False
106671967621036800_4 0.06802356722013926 27 1154620 131 59 False
106671968323374485_0 0.7504017139796465 36 6143973 79 96 False
106671968323374485_1 0.8821638993036958 16 3792493 271 93 False
106671968323374485_2 0.4140332083556508 8 5322087 337 341 False
106671968323374485_3 0.8232458489555436 1 4711898 298 15 False
106671968323374485_4 0.029994643813604713 27 7855530 82 158 False
106671980984144428_0 0.6957686127477236 77 2619231 206 203 True
106671980984144428_1 0.6673808248527049 97 5325199 18 88 False
106671980984144428_2 0.7970005356186395 99 4301677 25 343 True
106671980984144428_3 0.9330476700589181 78 2011818 288 301 True
106671980984144428_4 0.760578468130691 46 1093700 105 358 False
106671984548164716_0 0.1511565357719204 80 1616031 358 33 False
106671984548164716_1 0.8531468531468531 27 8241428 17 35 False
106671984548164716_2 0.23345884884346424 85 7983559 190 302 False
106671984548164716_3 0.10812264658418505 90 1930815 182 259 True
106671984548164716_4 0.4825174825174825 82 6831715 189 28 False
106671986515460389_0 0.3824317086234601 98 7411191 163 290 True
106671986515460389_1 0.4536689876807713 43 935077 62 253 False
106671986515460389_2 0.9169791108730584 62 922182 79 295 True
106671986515460389_3 0.9469737546866631 9 4767622 73 76 False
106671986515460389_4 0.38564542046063205 48 6756100 130 281 False
106671989684393932_0 0.35993572576325655 18 5000424 53 62 False
106671989684393932_1 0.5977504017139796 92 7577070 96 344 True
106671989684393932_2 0.292447777182646 37 7519866 40 89 False
106671989684393932_3 0.7188002142474558 29 2045945 57 104 False
106671989684393932_4 0.7948580610605249 43 627923 151 150 False
106672001666298330_0 0.1194429566148902 96 7744143 200 241 True
106672001666298330_1 0.9116229244777718 46 5829949 285 166 False
106672001666298330_2 0.8109266202463846 79 7964733 225 172 True
106672001666298330_3 0.8457418318157471 73 3456874 258 285 False
106672001666298330_4 0.2292447777182646 37 4201934 205 184 False
106672003369647136_0 0.46491697911087304 17 5898919 189 311 False
106672003369647136_1 0.03427959292983396 69 3511524 154 248 False
106672003369647136_2 0.1590787359400107 79 5299306 58 216 False
106672003369647136_3 0.11355115158007499 87 5931363 211 253 True
106672003369647136_4 0.0010712372790573112 65 118590 111 122 False
106672004441435621_0 0.8050348152115694 32 6089537 230 3 False
106672004441435621_1 0.9041242635243707 6 4452456 226 193 False
106672004441435621_2 0.874129619710766 85 6954823 246 230 False
106672004441435621_3 0.6191751472951259 78 7169044 210 114 True
106672004441435621_4 0.24424209962506696 69 8400987 272 66 False
106672005698767753_0 0.7000535618639528 97 821446 283 81 True
106672005698767753_1 0.011783610069630423 99 176151 231 158 False
106672005698767753_2 0.8971612212104981 95 8830351 364 263 True
106672005698767753_3 0.37439742903053025 8 5418633 252 27 False
106672005698767753_4 0.9930369576861274 97 6040832 335 6 False
106672035449588174_0 0.5301399354144241 32 7916915 27 105 False
106672035449588174_1 0.9542518837459634 5 4578960 323 349 False
106672035449588174_2 0.7308934337997847 73 1388589 359 88 True
106672035449588174_3 0.6205597416576965 76 4714566 110 86 True
106672035449588174_4 0.5091496232508074 16 6303577 216 319 False
106672044127758208_0 0.7045209903121636 40 5686167 354 278 False
106672044127758208_1 0.9381054897739505 7 402318 134 336 False
106672044127758208_2 0.21905274488697524 44 2351549 140 216 False
106672044127758208_3 0.7997847147470398 0 3518476 45 43 False
106672044127758208_4 0.3008611410118407 30 7737389 80 172 False
106672048502913074_0 0.0231058570660935 54 7803684 7 334 True
106672048502913074_1 0.4202041912950027 81 3580241 200 261 True
106672048502913074_2 0.23267060720042987 59 3982236 183 142 True
106672048502913074_3 0.6684578183772165 23 1372262 94 114 False
106672048502913074_4 0.8941429339065019 72 3229595 295 341 False
106672089501502173_0 0.8692142088266954 20 4585588 281 180 False
106672089501502173_1 0.4967707212055974 85 7520991 64 56 False
106672089501502173_2 0.6630785791173305 90 1425892 280 140 False
106672089501502173_3 0.6727664155005382 40 2452347 136 41 False
106672089501502173_4 0.05166846071044134 80 46350 29 232 False
106672092422778286_0 0.015817223198594025 0 6059808 246 290 False
106672092422778286_1 0.961335676625659 39 2283544 258 73 False
106672092422778286_2 0.1763327475102519 62 6111530 324 355 True
106672092422778286_3 0.38547158758055067 92 6957466 153 329 True
106672092422778286_4 0.11247803163444639 92 4070268 118 131 True
106672104243906080_0 0.2088912694161757 69 323027 315 159 False
106672104243906080_1 0.7321906802356722 33 7677557 88 102 False
106672104243906080_2 0.3476164970540975 31 2691052 322 255 False
106672104243906080_3 0.9850026780931976 34 2981224 264 354 False
106672104243906080_4 0.7096946973754686 86 3220192 301 174 True
106672104710524293_0 0.8114622388859132 91 1140584 310 282 False
106672104710524293_1 0.626673808248527 80 8084309 213 40 True
106672104710524293_2 0.7198714515265131 72 7181639 81 57 False
106672104710524293_3 0.7980717728976968 54 2603837 75 243 False
106672104710524293_4 0.660953401178361 49 6677922 101 268 False
106672125076451204_0 0.8575254418853776 76 9382409 154 164 False
106672125076451204_1 0.22495982860203534 78 1490191 141 362 True
106672125076451204_2 0.3797536154258168 60 7019031 103 73 False
106672125076451204_3 0.628280664167113 3 4554150 64 348 False
106672125076451204_4 0.4633101231922871 49 52371 243 169 False
106672133523224735_0 0.19657204070701662 35 566866 190 332 False
106672133523224735_1 0.4756293519014462 29 9102574 95 18 False
106672133523224735_2 0.9394750937332619 61 7073822 114 346 False
106672133523224735_3 0.6941617568291376 17 4072966 124 332 False
106672133523224735_4 0.8585966791644349 44 7543817 281 126 False
106681845666054726_0 1.0 44 4366885 29 103 False
106681845666054726_1 0.15376344086021507 22 1776199 337 293 False
106681845666054726_2 0.3629032258064516 89 8772358 284 263 True
106681845666054726_3 0.17956989247311828 13 5123260 260 96 False
106681845666054726_4 0.6720430107526881 9 9213526 341 274 False
106681847964897909_0 0.6241935483870967 55 7798758 177 83 True
106681847964897909_1 0.2860215053763441 21 5784603 31 198 False
106681847964897909_2 0.3016129032258065 34 9594044 224 154 False
106681847964897909_3 0.7403225806451613 61 1728572 37 88 False
106681847964897909_4 0.9865591397849462 95 5122928 284 99 True
106681850802036175_0 0.8505376344086022 90 3665619 22 185 False
106681850802036175_1 0.07258064516129033 79 5080703 242 171 False
106681850802036175_2 0.10053763440860215 43 3581370 240 364 False
106681850802036175_3 0.28763440860215056 49 3265558 108 223 False
106681850802036175_4 0.1424731182795699 92 7828492 56 326 False
106681890791537663_0 0.8133405056481979 19 757109 221 124 False
106681890791537663_1 0.8101129639591178 1 3783168 292 281 False
106681890791537663_2 0.5804195804195804 71 6672158 154 277 True
106681890791537663_3 0.14792899408284024 30 7117903 223 118 False
106681890791537663_4 0.8800430338891877 8 3712027 98 226 False
106681897874714971_0 0.7749731471535983 80 2748405 63 262 False
106681897874714971_1 0.5016111707841031 70 5251235 206 361 True
106681897874714971_2 0.48281417830290013 72 6012813 305 197 True
106681897874714971_3 0.21052631578947367 48 8937700 136 320 False
106681897874714971_4 0.4317937701396348 40 6574755 68 256 False
106681973780809646_0 0.35243706480985537 35 7609004 348 350 False
106681973780809646_1 0.8141403320835565 91 9853022 228 185 True
106681973780809646_2 0.6138189608998393 4 2591948 105 204 False
106681973780809646_3 0.40224959828602036 14 9836761 208 123 False
106681973780809646_4 0.8109266202463846 0 5599787 13 147 False
106681980519626233_0 0.8275307980717729 15 4227179 61 166 False
106681980519626233_1 0.9319764327798608 69 8768104 67 347 False
106681980519626233_2 0.8826995179432244 83 4755860 100 217 False
106681980519626233_3 0.9796464916979111 98 1017286 321 329 False
106681980519626233_4 0.7391537225495447 84 8630623 236 93 True
106681985444793955_0 0.9892876272094269 13 5101948 169 349 False
106681985444793955_1 0.2619175147295126 17 777954 117 246 False
106681985444793955_2 0.3824317086234601 83 3945541 162 315 True
106681985444793955_3 0.4943760042849491 24 3918782 274 252 False
106681985444793955_4 0.7461167648634173 99 3127658 163 287 True
106681995992367642_0 0.40010712372790574 28 8897042 18 93 True
106681995992367642_1 0.4108194965184788 26 2783508 202 86 False
106681995992367642_2 0.22174611676486342 19 5602247 171 49 False
106681995992367642_3 0.692019282271023 27 5259045 351 77 False
106681995992367642_4 0.6277450455275844 77 3436287 88 162 False
106681998919343302_0 0.035886448848419926 52 16157 113 49 False
106681998919343302_1 0.6813069094804499 94 2135765 9 73 False
106681998919343302_2 0.14408141403320834 94 3832803 263 94 True
106681998919343302_3 0.8532404927691484 90 7494630 354 25 True
106681998919343302_4 0.8441349758971612 50 9872700 133 344 False
106682001842803076_0 0.02785216925549009 53 7805718 352 62 False
106682001842803076_1 0.6020353508302089 88 7618403 176 292 True
106682001842803076_2 0.9651847884306374 56 2018935 89 53 False
106682001842803076_3 0.8248527048741296 4 9521668 48 133 False
106682001842803076_4 0.14408141403320834 98 6147214 215 291 True
106682042234145774_0 0.031216361679224973 43 3774295 213 145 False
106682042234145774_1 0.7701829924650161 40 172845 71 116 False
106682042234145774_2 0.11840688912809473 61 8250228 52 87 False
106682042234145774_3 0.49946178686759957 57 6561349 365 295 False
106682042234145774_4 0.8826695371367062 4 9892857 154 268 False
106682042944548080_0 0.7648008611410119 32 8196151 301 140 False
106682042944548080_1 0.7691065662002153 51 1768061 180 23 True
106682042944548080_2 0.4117330462863294 34 8349403 278 30 False
106682042944548080_3 0.7653390742734123 97 7448230 110 271 True
106682042944548080_4 0.6254036598493004 65 8899456 296 331 False
106682107618177002_0 0.3119584055459272 76 2718797 98 327 False
106682107618177002_1 0.19352975158867705 65 5355815 34 68 True
106682107618177002_2 0.1582900057770075 72 7119591 32 287 False
106682107618177002_3 0.37897169266320047 47 27923 234 251 False
106682107618177002_4 0.1322934719815136 36 1524269 162 60 False
106682118419274755_0 0.8189608998393144 88 4046730 57 275 True
106682118419274755_1 0.5672201392608462 89 9079567 253 192 True
106682118419274755_2 0.6957686127477236 86 9711581 227 5 False
106682118419274755_3 0.008034279592929834 9 6991714 119 364 False
