# Instrumental magnitude: -9.462 mag
# DoPHOT object type: 6
2458356.89765    nan   nan        nan        nan 1 2
2458386.88393    nan   nan        nan        nan 1 2
2458423.87943    nan   nan        nan        nan 1 2
2458424.81897    nan   nan        nan        nan 1 2
2458425.80920    nan   nan        nan        nan 1 2
2458432.81810    nan   nan        nan        nan 1 2
2458439.78492    nan   nan        nan        nan 1 2
2458441.87323    nan   nan        nan        nan 1 2
2458443.67805    nan   nan        nan        nan 1 2
2458449.90191    nan   nan        nan        nan 1 2
2458739.96086    nan   nan        nan        nan 1 2
2458739.96132    nan   nan        nan        nan 1 3
2458740.99532    nan   nan        nan        nan 1 2
2458740.99577    nan   nan        nan        nan 1 3
2458748.92441    nan   nan        nan        nan 1 2
2458748.92486    nan   nan        nan        nan 1 3
2458761.92585    nan   nan        nan        nan 1 2
2458761.92631    nan   nan        nan        nan 1 3
2458770.95078    nan   nan        nan        nan 1 2
2458776.83165    nan   nan        nan        nan 1 2
2458776.91924    nan   nan        nan        nan 1 3
2458777.93717    nan   nan        nan        nan 1 2
2458777.93762    nan   nan        nan        nan 1 3
2458783.89782    nan   nan        nan        nan 1 2
2458783.89828    nan   nan        nan        nan 1 3
2458812.79196    nan   nan        nan        nan 1 2
2458812.79242    nan   nan        nan        nan 1 3
2458833.77303    nan   nan        nan        nan 1 2
2458833.77393    nan   nan        nan        nan 1 3
2458859.73107    nan   nan        nan        nan 1 2
2458859.73153    nan   nan        nan        nan 1 3
2458860.68725    nan   nan        nan        nan 1 2
2458860.68770    nan   nan        nan        nan 1 3
2458861.67802    nan   nan        nan        nan 1 2
2458861.67847    nan   nan        nan        nan 1 3
2459091.00995    nan   nan        nan        nan 1 2
2459091.01041    nan   nan        nan        nan 1 3
2459094.91810    nan   nan        nan        nan 1 2
2459094.91857    nan   nan        nan        nan 1 3
2459096.90058    nan   nan        nan        nan 1 3
2459102.96056    nan   nan        nan        nan 1 2
2459102.96150    nan   nan        nan        nan 1 3
2459874.85484    nan   nan        nan        nan 1 2
2459874.85530    nan   nan        nan        nan 1 3
2459879.90430    nan   nan        nan        nan 1 2
2459879.90477    nan   nan        nan        nan 1 3
2459882.83801    nan   nan        nan        nan 1 2
2459882.83847    nan   nan        nan        nan 1 3
2459883.82877    nan   nan        nan        nan 1 2
2459883.82923    nan   nan        nan        nan 1 3
2459896.86098    nan   nan        nan        nan 1 2
2459897.83850    nan   nan        nan        nan 1 2
2459897.83897    nan   nan        nan        nan 1 3
2459904.83378    nan   nan        nan        nan 1 2
2459904.83426    nan   nan        nan        nan 1 3
2459910.80490    nan   nan        nan        nan 1 2
2459910.80536    nan   nan        nan        nan 1 3
2459913.70100    nan   nan        nan        nan 1 2
2459913.70146    nan   nan        nan        nan 1 3
2459933.69057    nan   nan        nan        nan 1 2
2459933.69105    nan   nan        nan        nan 1 3
2459937.75274    nan   nan        nan        nan 1 2
2459937.75321    nan   nan        nan        nan 1 3
