# Instrumental magnitude: -7.255 mag
# DoPHOT object type: 5
2458198.86575    nan   nan        nan        nan 1 1
2458217.85345    nan   nan        nan        nan 1 1
2458218.76550    nan   nan        nan        nan 1 2
2458219.72196    nan   nan        nan        nan 1 2
2458230.75861    nan   nan        nan        nan 1 1
2458231.76606    nan   nan        nan        nan 1 2
2458254.69403    nan   nan        nan        nan 1 1
2458256.78148    nan   nan        nan        nan 1 2
2458257.73537    nan   nan        nan        nan 1 1
2458257.77698    nan   nan        nan        nan 1 1
2458279.67367    nan   nan        nan        nan 1 1
2458282.69382    nan   nan        nan        nan 1 1
2458292.73442    nan   nan        nan        nan 1 1
2458295.73460    nan   nan        nan        nan 1 1
2458298.75525    nan   nan        nan        nan 1 1
2458305.68026    nan   nan        nan        nan 1 1
2458438.04543    nan   nan        nan        nan 1 2
2458439.04184    nan   nan        nan        nan 1 2
2458439.04229    nan   nan        nan        nan 1 2
2458439.04275    nan   nan        nan        nan 1 2
2458439.04321    nan   nan        nan        nan 1 2
2458440.03710    nan   nan        nan        nan 1 2
2458440.04046    nan   nan        nan        nan 1 2
2458440.04382    nan   nan        nan        nan 1 2
2458440.04718    nan   nan        nan        nan 1 2
2458442.03667    nan   nan        nan        nan 1 2
2458443.03747    nan   nan        nan        nan 1 2
2458443.04725    nan   nan        nan        nan 1 2
2458443.05215    nan   nan        nan        nan 1 2
2458444.03948    nan   nan        nan        nan 1 2
2458444.04428    nan   nan        nan        nan 1 2
2458444.04909    nan   nan        nan        nan 1 2
2458444.05390    nan   nan        nan        nan 1 2
2458450.03613    nan   nan        nan        nan 1 1
2458450.04653    nan   nan        nan        nan 1 2
2458450.05151    nan   nan        nan        nan 1 2
2458450.05650    nan   nan        nan        nan 1 2
2458450.06150    nan   nan        nan        nan 1 2
2458475.98991    nan   nan        nan        nan 1 1
2458476.99260    nan   nan        nan        nan 1 1
2458488.04538    nan   nan        nan        nan 1 1
2458503.04364    nan   nan        nan        nan 1 1
2458512.04385    nan   nan        nan        nan 1 1
2458523.02692    nan   nan        nan        nan 1 1
2458539.86152    nan   nan        nan        nan 1 1
2458559.77827    nan   nan        nan        nan 1 1
2458567.86701    nan   nan        nan        nan 1 1
2458572.86289    nan   nan        nan        nan 1 1
2458580.85190    nan   nan        nan        nan 1 1
2458583.82108    nan   nan        nan        nan 1 1
2458586.83822    nan   nan        nan        nan 1 1
2458589.76324    nan   nan        nan        nan 1 1
2458593.82280    nan   nan        nan        nan 1 1
2458596.78005    nan   nan        nan        nan 1 1
2458600.78252    nan   nan        nan        nan 1 1
2458606.75698    nan   nan        nan        nan 1 1
2458612.75515    nan   nan        nan        nan 1 1
2458617.75862    nan   nan        nan        nan 1 1
2458633.71028    nan   nan        nan        nan 1 1
2458636.70801    nan   nan        nan        nan 1 1
2458639.67618    nan   nan        nan        nan 1 1
