# Instrumental magnitude: -6.900 mag
# DoPHOT object type: 1
2458217.72671 19.465 0.091    -45.672     44.448 0 1
2458227.65066 19.238 0.064     77.304     38.331 0 1
2458231.66112 19.318 0.074     31.208     41.430 0 1
2458244.66096 19.432 0.080    -29.348     40.379 0 1
2458247.72088 19.533 0.083    -77.937     38.147 0 1
2458258.69287 19.365 0.099      5.521     53.040 0 1
2458362.01091 19.386 0.101     -5.917     52.959 0 1
2458365.00612 19.381 0.068     -3.060     35.935 0 1
2458368.00688 19.432 0.052    -29.510     26.320 0 1
2458371.00647 19.461 0.053    -43.822     25.741 0 1
2458373.98597 19.397 0.050    -11.772     25.927 0 1
2458377.01455 19.458 0.051    -42.517     25.161 0 1
2458380.01655 19.432 0.060    -29.417     30.199 0 1
2458383.01276 19.340 0.046     19.119     25.112 0 1
2458386.01166 19.407 0.074    -16.903     38.255 0 1
2458387.99218 19.453 0.097    -39.879     47.605 0 3
2458389.00633 19.480 0.083    -52.827     40.173 0 3
2458389.01111 19.466 0.078    -46.295     38.019 0 1
2458390.01142 19.285 0.061     49.652     35.209 0 3
2458391.01454 19.375 0.076     -0.176     40.349 0 3
2458423.89010 19.435 0.066    -31.039     32.846 0 3
2458425.96917 19.398 0.055    -11.998     28.736 0 3
2458425.97013 19.396 0.055    -11.247     28.333 0 1
2458426.92870 19.373 0.048      1.007     25.443 0 3
2458427.97218 19.312 0.050     34.639     28.198 0 3
2458429.91646 19.457 0.047    -41.647     22.978 0 3
2458430.97217 19.405 0.051    -15.797     26.208 0 3
2458433.01894 19.353 0.059     11.786     31.940 0 3
2458437.89011 19.381 0.060     -3.009     31.512 0 1
2458437.89102 19.288 0.057     48.264     32.995 0 3
2458439.01225 19.424 0.061    -25.527     31.133 0 3
2458441.02171 19.299 0.046     41.638     26.231 0 1
2458441.02263 19.385 0.052     -5.491     27.234 0 3
2458441.93611 19.406 0.062    -16.312     32.161 0 3
2458443.04055 19.417 0.058    -21.981     29.471 0 3
2458443.92705 19.462 0.079    -44.283     38.534 0 1
2458443.92811 19.375 0.067     -0.178     35.342 0 3
2458447.91903 19.294 0.131     44.428     74.831 0 3
2458447.91999 19.293 0.130     45.205     74.427 0 1
2458448.95003 19.353 0.107     11.725     57.646 0 3
2458449.82880 19.401 0.080    -13.801     41.575 0 3
2458449.90216 19.358 0.085      8.915     45.489 0 3
2458450.88733 19.398 0.069    -12.085     35.728 0 1
2458450.89205 19.277 0.069     54.414     40.226 0 3
2458455.99247 19.389 0.094     -7.337     49.050 0 1
2458455.99343 19.463 0.113    -44.631     55.429 0 3
2458456.78967 19.253 0.053     68.581     31.248 0 3
2458462.02400 19.260 0.076     64.276     44.607 0 1
2458471.75037 18.915 0.169    303.375    136.728 0 1
2458471.78557 19.139 0.120    139.676     78.972 0 1
2458474.84520 19.579 0.147    -98.456     64.495 0 1
2458476.94146 19.547 0.122    -84.448     55.090 0 1
2458480.93336 19.167 0.067    121.543     42.889 0 1
2458481.96036 19.239 0.065     76.733     39.245 0 1
2458490.70262 19.229 0.051     82.599     30.891 0 1
2458493.78363 19.316 0.057     31.910     31.924 0 1
2458502.91376 19.382 0.168     -3.930     88.633 0 2
2458503.81519 19.500 0.379    -62.424    179.180 0 2
2458503.83166 19.168 0.240    120.946    154.207 0 2
2458503.84829 18.968 0.192    261.892    147.839 0 2
2458503.86524 19.249 0.226     70.953    134.457 0 2
2458503.88296 19.286 0.150     49.404     86.104 0 2
2458503.91781 19.380 0.169     -2.834     88.933 0 2
2458503.93431 19.548 0.193    -84.867     86.997 0 2
2458503.95071 19.420 0.226    -23.436    114.910 0 2
2458505.78351 19.116 0.116    155.236     78.113 0 2
2458505.79613 19.164 0.117    123.326     75.519 0 2
2458505.82166 19.120 0.122    152.403     81.552 0 2
