# Instrumental magnitude: -7.501 mag
# DoPHOT object type: 1
2458321.87740    nan   nan        nan        nan 1 2
2458321.87786    nan   nan        nan        nan 1 2
2458328.86508    nan   nan        nan        nan 1 2
2458328.86554    nan   nan        nan        nan 1 2
2458330.91260    nan   nan        nan        nan 1 2
2458330.91306    nan   nan        nan        nan 1 2
2458332.84814    nan   nan        nan        nan 1 2
2458332.84859    nan   nan        nan        nan 1 2
2458334.90036    nan   nan        nan        nan 1 2
2458334.90081    nan   nan        nan        nan 1 2
2458335.85983    nan   nan        nan        nan 1 2
2458335.89693    nan   nan        nan        nan 1 2
2458336.89926    nan   nan        nan        nan 1 2
2458336.89973    nan   nan        nan        nan 1 2
2458345.84893    nan   nan        nan        nan 1 2
2458353.83467    nan   nan        nan        nan 1 2
2458354.80799    nan   nan        nan        nan 1 2
2458356.84497    nan   nan        nan        nan 1 2
2458357.86926    nan   nan        nan        nan 1 2
2458359.87472    nan   nan        nan        nan 1 2
2458360.82620    nan   nan        nan        nan 1 2
2458361.83422    nan   nan        nan        nan 1 2
2458362.84732    nan   nan        nan        nan 1 2
2458364.85703    nan   nan        nan        nan 1 2
2458365.86726    nan   nan        nan        nan 1 2
2458372.83103    nan   nan        nan        nan 1 2
2458379.79161    nan   nan        nan        nan 1 2
2458380.79013    nan   nan        nan        nan 1 2
2458386.80442    nan   nan        nan        nan 1 2
2458443.58442    nan   nan        nan        nan 1 2
2458655.93001    nan   nan        nan        nan 1 2
2458655.93046    nan   nan        nan        nan 1 3
2458662.97688    nan   nan        nan        nan 1 2
2458662.97733    nan   nan        nan        nan 1 3
2458665.96082    nan   nan        nan        nan 1 2
2458665.96129    nan   nan        nan        nan 1 3
2458681.90826    nan   nan        nan        nan 1 2
2458681.90871    nan   nan        nan        nan 1 3
2458682.91266    nan   nan        nan        nan 1 2
2458682.91311    nan   nan        nan        nan 1 3
2458688.91969    nan   nan        nan        nan 1 2
2458688.92014    nan   nan        nan        nan 1 3
2458690.89559    nan   nan        nan        nan 1 2
2458690.89604    nan   nan        nan        nan 1 3
2458691.91560    nan   nan        nan        nan 1 2
2458691.91606    nan   nan        nan        nan 1 3
2458694.87258    nan   nan        nan        nan 1 2
2458694.87304    nan   nan        nan        nan 1 3
2458696.87592    nan   nan        nan        nan 1 2
2458696.87637    nan   nan        nan        nan 1 3
2458700.93520    nan   nan        nan        nan 1 2
2458700.93567    nan   nan        nan        nan 1 3
2458715.90176    nan   nan        nan        nan 1 2
2458716.90766    nan   nan        nan        nan 1 2
2458716.90811    nan   nan        nan        nan 1 3
2458719.95083    nan   nan        nan        nan 1 2
2458719.95128    nan   nan        nan        nan 1 3
2458735.82424    nan   nan        nan        nan 1 2
2458735.82469    nan   nan        nan        nan 1 3
2458745.89424    nan   nan        nan        nan 1 2
2458745.89469    nan   nan        nan        nan 1 3
2458751.81799    nan   nan        nan        nan 1 2
2458751.81844    nan   nan        nan        nan 1 3
2458757.74627 18.530 0.023    252.196     26.837 0 2
2458763.82226    nan   nan        nan        nan 1 2
2458763.82271    nan   nan        nan        nan 1 3
2458770.80191    nan   nan        nan        nan 1 2
2458770.80236    nan   nan        nan        nan 1 3
2458771.81662    nan   nan        nan        nan 1 2
2458774.73140    nan   nan        nan        nan 1 2
2458774.73185    nan   nan        nan        nan 1 3
2458779.75187    nan   nan        nan        nan 1 2
2458779.75232    nan   nan        nan        nan 1 3
2458783.60395    nan   nan        nan        nan 1 2
2458783.60440    nan   nan        nan        nan 1 3
2458787.62755    nan   nan        nan        nan 1 2
2458787.62800    nan   nan        nan        nan 1 3
2458792.63898    nan   nan        nan        nan 1 2
2458792.63943    nan   nan        nan        nan 1 3
2459864.79890    nan   nan        nan        nan 1 2
2459864.79936    nan   nan        nan        nan 1 3
2459880.63482    nan   nan        nan        nan 1 2
2459880.63529    nan   nan        nan        nan 1 3
2459887.67513    nan   nan        nan        nan 1 3
2459887.67560    nan   nan        nan        nan 1 3
2459887.67607    nan   nan        nan        nan 1 3
2459887.68093    nan   nan        nan        nan 1 3
2459887.68139    nan   nan        nan        nan 1 3
2459887.68187    nan   nan        nan        nan 1 3
2459887.68671    nan   nan        nan        nan 1 3
2459887.68719    nan   nan        nan        nan 1 3
2459887.68766    nan   nan        nan        nan 1 3
2459887.69251    nan   nan        nan        nan 1 3
2459887.69299    nan   nan        nan        nan 1 3
2459887.69345    nan   nan        nan        nan 1 3
2459887.69830    nan   nan        nan        nan 1 3
2459887.69877    nan   nan        nan        nan 1 3
2459887.69925    nan   nan        nan        nan 1 3
2459924.60978    nan   nan        nan        nan 1 3
2459924.61025    nan   nan        nan        nan 1 3
2459924.61071    nan   nan        nan        nan 1 3
2459924.61548    nan   nan        nan        nan 1 3
2459924.61596    nan   nan        nan        nan 1 3
2459924.61643    nan   nan        nan        nan 1 3
2459924.62121    nan   nan        nan        nan 1 3
2459924.62168    nan   nan        nan        nan 1 3
2459924.62215    nan   nan        nan        nan 1 3
