jd mag magerr filt field
2458207 17.679 0.035 zg 425
2458207 17.683 0.036 zg 425
2458223 17.666 0.013 zg 425
2458229 17.684 0.013 zg 425
2458243 17.687 0.012 zg 425
2458246 17.678 0.014 zg 425
2458249 17.663 0.014 zg 425
2458267 17.657 0.033 zg 425
2458270 17.706 0.025 zg 425
2458274 17.639 0.011 zg 425
2458277 17.666 0.013 zg 425
2458280 17.667 0.012 zg 425
2458283 17.666 0.012 zg 425
2458286 17.686 0.013 zg 425
2458293 17.678 0.027 zg 425
2458299 17.715 0.02 zg 425
2458302 17.679 0.015 zg 425
2458305 17.678 0.017 zg 425
2458338 17.65 0.02 zg 425
2458469 17.685 0.014 zg 425
2458472 17.654 0.016 zg 425
2458472 17.648 0.032 zg 425
2458472 17.641 0.037 zg 425
2458488 17.66 0.013 zg 425
2458495 17.662 0.012 zg 425
2458502 17.665 0.031 zg 425
2458526 17.671 0.021 zg 425
2458539 17.716 0.034 zg 425
2458543 17.663 0.013 zg 425
2458547 17.636 0.014 zg 425
2458560 17.675 0.035 zg 425
2458568 17.683 0.016 zg 425
2458581 17.677 0.014 zg 425
2458584 17.665 0.016 zg 425
2458587 17.699 0.034 zg 425
2458597 17.671 0.015 zg 425
2458600 17.677 0.014 zg 425
2458606 17.653 0.013 zg 425
2458617 17.672 0.024 zg 425
2458634 17.671 0.012 zg 425
2458634 17.659 0.013 zg 425
2458635 17.656 0.011 zg 425
2458637 17.657 0.013 zg 425
2458640 17.676 0.014 zg 425
2458643 17.641 0.015 zg 425
2458649 17.643 0.035 zg 425
2458652 17.673 0.026 zg 425
2458658 17.65 0.013 zg 425
2458667 17.668 0.014 zg 425
2458679 17.665 0.028 zg 425
2458683 17.681 0.021 zg 425
2458686 17.726 0.02 zg 425
2458692 17.633 0.018 zg 425
2458831 17.625 0.027 zg 425
2458872 17.686 0.015 zg 425
2458882 17.689 0.013 zg 425
2458884 17.649 0.02 zg 425
2458887 17.666 0.025 zg 425
2458896 17.663 0.016 zg 425
2458911 17.658 0.015 zg 425
2458915 17.708 0.022 zg 425
2458937 17.664 0.011 zg 425
2458956 17.673 0.025 zg 425
2458963 17.68 0.012 zg 425
2458963 17.648 0.014 zg 425
2458966 17.644 0.031 zg 425
2458972 17.695 0.02 zg 425
2458977 17.589 0.063 zg 425
2458986 17.675 0.012 zg 425
2458992 17.684 0.012 zg 425
2458995 17.644 0.014 zg 425
2458998 17.637 0.013 zg 425
2459012 17.661 0.012 zg 425
2459018 17.637 0.011 zg 425
2459024 17.684 0.012 zg 425
2459027 17.648 0.018 zg 425
2459033 17.639 0.026 zg 425
2459039 17.616 0.017 zg 425
2459043 17.639 0.017 zg 425
2459217 17.709 0.049 zg 425
2459218 17.618 0.021 zg 425
2459225 17.653 0.014 zg 425
