jd mag magerr filt field
2458207 17.609 0.03 zg 426
2458207 17.539 0.029 zg 426
2458223 17.591 0.008 zg 426
2458233 17.613 0.017 zg 426
2458243 17.614 0.008 zg 426
2458246 17.622 0.009 zg 426
2458249 17.617 0.01 zg 426
2458262 17.615 0.019 zg 426
2458267 17.633 0.041 zg 426
2458273 17.613 0.008 zg 426
2458279 17.605 0.008 zg 426
2458282 17.61 0.009 zg 426
2458294 17.648 0.027 zg 426
2458300 17.627 0.016 zg 426
2458303 17.617 0.008 zg 426
2458333 17.583 0.014 zg 426
2458336 17.627 0.013 zg 426
2458488 17.605 0.009 zg 426
2458488 17.625 0.011 zg 426
2458493 17.622 0.009 zg 426
2458494 17.612 0.008 zg 426
2458495 17.628 0.008 zg 426
2458495 17.611 0.009 zg 426
2458502 17.619 0.038 zg 426
2458502 17.579 0.032 zg 426
2458508 17.613 0.024 zg 426
2458508 17.623 0.022 zg 426
2458539 17.634 0.066 zg 426
2458544 17.595 0.018 zg 426
2458560 17.578 0.028 zg 426
2458568 17.61 0.016 zg 426
2458582 17.598 0.009 zg 426
2458585 17.62 0.011 zg 426
2458588 17.672 0.026 zg 426
2458594 17.636 0.038 zg 426
2458597 17.622 0.011 zg 426
2458606 17.62 0.008 zg 426
2458617 17.634 0.021 zg 426
2458628 17.604 0.008 zg 426
2458633 17.613 0.009 zg 426
2458634 17.606 0.008 zg 426
2458634 17.614 0.008 zg 426
2458635 17.609 0.007 zg 426
2458637 17.605 0.008 zg 426
2458640 17.62 0.008 zg 426
2458643 17.592 0.012 zg 426
2458649 17.601 0.035 zg 426
2458652 17.616 0.019 zg 426
2458667 17.611 0.01 zg 426
2458670 17.59 0.012 zg 426
2458673 17.612 0.017 zg 426
2458677 17.598 0.026 zg 426
2458680 17.563 0.032 zg 426
2458683 17.606 0.017 zg 426
2458683 17.615 0.012 zg 426
2458686 17.618 0.01 zg 426
2458686 17.604 0.011 zg 426
2458853 17.638 0.01 zg 426
2458856 17.606 0.01 zg 426
2458874 17.614 0.008 zg 426
2458877 17.61 0.008 zg 426
2458896 17.588 0.011 zg 426
2458900 17.593 0.008 zg 426
2458914 17.618 0.027 zg 426
2458937 17.617 0.008 zg 426
2458940 17.609 0.012 zg 426
2458944 17.587 0.023 zg 426
2458954 17.609 0.01 zg 426
2458963 17.624 0.009 zg 426
2458969 17.59 0.013 zg 426
2458972 17.607 0.017 zg 426
2458980 17.615 0.006 zg 426
2458986 17.603 0.007 zg 426
2458992 17.597 0.008 zg 426
2458995 17.636 0.01 zg 426
2458998 17.599 0.009 zg 426
2459012 17.627 0.007 zg 426
2459018 17.622 0.007 zg 426
2459024 17.603 0.008 zg 426
2459027 17.613 0.016 zg 426
2459032 17.589 0.025 zg 426
2459036 17.627 0.017 zg 426
2459040 17.615 0.009 zg 426
2459045 17.618 0.012 zg 426
2459218 17.611 0.032 zg 426
2459227 17.615 0.01 zg 426
2459227 17.606 0.009 zg 426
2459229 17.61 0.009 zg 426
2459230 17.635 0.01 zg 426
2459250 17.653 0.014 zg 426
2459253 17.613 0.008 zg 426
2459255 17.612 0.01 zg 426
2459257 17.625 0.009 zg 426
2459264 17.6 0.007 zg 426
2459268 17.628 0.011 zg 426
2459270 17.641 0.024 zg 426
2459272 17.585 0.039 zg 426
2459290 17.606 0.008 zg 426
2459292 17.607 0.009 zg 426
2459301 17.656 0.049 zg 426
2459305 17.579 0.021 zg 426
2459305 17.592 0.021 zg 426
2459307 17.6 0.011 zg 426
2459311 17.614 0.008 zg 426
2459313 17.62 0.014 zg 426
2459321 17.607 0.008 zg 426
2459325 17.629 0.015 zg 426
2459329 17.593 0.035 zg 426
2459335 17.613 0.009 zg 426
2459340 17.614 0.009 zg 426
2459344 17.61 0.007 zg 426
2459346 17.6 0.009 zg 426
2459348 17.617 0.008 zg 426
2459356 17.621 0.024 zg 426
2459361 17.636 0.029 zg 426
2459363 17.616 0.009 zg 426
2459365 17.599 0.009 zg 426
2459366 17.613 0.008 zg 426
2459368 17.611 0.008 zg 426
2459370 17.605 0.009 zg 426
2459374 17.627 0.009 zg 426
2459376 17.611 0.009 zg 426
2459378 17.621 0.009 zg 426
2459387 17.572 0.047 zg 426
2459391 17.63 0.019 zg 426
2459393 17.635 0.026 zg 426
2459395 17.625 0.011 zg 426
2459397 17.617 0.011 zg 426
2459400 17.607 0.013 zg 426
2459408 17.622 0.014 zg 426
2459419 17.628 0.035 zg 426
2459423 17.621 0.014 zg 426
2459600 17.588 0.023 zg 426
2459641 17.619 0.008 zg 426
2459670 17.609 0.007 zg 426
2459673 17.619 0.008 zg 426
2459677 17.616 0.013 zg 426
2459679 17.592 0.013 zg 426
2459682 17.614 0.022 zg 426
2459684 17.661 0.04 zg 426
2459687 17.659 0.04 zg 426
2459694 17.619 0.012 zg 426
2459697 17.606 0.007 zg 426
2459699 17.616 0.009 zg 426
2459699 17.604 0.013 zg 426
2459701 17.611 0.01 zg 426
2459710 17.589 0.02 zg 426
2459711 17.625 0.024 zg 426
2459715 17.618 0.036 zg 426
2459722 17.621 0.008 zg 426
2459722 17.602 0.011 zg 426
2459724 17.619 0.011 zg 426
2459730 17.613 0.009 zg 426
2459730 17.61 0.008 zg 426
2459732 17.624 0.009 zg 426
2459734 17.625 0.011 zg 426
2459738 17.622 0.017 zg 426
2459747 17.615 0.015 zg 426
2459749 17.612 0.011 zg 426
2459759 17.613 0.009 zg 426
2459759 17.624 0.01 zg 426
2459761 17.613 0.011 zg 426
2459763 17.612 0.01 zg 426
2459770 17.548 0.026 zg 426
2459937 17.613 0.014 zg 426
2459951 17.687 0.056 zg 426
2459957 17.608 0.025 zg 426
2459978 17.621 0.011 zg 426
2459985 17.654 0.026 zg 426
2459995 17.609 0.01 zg 426
2460016 17.649 0.02 zg 426
2460043 17.584 0.031 zg 426
2460045 17.614 0.011 zg 426
2460049 17.606 0.01 zg 426
2460051 17.609 0.008 zg 426
2460055 17.617 0.009 zg 426
2460057 17.619 0.009 zg 426
2460061 17.61 0.009 zg 426
2460063 17.616 0.012 zg 426
2460065 17.591 0.02 zg 426
2458198 17.796 0.012 zr 426
2458217 17.793 0.017 zr 426
2458217 17.767 0.013 zr 426
2458218 17.806 0.013 zr 426
2458219 17.824 0.019 zr 426
2458243 17.798 0.015 zr 426
2458256 17.795 0.014 zr 426
2458256 17.785 0.011 zr 426
2458262 17.799 0.028 zr 426
2458270 17.774 0.022 zr 426
2458279 17.806 0.012 zr 426
2458282 17.801 0.012 zr 426
2458288 17.778 0.015 zr 426
2458294 17.826 0.024 zr 426
2458300 17.804 0.018 zr 426
2458303 17.791 0.017 zr 426
2458306 17.786 0.021 zr 426
2458325 17.771 0.04 zr 426
2458336 17.813 0.021 zr 426
2458458 17.805 0.021 zr 426
2458462 17.778 0.018 zr 426
2458462 17.794 0.019 zr 426
2458462 17.808 0.021 zr 426
2458462 17.772 0.036 zr 426
2458465 17.798 0.021 zr 426
2458477 17.838 0.022 zr 426
2458487 17.764 0.013 zr 426
2458488 17.779 0.012 zr 426
2458492 17.793 0.016 zr 426
2458494 17.827 0.012 zr 426
2458509 17.781 0.028 zr 426
2458527 17.785 0.024 zr 426
2458539 17.829 0.026 zr 426
2458557 17.809 0.015 zr 426
2458560 17.793 0.016 zr 426
2458573 17.801 0.017 zr 426
2458582 17.815 0.016 zr 426
2458585 17.802 0.013 zr 426
2458591 17.7 0.05 zr 426
2458594 17.812 0.046 zr 426
2458597 17.804 0.016 zr 426
2458606 17.796 0.013 zr 426
2458617 17.81 0.018 zr 426
2458628 17.779 0.015 zr 426
2458633 17.805 0.013 zr 426
2458634 17.789 0.012 zr 426
2458635 17.812 0.009 zr 426
2458637 17.814 0.011 zr 426
2458640 17.792 0.011 zr 426
2458643 17.794 0.015 zr 426
2458649 17.777 0.038 zr 426
2458652 17.843 0.031 zr 426
2458655 17.818 0.015 zr 426
2458658 17.799 0.015 zr 426
2458661 17.791 0.012 zr 426
2458667 17.773 0.014 zr 426
2458670 17.792 0.017 zr 426
2458673 17.811 0.02 zr 426
2458680 17.793 0.027 zr 426
2458680 17.86 0.037 zr 426
2458681 17.782 0.034 zr 426
2458686 17.818 0.021 zr 426
2458828 17.773 0.018 zr 426
2458828 17.752 0.02 zr 426
2458828 17.806 0.023 zr 426
2458828 17.829 0.032 zr 426
2458856 17.795 0.03 zr 426
2458874 17.791 0.013 zr 426
2458881 17.804 0.014 zr 426
2458887 17.782 0.018 zr 426
2458895 17.809 0.016 zr 426
2458900 17.794 0.013 zr 426
2458905 17.765 0.013 zr 426
2458911 17.791 0.014 zr 426
2458972 17.739 0.018 zr 426
2458986 17.783 0.011 zr 426
2458992 17.774 0.011 zr 426
2458995 17.767 0.011 zr 426
2458998 17.791 0.011 zr 426
2459001 17.791 0.027 zr 426
2459009 17.793 0.023 zr 426
2459012 17.795 0.014 zr 426
2459015 17.798 0.012 zr 426
2459018 17.781 0.013 zr 426
2459021 17.795 0.011 zr 426
2459024 17.785 0.014 zr 426
2459027 17.806 0.017 zr 426
2459036 17.787 0.032 zr 426
2459043 17.793 0.016 zr 426
2459045 17.791 0.012 zr 426
2459186 17.803 0.037 zr 426
2459186 17.827 0.039 zr 426
2459189 17.779 0.027 zr 426
2459189 17.81 0.028 zr 426
2459189 17.736 0.027 zr 426
2459189 17.849 0.035 zr 426
2459190 17.808 0.022 zr 426
2459190 17.796 0.019 zr 426
2459190 17.788 0.021 zr 426
2459190 17.781 0.029 zr 426
2459193 17.769 0.024 zr 426
2459194 17.781 0.022 zr 426
2459194 17.848 0.023 zr 426
2459194 17.821 0.027 zr 426
2459194 17.779 0.031 zr 426
2459195 17.803 0.02 zr 426
2459195 17.818 0.021 zr 426
2459195 17.82 0.02 zr 426
2459195 17.783 0.031 zr 426
2459196 17.784 0.027 zr 426
2459205 17.819 0.015 zr 426
2459217 17.827 0.026 zr 426
2459219 17.749 0.025 zr 426
2459227 17.757 0.015 zr 426
2459227 17.787 0.016 zr 426
2459228 17.801 0.013 zr 426
2459231 17.787 0.011 zr 426
2459231 17.793 0.013 zr 426
2459233 17.786 0.012 zr 426
2459253 17.796 0.01 zr 426
2459260 17.776 0.02 zr 426
2459265 17.801 0.011 zr 426
2459272 17.764 0.033 zr 426
2459292 17.803 0.011 zr 426
2459295 17.779 0.015 zr 426
2459297 17.775 0.018 zr 426
2459305 17.829 0.021 zr 426
2459307 17.812 0.015 zr 426
2459309 17.789 0.014 zr 426
2459311 17.79 0.011 zr 426
2459316 17.808 0.01 zr 426
2459316 17.789 0.01 zr 426
2459316 17.781 0.01 zr 426
2459316 17.809 0.009 zr 426
2459316 17.806 0.009 zr 426
2459316 17.797 0.009 zr 426
2459316 17.787 0.009 zr 426
2459316 17.803 0.009 zr 426
2459316 17.779 0.01 zr 426
2459316 17.803 0.01 zr 426
2459316 17.788 0.01 zr 426
2459316 17.808 0.009 zr 426
2459316 17.795 0.009 zr 426
2459316 17.789 0.009 zr 426
2459316 17.817 0.01 zr 426
2459316 17.806 0.009 zr 426
2459316 17.798 0.01 zr 426
2459316 17.792 0.01 zr 426
2459316 17.807 0.009 zr 426
2459316 17.793 0.009 zr 426
2459316 17.806 0.009 zr 426
2459316 17.786 0.009 zr 426
2459316 17.811 0.01 zr 426
2459316 17.781 0.009 zr 426
2459316 17.809 0.01 zr 426
2459316 17.792 0.01 zr 426
2459316 17.81 0.01 zr 426
2459316 17.788 0.01 zr 426
2459316 17.792 0.01 zr 426
2459316 17.781 0.01 zr 426
