jd mag magerr filt field
2458390 17.39 0.02 zg 1394
2458430 17.421 0.011 zg 1394
2458746 17.189 0.016 zg 1394
2458746 17.131 0.015 zg 1394
2458749 17.153 0.012 zg 1394
2458749 17.143 0.011 zg 1394
2458766 17.112 0.018 zg 1394
2458766 17.168 0.02 zg 1394
2458767 17.135 0.021 zg 1394
2458768 17.163 0.021 zg 1394
2458768 17.158 0.023 zg 1394
2459084 17.151 0.011 zg 1394
2459084 17.158 0.011 zg 1394
2459091 17.158 0.013 zg 1394
2459091 17.154 0.013 zg 1394
2459092 17.179 0.018 zg 1394
2459092 17.11 0.016 zg 1394
2459120 17.214 0.017 zg 1394
2459120 17.196 0.016 zg 1394
2459121 17.171 0.018 zg 1394
2459121 17.181 0.017 zg 1394
2459122 17.104 0.022 zg 1394
2459122 17.214 0.023 zg 1394
2459128 17.167 0.021 zg 1394
2459128 17.157 0.02 zg 1394
2459129 17.177 0.015 zg 1394
2459129 17.154 0.015 zg 1394
2459130 17.128 0.013 zg 1394
2459130 17.132 0.012 zg 1394
2459131 17.165 0.015 zg 1394
2459131 17.171 0.016 zg 1394
2459135 17.197 0.011 zg 1394
2459135 17.191 0.011 zg 1394
2459136 17.181 0.01 zg 1394
2459136 17.175 0.01 zg 1394
2459140 17.213 0.011 zg 1394
2459140 17.2 0.011 zg 1394
2459141 17.181 0.01 zg 1394
2459141 17.215 0.011 zg 1394
2459143 17.2 0.01 zg 1394
2459143 17.223 0.01 zg 1394
2459144 17.226 0.01 zg 1394
2459144 17.21 0.01 zg 1394
2459145 17.215 0.012 zg 1394
2459145 17.206 0.011 zg 1394
2459151 17.203 0.022 zg 1394
2459151 17.212 0.022 zg 1394
2458429 17.432 0.014 zr 1394
2458432 17.442 0.016 zr 1394
2458745 17.152 0.019 zr 1394
2458745 17.115 0.019 zr 1394
2458748 17.204 0.014 zr 1394
2458748 17.215 0.014 zr 1394
2458761 17.184 0.014 zr 1394
2458761 17.175 0.014 zr 1394
2458773 17.214 0.019 zr 1394
2458773 17.18 0.019 zr 1394
2458774 17.228 0.024 zr 1394
2458775 17.11 0.013 zr 1394
2458775 17.133 0.013 zr 1394
2458776 17.164 0.016 zr 1394
2458776 17.187 0.016 zr 1394
2458861 17.212 0.02 zr 1394
2459061 17.176 0.012 zr 1394
2459096 17.226 0.024 zr 1394
2459096 17.211 0.023 zr 1394
2459102 17.188 0.037 zr 1394
2459115 17.232 0.012 zr 1394
2459115 17.223 0.012 zr 1394
2459116 17.212 0.012 zr 1394
2459116 17.195 0.011 zr 1394
2459118 17.24 0.014 zr 1394
2459118 17.246 0.014 zr 1394
2459128 17.172 0.021 zr 1394
2459128 17.124 0.022 zr 1394
2459130 17.17 0.013 zr 1394
2459130 17.19 0.013 zr 1394
2459135 17.217 0.012 zr 1394
2459135 17.22 0.012 zr 1394
2459137 17.212 0.013 zr 1394
2459137 17.235 0.013 zr 1394
2459138 17.231 0.012 zr 1394
2459138 17.226 0.012 zr 1394
2459139 17.232 0.013 zr 1394
2459139 17.205 0.013 zr 1394
2459141 17.181 0.013 zr 1394
2459141 17.192 0.014 zr 1394
2459143 17.236 0.012 zr 1394
2459143 17.242 0.011 zr 1394
2459145 17.232 0.011 zr 1394
2459145 17.265 0.011 zr 1394
2458384 17.358 0.024 zg 1395
2458390 17.366 0.02 zg 1395
2458430 17.377 0.011 zg 1395
2458735 17.113 0.011 zg 1395
2458746 17.102 0.016 zg 1395
2458746 17.103 0.015 zg 1395
2458749 17.131 0.012 zg 1395
2458749 17.142 0.012 zg 1395
2458760 17.104 0.011 zg 1395
2458760 17.104 0.011 zg 1395
2458766 17.113 0.02 zg 1395
2458766 17.174 0.021 zg 1395
2458767 17.114 0.021 zg 1395
2458767 17.064 0.02 zg 1395
2458768 17.09 0.02 zg 1395
2458768 17.092 0.02 zg 1395
2459084 17.129 0.01 zg 1395
2459084 17.117 0.01 zg 1395
2459091 17.107 0.012 zg 1395
2459091 17.1 0.012 zg 1395
2459092 17.126 0.015 zg 1395
2459092 17.102 0.015 zg 1395
2459120 17.151 0.014 zg 1395
2459120 17.165 0.015 zg 1395
2459121 17.11 0.017 zg 1395
2459121 17.156 0.017 zg 1395
2459122 17.157 0.021 zg 1395
2459122 17.163 0.021 zg 1395
2459128 17.083 0.023 zg 1395
2459128 17.037 0.025 zg 1395
2459129 17.089 0.013 zg 1395
2459129 17.12 0.013 zg 1395
2459130 17.126 0.012 zg 1395
2459130 17.113 0.012 zg 1395
2459131 17.145 0.014 zg 1395
2459131 17.155 0.014 zg 1395
2459135 17.154 0.01 zg 1395
2459135 17.164 0.01 zg 1395
2459136 17.161 0.01 zg 1395
2459136 17.157 0.01 zg 1395
2459137 17.156 0.01 zg 1395
2459137 17.124 0.01 zg 1395
2459140 17.156 0.011 zg 1395
2459140 17.179 0.01 zg 1395
2459141 17.139 0.01 zg 1395
2459141 17.154 0.01 zg 1395
2459142 17.147 0.01 zg 1395
2459142 17.158 0.01 zg 1395
2459143 17.159 0.01 zg 1395
2459143 17.149 0.009 zg 1395
2459906 17.102 0.01 zg 1395
2459922 17.111 0.024 zg 1395
2459922 17.079 0.023 zg 1395
2459923 17.072 0.015 zg 1395
2458356 17.406 0.022 zr 1395
2458386 17.338 0.023 zr 1395
2458429 17.358 0.012 zr 1395
2458432 17.342 0.016 zr 1395
2458741 17.118 0.023 zr 1395
2458745 17.148 0.02 zr 1395
2458745 17.104 0.019 zr 1395
2458748 17.086 0.013 zr 1395
2458748 17.111 0.013 zr 1395
2458773 17.097 0.019 zr 1395
2458773 17.059 0.019 zr 1395
2458775 17.103 0.013 zr 1395
2458775 17.081 0.013 zr 1395
2458776 17.063 0.015 zr 1395
2458776 17.072 0.015 zr 1395
2459091 17.101 0.013 zr 1395
2459091 17.085 0.013 zr 1395
2459096 17.097 0.021 zr 1395
2459096 17.098 0.022 zr 1395
2459115 17.112 0.011 zr 1395
2459115 17.138 0.012 zr 1395
2459116 17.107 0.011 zr 1395
2459116 17.106 0.011 zr 1395
2459124 17.154 0.026 zr 1395
2459124 17.14 0.027 zr 1395
2459128 17.124 0.021 zr 1395
2459128 17.107 0.022 zr 1395
2459130 17.121 0.012 zr 1395
2459134 17.122 0.013 zr 1395
2459134 17.117 0.013 zr 1395
2459137 17.142 0.012 zr 1395
2459137 17.139 0.012 zr 1395
2459138 17.122 0.012 zr 1395
2459138 17.102 0.011 zr 1395
2459139 17.147 0.013 zr 1395
2459139 17.136 0.013 zr 1395
2458313 17.707 0.021 zg 401
2458327 17.351 0.037 zg 401
2458338 17.581 0.018 zg 401
2458347 17.58 0.015 zg 401
2458348 17.524 0.015 zg 401
2458351 17.524 0.014 zg 401
2458351 17.582 0.015 zg 401
2458365 17.491 0.015 zg 401
2458366 17.482 0.014 zg 401
2458366 17.49 0.014 zg 401
2458367 17.445 0.012 zg 401
2458368 17.427 0.012 zg 401
2458369 17.4 0.012 zg 401
2458369 17.432 0.012 zg 401
2458370 17.416 0.012 zg 401
2458371 17.435 0.012 zg 401
2458372 17.42 0.011 zg 401
2458372 17.435 0.012 zg 401
2458373 17.456 0.013 zg 401
2458374 17.428 0.012 zg 401
2458375 17.443 0.012 zg 401
2458375 17.433 0.012 zg 401
2458376 17.413 0.011 zg 401
2458377 17.431 0.012 zg 401
2458378 17.403 0.011 zg 401
2458378 17.415 0.012 zg 401
2458379 17.403 0.012 zg 401
2458380 17.425 0.011 zg 401
2458382 17.394 0.014 zg 401
2458383 17.376 0.014 zg 401
2458384 17.348 0.018 zg 401
2458385 17.491 0.03 zg 401
2458385 17.337 0.023 zg 401
2458386 17.399 0.031 zg 401
2458390 17.39 0.019 zg 401
2458425 17.467 0.013 zg 401
2458462 17.304 0.027 zg 401
2458466 17.388 0.036 zg 401
2458466 17.305 0.097 zg 401
2458469 17.311 0.017 zg 401
2458469 17.396 0.02 zg 401
2458472 17.389 0.025 zg 401
2458474 17.295 0.024 zg 401
2458475 17.389 0.029 zg 401
2458475 17.464 0.029 zg 401
2458487 17.401 0.013 zg 401
2458487 17.37 0.013 zg 401
2458491 17.377 0.013 zg 401
2458491 17.379 0.013 zg 401
2458493 17.388 0.013 zg 401
2458494 17.414 0.014 zg 401
2458494 17.396 0.013 zg 401
2458495 17.415 0.06 zg 401
2458503 17.369 0.025 zg 401
2458503 17.353 0.03 zg 401
2458505 17.401 0.025 zg 401
2458507 17.367 0.013 zg 401
2458511 17.384 0.015 zg 401
2458514 17.388 0.015 zg 401
2458514 17.42 0.035 zg 401
2458522 17.417 0.015 zg 401
2458539 17.463 0.017 zg 401
2458540 17.484 0.018 zg 401
2458540 17.461 0.017 zg 401
2458691 17.171 0.013 zg 401
2458693 17.126 0.011 zg 401
2458694 17.272 0.013 zg 401
2458695 17.164 0.012 zg 401
2458695 17.149 0.011 zg 401
2458696 17.158 0.011 zg 401
2458698 17.138 0.011 zg 401
2458701 17.095 0.014 zg 401
2458701 17.129 0.011 zg 401
2458704 17.174 0.012 zg 401
2458704 17.185 0.011 zg 401
2458706 17.135 0.011 zg 401
2458706 17.153 0.01 zg 401
2458707 17.177 0.012 zg 401
2458707 17.179 0.011 zg 401
2458711 17.134 0.018 zg 401
2458711 17.153 0.02 zg 401
2458713 17.159 0.02 zg 401
2458714 17.13 0.018 zg 401
2458714 17.091 0.015 zg 401
2458718 17.156 0.015 zg 401
2458724 17.138 0.011 zg 401
2458727 17.129 0.011 zg 401
2458730 17.141 0.011 zg 401
2458732 17.145 0.011 zg 401
2458735 17.201 0.012 zg 401
2458738 17.113 0.014 zg 401
2458742 17.116 0.023 zg 401
2458746 17.119 0.021 zg 401
2458751 17.181 0.012 zg 401
2458756 17.178 0.011 zg 401
2458759 17.183 0.011 zg 401
2458763 17.172 0.011 zg 401
2458766 17.111 0.014 zg 401
2458769 17.105 0.034 zg 401
2458790 17.163 0.012 zg 401
2458800 17.147 0.031 zg 401
2458803 17.192 0.019 zg 401
2458806 17.191 0.014 zg 401
2458811 17.075 0.014 zg 401
2458836 17.316 0.013 zg 401
2458859 17.161 0.018 zg 401
2458862 17.165 0.01 zg 401
2458871 17.167 0.012 zg 401
2458874 17.103 0.014 zg 401
2458875 17.147 0.01 zg 401
2458875 17.164 0.011 zg 401
2458876 17.216 0.016 zg 401
2458882 17.137 0.017 zg 401
2458882 17.12 0.015 zg 401
2458885 17.126 0.018 zg 401
2458887 17.122 0.024 zg 401
2458891 17.132 0.013 zg 401
2458894 17.106 0.012 zg 401
2458895 17.125 0.012 zg 401
2458900 17.133 0.016 zg 401
2459053 17.182 0.011 zg 401
2459054 17.161 0.011 zg 401
2459056 17.155 0.011 zg 401
2459064 17.106 0.018 zg 401
2459066 17.176 0.022 zg 401
2459067 17.129 0.017 zg 401
2459067 17.157 0.017 zg 401
2459068 17.152 0.015 zg 401
2459069 17.166 0.024 zg 401
2459073 17.18 0.015 zg 401
2459075 17.141 0.012 zg 401
2459076 17.172 0.011 zg 401
2459076 17.146 0.011 zg 401
2459077 17.191 0.011 zg 401
2459080 17.182 0.012 zg 401
2459081 17.177 0.012 zg 401
2459084 17.204 0.011 zg 401
2459084 17.162 0.011 zg 401
2459085 17.202 0.011 zg 401
2459086 17.217 0.011 zg 401
2459086 17.195 0.011 zg 401
2459087 17.193 0.011 zg 401
2459087 17.218 0.012 zg 401
2459091 17.166 0.015 zg 401
2459091 17.159 0.011 zg 401
2459092 17.176 0.017 zg 401
2459093 17.136 0.019 zg 401
2459095 17.164 0.023 zg 401
2459095 17.237 0.026 zg 401
2459095 17.209 0.041 zg 401
2459107 17.214 0.014 zg 401
2459111 17.22 0.012 zg 401
2459113 17.197 0.011 zg 401
2459116 17.209 0.011 zg 401
2459120 17.187 0.017 zg 401
2459121 17.161 0.018 zg 401
2459122 17.215 0.024 zg 401
2459124 17.145 0.026 zg 401
2459129 17.122 0.013 zg 401
2459131 17.183 0.014 zg 401
2459134 17.16 0.011 zg 401
2459136 17.175 0.01 zg 401
2459138 17.207 0.011 zg 401
2459140 17.216 0.011 zg 401
2459142 17.218 0.01 zg 401
2459143 17.257 0.01 zg 401
2459144 17.237 0.009 zg 401
2459144 17.248 0.01 zg 401
2459145 17.234 0.01 zg 401
2459146 17.251 0.018 zg 401
2459150 17.223 0.019 zg 401
2459150 17.193 0.018 zg 401
2459155 17.166 0.022 zg 401
2459155 17.203 0.023 zg 401
2459156 17.214 0.026 zg 401
2459157 17.214 0.016 zg 401
2459157 17.212 0.018 zg 401
2459158 17.223 0.016 zg 401
2459158 17.275 0.016 zg 401
2459164 17.266 0.011 zg 401
2459165 17.264 0.011 zg 401
2459165 17.247 0.01 zg 401
2459167 17.251 0.011 zg 401
2459167 17.271 0.012 zg 401
2459168 17.255 0.011 zg 401
2459169 17.222 0.011 zg 401
2459169 17.254 0.011 zg 401
2459170 17.248 0.011 zg 401
2459171 17.222 0.01 zg 401
2459171 17.243 0.01 zg 401
2459174 17.213 0.014 zg 401
2459176 17.226 0.015 zg 401
2459178 17.175 0.015 zg 401
2459182 17.192 0.022 zg 401
2459184 17.225 0.023 zg 401
2459184 17.224 0.026 zg 401
2459184 17.205 0.022 zg 401
2459185 17.221 0.019 zg 401
2459185 17.19 0.019 zg 401
2459187 17.233 0.013 zg 401
2459188 17.247 0.012 zg 401
2459188 17.209 0.016 zg 401
2459193 17.22 0.013 zg 401
2459195 17.217 0.011 zg 401
2459195 17.266 0.011 zg 401
2459195 17.211 0.011 zg 401
2459199 17.24 0.012 zg 401
2459204 17.201 0.012 zg 401
2459210 17.245 0.02 zg 401
2459218 17.241 0.012 zg 401
2459220 17.235 0.011 zg 401
2459224 17.228 0.012 zg 401
2459227 17.218 0.014 zg 401
2459228 17.201 0.014 zg 401
2459228 17.194 0.014 zg 401
2459230 17.176 0.013 zg 401
2459232 17.198 0.011 zg 401
2459248 17.153 0.012 zg 401
2459250 17.159 0.012 zg 401
2459252 17.156 0.011 zg 401
2459254 17.135 0.01 zg 401
