jd mag magerr filt field
2458207 19.598 0.203 zg 424
2458207 19.456 0.181 zg 424
2458230 19.831 0.07 zg 424
2458243 19.746 0.059 zg 424
2458246 19.728 0.059 zg 424
2458267 19.73 0.209 zg 424
2458270 19.61 0.124 zg 424
2458273 19.751 0.059 zg 424
2458279 19.816 0.057 zg 424
2458283 19.794 0.058 zg 424
2458286 19.892 0.074 zg 424
2458289 19.592 0.093 zg 424
2458293 19.962 0.203 zg 424
2458299 19.79 0.149 zg 424
2458302 19.693 0.068 zg 424
2458305 19.895 0.105 zg 424
2458472 19.95 0.226 zg 424
2458487 19.923 0.072 zg 424
2458495 19.811 0.053 zg 424
2458503 19.758 0.2 zg 424
2458511 19.885 0.122 zg 424
2458547 19.557 0.052 zg 424
2458561 20.096 0.34 zg 424
2458568 19.654 0.062 zg 424
2458573 19.662 0.061 zg 424
2458581 19.803 0.076 zg 424
2458584 19.814 0.091 zg 424
2458587 19.733 0.105 zg 424
2458596 19.803 0.076 zg 424
2458600 19.752 0.06 zg 424
2458617 19.904 0.182 zg 424
2458634 19.756 0.057 zg 424
2458637 19.927 0.066 zg 424
2458640 19.852 0.056 zg 424
2458643 19.947 0.103 zg 424
2458651 19.685 0.22 zg 424
2458654 19.795 0.136 zg 424
2458658 19.754 0.056 zg 424
2458662 19.665 0.073 zg 424
2458667 19.861 0.073 zg 424
2458672 19.84 0.16 zg 424
2458676 19.68 0.18 zg 424
2458836 19.858 0.242 zg 424
2458857 19.754 0.069 zg 424
2458873 19.939 0.078 zg 424
2458877 19.809 0.055 zg 424
2458894 19.667 0.094 zg 424
2458898 19.873 0.048 zg 424
2458937 19.845 0.051 zg 424
2458955 19.833 0.06 zg 424
2458963 19.852 0.064 zg 424
2458963 19.818 0.057 zg 424
2458966 19.896 0.127 zg 424
2458972 19.846 0.132 zg 424
2458976 19.667 0.222 zg 424
2458980 19.816 0.044 zg 424
2458986 19.735 0.056 zg 424
2458992 19.865 0.058 zg 424
2458995 19.827 0.059 zg 424
2458998 19.883 0.078 zg 424
2459014 19.822 0.056 zg 424
2459017 19.853 0.055 zg 424
2459020 19.878 0.056 zg 424
2459023 19.797 0.063 zg 424
2459026 20.241 0.398 zg 424
2459033 19.517 0.136 zg 424
2459039 19.792 0.107 zg 424
2459043 19.781 0.094 zg 424
2459190 19.696 0.231 zg 424
2459204 19.844 0.083 zg 424
2459217 19.679 0.161 zg 424
2459218 19.686 0.131 zg 424
2459227 19.785 0.076 zg 424
2459231 19.773 0.061 zg 424
2459251 19.69 0.06 zg 424
2459253 19.777 0.072 zg 424
2459255 19.815 0.051 zg 424
2459258 19.751 0.086 zg 424
2459264 19.784 0.054 zg 424
2459270 19.669 0.144 zg 424
2459272 20.371 0.466 zg 424
2459292 19.844 0.063 zg 424
2459304 20.375 0.442 zg 424
2459306 19.773 0.083 zg 424
2459307 19.791 0.055 zg 424
2459307 19.706 0.047 zg 424
2459308 19.71 0.055 zg 424
2459309 19.862 0.068 zg 424
2459313 19.809 0.075 zg 424
2459323 19.8 0.092 zg 424
2459325 19.86 0.1 zg 424
2459334 19.853 0.062 zg 424
2459336 19.804 0.053 zg 424
2459338 19.874 0.072 zg 424
2459340 19.704 0.058 zg 424
2459342 19.852 0.058 zg 424
2459344 19.839 0.052 zg 424
2459346 20.014 0.09 zg 424
2459348 19.771 0.048 zg 424
2459366 19.871 0.071 zg 424
2459368 19.783 0.054 zg 424
2459370 19.707 0.061 zg 424
2459374 19.791 0.063 zg 424
2459376 19.712 0.065 zg 424
2459379 19.924 0.083 zg 424
2459390 19.591 0.165 zg 424
2459392 19.703 0.18 zg 424
2459394 19.678 0.071 zg 424
2459399 19.958 0.132 zg 424
2459401 19.835 0.089 zg 424
2459641 19.931 0.059 zg 424
2459673 19.929 0.079 zg 424
2459675 19.871 0.063 zg 424
2459677 19.985 0.109 zg 424
2459679 19.804 0.086 zg 424
2459682 19.782 0.198 zg 424
2459694 19.896 0.106 zg 424
2459696 19.772 0.059 zg 424
2459699 19.793 0.077 zg 424
2459701 19.821 0.066 zg 424
2459717 19.569 0.133 zg 424
2459722 19.883 0.066 zg 424
2459724 19.817 0.069 zg 424
2459730 19.797 0.064 zg 424
2459730 19.871 0.066 zg 424
2459734 19.794 0.079 zg 424
2459736 19.814 0.087 zg 424
2459742 19.747 0.338 zg 424
2459747 19.719 0.135 zg 424
2459749 19.873 0.101 zg 424
2459751 19.671 0.072 zg 424
2459753 19.959 0.101 zg 424
2459756 19.965 0.103 zg 424
2459758 19.802 0.081 zg 424
2459761 19.992 0.121 zg 424
2459763 19.852 0.088 zg 424
2459765 20.007 0.126 zg 424
2459769 19.593 0.159 zg 424
2459771 19.657 0.208 zg 424
2459924 19.745 0.193 zg 424
2459937 19.904 0.089 zg 424
2459951 19.961 0.379 zg 424
2460032 19.708 0.085 zg 424
2460042 20.043 0.312 zg 424
2460044 19.867 0.122 zg 424
2460046 19.823 0.053 zg 424
2460050 19.945 0.075 zg 424
2460053 19.763 0.08 zg 424
2460059 19.728 0.063 zg 424
2460061 19.811 0.078 zg 424
