jd mag magerr filt field
2458206 20.955 0.567 zg 423
2458206 21.734 1.13 zg 423
2458210 21.655 2.321 zg 423
2458229 22.01 0.544 zg 423
2458243 21.596 0.319 zg 423
2458267 20.814 0.542 zg 423
2458270 21.192 0.511 zg 423
2458275 21.377 0.257 zg 423
2458278 21.639 0.418 zg 423
2458284 21.318 0.278 zg 423
2458293 21.359 0.692 zg 423
2458472 21.128 0.643 zg 423
2458488 21.34 0.237 zg 423
2458495 21.602 0.28 zg 423
2458502 20.808 0.507 zg 423
2458508 21.42 0.758 zg 423
2458511 21.461 0.47 zg 423
2458539 20.835 0.538 zg 423
2458573 21.669 0.349 zg 423
2458580 21.697 0.334 zg 423
2458600 21.553 0.323 zg 423
2458606 23.779 5.329 zg 423
2458609 21.599 0.292 zg 423
2458617 21.864 1.305 zg 423
2458634 21.662 0.334 zg 423
2458637 20.896 0.152 zg 423
2458640 21.854 0.396 zg 423
2458643 21.492 0.717 zg 423
2458651 21.353 0.998 zg 423
2458654 20.778 0.405 zg 423
2458658 21.984 0.469 zg 423
2458662 21.584 0.434 zg 423
2458668 21.323 0.279 zg 423
2458676 22.47 2.439 zg 423
2458831 24.481 12.284 zg 423
2458854 21.945 0.412 zg 423
2458857 21.513 0.313 zg 423
2458872 23.304 1.739 zg 423
2458881 21.322 0.232 zg 423
2458894 21.572 0.448 zg 423
2458898 22.544 0.557 zg 423
2458955 21.938 0.486 zg 423
2458963 21.19 0.219 zg 423
2458963 21.35 0.243 zg 423
2458966 21.522 0.897 zg 423
2458969 21.469 0.446 zg 423
2458980 21.537 0.241 zg 423
2458986 21.844 0.337 zg 423
2458992 21.516 0.252 zg 423
2458995 22.035 0.442 zg 423
2459014 21.708 0.34 zg 423
2459017 21.578 0.297 zg 423
2459020 21.733 0.311 zg 423
2459023 21.651 0.357 zg 423
2459026 21.52 0.701 zg 423
2459033 21.248 0.797 zg 423
2459185 20.573 0.475 zg 423
2459186 21.168 0.743 zg 423
2459190 23.241 5.771 zg 423
2459200 21.701 0.486 zg 423
2459204 21.785 0.492 zg 423
2459217 21.109 1.003 zg 423
2459218 22.307 1.58 zg 423
2459222 27.1 80.55 zg 423
2459253 21.931 0.565 zg 423
2459255 21.57 0.251 zg 423
2459264 21.322 0.239 zg 423
2459268 21.828 0.594 zg 423
2459270 20.926 0.559 zg 423
2459291 21.502 0.308 zg 423
2459293 22.236 0.759 zg 423
2459298 20.982 0.822 zg 423
2459304 21.138 0.811 zg 423
2459306 21.513 0.412 zg 423
2459307 22.095 0.456 zg 423
2459307 21.267 0.223 zg 423
2459308 21.357 0.376 zg 423
2459309 21.324 0.297 zg 423
2459309 21.804 0.456 zg 423
2459311 24.22 4.042 zg 423
2459313 21.161 0.304 zg 423
2459317 21.668 0.262 zg 423
2459323 21.381 0.396 zg 423
2459325 21.556 0.483 zg 423
2459334 22.481 0.731 zg 423
2459336 21.798 0.352 zg 423
2459339 21.857 0.403 zg 423
2459341 21.249 0.203 zg 423
2459343 21.7 0.325 zg 423
2459345 21.646 0.316 zg 423
2459348 21.675 0.302 zg 423
2459362 21.327 0.219 zg 423
2459366 21.659 0.344 zg 423
2459370 21.434 0.336 zg 423
2459374 21.607 0.325 zg 423
2459376 22.179 0.583 zg 423
2459390 21.233 0.626 zg 423
2459392 23.337 3.802 zg 423
2459394 21.244 0.363 zg 423
2459396 21.939 0.967 zg 423
2459636 21.977 0.489 zg 423
2459641 21.35 0.223 zg 423
2459672 21.693 0.278 zg 423
2459678 21.395 0.337 zg 423
2459683 21.373 1.122 zg 423
2459697 22.495 0.691 zg 423
2459699 21.356 0.257 zg 423
2459702 21.428 0.27 zg 423
2459715 21.857 0.875 zg 423
2459722 22.124 0.593 zg 423
2459722 21.691 0.341 zg 423
2459724 21.724 0.42 zg 423
2459726 21.246 0.207 zg 423
2459730 21.501 0.29 zg 423
2459730 21.757 0.384 zg 423
2459734 21.581 0.525 zg 423
2459736 21.743 0.481 zg 423
2459741 20.425 0.344 zg 423
2459747 21.166 0.545 zg 423
2459749 23.947 4.528 zg 423
2459751 21.917 0.621 zg 423
2459753 21.507 0.462 zg 423
2459756 21.403 0.464 zg 423
2459758 21.35 0.352 zg 423
2459932 21.672 0.547 zg 423
2460043 21.472 0.886 zg 423
2460053 21.753 0.509 zg 423
2460055 21.523 0.385 zg 423
2460057 21.698 0.414 zg 423
2460059 21.679 0.326 zg 423
2460061 21.122 0.275 zg 423
2460065 21.821 1.3 zg 423
2458217 19.244 0.049 zr 423
2458217 19.23 0.046 zr 423
2458224 19.16 0.058 zr 423
2458233 19.128 0.069 zr 423
2458243 19.187 0.053 zr 423
2458249 19.144 0.047 zr 423
2458267 19.576 0.178 zr 423
2458278 19.123 0.053 zr 423
2458281 19.196 0.047 zr 423
2458287 19.125 0.055 zr 423
2458293 19.188 0.122 zr 423
2458296 19.122 0.105 zr 423
2458439 19.185 0.09 zr 423
2458439 19.232 0.088 zr 423
2458439 19.232 0.089 zr 423
2458439 19.202 0.091 zr 423
2458440 19.35 0.144 zr 423
2458440 19.236 0.1 zr 423
2458442 19.194 0.129 zr 423
2458443 19.112 0.071 zr 423
2458443 19.323 0.08 zr 423
2458443 19.193 0.083 zr 423
2458443 19.29 0.095 zr 423
2458444 19.156 0.074 zr 423
2458444 19.316 0.072 zr 423
2458444 19.205 0.07 zr 423
2458444 19.288 0.107 zr 423
2458450 19.149 0.081 zr 423
2458475 19.272 0.1 zr 423
2458476 19.119 0.072 zr 423
2458488 19.174 0.041 zr 423
2458503 19.255 0.072 zr 423
2458512 19.063 0.06 zr 423
2458524 19.173 0.046 zr 423
2458543 19.16 0.041 zr 423
2458547 19.213 0.046 zr 423
2458560 19.181 0.078 zr 423
2458573 19.302 0.064 zr 423
2458580 19.194 0.044 zr 423
2458583 19.063 0.048 zr 423
2458587 19.2 0.073 zr 423
2458593 19.363 0.15 zr 423
2458600 19.233 0.047 zr 423
2458606 19.234 0.04 zr 423
2458634 19.173 0.039 zr 423
2458637 19.182 0.04 zr 423
2458640 19.236 0.043 zr 423
2458643 19.297 0.063 zr 423
2458648 19.175 0.12 zr 423
2458651 19.247 0.113 zr 423
2458654 19.203 0.068 zr 423
2458658 19.177 0.052 zr 423
2458676 19.142 0.096 zr 423
2458679 19.099 0.11 zr 423
2458804 19.211 0.128 zr 423
2458804 19.363 0.139 zr 423
2458804 19.108 0.104 zr 423
2458804 19.126 0.12 zr 423
2458812 19.139 0.077 zr 423
2458812 19.264 0.09 zr 423
2458812 19.176 0.11 zr 423
2458873 19.185 0.04 zr 423
2458887 19.088 0.081 zr 423
2458894 19.197 0.057 zr 423
2458898 19.229 0.044 zr 423
2458901 19.211 0.036 zr 423
2458908 19.162 0.038 zr 423
2458911 19.042 0.048 zr 423
2458955 19.166 0.047 zr 423
2458972 19.196 0.09 zr 423
2458976 19.234 0.124 zr 423
2458992 19.233 0.038 zr 423
2458995 19.196 0.04 zr 423
2458998 19.231 0.043 zr 423
2459005 19.061 0.093 zr 423
2459009 19.366 0.069 zr 423
2459017 19.199 0.039 zr 423
2459020 19.217 0.041 zr 423
2459033 18.984 0.096 zr 423
2459168 19.123 0.091 zr 423
2459172 19.138 0.082 zr 423
2459172 19.228 0.144 zr 423
2459174 19.344 0.171 zr 423
2459174 19.435 0.193 zr 423
2459178 19.176 0.071 zr 423
2459178 19.162 0.065 zr 423
2459178 19.287 0.097 zr 423
2459185 19.201 0.121 zr 423
2459186 19.102 0.079 zr 423
2459195 19.146 0.052 zr 423
2459217 19.309 0.127 zr 423
2459218 19.093 0.063 zr 423
2459222 19.461 0.174 zr 423
2459223 19.303 0.063 zr 423
2459228 19.18 0.052 zr 423
2459251 19.24 0.047 zr 423
2459253 19.16 0.039 zr 423
2459255 19.148 0.034 zr 423
2459262 19.151 0.041 zr 423
2459265 19.244 0.042 zr 423
2459268 19.229 0.055 zr 423
2459270 19.224 0.089 zr 423
2459272 19.14 0.143 zr 423
2459276 19.179 0.084 zr 423
2459278 19.113 0.062 zr 423
2459291 19.212 0.04 zr 423
2459298 18.898 0.118 zr 423
2459304 19.084 0.126 zr 423
2459305 19.107 0.063 zr 423
2459307 19.225 0.046 zr 423
2459307 19.195 0.037 zr 423
2459308 19.182 0.039 zr 423
2459309 19.186 0.039 zr 423
2459309 19.278 0.04 zr 423
2459313 19.294 0.1 zr 423
2459321 19.203 0.04 zr 423
2459323 19.13 0.044 zr 423
2459325 19.14 0.043 zr 423
2459334 19.104 0.057 zr 423
2459336 19.18 0.032 zr 423
2459339 19.182 0.039 zr 423
2459341 19.181 0.04 zr 423
2459345 19.285 0.047 zr 423
2459348 19.219 0.036 zr 423
2459362 19.317 0.066 zr 423
2459364 19.198 0.068 zr 423
2459368 19.139 0.04 zr 423
2459370 19.162 0.042 zr 423
2459376 19.093 0.045 zr 423
2459378 19.235 0.048 zr 423
2459382 19.13 0.1 zr 423
2459386 19.103 0.113 zr 423
2459392 19.244 0.051 zr 423
2459396 19.099 0.039 zr 423
2459532 19.265 0.081 zr 423
2459532 19.258 0.089 zr 423
2459532 19.041 0.078 zr 423
2459537 19.093 0.101 zr 423
2459537 19.089 0.108 zr 423
2459537 18.976 0.092 zr 423
2459537 19.27 0.128 zr 423
2459537 19.274 0.145 zr 423
2459551 19.206 0.089 zr 423
2459670 19.207 0.038 zr 423
2459678 19.2 0.047 zr 423
2459687 19.261 0.146 zr 423
2459702 19.199 0.045 zr 423
2459709 19.2 0.076 zr 423
2459709 19.395 0.083 zr 423
2459719 19.202 0.036 zr 423
2459724 19.234 0.045 zr 423
2459726 19.203 0.039 zr 423
2459730 19.173 0.044 zr 423
2459730 19.253 0.048 zr 423
2459732 19.151 0.044 zr 423
2459734 19.264 0.087 zr 423
2459736 19.17 0.043 zr 423
2459741 19.135 0.15 zr 423
2459743 19.23 0.101 zr 423
2459749 19.257 0.063 zr 423
2459751 19.148 0.061 zr 423
2459756 19.201 0.047 zr 423
2459896 19.194 0.149 zr 423
2459896 19.019 0.142 zr 423
2459896 19.242 0.193 zr 423
2459897 19.087 0.21 zr 423
2459898 19.271 0.177 zr 423
2459898 19.166 0.207 zr 423
2459899 18.945 0.082 zr 423
2459899 19.05 0.095 zr 423
2459899 19.429 0.145 zr 423
2459899 19.13 0.123 zr 423
2459902 19.093 0.079 zr 423
2459902 19.245 0.097 zr 423
2459902 19.253 0.106 zr 423
2459902 19.312 0.113 zr 423
2459902 19.195 0.096 zr 423
2459907 19.123 0.076 zr 423
2459910 19.186 0.086 zr 423
2459910 19.245 0.081 zr 423
2459910 19.326 0.094 zr 423
2459910 19.352 0.111 zr 423
2459933 19.256 0.067 zr 423
2459936 19.178 0.052 zr 423
2460016 19.221 0.067 zr 423
2460020 19.207 0.038 zr 423
2460030 19.202 0.049 zr 423
2460036 19.249 0.085 zr 423
2460043 19.238 0.077 zr 423
2460045 19.211 0.038 zr 423
2460049 19.18 0.047 zr 423
2460051 19.197 0.039 zr 423
2460057 19.193 0.041 zr 423
2460059 19.217 0.045 zr 423
2460061 19.222 0.052 zr 423
2460063 19.283 0.055 zr 423
