jd mag magerr filt field
2458204 18.576 0.049 zg 425
2458207 18.598 0.076 zg 425
2458207 18.544 0.077 zg 425
2458223 18.642 0.024 zg 425
2458229 18.661 0.026 zg 425
2458243 18.676 0.022 zg 425
2458246 18.665 0.026 zg 425
2458249 18.579 0.025 zg 425
2458267 18.805 0.092 zg 425
2458270 18.757 0.061 zg 425
2458274 18.624 0.021 zg 425
2458277 18.648 0.025 zg 425
2458280 18.624 0.021 zg 425
2458283 18.639 0.023 zg 425
2458286 18.652 0.024 zg 425
2458289 18.659 0.052 zg 425
2458293 18.63 0.063 zg 425
2458299 18.606 0.044 zg 425
2458302 18.557 0.026 zg 425
2458305 18.683 0.035 zg 425
2458338 18.664 0.046 zg 425
2458472 18.652 0.034 zg 425
2458472 18.677 0.084 zg 425
2458488 18.634 0.026 zg 425
2458492 18.707 0.031 zg 425
2458495 18.589 0.023 zg 425
2458502 18.648 0.073 zg 425
2458526 18.603 0.043 zg 425
2458539 18.668 0.08 zg 425
2458543 18.619 0.024 zg 425
2458547 18.665 0.027 zg 425
2458560 18.581 0.081 zg 425
2458568 18.653 0.032 zg 425
2458581 18.671 0.029 zg 425
2458584 18.656 0.033 zg 425
2458587 18.706 0.07 zg 425
2458597 18.623 0.028 zg 425
2458600 18.674 0.026 zg 425
2458606 18.644 0.024 zg 425
2458617 18.651 0.053 zg 425
2458634 18.607 0.023 zg 425
2458634 18.634 0.025 zg 425
2458635 18.634 0.02 zg 425
2458637 18.633 0.023 zg 425
2458640 18.668 0.027 zg 425
2458643 18.623 0.031 zg 425
2458649 18.672 0.085 zg 425
2458652 18.652 0.055 zg 425
2458658 18.587 0.023 zg 425
2458667 18.588 0.025 zg 425
2458679 18.67 0.069 zg 425
2458683 18.635 0.045 zg 425
2458686 18.555 0.04 zg 425
2458692 18.562 0.037 zg 425
2458831 18.606 0.064 zg 425
2458872 18.669 0.032 zg 425
2458882 18.628 0.023 zg 425
2458884 18.606 0.045 zg 425
2458887 18.585 0.056 zg 425
2458896 18.603 0.031 zg 425
2458911 18.682 0.03 zg 425
2458915 18.595 0.046 zg 425
2458937 18.655 0.02 zg 425
2458944 18.742 0.088 zg 425
2458956 18.736 0.057 zg 425
2458963 18.624 0.022 zg 425
2458963 18.648 0.028 zg 425
2458966 18.56 0.062 zg 425
2458972 18.656 0.044 zg 425
2458986 18.627 0.023 zg 425
2458992 18.628 0.023 zg 425
2458995 18.649 0.029 zg 425
2458998 18.67 0.026 zg 425
2459012 18.644 0.022 zg 425
2459018 18.603 0.022 zg 425
2459024 18.556 0.021 zg 425
2459027 18.65 0.042 zg 425
2459033 18.562 0.056 zg 425
2459039 18.627 0.036 zg 425
2459043 18.604 0.033 zg 425
2459199 18.571 0.032 zg 425
2459217 18.704 0.123 zg 425
2459218 18.599 0.052 zg 425
2459225 18.626 0.027 zg 425
2459227 18.672 0.028 zg 425
2459227 18.657 0.033 zg 425
2459231 18.683 0.027 zg 425
2459250 18.69 0.036 zg 425
2459252 18.676 0.023 zg 425
2459255 18.684 0.031 zg 425
2459256 18.557 0.021 zg 425
2459265 18.665 0.026 zg 425
2459269 18.576 0.034 zg 425
2459290 18.625 0.022 zg 425
2459292 18.589 0.024 zg 425
2459300 18.577 0.097 zg 425
2459305 18.657 0.059 zg 425
2459306 18.715 0.039 zg 425
2459307 18.685 0.034 zg 425
2459308 18.616 0.024 zg 425
2459309 18.649 0.024 zg 425
2459316 18.633 0.019 zg 425
2459319 18.647 0.031 zg 425
2459322 18.623 0.028 zg 425
2459324 18.597 0.028 zg 425
2459328 18.622 0.074 zg 425
2459334 18.659 0.027 zg 425
2459336 18.582 0.021 zg 425
2459338 18.627 0.027 zg 425
2459340 18.632 0.025 zg 425
2459342 18.621 0.022 zg 425
2459344 18.661 0.022 zg 425
2459346 18.608 0.024 zg 425
2459348 18.609 0.021 zg 425
2459356 18.698 0.077 zg 425
2459362 18.654 0.042 zg 425
2459366 18.639 0.025 zg 425
2459368 18.601 0.023 zg 425
2459370 18.641 0.026 zg 425
