jd mag magerr filt field
2458204 18.849 0.066 zg 422
2458210 18.81 0.139 zg 422
2458229 18.885 0.036 zg 422
2458237 18.851 0.131 zg 422
2458237 19.072 0.163 zg 422
2458242 18.926 0.029 zg 422
2458245 18.245 0.33 zg 422
2458249 18.889 0.035 zg 422
2458267 18.906 0.087 zg 422
2458270 18.974 0.087 zg 422
2458274 18.893 0.029 zg 422
2458277 18.873 0.036 zg 422
2458280 18.962 0.035 zg 422
2458293 18.934 0.081 zg 422
2458443 18.673 0.07 zg 422
2458470 18.691 0.112 zg 422
2458487 18.873 0.029 zg 422
2458495 18.863 0.026 zg 422
2458502 18.758 0.072 zg 422
2458511 18.947 0.041 zg 422
2458514 17.474 0.048 zg 422
2458539 18.693 0.078 zg 422
2458559 18.907 0.064 zg 422
2458567 18.798 0.051 zg 422
2458575 18.9 0.119 zg 422
2458580 18.894 0.029 zg 422
2458586 18.916 0.04 zg 422
2458600 18.846 0.031 zg 422
2458607 18.771 0.029 zg 422
2458612 18.845 0.027 zg 422
2458634 18.849 0.035 zg 422
2458637 18.845 0.031 zg 422
2458640 18.893 0.033 zg 422
2458643 18.879 0.051 zg 422
2458650 18.648 0.092 zg 422
2458653 18.759 0.104 zg 422
2458662 18.86 0.045 zg 422
2458676 18.799 0.095 zg 422
2458806 18.621 0.074 zg 422
2458838 18.164 0.125 zg 422
2458854 18.931 0.03 zg 422
2458857 18.939 0.035 zg 422
2458873 18.907 0.034 zg 422
2458877 18.933 0.029 zg 422
2458880 19.013 0.034 zg 422
2458886 18.838 0.059 zg 422
2458898 18.919 0.025 zg 422
2458908 18.86 0.032 zg 422
2458914 18.987 0.054 zg 422
2458962 18.873 0.029 zg 422
2458965 18.945 0.03 zg 422
2458968 18.946 0.032 zg 422
2458971 18.848 0.052 zg 422
2458978 18.871 0.035 zg 422
2458981 18.933 0.031 zg 422
2458986 18.887 0.026 zg 422
2458992 18.89 0.027 zg 422
2458995 18.825 0.038 zg 422
2458998 18.916 0.036 zg 422
2459005 18.781 0.076 zg 422
2459011 18.853 0.037 zg 422
2459014 18.907 0.033 zg 422
2459021 18.876 0.032 zg 422
2459024 18.852 0.03 zg 422
2459178 18.959 0.043 zg 422
2459185 19.001 0.092 zg 422
2459186 19.07 0.085 zg 422
2459190 18.707 0.074 zg 422
2459204 18.886 0.029 zg 422
2459217 18.72 0.1 zg 422
2459221 18.845 0.069 zg 422
2459227 18.931 0.032 zg 422
2459251 18.828 0.029 zg 422
2459253 18.847 0.035 zg 422
2459255 18.939 0.025 zg 422
2459268 18.891 0.044 zg 422
2459270 18.994 0.08 zg 422
2459276 18.82 0.056 zg 422
2459290 18.899 0.028 zg 422
2459303 18.791 0.104 zg 422
2459304 18.938 0.096 zg 422
2459305 18.77 0.053 zg 422
2459305 18.864 0.06 zg 422
2459306 18.988 0.05 zg 422
2459307 18.895 0.028 zg 422
2459307 18.91 0.031 zg 422
2459308 18.843 0.04 zg 422
2459309 19.476 0.052 zg 422
2459309 19.856 0.069 zg 422
2459310 18.97 0.033 zg 422
2459311 18.876 0.039 zg 422
2459313 18.898 0.032 zg 422
2459317 18.951 0.024 zg 422
2459321 18.886 0.028 zg 422
2459323 18.912 0.04 zg 422
2459325 18.928 0.051 zg 422
2459334 18.933 0.031 zg 422
2459336 18.856 0.026 zg 422
2459338 18.865 0.038 zg 422
2459340 18.929 0.03 zg 422
2459342 18.91 0.025 zg 422
2459348 18.914 0.028 zg 422
2459353 18.899 0.056 zg 422
2459358 18.89 0.119 zg 422
2459361 18.89 0.085 zg 422
2459363 18.898 0.032 zg 422
2459366 18.84 0.035 zg 422
2459370 18.923 0.036 zg 422
2459372 18.472 0.037 zg 422
2459374 18.901 0.036 zg 422
2459376 18.816 0.037 zg 422
2459390 19.08 0.121 zg 422
2459550 18.916 0.037 zg 422
2459600 18.723 0.067 zg 422
2459636 18.906 0.036 zg 422
2459670 18.831 0.025 zg 422
2459678 18.917 0.037 zg 422
2459697 18.907 0.025 zg 422
2459699 18.87 0.031 zg 422
2459701 18.932 0.04 zg 422
2459722 18.908 0.036 zg 422
2459736 18.919 0.053 zg 422
2459743 18.876 0.108 zg 422
2459747 18.795 0.053 zg 422
2459749 18.81 0.052 zg 422
2459910 18.826 0.043 zg 422
2459924 18.897 0.078 zg 422
2459932 18.852 0.039 zg 422
2459937 18.988 0.04 zg 422
2459972 18.75 0.039 zg 422
2460020 18.89 0.033 zg 422
2460036 18.906 0.079 zg 422
2460043 19.02 0.1 zg 422
2460045 18.884 0.042 zg 422
2460050 18.902 0.033 zg 422
2460058 18.93 0.035 zg 422
2458217 17.821 0.016 zr 422
2458217 17.869 0.017 zr 422
2458224 17.827 0.019 zr 422
2458224 17.878 0.02 zr 422
2458233 17.819 0.024 zr 422
