jd mag magerr filt field
2458207 18.659 0.085 zg 425
2458207 18.64 0.083 zg 425
2458223 18.575 0.02 zg 425
2458229 18.281 0.019 zg 425
2458243 18.382 0.018 zg 425
2458246 18.494 0.023 zg 425
2458249 18.48 0.023 zg 425
2458267 18.664 0.079 zg 425
2458270 18.58 0.05 zg 425
2458274 18.692 0.02 zg 425
2458277 18.686 0.024 zg 425
2458280 18.682 0.021 zg 425
2458283 18.662 0.022 zg 425
2458286 18.755 0.025 zg 425
2458293 18.773 0.073 zg 425
2458299 18.694 0.044 zg 425
2458302 18.67 0.026 zg 425
2458305 18.688 0.035 zg 425
2458338 18.71 0.048 zg 425
2458469 18.796 0.029 zg 425
2458472 18.721 0.034 zg 425
2458472 18.825 0.092 zg 425
2458472 18.729 0.095 zg 425
2458488 18.694 0.024 zg 425
2458495 18.756 0.024 zg 425
2458502 18.702 0.07 zg 425
2458526 18.757 0.048 zg 425
2458539 18.875 0.089 zg 425
2458543 18.696 0.024 zg 425
2458547 18.719 0.026 zg 425
2458560 18.72 0.091 zg 425
2458568 18.721 0.033 zg 425
2458581 18.686 0.026 zg 425
2458584 18.714 0.034 zg 425
2458587 18.818 0.091 zg 425
2458597 18.756 0.03 zg 425
2458600 18.758 0.027 zg 425
2458606 18.717 0.025 zg 425
2458617 18.779 0.062 zg 425
2458634 18.729 0.023 zg 425
2458634 18.744 0.025 zg 425
2458635 18.748 0.019 zg 425
2458637 18.727 0.022 zg 425
2458640 18.711 0.025 zg 425
2458643 18.77 0.035 zg 425
2458649 18.849 0.105 zg 425
2458652 18.708 0.061 zg 425
2458658 18.742 0.023 zg 425
2458667 18.718 0.028 zg 425
2458679 18.526 0.056 zg 425
2458683 18.643 0.044 zg 425
2458686 18.784 0.047 zg 425
2458692 18.667 0.039 zg 425
2458831 18.73 0.069 zg 425
2458872 18.638 0.029 zg 425
2458882 18.76 0.024 zg 425
2458884 18.74 0.05 zg 425
2458887 18.592 0.059 zg 425
2458896 18.713 0.032 zg 425
2458911 18.705 0.028 zg 425
2458915 18.743 0.054 zg 425
2458937 18.703 0.019 zg 425
2458944 18.757 0.086 zg 425
2458956 18.711 0.053 zg 425
2458963 18.755 0.023 zg 425
2458963 18.69 0.027 zg 425
2458966 18.678 0.067 zg 425
2458972 18.689 0.042 zg 425
2458977 18.615 0.171 zg 425
2458986 18.676 0.019 zg 425
2458992 18.699 0.021 zg 425
2458995 18.724 0.029 zg 425
2458998 18.734 0.027 zg 425
2459012 18.714 0.021 zg 425
2459018 18.732 0.023 zg 425
2459024 18.742 0.023 zg 425
2459027 18.805 0.045 zg 425
2459033 18.656 0.064 zg 425
2459039 18.712 0.04 zg 425
2459043 18.718 0.037 zg 425
2459217 18.812 0.135 zg 425
2459218 18.677 0.054 zg 425
2459225 18.738 0.029 zg 425
2459227 18.767 0.035 zg 425
2459231 18.751 0.028 zg 425
2459250 18.687 0.034 zg 425
2459252 18.715 0.022 zg 425
2459255 18.775 0.03 zg 425
2459256 18.713 0.022 zg 425
2459265 18.755 0.027 zg 425
2459269 18.706 0.039 zg 425
2459290 18.717 0.021 zg 425
2459292 18.688 0.023 zg 425
2459300 18.745 0.111 zg 425
2459305 18.767 0.065 zg 425
2459306 18.628 0.035 zg 425
2459307 18.739 0.033 zg 425
2459308 18.743 0.025 zg 425
2459309 18.709 0.024 zg 425
2459316 18.745 0.019 zg 425
2459322 18.7 0.026 zg 425
2459324 18.802 0.033 zg 425
2459328 18.737 0.084 zg 425
2459334 18.72 0.027 zg 425
2459336 18.73 0.022 zg 425
2459338 18.717 0.027 zg 425
2459340 18.74 0.025 zg 425
2459342 18.715 0.021 zg 425
2459344 18.722 0.02 zg 425
2459346 18.708 0.024 zg 425
2459348 18.718 0.021 zg 425
2459356 18.784 0.081 zg 425
2459362 18.799 0.047 zg 425
2459366 18.733 0.023 zg 425
2459368 18.736 0.023 zg 425
2459370 18.76 0.026 zg 425
2459374 18.706 0.021 zg 425
2459376 18.704 0.027 zg 425
2459378 18.761 0.024 zg 425
2459387 19.029 0.201 zg 425
2459391 18.812 0.084 zg 425
2459399 18.703 0.036 zg 425
2459401 18.739 0.036 zg 425
2459405 18.716 0.043 zg 425
2459407 18.755 0.058 zg 425
2459409 18.762 0.056 zg 425
2459419 18.774 0.114 zg 425
2459600 18.743 0.054 zg 425
2459673 18.682 0.025 zg 425
2459675 18.723 0.023 zg 425
2459677 18.757 0.035 zg 425
2459679 18.724 0.037 zg 425
2459682 18.865 0.075 zg 425
2459684 18.964 0.135 zg 425
2459687 18.533 0.078 zg 425
2459696 18.721 0.029 zg 425
2459699 18.712 0.031 zg 425
2459701 18.678 0.026 zg 425
2459711 18.724 0.066 zg 425
2459715 18.71 0.085 zg 425
2459722 18.733 0.028 zg 425
2459724 18.739 0.03 zg 425
2459726 18.738 0.023 zg 425
2459730 18.751 0.026 zg 425
2459732 18.718 0.023 zg 425
2459734 18.716 0.028 zg 425
2459736 18.65 0.029 zg 425
2459738 18.721 0.051 zg 425
2459742 18.661 0.117 zg 425
2459753 18.739 0.034 zg 425
2459756 18.629 0.034 zg 425
2459758 18.68 0.029 zg 425
2459760 18.74 0.031 zg 425
2459762 18.704 0.03 zg 425
2459764 18.676 0.033 zg 425
2459770 18.625 0.062 zg 425
2459770 18.872 0.109 zg 425
2459935 18.693 0.035 zg 425
2459938 18.738 0.031 zg 425
2459969 18.72 0.029 zg 425
2459978 18.71 0.032 zg 425
2460030 18.757 0.032 zg 425
2460036 18.729 0.052 zg 425
2460043 18.598 0.072 zg 425
2460045 18.732 0.031 zg 425
2460049 18.725 0.025 zg 425
2460055 18.737 0.027 zg 425
2460057 18.74 0.026 zg 425
2460059 18.737 0.027 zg 425
2460061 18.699 0.031 zg 425
2460063 18.762 0.047 zg 425
2460065 18.733 0.06 zg 425
2458218 17.948 0.017 zr 425
2458219 17.945 0.033 zr 425
2458219 17.955 0.017 zr 425
2458219 17.956 0.019 zr 425
2458231 17.695 0.016 zr 425
2458243 17.69 0.016 zr 425
2458256 17.794 0.015 zr 425
2458256 17.855 0.014 zr 425
2458270 17.896 0.024 zr 425
2458274 17.908 0.015 zr 425
2458277 17.922 0.016 zr 425
2458283 17.906 0.016 zr 425
2458286 17.936 0.017 zr 425
2458289 17.888 0.025 zr 425
2458293 17.897 0.033 zr 425
2458296 17.972 0.034 zr 425
2458305 17.978 0.023 zr 425
2458450 17.996 0.037 zr 425
2458450 17.978 0.034 zr 425
2458450 17.927 0.035 zr 425
2458450 17.953 0.039 zr 425
2458451 17.941 0.028 zr 425
2458451 17.916 0.03 zr 425
2458451 17.93 0.031 zr 425
2458451 17.963 0.037 zr 425
2458457 17.951 0.031 zr 425
2458469 17.937 0.017 zr 425
2458470 17.843 0.033 zr 425
2458474 18.016 0.05 zr 425
2458477 17.927 0.023 zr 425
2458539 17.944 0.024 zr 425
2458547 17.96 0.017 zr 425
2458557 17.958 0.019 zr 425
2458560 17.904 0.022 zr 425
2458573 18.002 0.02 zr 425
2458584 17.925 0.017 zr 425
2458587 17.931 0.023 zr 425
2458597 17.933 0.018 zr 425
2458606 17.942 0.015 zr 425
2458617 17.916 0.027 zr 425
2458634 17.94 0.015 zr 425
2458634 17.948 0.016 zr 425
2458637 17.922 0.013 zr 425
2458643 17.93 0.018 zr 425
2458649 17.855 0.036 zr 425
2458652 18.004 0.041 zr 425
2458658 17.94 0.018 zr 425
2458661 17.963 0.017 zr 425
2458667 17.946 0.018 zr 425
2458670 17.97 0.022 zr 425
2458676 17.904 0.04 zr 425
2458686 17.965 0.025 zr 425
2458873 17.956 0.024 zr 425
2458885 17.92 0.021 zr 425
2458888 17.978 0.024 zr 425
2458899 17.92 0.014 zr 425
2458905 17.957 0.017 zr 425
2458911 17.967 0.018 zr 425
2458915 17.935 0.026 zr 425
2458941 17.946 0.019 zr 425
2458944 17.946 0.031 zr 425
2458956 17.907 0.015 zr 425
2458966 17.92 0.028 zr 425
2458980 17.942 0.013 zr 425
2458986 17.931 0.014 zr 425
2458992 17.929 0.013 zr 425
2458995 17.912 0.013 zr 425
2458998 17.912 0.013 zr 425
2459012 17.945 0.014 zr 425
2459015 17.926 0.015 zr 425
2459021 17.948 0.015 zr 425
2459024 17.922 0.015 zr 425
2459027 17.997 0.024 zr 425
2459033 17.899 0.03 zr 425
2459036 17.95 0.033 zr 425
2459043 17.934 0.021 zr 425
2459182 17.887 0.025 zr 425
2459182 17.983 0.03 zr 425
2459182 17.957 0.032 zr 425
2459182 17.935 0.044 zr 425
2459184 17.929 0.05 zr 425
2459184 18.154 0.06 zr 425
2459184 17.922 0.048 zr 425
2459185 17.974 0.041 zr 425
2459185 17.99 0.037 zr 425
2459185 18.018 0.044 zr 425
2459185 17.921 0.051 zr 425
2459186 17.998 0.035 zr 425
2459186 18.002 0.035 zr 425
2459186 17.996 0.041 zr 425
2459186 17.919 0.041 zr 425
2459186 17.917 0.052 zr 425
2459189 17.943 0.026 zr 425
2459189 17.943 0.028 zr 425
2459189 17.963 0.034 zr 425
2459189 17.89 0.04 zr 425
2459190 17.979 0.024 zr 425
2459190 17.967 0.022 zr 425
2459190 17.948 0.023 zr 425
2459190 17.894 0.023 zr 425
2459190 17.945 0.036 zr 425
2459201 17.928 0.037 zr 425
2459218 17.948 0.023 zr 425
2459224 18.001 0.022 zr 425
2459227 17.955 0.018 zr 425
