jd mag magerr filt field
2458384 19.313 0.127 zg 1447
2458430 19.303 0.036 zg 1447
2458495 19.218 0.17 zg 1447
2458727 19.214 0.043 zg 1447
2458734 19.205 0.042 zg 1447
2458734 19.195 0.043 zg 1447
2458746 19.154 0.082 zg 1447
2458746 19.174 0.085 zg 1447
2458749 19.112 0.046 zg 1447
2458749 19.132 0.045 zg 1447
2458758 19.152 0.04 zg 1447
2458758 19.192 0.043 zg 1447
2458760 19.1 0.044 zg 1447
2458760 19.215 0.049 zg 1447
2458766 19.097 0.084 zg 1447
2458766 19.252 0.098 zg 1447
2458768 19.088 0.099 zg 1447
2458768 19.304 0.119 zg 1447
2458876 19.279 0.043 zg 1447
2458876 19.218 0.039 zg 1447
2459084 19.117 0.038 zg 1447
2459084 19.141 0.038 zg 1447
2459091 19.256 0.072 zg 1447
2459091 19.038 0.058 zg 1447
2459092 19.217 0.095 zg 1447
2459092 19.074 0.075 zg 1447
2459107 19.078 0.069 zg 1447
2459107 19.036 0.065 zg 1447
2459118 19.029 0.03 zg 1447
2459118 19.01 0.029 zg 1447
2459120 19.187 0.08 zg 1447
2459120 18.976 0.064 zg 1447
2459121 19.114 0.09 zg 1447
2459121 18.92 0.068 zg 1447
2459122 19.207 0.109 zg 1447
2459122 19.073 0.097 zg 1447
2459128 19.352 0.25 zg 1447
2459128 18.889 0.173 zg 1447
2459129 18.971 0.058 zg 1447
2459129 18.902 0.052 zg 1447
2459130 19.07 0.051 zg 1447
2459130 19.03 0.048 zg 1447
2459131 19.019 0.063 zg 1447
2459131 19.046 0.064 zg 1447
2459135 19.006 0.031 zg 1447
2459135 18.986 0.03 zg 1447
2459136 18.947 0.029 zg 1447
2459136 18.97 0.029 zg 1447
2459881 18.74 0.027 zg 1447
2459881 18.761 0.028 zg 1447
2459904 18.729 0.03 zg 1447
2459906 18.757 0.03 zg 1447
2459906 18.8 0.031 zg 1447
2459923 18.827 0.059 zg 1447
2459923 18.742 0.054 zg 1447
2458356 19.138 0.104 zr 1447
2458386 19.055 0.093 zr 1447
2458423 19.147 0.05 zr 1447
2458425 19.082 0.07 zr 1447
2458432 19.224 0.063 zr 1447
2458739 18.999 0.077 zr 1447
2458740 19.025 0.092 zr 1447
2458740 18.995 0.088 zr 1447
2458748 18.911 0.048 zr 1447
2458748 18.92 0.049 zr 1447
2458761 18.944 0.047 zr 1447
2458761 18.814 0.044 zr 1447
2458773 18.925 0.094 zr 1447
2458773 18.85 0.09 zr 1447
2458775 18.876 0.05 zr 1447
2458775 18.852 0.048 zr 1447
2458776 18.935 0.068 zr 1447
2458776 18.918 0.064 zr 1447
2458777 18.846 0.056 zr 1447
2458777 18.88 0.058 zr 1447
2458783 18.941 0.047 zr 1447
2458783 18.898 0.046 zr 1447
2458812 18.86 0.038 zr 1447
2458812 18.954 0.042 zr 1447
2458833 18.788 0.058 zr 1447
2458859 18.917 0.072 zr 1447
2458859 18.989 0.081 zr 1447
2458860 19.074 0.085 zr 1447
2458860 18.99 0.081 zr 1447
2458861 18.836 0.056 zr 1447
2458861 18.846 0.057 zr 1447
2459061 18.901 0.039 zr 1447
2459091 18.745 0.04 zr 1447
2459091 18.799 0.041 zr 1447
2459094 18.742 0.112 zr 1447
2459094 18.749 0.106 zr 1447
2459096 18.79 0.099 zr 1447
2459096 18.902 0.105 zr 1447
2459874 18.51 0.024 zr 1447
2459874 18.562 0.025 zr 1447
2459879 18.543 0.028 zr 1447
2459879 18.529 0.027 zr 1447
2459882 18.51 0.047 zr 1447
2459882 18.541 0.043 zr 1447
2459883 18.516 0.029 zr 1447
2459883 18.544 0.029 zr 1447
2459896 18.536 0.043 zr 1447
2459896 18.476 0.041 zr 1447
2459897 18.56 0.044 zr 1447
2459897 18.512 0.042 zr 1447
2459904 18.535 0.04 zr 1447
2459910 18.515 0.031 zr 1447
2459910 18.503 0.031 zr 1447
2459913 18.574 0.037 zr 1447
2459913 18.545 0.034 zr 1447
2459913 18.543 0.033 zr 1447
2459933 18.583 0.033 zr 1447
2459933 18.573 0.035 zr 1447
2458330 19.397 0.135 zg 403
2458333 19.406 0.138 zg 403
2458337 19.505 0.102 zg 403
2458343 19.495 0.051 zg 403
2458345 19.38 0.051 zg 403
2458347 19.456 0.061 zg 403
2458347 19.46 0.065 zg 403
2458347 19.489 0.045 zg 403
2458348 19.433 0.044 zg 403
2458349 19.412 0.047 zg 403
2458349 19.504 0.044 zg 403
2458350 19.464 0.047 zg 403
2458351 19.434 0.04 zg 403
2458352 19.41 0.042 zg 403
2458352 19.473 0.043 zg 403
2458360 19.636 0.157 zg 403
2458364 19.578 0.079 zg 403
2458365 19.432 0.054 zg 403
2458366 19.465 0.045 zg 403
2458366 19.464 0.05 zg 403
2458367 19.408 0.041 zg 403
2458368 19.406 0.039 zg 403
2458369 19.417 0.044 zg 403
2458369 19.368 0.042 zg 403
2458370 19.394 0.047 zg 403
2458371 19.382 0.042 zg 403
2458372 19.35 0.036 zg 403
2458372 19.336 0.037 zg 403
2458373 19.417 0.042 zg 403
2458375 19.378 0.039 zg 403
2458375 19.39 0.041 zg 403
2458376 19.353 0.038 zg 403
2458377 19.28 0.041 zg 403
2458378 19.368 0.044 zg 403
2458378 19.392 0.042 zg 403
2458379 19.369 0.043 zg 403
2458382 19.282 0.035 zg 403
2458382 19.412 0.039 zg 403
2458383 19.389 0.068 zg 403
2458384 19.362 0.086 zg 403
2458385 19.51 0.135 zg 403
2458385 19.309 0.104 zg 403
2458386 19.651 0.201 zg 403
2458388 19.48 0.153 zg 403
2458425 19.352 0.039 zg 403
2458428 19.466 0.039 zg 403
2458441 19.19 0.078 zg 403
2458450 19.42 0.188 zg 403
2458462 19.419 0.157 zg 403
2458474 19.237 0.141 zg 403
2458487 19.256 0.039 zg 403
2458493 19.248 0.041 zg 403
2458494 19.295 0.049 zg 403
2458503 19.341 0.128 zg 403
2458539 19.343 0.052 zg 403
2458540 19.298 0.051 zg 403
2458694 19.216 0.041 zg 403
2458694 19.269 0.045 zg 403
2458695 19.164 0.045 zg 403
2458698 19.275 0.046 zg 403
2458701 19.288 0.279 zg 403
2458704 19.292 0.048 zg 403
2458707 19.171 0.04 zg 403
2458711 19.109 0.088 zg 403
2458711 19.315 0.118 zg 403
2458712 19.305 0.101 zg 403
2458713 19.168 0.095 zg 403
2458714 19.106 0.076 zg 403
2458714 19.129 0.08 zg 403
2458720 19.238 0.068 zg 403
2458722 19.202 0.041 zg 403
2458725 19.209 0.037 zg 403
2458730 19.275 0.043 zg 403
2458732 19.29 0.041 zg 403
2458735 19.244 0.041 zg 403
2458738 19.16 0.072 zg 403
2458747 19.156 0.09 zg 403
2458749 19.209 0.05 zg 403
2458756 19.2 0.04 zg 403
2458763 19.097 0.039 zg 403
2458766 19.217 0.065 zg 403
2458769 19.138 0.146 zg 403
2458787 19.288 0.052 zg 403
2458790 19.175 0.04 zg 403
2458801 19.015 0.139 zg 403
2458811 19.27 0.05 zg 403
2458814 19.271 0.123 zg 403
2458837 19.185 0.046 zg 403
2458859 19.229 0.112 zg 403
2458862 19.22 0.037 zg 403
2458867 19.241 0.229 zg 403
2458871 19.165 0.045 zg 403
2458873 19.226 0.042 zg 403
2458876 19.33 0.052 zg 403
2458880 19.252 0.064 zg 403
2458885 19.326 0.111 zg 403
2458887 19.718 0.19 zg 403
2458887 19.456 0.143 zg 403
2458891 19.205 0.053 zg 403
2458891 19.28 0.055 zg 403
2458892 19.167 0.049 zg 403
2458893 19.241 0.045 zg 403
2458894 19.181 0.045 zg 403
2458895 19.271 0.053 zg 403
2458896 19.278 0.058 zg 403
2458898 19.248 0.051 zg 403
2458899 19.294 0.051 zg 403
2458899 19.25 0.047 zg 403
2458900 19.328 0.063 zg 403
2458903 19.346 0.069 zg 403
2458913 19.48 0.173 zg 403
