jd mag magerr filt field
2458344 18.493 0.022 zg 1491
2458363 18.448 0.032 zg 1491
2458388 18.516 0.055 zg 1491
2458390 18.425 0.036 zg 1491
2458695 18.058 0.015 zg 1491
2458695 18.018 0.015 zg 1491
2458717 18.034 0.023 zg 1491
2458772 17.894 0.052 zg 1491
2458772 18.028 0.065 zg 1491
2459062 17.968 0.026 zg 1491
2459073 17.938 0.016 zg 1491
2459073 17.909 0.015 zg 1491
2459075 17.953 0.016 zg 1491
2459075 17.944 0.015 zg 1491
2459077 17.919 0.015 zg 1491
2459077 17.911 0.015 zg 1491
2459080 17.914 0.017 zg 1491
2459080 17.921 0.02 zg 1491
2459082 17.804 0.025 zg 1491
2459082 17.975 0.032 zg 1491
2459085 17.921 0.015 zg 1491
2459085 17.938 0.014 zg 1491
2459089 17.971 0.027 zg 1491
2459089 17.912 0.025 zg 1491
2459090 17.933 0.031 zg 1491
2459090 17.858 0.027 zg 1491
2459091 17.877 0.027 zg 1491
2459091 17.88 0.027 zg 1491
2459092 17.909 0.037 zg 1491
2459092 17.876 0.034 zg 1491
2459117 17.871 0.016 zg 1491
2459117 17.854 0.016 zg 1491
2459120 17.863 0.031 zg 1491
2459120 17.92 0.032 zg 1491
2459128 17.846 0.024 zg 1491
2459128 17.863 0.024 zg 1491
2459129 17.903 0.02 zg 1491
2459129 17.874 0.026 zg 1491
2459135 17.901 0.014 zg 1491
2459135 17.903 0.014 zg 1491
2459137 17.867 0.019 zg 1491
2459137 17.892 0.019 zg 1491
2459139 17.892 0.014 zg 1491
2459139 17.862 0.014 zg 1491
2459145 17.918 0.015 zg 1491
2459145 17.876 0.015 zg 1491
2459151 17.916 0.042 zg 1491
2459151 17.874 0.041 zg 1491
2458335 18.158 0.021 zr 1491
2458335 18.187 0.022 zr 1491
2458336 18.252 0.023 zr 1491
2458353 18.225 0.029 zr 1491
2458362 18.258 0.025 zr 1491
2458389 18.298 0.034 zr 1491
2458443 18.194 0.039 zr 1491
2458716 17.839 0.022 zr 1491
2458719 17.831 0.02 zr 1491
2458719 17.874 0.02 zr 1491
2458748 17.882 0.021 zr 1491
2458748 17.854 0.019 zr 1491
2458770 17.791 0.046 zr 1491
2458770 17.802 0.047 zr 1491
2458771 17.794 0.041 zr 1491
2458771 17.854 0.045 zr 1491
2458773 17.759 0.032 zr 1491
2458774 17.808 0.022 zr 1491
2458774 17.763 0.022 zr 1491
2459061 17.782 0.018 zr 1491
2459064 17.743 0.032 zr 1491
2459076 17.766 0.016 zr 1491
2459076 17.747 0.016 zr 1491
2459079 17.774 0.016 zr 1491
2459079 17.797 0.016 zr 1491
2459081 17.762 0.016 zr 1491
2459081 17.765 0.015 zr 1491
2459086 17.721 0.014 zr 1491
2459086 17.752 0.014 zr 1491
2459098 17.787 0.026 zr 1491
2459098 17.819 0.026 zr 1491
2459099 17.784 0.02 zr 1491
2459099 17.747 0.021 zr 1491
2459113 17.739 0.016 zr 1491
2459113 17.745 0.016 zr 1491
2459115 17.788 0.017 zr 1491
2459115 17.759 0.016 zr 1491
2459118 17.718 0.016 zr 1491
2459118 17.76 0.018 zr 1491
2459130 17.723 0.015 zr 1491
2459130 17.689 0.014 zr 1491
2459139 17.715 0.016 zr 1491
2459139 17.744 0.017 zr 1491
2459141 17.733 0.022 zr 1491
2459141 17.636 0.018 zr 1491
2459864 17.66 0.023 zr 1491
2459864 17.644 0.023 zr 1491
2458271 18.622 0.087 zg 445
2458277 18.468 0.041 zg 445
2458280 18.512 0.025 zg 445
2458283 18.55 0.027 zg 445
2458286 18.563 0.026 zg 445
2458289 18.591 0.03 zg 445
2458292 18.545 0.023 zg 445
2458295 18.516 0.073 zg 445
2458305 18.584 0.045 zg 445
2458315 18.546 0.03 zg 445
2458318 18.501 0.024 zg 445
2458322 18.57 0.028 zg 445
2458325 18.465 0.058 zg 445
2458332 18.49 0.052 zg 445
2458338 18.536 0.026 zg 445
2458342 18.51 0.028 zg 445
2458344 18.549 0.026 zg 445
2458345 18.557 0.027 zg 445
2458348 18.538 0.024 zg 445
2458351 18.593 0.024 zg 445
2458365 18.545 0.024 zg 445
2458368 18.563 0.024 zg 445
2458374 18.519 0.026 zg 445
2458377 18.527 0.024 zg 445
2458383 18.43 0.056 zg 445
2458387 18.497 0.06 zg 445
2458390 18.572 0.039 zg 445
2458390 18.59 0.046 zg 445
2458427 18.71 0.16 zg 445
2458430 18.524 0.023 zg 445
2458469 18.471 0.044 zg 445
2458472 18.445 0.06 zg 445
2458488 18.394 0.03 zg 445
2458642 18.182 0.023 zg 445
2458646 18.252 0.024 zg 445
2458649 18.224 0.028 zg 445
2458660 18.151 0.03 zg 445
2458675 18.18 0.019 zg 445
2458678 18.143 0.023 zg 445
2458681 18.1 0.043 zg 445
2458688 18.135 0.024 zg 445
2458691 18.121 0.02 zg 445
2458694 18.125 0.016 zg 445
2458695 18.131 0.017 zg 445
2458700 18.11 0.017 zg 445
2458706 18.105 0.018 zg 445
2458709 18.024 0.035 zg 445
2458714 18.169 0.048 zg 445
2458727 18.095 0.018 zg 445
2458732 18.076 0.018 zg 445
2458735 18.042 0.021 zg 445
2458747 18.104 0.025 zg 445
2458750 18.111 0.024 zg 445
2458760 18.063 0.02 zg 445
2458764 18.015 0.028 zg 445
2458769 18.001 0.06 zg 445
2458772 18.044 0.036 zg 445
2458772 18.041 0.067 zg 445
2458775 18.034 0.019 zg 445
2458778 18.036 0.019 zg 445
2458785 18.066 0.02 zg 445
2458789 18.108 0.022 zg 445
2458792 17.956 0.027 zg 445
2458796 17.98 0.053 zg 445
2458800 18.096 0.043 zg 445
2458806 18.072 0.033 zg 445
2458820 17.98 0.042 zg 445
2458838 18.223 0.055 zg 445
2459018 18.105 0.022 zg 445
2459024 18.024 0.022 zg 445
2459033 18.027 0.026 zg 445
2459036 17.996 0.046 zg 445
2459045 18.062 0.016 zg 445
2459051 18.034 0.016 zg 445
2459054 18.065 0.015 zg 445
2459062 18.017 0.029 zg 445
2459064 17.993 0.046 zg 445
2459069 17.912 0.024 zg 445
2459072 17.983 0.02 zg 445
2459075 18.006 0.016 zg 445
2459075 17.994 0.017 zg 445
2459077 17.98 0.016 zg 445
2459078 18.056 0.017 zg 445
2459081 18.018 0.018 zg 445
2459082 17.954 0.023 zg 445
2459084 17.991 0.016 zg 445
2459085 17.981 0.016 zg 445
2459086 17.96 0.016 zg 445
2459089 17.939 0.024 zg 445
2459090 17.934 0.029 zg 445
2459091 17.952 0.031 zg 445
2459092 17.953 0.035 zg 445
2459107 17.917 0.022 zg 445
2459110 17.991 0.021 zg 445
2459116 17.952 0.015 zg 445
2459117 17.95 0.016 zg 445
2459120 17.893 0.036 zg 445
2459126 17.877 0.03 zg 445
2459126 17.905 0.032 zg 445
2459128 17.93 0.025 zg 445
2459130 17.935 0.017 zg 445
2459134 17.946 0.016 zg 445
2459136 17.909 0.015 zg 445
2459140 17.92 0.015 zg 445
2459145 17.92 0.016 zg 445
2459151 17.878 0.038 zg 445
2459153 17.893 0.039 zg 445
2459155 17.954 0.026 zg 445
2459158 17.932 0.02 zg 445
2459169 17.939 0.018 zg 445
2459173 17.935 0.018 zg 445
2459182 17.942 0.033 zg 445
2459184 17.959 0.029 zg 445
2459189 17.941 0.017 zg 445
2459189 17.888 0.017 zg 445
2459195 17.986 0.029 zg 445
2459219 17.916 0.018 zg 445
2459223 17.984 0.024 zg 445
2459377 18.115 0.039 zg 445
2459385 18.204 0.022 zg 445
2459390 18.205 0.045 zg 445
2459392 18.104 0.046 zg 445
2459397 18.096 0.024 zg 445
2459400 18.149 0.02 zg 445
2459403 18.135 0.02 zg 445
2459405 18.095 0.02 zg 445
2459409 18.174 0.022 zg 445
2459411 18.151 0.022 zg 445
2459418 18.179 0.057 zg 445
2459424 18.127 0.032 zg 445
2459424 18.108 0.03 zg 445
2459425 18.142 0.032 zg 445
2459427 18.119 0.02 zg 445
2459428 18.104 0.02 zg 445
2459428 18.113 0.019 zg 445
2459429 18.083 0.018 zg 445
2459430 18.144 0.019 zg 445
2459430 18.171 0.018 zg 445
2459435 18.144 0.018 zg 445
2459438 18.077 0.019 zg 445
2459442 18.119 0.019 zg 445
2459452 18.106 0.03 zg 445
2459453 18.077 0.026 zg 445
2459453 18.086 0.025 zg 445
2459454 18.092 0.022 zg 445
2459455 18.079 0.021 zg 445
2459455 18.131 0.021 zg 445
2459456 18.153 0.021 zg 445
2459458 18.138 0.017 zg 445
2459459 18.125 0.016 zg 445
2459460 18.141 0.018 zg 445
2459461 18.068 0.018 zg 445
2459461 18.12 0.018 zg 445
2459462 18.115 0.018 zg 445
2459463 18.15 0.019 zg 445
2459463 18.138 0.018 zg 445
2459464 18.131 0.017 zg 445
2459465 18.159 0.019 zg 445
2459467 18.06 0.019 zg 445
2459469 18.12 0.018 zg 445
2459471 18.13 0.026 zg 445
2459474 18.077 0.031 zg 445
2459474 18.059 0.031 zg 445
2459479 17.954 0.052 zg 445
2459479 18.144 0.061 zg 445
2459480 18.044 0.036 zg 445
2459484 18.09 0.022 zg 445
2459485 18.087 0.028 zg 445
2459485 18.12 0.03 zg 445
2459487 18.08 0.02 zg 445
2459487 18.135 0.02 zg 445
2459488 18.12 0.018 zg 445
2459489 18.149 0.022 zg 445
2459489 18.128 0.022 zg 445
2459490 18.093 0.018 zg 445
2459491 18.092 0.021 zg 445
2459491 18.084 0.019 zg 445
2459502 18.045 0.031 zg 445
2459502 18.088 0.032 zg 445
2459510 18.015 0.027 zg 445
2459512 18.036 0.021 zg 445
2459512 18.05 0.022 zg 445
2459517 18.037 0.016 zg 445
2459520 18.062 0.018 zg 445
2459522 18.07 0.017 zg 445
2459524 18.039 0.015 zg 445
2459526 18.045 0.016 zg 445
2459529 18.026 0.022 zg 445
2459530 17.976 0.026 zg 445
2459538 17.92 0.028 zg 445
2459542 18.064 0.019 zg 445
2459737 17.913 0.02 zg 445
2459742 17.948 0.027 zg 445
2459744 17.97 0.051 zg 445
2459748 17.865 0.04 zg 445
2459752 17.849 0.022 zg 445
2459755 17.935 0.017 zg 445
2459759 17.898 0.015 zg 445
2459763 17.954 0.016 zg 445
2459765 17.935 0.014 zg 445
2459765 17.944 0.015 zg 445
2459768 17.913 0.016 zg 445
2459768 17.939 0.016 zg 445
2459768 17.918 0.015 zg 445
2459768 17.937 0.015 zg 445
2459769 17.911 0.015 zg 445
2459769 17.926 0.015 zg 445
2459770 17.941 0.015 zg 445
2459770 17.95 0.015 zg 445
2459770 17.923 0.015 zg 445
2459770 17.958 0.015 zg 445
2459771 17.881 0.024 zg 445
2459771 17.941 0.015 zg 445
2459780 17.849 0.021 zg 445
2459780 17.901 0.023 zg 445
2459781 17.874 0.025 zg 445
2459781 17.846 0.026 zg 445
2459782 17.915 0.018 zg 445
2459783 17.954 0.021 zg 445
2459784 17.883 0.015 zg 445
2459784 17.896 0.015 zg 445
2459785 17.911 0.016 zg 445
2459786 17.89 0.016 zg 445
2459787 17.897 0.015 zg 445
2459788 17.914 0.018 zg 445
2459788 17.933 0.018 zg 445
2459789 17.908 0.019 zg 445
2459795 17.897 0.015 zg 445
2459798 17.896 0.016 zg 445
2459806 17.933 0.051 zg 445
2459808 17.785 0.021 zg 445
2459810 17.838 0.02 zg 445
2459812 17.831 0.015 zg 445
2459816 17.872 0.015 zg 445
2459818 17.805 0.014 zg 445
2459821 17.825 0.013 zg 445
2459824 17.836 0.016 zg 445
2459829 17.788 0.028 zg 445
2459839 17.825 0.015 zg 445
2459839 17.805 0.016 zg 445
2459840 17.8 0.014 zg 445
2459841 17.801 0.014 zg 445
2459841 17.84 0.013 zg 445
2459841 17.826 0.014 zg 445
2459845 17.788 0.014 zg 445
2459847 17.784 0.014 zg 445
2459851 17.816 0.016 zg 445
2459854 17.792 0.014 zg 445
2459856 17.762 0.019 zg 445
2459858 17.734 0.03 zg 445
2459863 17.746 0.038 zg 445
2459872 17.793 0.016 zg 445
2459874 17.797 0.014 zg 445
2459877 17.794 0.015 zg 445
2459879 17.804 0.018 zg 445
2459881 17.793 0.017 zg 445
2459883 17.791 0.017 zg 445
2459889 17.778 0.034 zg 445
2459906 17.776 0.016 zg 445
2459910 17.8 0.015 zg 445
2459922 17.704 0.027 zg 445
2459928 17.802 0.02 zg 445
2459932 17.784 0.016 zg 445
2459934 17.781 0.019 zg 445
2459951 17.838 0.043 zg 445
2458271 18.181 0.044 zr 445
2458286 18.223 0.022 zr 445
2458289 18.162 0.021 zr 445
2458298 18.205 0.051 zr 445
2458312 18.14 0.02 zr 445
2458315 18.126 0.021 zr 445
2458325 18.128 0.03 zr 445
2458328 18.226 0.065 zr 445
2458332 18.193 0.039 zr 445
2458335 18.171 0.021 zr 445
2458335 18.126 0.021 zr 445
