jd mag magerr filt field
2458210 20.514 0.741 zg 422
2458237 19.777 0.353 zg 422
2458237 20.317 0.564 zg 422
2458242 19.724 0.062 zg 422
2458245 18.853 0.387 zg 422
2458249 19.839 0.076 zg 422
2458267 19.803 0.216 zg 422
2458270 19.579 0.145 zg 422
2458274 19.581 0.053 zg 422
2458277 19.728 0.079 zg 422
2458280 19.689 0.063 zg 422
2458293 19.976 0.206 zg 422
2458443 19.069 0.149 zg 422
2458463 16.697 0.065 zg 422
2458470 20.019 0.182 zg 422
2458487 19.781 0.07 zg 422
2458495 19.771 0.057 zg 422
2458502 19.583 0.161 zg 422
2458511 19.817 0.095 zg 422
2458539 18.957 0.171 zg 422
2458559 19.503 0.114 zg 422
2458575 19.226 0.117 zg 422
2458580 19.404 0.05 zg 422
2458586 19.349 0.067 zg 422
2458600 19.38 0.052 zg 422
2458607 19.316 0.047 zg 422
2458612 19.325 0.046 zg 422
2458634 19.415 0.055 zg 422
2458637 19.433 0.051 zg 422
2458640 19.363 0.053 zg 422
2458643 19.468 0.083 zg 422
2458650 19.004 0.121 zg 422
2458653 19.772 0.254 zg 422
2458662 19.373 0.067 zg 422
2458676 19.69 0.214 zg 422
2458806 19.742 0.188 zg 422
2458838 17.904 0.127 zg 422
2458854 19.587 0.059 zg 422
2458857 19.552 0.066 zg 422
2458873 19.582 0.076 zg 422
2458877 19.523 0.053 zg 422
2458880 19.512 0.059 zg 422
2458886 19.379 0.103 zg 422
2458898 19.676 0.051 zg 422
2458908 19.402 0.053 zg 422
2458914 19.421 0.089 zg 422
2458962 19.202 0.044 zg 422
2458965 19.281 0.042 zg 422
2458968 19.258 0.047 zg 422
2458971 19.173 0.071 zg 422
2458978 19.121 0.052 zg 422
2458981 19.208 0.044 zg 422
2458986 19.115 0.034 zg 422
2458992 19.122 0.036 zg 422
2458995 19.113 0.054 zg 422
2458998 18.977 0.041 zg 422
2459005 18.898 0.093 zg 422
2459011 19.108 0.045 zg 422
2459014 18.996 0.037 zg 422
2459021 19.08 0.038 zg 422
2459024 18.928 0.043 zg 422
2459178 18.854 0.047 zg 422
2459185 18.872 0.096 zg 422
2459186 18.839 0.077 zg 422
2459190 18.743 0.107 zg 422
2459204 18.776 0.033 zg 422
2459217 19.008 0.131 zg 422
2459221 18.9 0.099 zg 422
2459227 18.956 0.04 zg 422
2459251 19.006 0.037 zg 422
2459253 18.793 0.039 zg 422
2459255 18.982 0.03 zg 422
2459268 18.895 0.048 zg 422
2459270 18.92 0.091 zg 422
2459272 19.054 0.187 zg 422
2459276 18.875 0.069 zg 422
2459290 18.884 0.031 zg 422
2459303 18.893 0.129 zg 422
2459304 19.007 0.117 zg 422
2459305 18.863 0.066 zg 422
2459306 19.068 0.057 zg 422
2459307 18.932 0.033 zg 422
2459307 19.119 0.041 zg 422
2459308 18.952 0.044 zg 422
2459309 19.058 0.039 zg 422
2459309 18.983 0.036 zg 422
2459310 18.956 0.037 zg 422
2459311 19.065 0.048 zg 422
2459313 18.994 0.039 zg 422
2459317 19.068 0.03 zg 422
2459321 19.098 0.038 zg 422
2459323 18.946 0.043 zg 422
2459325 18.998 0.056 zg 422
2459334 19.125 0.041 zg 422
2459336 19.177 0.036 zg 422
2459338 18.984 0.042 zg 422
2459340 19.158 0.038 zg 422
2459342 19.151 0.039 zg 422
2459348 19.065 0.036 zg 422
2459358 19.257 0.178 zg 422
2459361 19.091 0.111 zg 422
2459363 19.119 0.04 zg 422
2459366 19.064 0.042 zg 422
2459370 18.984 0.038 zg 422
2459372 18.614 0.042 zg 422
2459374 19.014 0.041 zg 422
2459376 19.113 0.047 zg 422
2459390 18.992 0.102 zg 422
2459550 18.677 0.035 zg 422
2459600 18.603 0.062 zg 422
2459636 18.614 0.029 zg 422
2459678 18.696 0.033 zg 422
2459697 18.793 0.027 zg 422
2459699 18.771 0.033 zg 422
2459701 18.806 0.034 zg 422
