jd mag magerr filt field
2458207 18.231 0.057 zg 425
2458207 18.266 0.063 zg 425
2458223 18.269 0.018 zg 425
2458229 18.259 0.02 zg 425
2458243 18.274 0.018 zg 425
2458246 18.228 0.021 zg 425
2458249 18.21 0.021 zg 425
2458267 18.138 0.052 zg 425
2458270 18.241 0.04 zg 425
2458274 18.251 0.017 zg 425
2458277 18.21 0.019 zg 425
2458280 18.284 0.018 zg 425
2458283 18.25 0.017 zg 425
2458286 18.274 0.019 zg 425
2458293 18.334 0.048 zg 425
2458299 18.277 0.032 zg 425
2458302 18.258 0.022 zg 425
2458305 18.24 0.026 zg 425
2458338 18.201 0.032 zg 425
2458469 18.298 0.021 zg 425
2458472 18.244 0.024 zg 425
2458472 18.254 0.056 zg 425
2458472 18.143 0.056 zg 425
2458488 18.265 0.02 zg 425
2458495 18.241 0.019 zg 425
2458502 18.333 0.054 zg 425
2458526 18.264 0.034 zg 425
2458539 18.402 0.062 zg 425
2458543 18.23 0.02 zg 425
2458547 18.257 0.021 zg 425
2458560 18.24 0.059 zg 425
2458568 18.287 0.025 zg 425
2458581 18.276 0.022 zg 425
2458584 18.194 0.024 zg 425
2458587 18.273 0.056 zg 425
2458597 18.256 0.021 zg 425
2458600 18.284 0.021 zg 425
2458606 18.25 0.02 zg 425
2458617 18.262 0.038 zg 425
2458634 18.252 0.019 zg 425
2458634 18.272 0.019 zg 425
2458635 18.241 0.016 zg 425
2458637 18.217 0.017 zg 425
2458640 18.238 0.019 zg 425
2458643 18.259 0.025 zg 425
2458649 18.176 0.058 zg 425
2458652 18.285 0.044 zg 425
2458658 18.27 0.017 zg 425
2458667 18.289 0.021 zg 425
2458679 18.293 0.049 zg 425
2458683 18.266 0.035 zg 425
2458686 18.265 0.032 zg 425
2458692 18.212 0.028 zg 425
2458831 18.28 0.049 zg 425
2458872 18.214 0.022 zg 425
2458882 18.27 0.018 zg 425
2458884 18.316 0.035 zg 425
2458887 18.286 0.046 zg 425
2458896 18.234 0.023 zg 425
2458911 18.276 0.022 zg 425
2458915 18.235 0.036 zg 425
2458937 18.26 0.015 zg 425
2458944 18.28 0.058 zg 425
2458956 18.198 0.039 zg 425
2458963 18.266 0.018 zg 425
2458963 18.181 0.021 zg 425
2458966 18.275 0.05 zg 425
2458972 18.26 0.032 zg 425
2458977 18.098 0.109 zg 425
2458986 18.219 0.017 zg 425
2458992 18.286 0.018 zg 425
