jd mag magerr filt field
2458203 18.499 0.037 zg 428
2458206 18.565 0.053 zg 428
2458206 18.683 0.061 zg 428
2458233 18.512 0.044 zg 428
2458236 18.453 0.1 zg 428
2458244 18.604 0.032 zg 428
2458247 18.558 0.024 zg 428
2458262 18.532 0.044 zg 428
2458270 18.422 0.05 zg 428
2458273 18.477 0.023 zg 428
2458279 18.471 0.023 zg 428
2458282 18.51 0.025 zg 428
2458295 18.468 0.062 zg 428
2458298 18.42 0.045 zg 428
2458304 18.407 0.022 zg 428
2458332 18.31 0.025 zg 428
2458336 18.24 0.024 zg 428
2458493 18.245 0.024 zg 428
2458527 18.184 0.032 zg 428
2458540 18.274 0.031 zg 428
2458544 18.221 0.042 zg 428
2458568 18.229 0.059 zg 428
2458584 18.121 0.02 zg 428
2458587 18.119 0.046 zg 428
2458591 17.975 0.074 zg 428
2458597 18.074 0.029 zg 428
2458616 18.024 0.026 zg 428
2458619 18.03 0.06 zg 428
2458633 18.126 0.019 zg 428
2458636 18.111 0.016 zg 428
2458639 18.136 0.018 zg 428
2458642 18.122 0.016 zg 428
2458645 18.058 0.029 zg 428
2458650 18.078 0.055 zg 428
2458653 18.136 0.041 zg 428
2458657 18.119 0.02 zg 428
2458660 18.149 0.018 zg 428
2458665 18.165 0.018 zg 428
2458674 18.175 0.031 zg 428
2458683 18.172 0.023 zg 428
2458686 18.102 0.019 zg 428
2458690 18.174 0.021 zg 428
2458716 18.13 0.023 zg 428
2458720 18.129 0.027 zg 428
2458723 18.193 0.028 zg 428
2458726 18.131 0.029 zg 428
2458874 18.069 0.018 zg 428
2458877 18.111 0.019 zg 428
2458893 18.19 0.035 zg 428
2458896 18.169 0.027 zg 428
2458914 18.203 0.059 zg 428
2458943 18.225 0.032 zg 428
2458954 18.312 0.023 zg 428
2458963 18.278 0.024 zg 428
2458963 18.261 0.019 zg 428
2458969 18.273 0.07 zg 428
2458973 18.184 0.049 zg 428
2458978 18.295 0.105 zg 428
2458986 18.32 0.02 zg 428
2458992 18.366 0.019 zg 428
2458995 18.307 0.019 zg 428
2458998 18.315 0.02 zg 428
2459001 18.274 0.034 zg 428
2459012 18.294 0.018 zg 428
2459016 18.32 0.018 zg 428
2459019 18.263 0.019 zg 428
2459022 18.329 0.02 zg 428
2459025 18.215 0.028 zg 428
2459028 18.236 0.028 zg 428
2459032 18.113 0.046 zg 428
2459035 18.08 0.045 zg 428
2459038 18.115 0.025 zg 428
2459041 18.109 0.018 zg 428
2459229 17.723 0.014 zg 428
2459232 17.687 0.014 zg 428
2459248 17.641 0.022 zg 428
2459256 17.733 0.012 zg 428
2459269 17.732 0.021 zg 428
2459275 17.721 0.035 zg 428
2459279 17.589 0.018 zg 428
2459290 17.607 0.012 zg 428
2459292 17.606 0.013 zg 428
2459295 17.69 0.026 zg 428
2459302 17.76 0.044 zg 428
2459305 17.779 0.031 zg 428
2459307 17.765 0.017 zg 428
2459309 17.79 0.015 zg 428
2459313 17.814 0.022 zg 428
2459317 17.859 0.015 zg 428
2459320 17.856 0.016 zg 428
2459322 17.872 0.017 zg 428
2459324 17.858 0.017 zg 428
2459328 17.938 0.034 zg 428
2459334 17.917 0.017 zg 428
2459336 17.935 0.02 zg 428
2459339 17.972 0.016 zg 428
2459341 18.015 0.015 zg 428
2459343 17.97 0.016 zg 428
2459345 17.92 0.015 zg 428
2459349 17.981 0.015 zg 428
2459353 17.954 0.017 zg 428
2459356 18.017 0.033 zg 428
2459361 17.934 0.039 zg 428
2459363 17.915 0.021 zg 428
2459365 17.964 0.016 zg 428
2459367 17.991 0.017 zg 428
2459369 17.976 0.017 zg 428
2459379 17.953 0.018 zg 428
2459385 17.805 0.03 zg 428
2459392 17.89 0.015 zg 428
2459394 17.881 0.018 zg 428
2459396 17.91 0.016 zg 428
2459399 17.906 0.017 zg 428
2459401 17.876 0.017 zg 428
2459405 17.897 0.018 zg 428
2459407 17.859 0.02 zg 428
2459409 17.874 0.02 zg 428
2459411 17.824 0.024 zg 428
2459419 17.849 0.053 zg 428
2459423 17.83 0.018 zg 428
2459425 17.848 0.022 zg 428
2459430 17.771 0.017 zg 428
2459435 17.776 0.016 zg 428
2459438 17.714 0.02 zg 428
2459443 17.62 0.048 zg 428
2459447 17.587 0.042 zg 428
2459600 17.482 0.03 zg 428
2459675 17.473 0.012 zg 428
2459679 17.484 0.019 zg 428
2459683 17.453 0.021 zg 428
2459695 17.517 0.015 zg 428
2459700 17.523 0.013 zg 428
2459702 17.528 0.012 zg 428
2459712 17.508 0.022 zg 428
2459722 17.514 0.011 zg 428
2459722 17.493 0.011 zg 428
2459724 17.495 0.012 zg 428
2459726 17.459 0.01 zg 428
2459732 17.401 0.011 zg 428
2459734 17.399 0.012 zg 428
2459736 17.391 0.011 zg 428
2459738 17.37 0.013 zg 428
2459743 17.36 0.037 zg 428
2459747 17.372 0.013 zg 428
2459749 17.399 0.012 zg 428
2459751 17.411 0.012 zg 428
2459755 17.426 0.011 zg 428
2459761 17.469 0.011 zg 428
2459763 17.431 0.012 zg 428
2459768 17.381 0.016 zg 428
2459768 17.406 0.019 zg 428
2459771 17.448 0.024 zg 428
2459782 17.505 0.013 zg 428
2459791 17.525 0.019 zg 428
2459794 17.499 0.017 zg 428
2459806 17.453 0.014 zg 428
2459810 17.466 0.02 zg 428
2459970 17.242 0.011 zg 428
2459978 17.237 0.011 zg 428
2459993 17.331 0.012 zg 428
2459996 17.383 0.011 zg 428
2460016 17.553 0.025 zg 428
2460022 17.637 0.016 zg 428
2460032 17.649 0.019 zg 428
2460043 17.644 0.028 zg 428
2460045 17.641 0.016 zg 428
2460049 17.71 0.014 zg 428
2460055 17.65 0.013 zg 428
2460057 17.702 0.016 zg 428
2460059 17.666 0.014 zg 428
2460061 17.683 0.013 zg 428
2460063 17.719 0.014 zg 428
2458198 18.232 0.026 zr 428
2458198 18.26 0.022 zr 428
2458217 18.19 0.022 zr 428
2458217 18.218 0.024 zr 428
2458247 18.206 0.021 zr 428
2458256 18.226 0.025 zr 428
2458262 18.068 0.031 zr 428
2458270 18.122 0.032 zr 428
2458273 18.098 0.022 zr 428
2458279 18.125 0.02 zr 428
2458282 18.114 0.019 zr 428
2458288 18.125 0.022 zr 428
2458291 18.151 0.036 zr 428
2458295 18.082 0.035 zr 428
2458304 18.039 0.022 zr 428
2458312 18.005 0.02 zr 428
2458336 17.907 0.018 zr 428
2458339 17.86 0.03 zr 428
2458468 17.79 0.023 zr 428
2458468 17.86 0.024 zr 428
2458468 17.897 0.03 zr 428
2458469 17.883 0.028 zr 428
2458469 17.94 0.026 zr 428
2458469 17.83 0.026 zr 428
2458469 17.861 0.029 zr 428
2458472 17.854 0.027 zr 428
2458472 17.886 0.025 zr 428
2458472 17.867 0.027 zr 428
2458472 17.851 0.038 zr 428
2458473 17.849 0.024 zr 428
2458473 17.789 0.025 zr 428
2458473 17.859 0.03 zr 428
2458473 17.863 0.043 zr 428
2458477 17.857 0.031 zr 428
2458477 17.832 0.03 zr 428
2458477 17.844 0.035 zr 428
2458477 17.812 0.04 zr 428
2458483 17.994 0.039 zr 428
2458483 17.846 0.024 zr 428
2458483 17.912 0.035 zr 428
2458504 17.879 0.063 zr 428
