jd mag magerr filt field
2458364 19.117 0.052 zg 1445
2458384 19.017 0.109 zg 1445
2458390 19.204 0.079 zg 1445
2458430 19.076 0.032 zg 1445
2458726 19.257 0.041 zg 1445
2458726 19.206 0.037 zg 1445
2458735 19.205 0.048 zg 1445
2458737 19.243 0.04 zg 1445
2458737 19.261 0.041 zg 1445
2458746 19.482 0.099 zg 1445
2458746 19.462 0.098 zg 1445
2458749 19.283 0.055 zg 1445
2458749 19.365 0.056 zg 1445
2458758 19.474 0.067 zg 1445
2458758 19.367 0.057 zg 1445
2458760 19.408 0.054 zg 1445
2458760 19.372 0.051 zg 1445
2458764 19.358 0.063 zg 1445
2458764 19.301 0.061 zg 1445
2458766 19.24 0.108 zg 1445
2458766 19.545 0.15 zg 1445
2458767 19.297 0.15 zg 1445
2458767 19.079 0.118 zg 1445
2458768 19.625 0.241 zg 1445
2458768 19.947 0.319 zg 1445
2458882 18.651 0.063 zg 1445
2458882 18.821 0.071 zg 1445
2459076 18.258 0.021 zg 1445
2459082 18.206 0.023 zg 1445
2459082 18.257 0.023 zg 1445
2459084 18.251 0.019 zg 1445
2459084 18.246 0.019 zg 1445
2459085 18.263 0.019 zg 1445
2459085 18.286 0.02 zg 1445
2459090 18.302 0.019 zg 1445
2459090 18.262 0.019 zg 1445
2459091 18.259 0.035 zg 1445
2459091 18.271 0.031 zg 1445
2459092 18.189 0.037 zg 1445
2459092 18.249 0.038 zg 1445
2459107 18.234 0.024 zg 1445
2459120 18.196 0.034 zg 1445
2459120 18.166 0.036 zg 1445
2459121 18.175 0.037 zg 1445
2459121 18.13 0.038 zg 1445
2459122 18.118 0.054 zg 1445
2459122 18.16 0.051 zg 1445
2459873 18.646 0.025 zg 1445
2459903 18.705 0.03 zg 1445
2459903 18.652 0.029 zg 1445
2459906 18.638 0.028 zg 1445
2459906 18.598 0.028 zg 1445
2459922 18.68 0.06 zg 1445
2459923 18.63 0.053 zg 1445
2458353 19.302 0.069 zr 1445
2458356 19.236 0.109 zr 1445
2458357 19.293 0.115 zr 1445
2458383 19.259 0.08 zr 1445
2458425 19.24 0.054 zr 1445
2458429 19.126 0.048 zr 1445
2458432 19.192 0.072 zr 1445
2458745 19.299 0.136 zr 1445
2458745 19.78 0.233 zr 1445
2458748 19.67 0.093 zr 1445
2458748 19.446 0.071 zr 1445
2458761 19.601 0.096 zr 1445
2458761 19.496 0.089 zr 1445
2458773 19.617 0.128 zr 1445
2458773 19.588 0.13 zr 1445
2458774 19.524 0.154 zr 1445
2458775 19.517 0.082 zr 1445
2458775 19.396 0.076 zr 1445
2458776 19.475 0.111 zr 1445
2458776 19.804 0.148 zr 1445
2458777 19.286 0.122 zr 1445
2458787 19.428 0.089 zr 1445
2458787 19.432 0.097 zr 1445
2458803 19.347 0.1 zr 1445
2458812 19.093 0.05 zr 1445
2458812 19.247 0.057 zr 1445
2459061 18.401 0.027 zr 1445
2459064 18.435 0.051 zr 1445
2459077 18.353 0.025 zr 1445
2459077 18.337 0.024 zr 1445
2459086 18.346 0.023 zr 1445
2459086 18.341 0.023 zr 1445
2459090 18.354 0.022 zr 1445
2459090 18.304 0.022 zr 1445
2459096 18.431 0.069 zr 1445
2459096 18.377 0.061 zr 1445
2459874 18.833 0.035 zr 1445
2459874 18.9 0.033 zr 1445
2459882 18.894 0.059 zr 1445
2459882 18.956 0.071 zr 1445
2459913 18.924 0.053 zr 1445
2459913 18.865 0.049 zr 1445
2459913 18.765 0.043 zr 1445
2459913 18.83 0.05 zr 1445
2459933 18.773 0.044 zr 1445
2459933 18.786 0.043 zr 1445
2459951 18.797 0.07 zr 1445
2459951 18.902 0.075 zr 1445
2458318 19.203 0.045 zg 400
2458321 19.135 0.039 zg 400
2458324 19.331 0.113 zg 400
