jd mag magerr filt field
2458204 18.452 0.044 zg 425
2458207 18.468 0.068 zg 425
2458207 18.441 0.066 zg 425
2458223 18.455 0.022 zg 425
2458229 18.52 0.023 zg 425
2458243 18.522 0.02 zg 425
2458246 18.51 0.024 zg 425
2458249 18.538 0.025 zg 425
2458267 18.485 0.073 zg 425
2458270 18.625 0.056 zg 425
2458274 18.514 0.019 zg 425
2458277 18.484 0.023 zg 425
2458280 18.528 0.019 zg 425
2458283 18.543 0.022 zg 425
2458286 18.518 0.023 zg 425
2458289 18.529 0.048 zg 425
2458293 18.575 0.059 zg 425
2458299 18.522 0.041 zg 425
2458302 18.476 0.025 zg 425
2458305 18.503 0.032 zg 425
2458338 18.5 0.04 zg 425
2458472 18.453 0.029 zg 425
2458472 18.441 0.069 zg 425
2458488 18.542 0.024 zg 425
2458492 18.511 0.027 zg 425
2458495 18.506 0.022 zg 425
2458502 18.509 0.063 zg 425
2458526 18.444 0.039 zg 425
2458539 18.643 0.081 zg 425
2458543 18.506 0.023 zg 425
2458547 18.516 0.025 zg 425
2458560 18.511 0.074 zg 425
2458568 18.547 0.03 zg 425
2458581 18.536 0.026 zg 425
2458584 18.512 0.031 zg 425
2458587 18.535 0.063 zg 425
2458597 18.492 0.026 zg 425
2458600 18.52 0.025 zg 425
2458606 18.556 0.023 zg 425
2458617 18.533 0.048 zg 425
2458634 18.488 0.022 zg 425
2458634 18.531 0.024 zg 425
2458635 18.529 0.019 zg 425
2458637 18.527 0.022 zg 425
2458640 18.498 0.024 zg 425
2458643 18.503 0.03 zg 425
2458649 18.494 0.075 zg 425
2458652 18.477 0.051 zg 425
2458658 18.519 0.022 zg 425
2458667 18.493 0.024 zg 425
2458679 18.533 0.062 zg 425
2458683 18.486 0.041 zg 425
2458686 18.539 0.038 zg 425
2458692 18.492 0.035 zg 425
2458831 18.551 0.06 zg 425
2458872 18.508 0.028 zg 425
2458882 18.507 0.022 zg 425
2458884 18.468 0.04 zg 425
2458887 18.553 0.055 zg 425
2458896 18.55 0.03 zg 425
2458911 18.572 0.027 zg 425
2458915 18.512 0.045 zg 425
2458937 18.529 0.019 zg 425
2458944 18.461 0.067 zg 425
2458956 18.512 0.046 zg 425
2458963 18.506 0.021 zg 425
2458963 18.53 0.026 zg 425
2458966 18.598 0.064 zg 425
2458972 18.466 0.036 zg 425
2458986 18.52 0.02 zg 425
2458992 18.537 0.021 zg 425
2458995 18.517 0.026 zg 425
2458998 18.492 0.024 zg 425
2459012 18.474 0.02 zg 425
2459018 18.524 0.021 zg 425
2459024 18.506 0.021 zg 425
2459027 18.601 0.039 zg 425
2459033 18.422 0.051 zg 425
2459039 18.502 0.035 zg 425
2459043 18.564 0.034 zg 425
2459199 18.539 0.031 zg 425
2459217 18.514 0.098 zg 425
2459218 18.503 0.048 zg 425
2459225 18.522 0.025 zg 425
2459227 18.531 0.026 zg 425
2459227 18.541 0.031 zg 425
2459231 18.46 0.024 zg 425
2459250 18.461 0.03 zg 425
2459252 18.528 0.02 zg 425
2459255 18.445 0.026 zg 425
2459256 18.507 0.02 zg 425
2459265 18.541 0.024 zg 425
2459269 18.52 0.032 zg 425
2459290 18.527 0.02 zg 425
2459292 18.562 0.025 zg 425
2459300 18.672 0.105 zg 425
2459305 18.439 0.05 zg 425
2459306 18.534 0.035 zg 425
2459307 18.553 0.032 zg 425
2459308 18.484 0.022 zg 425
2459309 18.534 0.021 zg 425
2459316 18.501 0.018 zg 425
2459319 18.552 0.029 zg 425
2459322 18.52 0.027 zg 425
2459324 18.5 0.028 zg 425
2459328 18.533 0.072 zg 425
2459334 18.458 0.023 zg 425
2459336 18.541 0.022 zg 425
2459338 18.471 0.025 zg 425
2459340 18.499 0.023 zg 425
2459342 18.537 0.021 zg 425
2459344 18.535 0.02 zg 425
2459346 18.49 0.022 zg 425
2459348 18.523 0.021 zg 425
2459356 18.497 0.065 zg 425
2459362 18.6 0.041 zg 425
2459366 18.489 0.023 zg 425
2459368 18.541 0.022 zg 425
2459370 18.533 0.024 zg 425
2459374 18.577 0.023 zg 425
2459376 18.49 0.024 zg 425
2459378 18.493 0.021 zg 425
2459387 18.396 0.11 zg 425
2459391 18.564 0.066 zg 425
2459399 18.467 0.031 zg 425
2459401 18.559 0.033 zg 425
2459405 18.493 0.037 zg 425
2459407 18.513 0.049 zg 425
2459409 18.601 0.046 zg 425
2459419 18.627 0.099 zg 425
2459600 18.514 0.049 zg 425
2459673 18.57 0.025 zg 425
2459675 18.527 0.022 zg 425
2459677 18.478 0.029 zg 425
2459679 18.482 0.032 zg 425
2459682 18.56 0.062 zg 425
2459684 18.413 0.085 zg 425
2459687 18.582 0.085 zg 425
2459696 18.518 0.027 zg 425
2459699 18.589 0.029 zg 425
2459701 18.549 0.025 zg 425
2459711 18.502 0.054 zg 425
2459715 18.509 0.077 zg 425
2459722 18.576 0.027 zg 425
2459724 18.497 0.028 zg 425
2459726 18.522 0.022 zg 425
2459730 18.466 0.023 zg 425
2459732 18.536 0.023 zg 425
2459734 18.529 0.027 zg 425
2459736 18.523 0.028 zg 425
2459738 18.52 0.045 zg 425
2459742 18.66 0.116 zg 425
2459753 18.491 0.029 zg 425
2459756 18.52 0.032 zg 425
2459758 18.535 0.027 zg 425
2459760 18.461 0.027 zg 425
2459762 18.524 0.027 zg 425
2459764 18.591 0.033 zg 425
2459770 18.511 0.058 zg 425
2459770 18.47 0.075 zg 425
2459935 18.467 0.031 zg 425
2459938 18.536 0.029 zg 425
2459969 18.505 0.026 zg 425
2459978 18.464 0.027 zg 425
2460030 18.517 0.028 zg 425
2460036 18.572 0.046 zg 425
2460043 18.404 0.061 zg 425
2460045 18.56 0.03 zg 425
2460049 18.469 0.023 zg 425
2460055 18.524 0.026 zg 425
2460057 18.475 0.023 zg 425
2460059 18.533 0.025 zg 425
2460061 18.501 0.029 zg 425
2460063 18.546 0.041 zg 425
2460065 18.449 0.048 zg 425
2458218 17.574 0.014 zr 425
2458219 17.54 0.025 zr 425
2458219 17.534 0.014 zr 425
2458219 17.546 0.014 zr 425
2458231 17.529 0.015 zr 425
2458243 17.543 0.014 zr 425
2458256 17.531 0.013 zr 425
2458256 17.578 0.013 zr 425
2458270 17.51 0.019 zr 425
2458274 17.553 0.012 zr 425
2458277 17.54 0.012 zr 425
2458283 17.56 0.013 zr 425
2458286 17.549 0.013 zr 425
2458293 17.549 0.024 zr 425
2458296 17.594 0.023 zr 425
2458305 17.587 0.018 zr 425
2458450 17.57 0.024 zr 425
2458450 17.53 0.024 zr 425
2458450 17.585 0.026 zr 425
2458450 17.481 0.026 zr 425
2458451 17.542 0.022 zr 425
2458451 17.492 0.021 zr 425
2458451 17.518 0.022 zr 425
2458451 17.523 0.025 zr 425
2458457 17.558 0.023 zr 425
2458458 17.598 0.022 zr 425
2458469 17.575 0.013 zr 425
2458474 17.559 0.034 zr 425
2458477 17.555 0.019 zr 425
2458539 17.529 0.018 zr 425
2458557 17.532 0.014 zr 425
2458560 17.55 0.016 zr 425
