jd mag magerr filt field
2458384 19.349 0.262 zg 1396
2458390 18.918 0.073 zg 1396
2458430 19.036 0.031 zg 1396
2458443 18.924 0.093 zg 1396
2458746 18.705 0.056 zg 1396
2458746 18.936 0.065 zg 1396
2458749 18.841 0.037 zg 1396
2458749 18.871 0.039 zg 1396
2458760 18.873 0.037 zg 1396
2458760 18.85 0.035 zg 1396
2458766 18.763 0.051 zg 1396
2458766 18.8 0.051 zg 1396
2458768 18.768 0.076 zg 1396
2458768 18.779 0.073 zg 1396
2459084 18.929 0.032 zg 1396
2459084 18.812 0.028 zg 1396
2459091 18.935 0.046 zg 1396
2459091 18.893 0.043 zg 1396
2459092 18.889 0.058 zg 1396
2459092 18.863 0.058 zg 1396
2459120 18.859 0.055 zg 1396
2459120 18.917 0.057 zg 1396
2459121 18.99 0.071 zg 1396
2459121 18.929 0.069 zg 1396
2459122 18.853 0.08 zg 1396
2459122 18.863 0.082 zg 1396
2459128 18.352 0.106 zg 1396
2459128 19.151 0.213 zg 1396
2459129 18.944 0.053 zg 1396
2459129 18.881 0.052 zg 1396
2459130 18.894 0.043 zg 1396
2459130 18.946 0.045 zg 1396
2459131 18.904 0.057 zg 1396
2459131 18.853 0.056 zg 1396
2459135 18.982 0.032 zg 1396
2459135 18.957 0.031 zg 1396
2459136 19.01 0.03 zg 1396
2459136 18.921 0.029 zg 1396
2459137 18.948 0.03 zg 1396
2459137 18.99 0.033 zg 1396
2459140 18.966 0.031 zg 1396
2459140 18.928 0.03 zg 1396
2459141 19.029 0.038 zg 1396
2459141 19.028 0.033 zg 1396
2459142 18.954 0.026 zg 1396
2459142 18.974 0.028 zg 1396
2459143 18.926 0.028 zg 1396
2459143 19.014 0.029 zg 1396
2459144 18.967 0.027 zg 1396
2459144 18.924 0.025 zg 1396
2459864 18.371 0.105 zg 1396
2459864 18.643 0.176 zg 1396
2459881 18.541 0.024 zg 1396
2459904 18.473 0.026 zg 1396
2459906 18.467 0.025 zg 1396
2459906 18.446 0.023 zg 1396
2459922 18.367 0.05 zg 1396
2459922 18.412 0.051 zg 1396
2459923 18.546 0.058 zg 1396
2459923 18.489 0.052 zg 1396
2459935 18.403 0.034 zg 1396
2459935 18.339 0.032 zg 1396
2458356 18.926 0.081 zr 1396
2458386 18.774 0.076 zr 1396
2458429 18.872 0.035 zr 1396
2458432 18.899 0.047 zr 1396
2458439 18.966 0.088 zr 1396
2458443 18.975 0.127 zr 1396
2458741 18.758 0.079 zr 1396
2458745 18.596 0.072 zr 1396
2458745 18.76 0.077 zr 1396
2458748 18.639 0.042 zr 1396
2458748 18.788 0.047 zr 1396
2458761 18.727 0.037 zr 1396
2458761 18.731 0.036 zr 1396
2458773 18.695 0.076 zr 1396
2458773 18.471 0.061 zr 1396
2458776 18.726 0.056 zr 1396
2458776 18.73 0.056 zr 1396
2458777 18.795 0.057 zr 1396
2458777 18.731 0.056 zr 1396
2458860 18.763 0.072 zr 1396
2458861 18.79 0.061 zr 1396
2459096 18.56 0.059 zr 1396
2459096 18.79 0.074 zr 1396
2459102 18.94 0.167 zr 1396
2459115 18.766 0.032 zr 1396
2459115 18.874 0.034 zr 1396
2459116 18.803 0.032 zr 1396
2459116 18.739 0.03 zr 1396
2459124 18.774 0.088 zr 1396
2459124 18.865 0.097 zr 1396
2459130 18.842 0.042 zr 1396
2459130 18.852 0.042 zr 1396
2459134 18.777 0.034 zr 1396
2459134 18.832 0.04 zr 1396
2459137 18.762 0.036 zr 1396
2459137 18.771 0.035 zr 1396
2459139 18.838 0.043 zr 1396
2459139 18.819 0.039 zr 1396
2459143 18.823 0.031 zr 1396
2459143 18.836 0.032 zr 1396
2459144 18.864 0.028 zr 1396
2459144 18.839 0.028 zr 1396
2459145 18.791 0.029 zr 1396
2459145 18.805 0.029 zr 1396
2458330 19.051 0.111 zg 403
2458333 18.824 0.088 zg 403
