jd mag magerr filt field
2458206 18.515 0.063 zg 423
2458206 18.53 0.065 zg 423
2458210 18.287 0.113 zg 423
2458267 18.415 0.062 zg 423
2458270 18.477 0.046 zg 423
2458275 18.475 0.022 zg 423
2458278 18.514 0.028 zg 423
2458284 18.503 0.026 zg 423
2458293 18.56 0.055 zg 423
2458472 18.494 0.055 zg 423
2458488 18.486 0.022 zg 423
2458492 18.447 0.025 zg 423
2458495 18.485 0.02 zg 423
2458511 18.401 0.033 zg 423
2458539 18.555 0.058 zg 423
2458560 18.475 0.058 zg 423
2458573 18.49 0.023 zg 423
2458580 18.457 0.022 zg 423
2458600 18.53 0.025 zg 423
2458606 18.486 0.041 zg 423
2458609 18.498 0.022 zg 423
2458617 18.459 0.058 zg 423
2458634 18.482 0.023 zg 423
2458637 18.442 0.021 zg 423
2458640 18.496 0.023 zg 423
2458643 18.427 0.042 zg 423
2458651 18.433 0.074 zg 423
2458654 18.413 0.052 zg 423
2458658 18.494 0.024 zg 423
2458662 18.435 0.031 zg 423
2458668 18.506 0.026 zg 423
2458676 18.481 0.066 zg 423
2458831 18.471 0.046 zg 423
2458854 18.503 0.02 zg 423
2458857 18.553 0.024 zg 423
2458872 18.492 0.025 zg 423
2458881 18.502 0.021 zg 423
2458887 18.564 0.061 zg 423
2458894 18.505 0.027 zg 423
2458898 18.536 0.018 zg 423
2458955 18.476 0.023 zg 423
2458963 18.544 0.023 zg 423
2458963 18.463 0.021 zg 423
2458966 18.452 0.052 zg 423
2458969 18.451 0.028 zg 423
2458972 18.429 0.044 zg 423
2458980 18.508 0.018 zg 423
2458986 18.489 0.02 zg 423
2458992 18.496 0.021 zg 423
2458995 18.465 0.021 zg 423
2458998 18.46 0.024 zg 423
2459014 18.462 0.022 zg 423
2459017 18.453 0.022 zg 423
2459020 18.493 0.022 zg 423
2459023 18.484 0.024 zg 423
2459026 18.409 0.038 zg 423
2459033 18.313 0.061 zg 423
2459185 18.468 0.063 zg 423
2459186 18.476 0.055 zg 423
2459200 18.451 0.028 zg 423
2459204 18.454 0.025 zg 423
2459217 18.379 0.085 zg 423
2459218 18.425 0.043 zg 423
2459222 18.461 0.03 zg 423
2459253 18.487 0.026 zg 423
2459255 18.491 0.019 zg 423
2459264 18.524 0.02 zg 423
2459268 18.476 0.03 zg 423
2459270 18.518 0.055 zg 423
2459291 18.499 0.024 zg 423
2459293 18.509 0.028 zg 423
2459298 18.432 0.085 zg 423
2459304 18.443 0.062 zg 423
2459306 18.473 0.031 zg 423
2459307 18.495 0.021 zg 423
2459307 18.547 0.022 zg 423
2459308 18.487 0.033 zg 423
2459309 18.477 0.022 zg 423
2459309 18.497 0.022 zg 423
2459311 18.499 0.023 zg 423
2459313 18.489 0.03 zg 423
2459317 18.491 0.019 zg 423
2459323 18.479 0.029 zg 423
2459325 18.515 0.035 zg 423
2459334 18.433 0.022 zg 423
2459336 18.513 0.021 zg 423
2459339 18.482 0.021 zg 423
2459341 18.501 0.02 zg 423
2459343 18.537 0.023 zg 423
2459345 18.552 0.02 zg 423
2459348 18.487 0.02 zg 423
2459354 18.507 0.036 zg 423
2459362 18.514 0.022 zg 423
2459366 18.477 0.024 zg 423
2459370 18.464 0.025 zg 423
2459372 18.473 0.039 zg 423
2459374 18.448 0.025 zg 423
2459376 18.5 0.026 zg 423
2459390 18.484 0.055 zg 423
2459394 18.442 0.032 zg 423
2459396 18.482 0.044 zg 423
2459636 18.488 0.025 zg 423
2459641 18.498 0.018 zg 423
2459672 18.488 0.019 zg 423
2459678 18.506 0.027 zg 423
2459683 18.68 0.094 zg 423
2459697 18.51 0.02 zg 423
2459699 18.468 0.021 zg 423
2459702 18.476 0.021 zg 423
2459715 18.468 0.041 zg 423
2459722 18.48 0.023 zg 423
2459722 18.501 0.025 zg 423
2459724 18.526 0.025 zg 423
2459726 18.48 0.021 zg 423
2459730 18.511 0.023 zg 423
2459730 18.476 0.022 zg 423
2459734 18.529 0.033 zg 423
2459736 18.429 0.033 zg 423
