jd mag magerr filt field
2458207 18.66 0.084 zg 425
2458207 18.707 0.089 zg 425
2458223 18.666 0.02 zg 425
2458229 18.674 0.025 zg 425
2458243 18.674 0.021 zg 425
2458246 18.689 0.026 zg 425
2458249 18.676 0.026 zg 425
2458267 18.715 0.084 zg 425
2458270 18.791 0.061 zg 425
2458274 18.674 0.019 zg 425
2458277 18.65 0.024 zg 425
2458280 18.679 0.021 zg 425
2458283 18.652 0.021 zg 425
2458286 18.669 0.022 zg 425
2458293 18.718 0.068 zg 425
2458299 18.629 0.04 zg 425
2458302 18.671 0.026 zg 425
2458305 18.655 0.033 zg 425
2458338 18.654 0.045 zg 425
2458469 18.692 0.027 zg 425
2458472 18.676 0.033 zg 425
2458472 18.733 0.086 zg 425
2458472 18.61 0.086 zg 425
2458488 18.663 0.023 zg 425
2458495 18.669 0.022 zg 425
2458502 18.615 0.066 zg 425
2458526 18.783 0.049 zg 425
2458539 18.642 0.073 zg 425
2458543 18.642 0.022 zg 425
2458547 18.677 0.025 zg 425
2458560 18.622 0.084 zg 425
2458568 18.692 0.032 zg 425
2458581 18.657 0.024 zg 425
2458584 18.666 0.032 zg 425
2458587 18.709 0.082 zg 425
2458597 18.645 0.026 zg 425
2458600 18.675 0.024 zg 425
2458606 18.664 0.023 zg 425
2458617 18.568 0.05 zg 425
2458634 18.668 0.021 zg 425
2458634 18.625 0.022 zg 425
2458635 18.678 0.017 zg 425
2458637 18.68 0.021 zg 425
2458640 18.683 0.024 zg 425
2458643 18.691 0.032 zg 425
2458649 18.653 0.089 zg 425
2458652 18.737 0.064 zg 425
2458658 18.702 0.021 zg 425
2458667 18.669 0.026 zg 425
2458679 18.673 0.065 zg 425
2458683 18.751 0.049 zg 425
2458686 18.656 0.042 zg 425
2458692 18.717 0.04 zg 425
2458831 18.555 0.06 zg 425
2458872 18.677 0.029 zg 425
2458882 18.687 0.022 zg 425
2458884 18.643 0.045 zg 425
2458887 18.68 0.063 zg 425
2458896 18.722 0.031 zg 425
2458911 18.66 0.027 zg 425
2458915 18.615 0.048 zg 425
2458937 18.678 0.018 zg 425
2458944 18.643 0.077 zg 425
2458956 18.609 0.05 zg 425
2458963 18.701 0.021 zg 425
2458963 18.698 0.027 zg 425
2458966 18.8 0.075 zg 425
2458972 18.556 0.037 zg 425
2458977 18.862 0.215 zg 425
2458986 18.66 0.019 zg 425
2458992 18.665 0.02 zg 425
2458995 18.618 0.026 zg 425
2458998 18.665 0.024 zg 425
2459012 18.662 0.019 zg 425
2459018 18.683 0.021 zg 425
2459024 18.644 0.02 zg 425
2459027 18.72 0.042 zg 425
2459033 18.494 0.056 zg 425
2459039 18.765 0.041 zg 425
2459043 18.703 0.035 zg 425
2459217 18.67 0.118 zg 425
2459218 18.731 0.057 zg 425
2459225 18.656 0.027 zg 425
2459227 18.699 0.033 zg 425
2459231 18.658 0.025 zg 425
2459250 18.701 0.034 zg 425
2459252 18.68 0.02 zg 425
2459255 18.668 0.027 zg 425
2459256 18.643 0.02 zg 425
2459265 18.646 0.024 zg 425
2459269 18.629 0.036 zg 425
2459290 18.672 0.019 zg 425
2459292 18.651 0.022 zg 425
2459300 18.722 0.11 zg 425
2459305 18.592 0.055 zg 425
2459306 18.598 0.034 zg 425
2459307 18.663 0.031 zg 425
2459308 18.716 0.023 zg 425
2459309 18.647 0.022 zg 425
2459316 18.705 0.017 zg 425
2459322 18.684 0.025 zg 425
2459324 18.688 0.03 zg 425
2459328 18.761 0.086 zg 425
2459334 18.663 0.025 zg 425
2459336 18.662 0.021 zg 425
2459338 18.635 0.025 zg 425
2459340 18.697 0.023 zg 425
2459342 18.641 0.02 zg 425
2459344 18.663 0.018 zg 425
2459346 18.686 0.022 zg 425
2459348 18.631 0.019 zg 425
2459356 18.579 0.067 zg 425
2459362 18.625 0.039 zg 425
2459366 18.654 0.021 zg 425
2459368 18.673 0.021 zg 425
2459370 18.646 0.023 zg 425
2459374 18.699 0.021 zg 425
2459376 18.637 0.026 zg 425
2459378 18.664 0.022 zg 425
2459387 18.55 0.129 zg 425
2459391 18.657 0.074 zg 425
2459399 18.677 0.035 zg 425
2459401 18.649 0.033 zg 425
2459405 18.736 0.044 zg 425
2459407 18.659 0.054 zg 425
2459409 18.679 0.052 zg 425
2459419 18.624 0.099 zg 425
2459600 18.629 0.05 zg 425
2459673 18.696 0.024 zg 425
2459675 18.682 0.021 zg 425
2459677 18.611 0.031 zg 425
2459679 18.69 0.035 zg 425
2459682 18.672 0.064 zg 425
2459684 18.637 0.101 zg 425
2459687 18.682 0.09 zg 425
2459696 18.649 0.027 zg 425
2459699 18.701 0.03 zg 425
2459701 18.629 0.024 zg 425
2459711 18.619 0.06 zg 425
2459715 18.744 0.088 zg 425
2459722 18.653 0.025 zg 425
2459724 18.717 0.029 zg 425
2459726 18.651 0.021 zg 425
2459730 18.628 0.023 zg 425
2459732 18.669 0.022 zg 425
2459734 18.659 0.027 zg 425
2459736 18.638 0.028 zg 425
2459738 18.548 0.043 zg 425
2459742 18.579 0.109 zg 425
2459753 18.627 0.03 zg 425
2459756 18.633 0.034 zg 425
2459758 18.71 0.028 zg 425
2459760 18.682 0.03 zg 425
2459762 18.65 0.029 zg 425
2459764 18.714 0.034 zg 425
2459770 18.594 0.06 zg 425
2459770 18.6 0.085 zg 425
2459935 18.661 0.034 zg 425
2459938 18.642 0.028 zg 425
