jd mag magerr filt field
2458203 18.688 0.051 zg 423
2458206 18.759 0.073 zg 423
2458206 18.582 0.065 zg 423
2458210 17.584 0.063 zg 423
2458229 18.602 0.025 zg 423
2458243 18.592 0.023 zg 423
2458267 18.595 0.068 zg 423
2458270 18.668 0.053 zg 423
2458275 18.597 0.022 zg 423
2458278 18.612 0.028 zg 423
2458284 18.59 0.026 zg 423
2458293 18.583 0.055 zg 423
2458472 18.701 0.066 zg 423
2458488 18.647 0.022 zg 423
2458492 18.643 0.028 zg 423
2458495 18.64 0.021 zg 423
2458502 18.699 0.071 zg 423
2458508 18.666 0.071 zg 423
2458511 18.615 0.035 zg 423
2458539 18.542 0.058 zg 423
2458560 18.732 0.07 zg 423
2458573 18.657 0.025 zg 423
2458580 18.661 0.024 zg 423
2458600 18.678 0.027 zg 423
2458606 18.732 0.052 zg 423
2458609 18.647 0.023 zg 423
2458617 18.647 0.067 zg 423
2458634 18.634 0.023 zg 423
2458637 18.62 0.022 zg 423
2458640 18.666 0.024 zg 423
2458643 18.596 0.048 zg 423
2458651 18.569 0.082 zg 423
2458654 18.622 0.058 zg 423
2458658 18.626 0.024 zg 423
2458662 18.636 0.034 zg 423
2458668 18.613 0.028 zg 423
2458676 18.504 0.069 zg 423
2458831 18.58 0.048 zg 423
2458854 18.689 0.021 zg 423
2458857 18.714 0.026 zg 423
2458872 18.638 0.027 zg 423
2458881 18.59 0.021 zg 423
2458887 18.63 0.063 zg 423
2458894 18.707 0.029 zg 423
2458898 18.628 0.018 zg 423
2458955 18.582 0.023 zg 423
2458963 18.625 0.021 zg 423
2458963 18.605 0.021 zg 423
2458966 18.7 0.061 zg 423
2458969 18.612 0.031 zg 423
2458972 18.594 0.051 zg 423
2458980 18.641 0.018 zg 423
2458986 18.615 0.019 zg 423
2458992 18.654 0.022 zg 423
2458995 18.593 0.022 zg 423
2458998 18.622 0.026 zg 423
2459014 18.603 0.023 zg 423
2459017 18.653 0.023 zg 423
2459020 18.628 0.022 zg 423
2459023 18.647 0.026 zg 423
2459026 18.637 0.046 zg 423
2459033 18.695 0.083 zg 423
2459185 18.623 0.07 zg 423
2459186 18.677 0.068 zg 423
2459190 18.597 0.092 zg 423
2459200 18.618 0.029 zg 423
2459204 18.616 0.026 zg 423
2459217 18.49 0.089 zg 423
2459218 18.62 0.053 zg 423
2459222 18.575 0.031 zg 423
2459253 18.665 0.028 zg 423
2459255 18.623 0.019 zg 423
2459264 18.622 0.021 zg 423
2459268 18.66 0.033 zg 423
2459270 18.518 0.054 zg 423
2459291 18.669 0.026 zg 423
2459293 18.606 0.028 zg 423
2459298 18.594 0.092 zg 423
2459304 18.63 0.072 zg 423
2459306 18.683 0.033 zg 423
2459307 18.632 0.021 zg 423
2459307 18.644 0.021 zg 423
2459308 18.644 0.034 zg 423
2459309 18.621 0.023 zg 423
2459309 18.622 0.024 zg 423
2459311 18.602 0.023 zg 423
2459313 18.604 0.029 zg 423
2459317 18.627 0.018 zg 423
2459323 18.632 0.032 zg 423
2459325 18.665 0.037 zg 423
2459334 18.612 0.024 zg 423
2459336 18.638 0.022 zg 423
2459339 18.637 0.022 zg 423
2459341 18.581 0.019 zg 423
2459343 18.579 0.022 zg 423
2459345 18.614 0.02 zg 423
2459348 18.574 0.02 zg 423
2459354 18.608 0.04 zg 423
2459362 18.582 0.021 zg 423
2459366 18.6 0.024 zg 423
2459370 18.61 0.027 zg 423
2459372 18.58 0.04 zg 423
2459376 18.656 0.028 zg 423
2459390 18.591 0.058 zg 423
2459392 18.692 0.064 zg 423
2459394 18.558 0.035 zg 423
2459396 18.643 0.049 zg 423
2459636 18.636 0.025 zg 423
2459641 18.614 0.018 zg 423
2459672 18.642 0.019 zg 423
2459678 18.583 0.026 zg 423
2459683 18.563 0.084 zg 423
2459697 18.644 0.02 zg 423
2459699 18.603 0.021 zg 423
2459702 18.642 0.022 zg 423
2459715 18.641 0.047 zg 423
2459722 18.64 0.025 zg 423
2459722 18.644 0.027 zg 423
2459724 18.629 0.025 zg 423
2459726 18.612 0.021 zg 423
2459730 18.669 0.024 zg 423
2459730 18.627 0.023 zg 423
2459734 18.566 0.032 zg 423
2459736 18.608 0.035 zg 423
2459741 18.663 0.079 zg 423
2459743 18.79 0.092 zg 423
2459747 18.52 0.054 zg 423
2459749 18.664 0.041 zg 423
2459751 18.649 0.032 zg 423
2459753 18.67 0.039 zg 423
2459756 18.651 0.04 zg 423
2459758 18.615 0.033 zg 423
2459924 18.604 0.061 zg 423
2459932 18.616 0.031 zg 423
2459937 18.585 0.027 zg 423
2459951 18.656 0.081 zg 423
2460043 18.666 0.062 zg 423
