jd mag magerr filt field
2458207 17.88 0.045 zg 424
2458207 17.984 0.048 zg 424
2458230 17.886 0.017 zg 424
2458243 17.944 0.017 zg 424
2458246 17.926 0.018 zg 424
2458267 17.868 0.044 zg 424
2458270 17.942 0.031 zg 424
2458273 17.91 0.017 zg 424
2458279 17.916 0.017 zg 424
2458283 17.917 0.017 zg 424
2458286 17.923 0.019 zg 424
2458289 17.861 0.024 zg 424
2458293 18.019 0.038 zg 424
2458299 17.934 0.03 zg 424
2458302 17.952 0.02 zg 424
2458305 17.915 0.023 zg 424
2458472 17.858 0.037 zg 424
2458487 17.917 0.017 zg 424
2458495 17.924 0.016 zg 424
2458503 17.931 0.041 zg 424
2458511 17.947 0.025 zg 424
2458547 17.934 0.018 zg 424
2458561 17.847 0.045 zg 424
2458568 17.883 0.019 zg 424
2458573 17.903 0.019 zg 424
2458581 17.917 0.02 zg 424
2458584 17.887 0.021 zg 424
2458587 17.956 0.026 zg 424
2458600 17.906 0.017 zg 424
2458617 17.905 0.034 zg 424
2458634 17.921 0.017 zg 424
2458637 17.933 0.018 zg 424
2458640 17.928 0.017 zg 424
2458643 17.944 0.023 zg 424
2458651 17.932 0.051 zg 424
2458654 17.905 0.028 zg 424
2458658 17.942 0.017 zg 424
2458662 17.917 0.021 zg 424
2458667 17.919 0.018 zg 424
2458672 17.869 0.031 zg 424
2458676 17.938 0.037 zg 424
2458836 18.169 0.056 zg 424
2458857 17.942 0.02 zg 424
2458873 17.914 0.018 zg 424
2458877 17.953 0.016 zg 424
2458894 17.92 0.025 zg 424
2458898 17.914 0.015 zg 424
2458937 17.943 0.015 zg 424
2458940 18.168 0.148 zg 424
2458955 17.894 0.016 zg 424
2458963 17.922 0.017 zg 424
2458963 17.894 0.016 zg 424
2458966 17.915 0.026 zg 424
2458972 17.929 0.028 zg 424
2458976 17.863 0.051 zg 424
2458980 17.939 0.015 zg 424
2458986 17.924 0.017 zg 424
2458992 17.928 0.016 zg 424
2458995 17.929 0.016 zg 424
2458998 17.935 0.018 zg 424
2459014 17.92 0.015 zg 424
2459017 17.919 0.015 zg 424
2459020 17.945 0.016 zg 424
2459023 17.902 0.017 zg 424
2459026 18.233 0.062 zg 424
2459033 17.92 0.037 zg 424
2459039 17.921 0.023 zg 424
2459043 17.955 0.023 zg 424
2459190 17.844 0.055 zg 424
2459204 17.902 0.021 zg 424
2459217 17.96 0.039 zg 424
2459218 17.905 0.03 zg 424
2459227 17.899 0.019 zg 424
2459231 17.931 0.017 zg 424
2459251 17.923 0.017 zg 424
2459253 17.903 0.02 zg 424
2459255 17.96 0.016 zg 424
2459258 17.942 0.022 zg 424
2459264 17.91 0.014 zg 424
2459270 17.908 0.034 zg 424
2459272 18.032 0.059 zg 424
2459292 17.92 0.017 zg 424
2459304 17.836 0.047 zg 424
2459306 17.908 0.021 zg 424
2459307 17.947 0.017 zg 424
2459307 17.937 0.016 zg 424
2459308 17.979 0.017 zg 424
2459309 17.884 0.017 zg 424
2459313 17.915 0.019 zg 424
2459323 17.882 0.021 zg 424
2459325 17.895 0.021 zg 424
2459334 17.934 0.017 zg 424
2459336 17.896 0.016 zg 424
