jd mag magerr filt field
2458207 18.562 0.079 zg 426
2458207 18.439 0.064 zg 426
2458223 18.499 0.021 zg 426
2458229 18.565 0.026 zg 426
2458233 18.639 0.048 zg 426
2458243 18.541 0.022 zg 426
2458246 18.512 0.024 zg 426
2458249 18.529 0.026 zg 426
2458262 18.58 0.047 zg 426
2458267 18.565 0.103 zg 426
2458273 18.565 0.022 zg 426
2458279 18.52 0.022 zg 426
2458282 18.543 0.024 zg 426
2458294 18.491 0.064 zg 426
2458300 18.538 0.038 zg 426
2458303 18.556 0.023 zg 426
2458333 18.436 0.036 zg 426
2458336 18.517 0.032 zg 426
2458488 18.547 0.027 zg 426
2458488 18.575 0.028 zg 426
2458492 18.594 0.031 zg 426
2458493 18.528 0.022 zg 426
2458494 18.527 0.022 zg 426
2458495 18.531 0.023 zg 426
2458495 18.531 0.024 zg 426
2458502 18.534 0.106 zg 426
2458502 18.522 0.111 zg 426
2458508 18.508 0.055 zg 426
2458508 18.528 0.048 zg 426
2458539 18.382 0.127 zg 426
2458544 18.479 0.035 zg 426
2458560 18.591 0.077 zg 426
2458568 18.503 0.044 zg 426
2458582 18.478 0.024 zg 426
2458585 18.497 0.028 zg 426
2458588 18.542 0.051 zg 426
2458594 18.56 0.101 zg 426
2458597 18.532 0.029 zg 426
2458606 18.488 0.021 zg 426
2458617 18.529 0.053 zg 426
2458628 18.471 0.021 zg 426
2458633 18.527 0.024 zg 426
2458634 18.533 0.023 zg 426
2458634 18.511 0.022 zg 426
2458635 18.477 0.018 zg 426
2458637 18.474 0.022 zg 426
2458640 18.467 0.024 zg 426
2458643 18.489 0.031 zg 426
2458649 18.457 0.076 zg 426
2458652 18.523 0.048 zg 426
2458667 18.56 0.027 zg 426
2458670 18.549 0.034 zg 426
2458673 18.494 0.043 zg 426
2458677 18.572 0.06 zg 426
2458680 18.454 0.074 zg 426
2458683 18.578 0.04 zg 426
2458683 18.513 0.03 zg 426
2458686 18.501 0.028 zg 426
2458686 18.517 0.029 zg 426
2458692 18.513 0.035 zg 426
2458853 18.623 0.031 zg 426
2458856 18.582 0.029 zg 426
2458874 18.529 0.021 zg 426
2458877 18.574 0.023 zg 426
2458896 18.526 0.029 zg 426
2458900 18.568 0.024 zg 426
2458914 18.475 0.06 zg 426
2458937 18.514 0.021 zg 426
2458940 18.489 0.03 zg 426
2458944 18.446 0.053 zg 426
2458954 18.514 0.028 zg 426
2458963 18.524 0.023 zg 426
2458969 18.542 0.039 zg 426
2458972 18.567 0.04 zg 426
2458980 18.544 0.019 zg 426
2458986 18.519 0.021 zg 426
2458992 18.51 0.021 zg 426
2458995 18.518 0.023 zg 426
2458998 18.536 0.025 zg 426
2459012 18.538 0.02 zg 426
2459018 18.46 0.02 zg 426
2459024 18.521 0.021 zg 426
2459027 18.544 0.038 zg 426
2459032 18.511 0.061 zg 426
2459036 18.559 0.041 zg 426
2459040 18.528 0.024 zg 426
2459045 18.56 0.029 zg 426
2459218 18.569 0.074 zg 426
2459227 18.552 0.028 zg 426
2459227 18.52 0.025 zg 426
2459229 18.544 0.025 zg 426
2459230 18.52 0.027 zg 426
