jd mag magerr filt field
2458207 18.279 0.057 zg 426
2458207 18.258 0.056 zg 426
2458223 18.243 0.016 zg 426
2458233 18.255 0.032 zg 426
2458243 18.278 0.017 zg 426
2458246 18.226 0.018 zg 426
2458249 18.29 0.021 zg 426
2458262 18.296 0.038 zg 426
2458267 18.343 0.079 zg 426
2458273 18.28 0.016 zg 426
2458279 18.289 0.016 zg 426
2458282 18.279 0.018 zg 426
2458294 18.311 0.053 zg 426
2458300 18.286 0.03 zg 426
2458303 18.274 0.018 zg 426
2458333 18.275 0.028 zg 426
2458336 18.336 0.027 zg 426
2458488 18.311 0.02 zg 426
2458488 18.279 0.022 zg 426
2458493 18.283 0.018 zg 426
2458494 18.27 0.015 zg 426
2458495 18.303 0.017 zg 426
2458495 18.273 0.019 zg 426
2458502 18.354 0.078 zg 426
2458502 18.456 0.075 zg 426
2458508 18.249 0.043 zg 426
2458508 18.178 0.037 zg 426
2458539 18.213 0.119 zg 426
2458544 18.315 0.037 zg 426
2458560 18.331 0.058 zg 426
2458568 18.303 0.031 zg 426
2458582 18.288 0.019 zg 426
2458585 18.279 0.022 zg 426
2458588 18.324 0.046 zg 426
2458594 18.277 0.07 zg 426
2458597 18.323 0.022 zg 426
2458606 18.266 0.017 zg 426
2458617 18.386 0.041 zg 426
2458628 18.298 0.017 zg 426
2458633 18.294 0.019 zg 426
2458634 18.294 0.017 zg 426
2458634 18.292 0.016 zg 426
2458635 18.272 0.015 zg 426
2458637 18.264 0.017 zg 426
2458640 18.259 0.017 zg 426
2458643 18.292 0.024 zg 426
2458649 18.28 0.064 zg 426
2458652 18.251 0.036 zg 426
2458667 18.271 0.019 zg 426
2458670 18.28 0.024 zg 426
2458673 18.334 0.034 zg 426
2458677 18.223 0.045 zg 426
2458680 18.289 0.062 zg 426
2458683 18.243 0.032 zg 426
2458683 18.286 0.023 zg 426
2458686 18.262 0.02 zg 426
2458686 18.28 0.022 zg 426
2458853 18.296 0.02 zg 426
2458856 18.314 0.021 zg 426
2458874 18.29 0.016 zg 426
2458877 18.292 0.016 zg 426
2458896 18.245 0.022 zg 426
2458900 18.285 0.018 zg 426
2458914 18.354 0.056 zg 426
2458937 18.282 0.016 zg 426
2458940 18.266 0.024 zg 426
2458944 18.272 0.046 zg 426
2458954 18.298 0.021 zg 426
2458963 18.3 0.018 zg 426
2458969 18.278 0.027 zg 426
2458972 18.252 0.031 zg 426
2458980 18.266 0.013 zg 426
2458986 18.281 0.015 zg 426
2458992 18.277 0.017 zg 426
2458995 18.251 0.019 zg 426
2458998 18.249 0.018 zg 426
2459012 18.3 0.015 zg 426
2459018 18.269 0.015 zg 426
2459024 18.297 0.015 zg 426
2459027 18.237 0.029 zg 426
2459032 18.427 0.054 zg 426
2459036 18.273 0.031 zg 426
2459040 18.299 0.018 zg 426
2459045 18.255 0.022 zg 426
2459218 18.227 0.056 zg 426
2459227 18.306 0.02 zg 426
2459227 18.307 0.019 zg 426
2459229 18.268 0.017 zg 426
2459230 18.31 0.021 zg 426
2459250 18.261 0.026 zg 426
2459253 18.31 0.017 zg 426
2459255 18.307 0.021 zg 426
2459257 18.298 0.017 zg 426
2459264 18.265 0.015 zg 426
2459268 18.268 0.021 zg 426
2459270 18.31 0.045 zg 426
2459272 18.259 0.072 zg 426
2459290 18.322 0.016 zg 426
2459292 18.257 0.017 zg 426
2459301 18.134 0.076 zg 426
2459305 18.198 0.038 zg 426
2459305 18.282 0.041 zg 426
2459307 18.275 0.021 zg 426
2459311 18.281 0.016 zg 426
2459313 18.242 0.026 zg 426
2459321 18.313 0.018 zg 426
2459325 18.249 0.028 zg 426
2459329 18.365 0.07 zg 426
2459335 18.295 0.02 zg 426
2459340 18.297 0.019 zg 426
2459344 18.29 0.016 zg 426
2459346 18.283 0.017 zg 426
2459348 18.286 0.016 zg 426
2459356 18.348 0.046 zg 426
2459361 18.282 0.053 zg 426
2459363 18.28 0.018 zg 426
2459365 18.278 0.018 zg 426
2459366 18.263 0.016 zg 426
2459368 18.319 0.016 zg 426
2459370 18.32 0.017 zg 426
2459374 18.302 0.018 zg 426
2459376 18.262 0.018 zg 426
2459378 18.317 0.017 zg 426
2459387 18.344 0.095 zg 426
2459391 18.323 0.037 zg 426
2459393 18.294 0.049 zg 426
2459395 18.283 0.023 zg 426
2459397 18.267 0.022 zg 426
2459400 18.263 0.025 zg 426
2459408 18.24 0.026 zg 426
2459419 18.289 0.066 zg 426
2459423 18.259 0.026 zg 426
2459600 18.238 0.042 zg 426
2459641 18.308 0.016 zg 426
2459670 18.262 0.015 zg 426
2459673 18.291 0.017 zg 426
2459677 18.28 0.025 zg 426
2459679 18.321 0.026 zg 426
2459682 18.266 0.04 zg 426
2459684 18.171 0.064 zg 426
2459687 18.283 0.073 zg 426
2459694 18.294 0.023 zg 426
2459697 18.288 0.014 zg 426
2459699 18.26 0.019 zg 426
2459699 18.303 0.025 zg 426
2459701 18.269 0.02 zg 426
2459710 18.305 0.039 zg 426
2459711 18.216 0.043 zg 426
2459715 18.242 0.065 zg 426
2459722 18.278 0.017 zg 426
2459722 18.33 0.023 zg 426
2459724 18.329 0.023 zg 426
2459730 18.276 0.017 zg 426
2459730 18.316 0.018 zg 426
2459732 18.288 0.017 zg 426
2459734 18.282 0.021 zg 426
2459738 18.254 0.031 zg 426
2459747 18.192 0.027 zg 426
2459749 18.278 0.023 zg 426
2459759 18.243 0.017 zg 426
2459759 18.286 0.019 zg 426
2459761 18.281 0.021 zg 426
2459763 18.293 0.021 zg 426
2459770 18.365 0.055 zg 426
2459937 18.248 0.025 zg 426
2459951 18.159 0.083 zg 426
2459957 18.271 0.043 zg 426
2459978 18.281 0.021 zg 426
2459985 18.341 0.048 zg 426
2459995 18.28 0.02 zg 426
2460016 18.314 0.038 zg 426
2460043 18.301 0.062 zg 426
2460045 18.306 0.023 zg 426
2460049 18.275 0.02 zg 426
2460051 18.274 0.017 zg 426
2460055 18.272 0.018 zg 426
2460057 18.273 0.019 zg 426
2460061 18.246 0.019 zg 426
2460063 18.258 0.023 zg 426
2460065 18.266 0.037 zg 426
2458198 17.504 0.011 zr 426
2458217 17.48 0.015 zr 426
2458217 17.506 0.011 zr 426
2458218 17.485 0.011 zr 426
2458219 17.496 0.017 zr 426
2458243 17.474 0.013 zr 426
2458256 17.481 0.012 zr 426
2458256 17.486 0.01 zr 426
2458262 17.531 0.022 zr 426
2458270 17.519 0.018 zr 426
2458279 17.485 0.011 zr 426
2458282 17.478 0.011 zr 426
2458288 17.504 0.012 zr 426
2458294 17.473 0.019 zr 426
2458300 17.487 0.014 zr 426
2458303 17.487 0.014 zr 426
2458306 17.487 0.016 zr 426
2458325 17.453 0.031 zr 426
2458336 17.505 0.017 zr 426
2458458 17.479 0.018 zr 426
2458462 17.494 0.015 zr 426
2458462 17.492 0.016 zr 426
2458462 17.496 0.017 zr 426
2458462 17.481 0.03 zr 426
2458465 17.483 0.016 zr 426
2458477 17.463 0.016 zr 426
2458487 17.469 0.011 zr 426
2458488 17.492 0.011 zr 426
2458492 17.469 0.013 zr 426
2458494 17.475 0.011 zr 426
2458509 17.469 0.022 zr 426
2458527 17.528 0.02 zr 426
2458539 17.461 0.019 zr 426
2458557 17.481 0.013 zr 426
2458560 17.45 0.013 zr 426
2458573 17.483 0.014 zr 426
2458582 17.522 0.014 zr 426
2458585 17.498 0.012 zr 426
2458591 17.428 0.037 zr 426
2458594 17.559 0.037 zr 426
2458597 17.479 0.013 zr 426
2458606 17.475 0.011 zr 426
2458617 17.482 0.015 zr 426
2458628 17.5 0.012 zr 426
2458633 17.493 0.011 zr 426
2458634 17.486 0.01 zr 426
2458635 17.49 0.008 zr 426
2458637 17.493 0.01 zr 426
2458640 17.475 0.011 zr 426
2458643 17.478 0.012 zr 426
2458649 17.426 0.029 zr 426
2458652 17.456 0.022 zr 426
2458655 17.496 0.012 zr 426
2458658 17.462 0.013 zr 426
2458661 17.474 0.011 zr 426
2458667 17.484 0.011 zr 426
2458670 17.484 0.013 zr 426
2458673 17.498 0.014 zr 426
2458680 17.425 0.021 zr 426
2458680 17.491 0.028 zr 426
2458681 17.482 0.027 zr 426
2458686 17.494 0.017 zr 426
2458828 17.496 0.015 zr 426
2458828 17.52 0.017 zr 426
2458828 17.454 0.018 zr 426
2458828 17.465 0.025 zr 426
2458856 17.462 0.024 zr 426
2458874 17.497 0.011 zr 426
2458881 17.484 0.012 zr 426
2458887 17.482 0.015 zr 426
2458895 17.465 0.013 zr 426
2458900 17.49 0.011 zr 426
2458905 17.471 0.012 zr 426
2458911 17.51 0.012 zr 426
2458972 17.485 0.014 zr 426
2458986 17.466 0.01 zr 426
2458992 17.475 0.011 zr 426
2458995 17.479 0.01 zr 426
2458998 17.49 0.01 zr 426
2459001 17.515 0.022 zr 426
2459009 17.487 0.018 zr 426
2459012 17.479 0.012 zr 426
2459015 17.494 0.01 zr 426
2459018 17.473 0.011 zr 426
2459021 17.489 0.01 zr 426
2459024 17.475 0.012 zr 426
2459027 17.479 0.014 zr 426
2459036 17.485 0.024 zr 426
2459043 17.486 0.013 zr 426
2459045 17.482 0.011 zr 426
2459186 17.538 0.028 zr 426
2459186 17.476 0.028 zr 426
2459189 17.484 0.021 zr 426
2459189 17.448 0.021 zr 426
2459189 17.501 0.023 zr 426
2459189 17.445 0.024 zr 426
2459190 17.488 0.016 zr 426
2459190 17.502 0.016 zr 426
2459190 17.53 0.017 zr 426
2459190 17.461 0.022 zr 426
2459193 17.476 0.018 zr 426
2459194 17.49 0.017 zr 426
2459194 17.547 0.018 zr 426
2459194 17.514 0.02 zr 426
2459194 17.442 0.024 zr 426
2459195 17.483 0.016 zr 426
2459195 17.487 0.017 zr 426
2459195 17.513 0.017 zr 426
2459195 17.525 0.024 zr 426
2459196 17.502 0.022 zr 426
2459205 17.487 0.011 zr 426
2459217 17.474 0.018 zr 426
2459219 17.492 0.02 zr 426
