jd mag magerr filt field
2458206 19.542 0.108 zg 430
2458206 19.366 0.092 zg 430
2458230 19.59 0.075 zg 430
2458233 19.602 0.115 zg 430
2458236 19.357 0.189 zg 430
2458236 19.27 0.143 zg 430
2458244 19.426 0.093 zg 430
2458247 19.551 0.049 zg 430
2458269 19.272 0.163 zg 430
2458272 19.587 0.102 zg 430
2458275 19.58 0.044 zg 430
2458278 19.67 0.051 zg 430
2458281 19.576 0.051 zg 430
2458284 19.581 0.051 zg 430
2458287 19.609 0.058 zg 430
2458290 19.534 0.092 zg 430
2458296 19.493 0.155 zg 430
2458300 19.47 0.057 zg 430
2458303 19.591 0.046 zg 430
2458306 19.591 0.052 zg 430
2458316 19.591 0.112 zg 430
2458331 19.442 0.11 zg 430
2458334 19.507 0.061 zg 430
2458337 19.512 0.047 zg 430
2458345 19.502 0.066 zg 430
2458494 19.466 0.066 zg 430
2458568 19.506 0.128 zg 430
2458573 19.602 0.065 zg 430
2458577 19.633 0.1 zg 430
2458581 19.569 0.061 zg 430
2458584 19.421 0.052 zg 430
2458587 19.317 0.135 zg 430
2458591 19.535 0.404 zg 430
2458598 19.287 0.114 zg 430
2458606 19.568 0.046 zg 430
2458617 19.746 0.099 zg 430
2458636 19.639 0.048 zg 430
2458639 19.482 0.049 zg 430
2458642 19.587 0.048 zg 430
2458646 19.527 0.103 zg 430
2458651 19.347 0.24 zg 430
2458654 19.454 0.105 zg 430
2458657 19.499 0.054 zg 430
2458665 19.567 0.044 zg 430
2458672 19.496 0.06 zg 430
2458675 19.427 0.11 zg 430
2458682 19.586 0.105 zg 430
2458685 19.543 0.05 zg 430
2458692 19.675 0.065 zg 430
2458705 19.391 0.146 zg 430
2458708 19.603 0.13 zg 430
2458715 19.539 0.07 zg 430
2458718 19.552 0.057 zg 430
2458723 19.402 0.072 zg 430
2458728 19.497 0.082 zg 430
2458729 19.616 0.127 zg 430
2458734 19.577 0.161 zg 430
2458761 19.635 0.209 zg 430
2458893 19.543 0.117 zg 430
2458901 19.614 0.186 zg 430
2458913 19.698 0.057 zg 430
2458915 19.46 0.11 zg 430
2458944 19.629 0.111 zg 430
2458954 19.586 0.067 zg 430
2458963 19.569 0.052 zg 430
2458963 19.48 0.052 zg 430
2458972 19.577 0.101 zg 430
2458975 19.573 0.193 zg 430
2458986 19.632 0.047 zg 430
2458995 19.752 0.064 zg 430
2459009 19.529 0.093 zg 430
2459016 19.657 0.076 zg 430
2459019 19.576 0.043 zg 430
2459022 19.646 0.053 zg 430
2459025 19.558 0.055 zg 430
2459028 19.549 0.09 zg 430
2459033 19.585 0.196 zg 430
2459036 19.617 0.13 zg 430
2459039 19.599 0.047 zg 430
2459042 19.569 0.051 zg 430
2459051 19.452 0.081 zg 430
2459064 19.73 0.243 zg 430
2459233 19.507 0.065 zg 430
2459254 19.663 0.058 zg 430
2459275 19.522 0.155 zg 430
2459291 19.689 0.059 zg 430
2459301 19.374 0.13 zg 430
2459302 19.821 0.307 zg 430
2459307 19.465 0.076 zg 430
2459309 19.571 0.062 zg 430
2459311 19.676 0.055 zg 430
2459313 19.468 0.064 zg 430
2459316 19.589 0.043 zg 430
2459319 19.57 0.057 zg 430
2459324 19.753 0.078 zg 430
2459334 19.587 0.144 zg 430
2459339 19.657 0.058 zg 430
2459341 19.681 0.052 zg 430
2459343 19.62 0.059 zg 430
2459345 19.608 0.054 zg 430
2459349 19.667 0.046 zg 430
2459352 19.581 0.055 zg 430
2459358 19.518 0.208 zg 430
2459361 19.918 0.261 zg 430
2459363 19.752 0.126 zg 430
2459368 19.627 0.051 zg 430
2459370 19.54 0.053 zg 430
2459376 19.664 0.058 zg 430
2459378 19.537 0.053 zg 430
2459386 19.564 0.179 zg 430
2459390 19.309 0.125 zg 430
2459392 19.544 0.073 zg 430
2459396 19.533 0.059 zg 430
2459399 19.593 0.058 zg 430
2459405 19.553 0.058 zg 430
2459407 19.651 0.073 zg 430
