jd mag magerr filt field
2458363 19.68 0.092 zg 1438
2459075 19.469 0.058 zg 1438
2459075 19.421 0.056 zg 1438
2459077 19.356 0.044 zg 1438
2459077 19.432 0.044 zg 1438
2459082 19.473 0.069 zg 1438
2459082 19.485 0.071 zg 1438
2459084 19.452 0.046 zg 1438
2459084 19.459 0.049 zg 1438
2459089 19.277 0.068 zg 1438
2459089 19.38 0.075 zg 1438
2459090 19.4 0.11 zg 1438
2459090 19.524 0.114 zg 1438
2459091 19.442 0.103 zg 1438
2459091 19.463 0.111 zg 1438
2459128 19.438 0.117 zg 1438
2459128 19.377 0.103 zg 1438
2459137 19.336 0.066 zg 1438
2459137 19.368 0.06 zg 1438
2459139 19.352 0.046 zg 1438
2459139 19.377 0.047 zg 1438
2459144 19.298 0.111 zg 1438
2459145 19.322 0.046 zg 1438
2459145 19.358 0.046 zg 1438
2459151 19.516 0.174 zg 1438
2459151 19.554 0.228 zg 1438
2459165 19.332 0.042 zg 1438
2459165 19.317 0.042 zg 1438
2459172 19.32 0.046 zg 1438
2459179 19.415 0.199 zg 1438
2459183 19.307 0.152 zg 1438
2459183 19.321 0.149 zg 1438
2459205 19.239 0.078 zg 1438
2459399 19.312 0.046 zg 1438
2459425 19.195 0.116 zg 1438
2459425 19.066 0.087 zg 1438
2459426 19.29 0.053 zg 1438
2459430 19.202 0.043 zg 1438
2459430 19.177 0.038 zg 1438
2459438 19.19 0.045 zg 1438
2459438 19.256 0.045 zg 1438
2459452 19.129 0.066 zg 1438
2459452 19.24 0.075 zg 1438
2459454 19.089 0.047 zg 1438
2459454 19.187 0.05 zg 1438
2458443 19.355 0.101 zr 1438
2458770 19.447 0.22 zr 1438
2458770 19.509 0.227 zr 1438
2458771 19.27 0.174 zr 1438
2458773 19.153 0.146 zr 1438
2458774 19.491 0.112 zr 1438
2458774 19.517 0.127 zr 1438
2459098 19.339 0.089 zr 1438
2459146 18.842 0.114 zr 1438
2459146 19.239 0.141 zr 1438
2459153 19.411 0.148 zr 1438
2459153 19.069 0.153 zr 1438
2459155 19.121 0.071 zr 1438
2459155 19.261 0.079 zr 1438
2459179 19.232 0.086 zr 1438
2459179 19.113 0.078 zr 1438
2459182 19.197 0.089 zr 1438
2459182 19.216 0.091 zr 1438
2459183 19.361 0.208 zr 1438
2459183 19.131 0.155 zr 1438
2458267 19.78 0.263 zg 444
2458270 19.707 0.232 zg 444
2458273 19.731 0.188 zg 444
2458277 19.741 0.095 zg 444
2458280 19.86 0.068 zg 444
2458283 19.774 0.065 zg 444
2458286 19.835 0.066 zg 444
2458289 19.642 0.059 zg 444
2458292 19.782 0.052 zg 444
2458295 19.88 0.225 zg 444
2458304 19.785 0.09 zg 444
2458312 19.843 0.057 zg 444
2458315 19.899 0.078 zg 444
2458331 20.206 0.257 zg 444
2458334 19.684 0.082 zg 444
2458337 19.77 0.059 zg 444
2458340 19.997 0.222 zg 444
2458343 19.771 0.059 zg 444
2458346 19.821 0.056 zg 444
2458349 19.649 0.057 zg 444
2458352 19.96 0.17 zg 444
2458362 19.747 0.092 zg 444
2458365 19.775 0.065 zg 444
2458368 19.685 0.053 zg 444
2458374 19.686 0.059 zg 444
2458377 19.745 0.061 zg 444
2458380 19.665 0.079 zg 444
2458386 19.666 0.203 zg 444
2458389 19.763 0.138 zg 444
