jd mag magerr filt field
2458363 20.174 0.21 zg 1397
2458384 19.986 0.31 zg 1397
2458390 20.441 0.304 zg 1397
2458430 21.156 0.175 zg 1397
2458443 20.384 0.33 zg 1397
2458746 19.744 0.139 zg 1397
2458746 19.696 0.13 zg 1397
2458749 19.761 0.082 zg 1397
2458749 19.958 0.096 zg 1397
2458760 19.733 0.066 zg 1397
2458760 19.772 0.067 zg 1397
2458768 19.532 0.139 zg 1397
2458768 19.575 0.144 zg 1397
2459084 19.278 0.039 zg 1397
2459084 19.426 0.046 zg 1397
2459091 19.308 0.052 zg 1397
2459091 19.358 0.054 zg 1397
2459092 19.237 0.094 zg 1397
2459092 19.263 0.092 zg 1397
2459121 19.098 0.077 zg 1397
2459121 19.18 0.079 zg 1397
2459122 18.969 0.09 zg 1397
2459122 19.147 0.098 zg 1397
2459128 18.878 0.126 zg 1397
2459128 19.184 0.162 zg 1397
2459129 19.103 0.068 zg 1397
2459129 19.134 0.068 zg 1397
2459130 19.051 0.054 zg 1397
2459130 19.015 0.048 zg 1397
2459135 19.058 0.033 zg 1397
2459135 19.006 0.032 zg 1397
2459136 19.073 0.028 zg 1397
2459136 19.105 0.03 zg 1397
2459137 19.024 0.032 zg 1397
2459137 19.078 0.032 zg 1397
2459140 19.075 0.033 zg 1397
2459140 19.045 0.032 zg 1397
2459141 18.985 0.034 zg 1397
2459141 19.06 0.032 zg 1397
2459142 19.039 0.027 zg 1397
2459142 18.995 0.026 zg 1397
2459143 19.024 0.028 zg 1397
2459144 18.967 0.025 zg 1397
2459144 19.022 0.025 zg 1397
2459145 18.961 0.029 zg 1397
2459145 18.997 0.029 zg 1397
2459151 18.894 0.094 zg 1397
2459151 18.907 0.084 zg 1397
2459864 19.993 0.247 zg 1397
2459864 19.682 0.19 zg 1397
2459881 19.784 0.055 zg 1397
2459881 19.783 0.055 zg 1397
2459922 19.488 0.146 zg 1397
2459922 19.821 0.182 zg 1397
2459923 19.707 0.148 zg 1397
2459923 19.674 0.138 zg 1397
2459935 19.46 0.068 zg 1397
2459935 19.448 0.07 zg 1397
2458386 20.39 0.291 zr 1397
2458429 20.561 0.126 zr 1397
2458432 20.641 0.188 zr 1397
2458740 19.631 0.154 zr 1397
2458740 20.144 0.242 zr 1397
2458745 19.718 0.195 zr 1397
2458745 19.981 0.24 zr 1397
2458748 19.877 0.122 zr 1397
2458748 19.66 0.118 zr 1397
2458761 19.804 0.089 zr 1397
2458761 19.854 0.095 zr 1397
2458770 19.619 0.214 zr 1397
2458773 19.587 0.173 zr 1397
2458773 20.004 0.256 zr 1397
2458776 19.64 0.103 zr 1397
2458776 19.836 0.117 zr 1397
2458777 19.737 0.122 zr 1397
2458777 19.749 0.121 zr 1397
2458861 19.685 0.128 zr 1397
2459096 19.234 0.113 zr 1397
2459096 19.354 0.114 zr 1397
2459115 19.244 0.045 zr 1397
2459115 19.103 0.039 zr 1397
2459124 19.059 0.108 zr 1397
2459124 18.971 0.096 zr 1397
2459130 19.199 0.055 zr 1397
2459134 19.014 0.04 zr 1397
2459134 19.119 0.044 zr 1397
2459137 19.154 0.044 zr 1397
2459137 18.99 0.041 zr 1397
2459139 18.994 0.045 zr 1397
2459139 19.1 0.046 zr 1397
2459144 19.041 0.03 zr 1397
2459144 19.098 0.032 zr 1397
2459145 19.069 0.033 zr 1397
2459145 19.026 0.033 zr 1397
2459146 18.943 0.081 zr 1397
2459882 19.739 0.101 zr 1397
2459882 19.842 0.121 zr 1397
2459883 19.853 0.086 zr 1397
2459883 19.799 0.079 zr 1397
2458329 20.154 0.361 zg 404
2458336 20.434 0.272 zg 404
2458342 20.145 0.133 zg 404
2458345 20.164 0.104 zg 404
2458345 20.269 0.122 zg 404
2458346 20.153 0.123 zg 404
2458347 20.2 0.092 zg 404
2458348 20.208 0.098 zg 404
2458348 20.257 0.1 zg 404
2458349 20.246 0.096 zg 404
2458350 20.172 0.084 zg 404
2458351 20.177 0.08 zg 404
2458351 20.175 0.079 zg 404
2458352 20.278 0.091 zg 404
2458360 20.498 0.394 zg 404
2458360 20.491 0.36 zg 404
2458361 20.316 0.233 zg 404
2458364 20.329 0.179 zg 404
2458364 20.118 0.146 zg 404
2458365 20.322 0.116 zg 404
2458366 20.374 0.106 zg 404
2458367 20.106 0.075 zg 404
2458367 20.227 0.082 zg 404
2458368 20.392 0.082 zg 404
2458369 20.328 0.103 zg 404
2458370 20.215 0.083 zg 404
2458370 20.378 0.115 zg 404
2458371 20.285 0.086 zg 404
2458372 20.231 0.074 zg 404
2458373 20.376 0.095 zg 404
2458373 20.201 0.089 zg 404
2458374 20.398 0.106 zg 404
2458375 20.176 0.085 zg 404
2458376 20.363 0.078 zg 404
2458376 20.234 0.074 zg 404
2458377 20.187 0.076 zg 404
2458378 20.147 0.087 zg 404
2458379 20.352 0.092 zg 404
2458379 20.348 0.09 zg 404
2458381 20.294 0.075 zg 404
2458382 20.438 0.094 zg 404
2458382 20.26 0.092 zg 404
2458383 20.498 0.153 zg 404
2458384 19.783 0.123 zg 404
2458385 20.324 0.288 zg 404
2458385 20.608 0.366 zg 404
2458387 19.99 0.315 zg 404
2458388 20.425 0.298 zg 404
2458422 20.621 0.218 zg 404
2458425 20.359 0.089 zg 404
2458428 20.559 0.092 zg 404
2458441 20.487 0.277 zg 404
2458450 22.37 2.171 zg 404
2458462 20.491 0.263 zg 404
2458474 20.954 0.759 zg 404
2458487 20.903 0.183 zg 404
2458493 20.985 0.164 zg 404
2458494 20.895 0.172 zg 404
2458495 20.884 0.425 zg 404
2458514 20.319 0.172 zg 404
2458534 20.975 0.974 zg 404
2458534 20.686 0.716 zg 404
2458539 20.398 0.119 zg 404
2458540 20.75 0.217 zg 404
2458694 19.729 0.068 zg 404
2458698 19.864 0.093 zg 404
2458705 19.777 0.07 zg 404
2458708 19.814 0.143 zg 404
2458715 19.858 0.164 zg 404
2458720 19.718 0.118 zg 404
2458722 19.775 0.06 zg 404
2458725 19.711 0.053 zg 404
2458730 19.833 0.079 zg 404
2458732 19.802 0.072 zg 404
2458735 19.879 0.073 zg 404
2458738 19.558 0.092 zg 404
2458742 19.627 0.286 zg 404
2458744 19.737 0.229 zg 404
2458750 19.734 0.089 zg 404
2458756 19.735 0.062 zg 404
2458763 19.771 0.059 zg 404
2458766 19.741 0.107 zg 404
2458770 19.673 0.232 zg 404
2458781 19.751 0.074 zg 404
2458790 19.755 0.063 zg 404
2458793 19.628 0.072 zg 404
2458796 19.456 0.142 zg 404
2458801 19.839 0.418 zg 404
2458811 19.862 0.085 zg 404
2458814 19.874 0.111 zg 404
2458820 19.732 0.373 zg 404
2458837 19.911 0.084 zg 404
2458846 19.882 0.069 zg 404
2458850 20.064 0.116 zg 404
2458853 21.186 1.002 zg 404
2458856 21.077 0.549 zg 404
2458859 19.79 0.191 zg 404
2458862 19.641 0.052 zg 404
2458871 19.765 0.076 zg 404
2458872 19.793 0.06 zg 404
2458873 19.657 0.058 zg 404
2458875 19.761 0.055 zg 404
2458876 19.75 0.062 zg 404
2458876 19.732 0.061 zg 404
2458877 19.734 0.073 zg 404
2458877 19.64 0.064 zg 404
2458879 19.685 0.101 zg 404
2458880 19.745 0.084 zg 404
2458880 19.723 0.084 zg 404
2458885 19.753 0.175 zg 404
2458885 19.565 0.156 zg 404
2458887 19.264 0.134 zg 404
2458891 19.701 0.073 zg 404
2458892 19.717 0.076 zg 404
2458893 19.709 0.063 zg 404
2458895 19.773 0.073 zg 404
2458896 19.686 0.081 zg 404
2458898 19.705 0.068 zg 404
2458898 19.712 0.072 zg 404
2458899 19.645 0.059 zg 404
2458900 19.786 0.096 zg 404
2458904 19.79 0.081 zg 404
2458913 19.585 0.137 zg 404
2458913 19.28 0.133 zg 404
2458915 19.485 0.251 zg 404
2459084 19.306 0.042 zg 404
2459088 19.353 0.053 zg 404
2459091 19.265 0.055 zg 404
2459092 19.358 0.099 zg 404
2459095 19.206 0.124 zg 404
2459099 19.186 0.174 zg 404
2459109 19.127 0.05 zg 404
2459111 19.198 0.04 zg 404
2459114 19.203 0.041 zg 404
2459120 19.059 0.069 zg 404
2459120 19.115 0.037 zg 404
2459121 19.104 0.076 zg 404
2459122 18.984 0.088 zg 404
2459123 18.995 0.106 zg 404
2459130 18.999 0.049 zg 404
2459134 19.039 0.039 zg 404
2459136 18.931 0.027 zg 404
2459139 19.017 0.04 zg 404
2459141 19.056 0.028 zg 404
2459144 18.964 0.031 zg 404
2459145 18.967 0.025 zg 404
2459145 19.004 0.027 zg 404
2459149 18.93 0.056 zg 404
2459150 19.004 0.061 zg 404
2459150 18.83 0.054 zg 404
2459151 18.825 0.079 zg 404
2459151 18.944 0.084 zg 404
2459152 19.061 0.096 zg 404
2459153 18.948 0.115 zg 404
2459155 18.97 0.093 zg 404
2459155 18.864 0.08 zg 404
2459156 18.893 0.089 zg 404
2459156 18.797 0.082 zg 404
2459157 19.01 0.076 zg 404
2459158 18.892 0.065 zg 404
2459158 18.868 0.063 zg 404
2459165 18.839 0.026 zg 404
2459165 18.853 0.027 zg 404
2459166 18.84 0.027 zg 404
2459167 18.839 0.03 zg 404
2459168 18.847 0.026 zg 404
2459169 18.811 0.029 zg 404
2459169 18.818 0.03 zg 404
2459171 18.815 0.027 zg 404
2459171 18.796 0.026 zg 404
2459176 18.825 0.028 zg 404
2459184 18.833 0.095 zg 404
2459193 18.771 0.028 zg 404
2459198 18.863 0.035 zg 404
2459200 18.806 0.028 zg 404
2459202 18.782 0.033 zg 404
2459204 18.827 0.031 zg 404
2459210 19.031 0.112 zg 404
2459218 18.837 0.029 zg 404
2459220 18.885 0.035 zg 404
2459228 18.767 0.036 zg 404
2459230 18.852 0.033 zg 404
2459232 18.868 0.029 zg 404
2459248 18.975 0.037 zg 404
2459249 18.927 0.078 zg 404
2459251 18.942 0.03 zg 404
2459251 18.955 0.032 zg 404
2459253 18.996 0.037 zg 404
2459255 18.977 0.033 zg 404
2459255 19.017 0.031 zg 404
2459262 18.978 0.053 zg 404
2459264 19.032 0.058 zg 404
2459268 19.018 0.069 zg 404
2459270 19.042 0.11 zg 404
2459272 19.228 0.135 zg 404
2459276 19.142 0.065 zg 404
2459280 19.093 0.047 zg 404
2459434 19.009 0.041 zg 404
2459436 19.046 0.041 zg 404
2459440 19.053 0.045 zg 404
2459449 19.093 0.155 zg 404
2459453 19.168 0.092 zg 404
2459456 18.969 0.053 zg 404
2459460 19.069 0.034 zg 404
2459463 19.105 0.035 zg 404
2459465 19.03 0.036 zg 404
2459468 19.17 0.034 zg 404
2459471 19.08 0.04 zg 404
2459474 19.11 0.031 zg 404
2459477 19.313 0.139 zg 404
2459479 19.029 0.139 zg 404
2459484 19.118 0.07 zg 404
2459484 19.249 0.073 zg 404
2459487 19.021 0.039 zg 404
2459489 19.083 0.034 zg 404
2459498 19.032 0.035 zg 404
2459503 19.137 0.039 zg 404
2459509 19.106 0.094 zg 404
2459511 19.156 0.12 zg 404
2459517 19.178 0.042 zg 404
2459523 19.159 0.03 zg 404
2459530 19.2 0.05 zg 404
2459532 19.174 0.066 zg 404
2459537 19.215 0.057 zg 404
2459540 19.287 0.122 zg 404
2459636 19.348 0.073 zg 404
2459640 19.352 0.073 zg 404
2459806 19.769 0.176 zg 404
2459816 19.616 0.055 zg 404
2459821 19.673 0.059 zg 404
2459824 19.56 0.055 zg 404
2459827 19.655 0.061 zg 404
2459839 19.722 0.111 zg 404
2459839 19.656 0.075 zg 404
2459841 19.601 0.064 zg 404
2459841 19.69 0.052 zg 404
2459843 19.753 0.058 zg 404
2459846 19.625 0.053 zg 404
2459850 19.676 0.057 zg 404
2459852 19.766 0.051 zg 404
2459856 19.685 0.051 zg 404
2459858 19.813 0.049 zg 404
2459860 19.704 0.137 zg 404
2459862 19.719 0.215 zg 404
2459864 19.522 0.151 zg 404
2459880 19.649 0.056 zg 404
2459882 19.703 0.089 zg 404
2459889 19.329 0.138 zg 404
2459894 19.636 0.172 zg 404
2459897 19.566 0.09 zg 404
2459901 19.502 0.052 zg 404
2459903 19.58 0.064 zg 404
2459905 19.508 0.053 zg 404
2459908 19.516 0.06 zg 404
2459910 19.45 0.059 zg 404
2459913 19.572 0.058 zg 404
2459932 19.562 0.063 zg 404
2459934 19.343 0.043 zg 404
2459936 19.444 0.049 zg 404
2459953 19.527 0.061 zg 404
2459965 19.503 0.064 zg 404
2459968 19.516 0.067 zg 404
2459972 19.583 0.088 zg 404
2459982 19.523 0.091 zg 404
2459984 19.64 0.08 zg 404
2459991 19.691 0.127 zg 404
2458336 20.246 0.152 zr 404
2458343 20.309 0.137 zr 404
2458345 19.994 0.079 zr 404
2458345 20.038 0.093 zr 404
2458346 20.258 0.111 zr 404
2458347 20.139 0.091 zr 404
2458348 20.144 0.093 zr 404
2458348 20.348 0.107 zr 404
2458350 20.02 0.1 zr 404
2458350 20.281 0.107 zr 404
2458352 20.162 0.092 zr 404
2458353 20.291 0.217 zr 404
2458354 20.181 0.091 zr 404
2458354 20.183 0.16 zr 404
2458354 20.231 0.169 zr 404
2458355 20.219 0.088 zr 404
2458355 20.242 0.233 zr 404
2458356 20.362 0.304 zr 404
2458356 20.361 0.299 zr 404
2458357 20.117 0.228 zr 404
2458357 20.234 0.216 zr 404
2458358 19.974 0.206 zr 404
2458358 20.24 0.233 zr 404
2458358 20.219 0.226 zr 404
2458359 20.212 0.176 zr 404
2458359 19.958 0.252 zr 404
2458361 20.243 0.191 zr 404
2458362 20.264 0.21 zr 404
2458365 20.11 0.128 zr 404
2458365 20.17 0.136 zr 404
2458366 20.247 0.116 zr 404
2458367 20.307 0.11 zr 404
