jd mag magerr filt field
2458203 18.968 0.049 zg 427
2458203 19.164 0.062 zg 427
2458206 18.966 0.069 zg 427
2458206 19.044 0.08 zg 427
2458229 18.892 0.033 zg 427
2458233 18.862 0.056 zg 427
2458236 19.184 0.169 zg 427
2458236 18.53 0.11 zg 427
2458236 19.234 0.225 zg 427
2458243 18.896 0.032 zg 427
2458267 18.913 0.141 zg 427
2458270 19.026 0.079 zg 427
2458273 18.862 0.029 zg 427
2458279 18.904 0.029 zg 427
2458282 18.889 0.032 zg 427
2458288 18.895 0.039 zg 427
2458294 18.931 0.082 zg 427
2458300 18.753 0.028 zg 427
2458305 18.766 0.035 zg 427
2458308 18.662 0.099 zg 427
2458332 19.014 0.047 zg 427
2458349 19.259 0.159 zg 427
2458488 18.839 0.037 zg 427
2458493 18.684 0.037 zg 427
2458494 18.727 0.028 zg 427
2458495 18.673 0.029 zg 427
2458508 18.601 0.056 zg 427
2458540 18.474 0.027 zg 427
2458540 18.501 0.029 zg 427
2458544 18.685 0.067 zg 427
2458544 18.766 0.061 zg 427
2458568 18.514 0.035 zg 427
2458568 18.55 0.039 zg 427
2458573 18.498 0.026 zg 427
2458574 18.524 0.025 zg 427
2458581 18.457 0.025 zg 427
2458581 18.477 0.025 zg 427
2458582 18.468 0.06 zg 427
2458585 18.438 0.03 zg 427
2458588 18.448 0.072 zg 427
2458588 18.541 0.142 zg 427
2458597 18.5 0.029 zg 427
2458597 18.459 0.027 zg 427
2458598 18.515 0.023 zg 427
2458606 18.579 0.023 zg 427
2458617 18.567 0.05 zg 427
2458633 18.607 0.026 zg 427
2458633 18.678 0.026 zg 427
2458634 18.676 0.026 zg 427
2458635 18.629 0.022 zg 427
2458636 18.619 0.023 zg 427
2458639 18.627 0.024 zg 427
2458642 18.647 0.026 zg 427
2458645 18.667 0.046 zg 427
2458649 18.822 0.111 zg 427
2458652 18.601 0.052 zg 427
2458661 18.843 0.03 zg 427
2458665 18.808 0.028 zg 427
2458668 18.79 0.028 zg 427
2458677 18.82 0.07 zg 427
2458678 18.84 0.083 zg 427
2458679 19.023 0.154 zg 427
2458680 19.029 0.104 zg 427
2458680 18.867 0.08 zg 427
2458683 19.016 0.056 zg 427
2458683 18.921 0.04 zg 427
2458686 18.859 0.045 zg 427
2458690 18.893 0.041 zg 427
2458716 18.998 0.053 zg 427
2458720 19.035 0.068 zg 427
2458726 19.051 0.092 zg 427
2458853 19.012 0.041 zg 427
2458874 19.117 0.034 zg 427
2458882 18.989 0.036 zg 427
2458887 19.019 0.089 zg 427
2458896 18.919 0.042 zg 427
2458914 18.955 0.03 zg 427
2458914 18.839 0.087 zg 427
2458939 19.202 0.351 zg 427
2458939 18.61 0.126 zg 427
2458940 18.967 0.053 zg 427
2458941 18.9 0.032 zg 427
2458943 18.833 0.054 zg 427
2458943 18.742 0.046 zg 427
2458944 18.915 0.086 zg 427
2458954 18.817 0.034 zg 427
2458955 18.849 0.031 zg 427
2458963 18.866 0.029 zg 427
2458963 18.919 0.033 zg 427
2458963 18.868 0.031 zg 427
2458964 18.872 0.031 zg 427
2458965 18.817 0.027 zg 427
2458966 18.882 0.031 zg 427
2458969 18.815 0.07 zg 427
2458972 18.897 0.054 zg 427
2458980 18.798 0.066 zg 427
2458992 18.797 0.026 zg 427
2458995 18.828 0.03 zg 427
2458998 18.822 0.028 zg 427
2459001 18.942 0.08 zg 427
2459016 18.932 0.03 zg 427
2459019 18.993 0.032 zg 427
2459022 18.951 0.028 zg 427
2459025 19.078 0.05 zg 427
2459028 19.151 0.061 zg 427
2459033 18.943 0.082 zg 427
2459040 19.048 0.036 zg 427
2459043 19.039 0.039 zg 427
2459218 18.632 0.073 zg 427
2459229 18.616 0.025 zg 427
2459232 18.613 0.026 zg 427
2459253 18.551 0.023 zg 427
2459255 18.575 0.033 zg 427
