jd mag magerr filt field
2458430 17.868 0.015 zg 1457
2458439 17.929 0.018 zg 1457
2458768 17.547 0.024 zg 1457
2459142 17.443 0.011 zg 1457
2459142 17.446 0.011 zg 1457
2459163 17.452 0.011 zg 1457
2459163 17.475 0.012 zg 1457
2459210 17.464 0.019 zg 1457
2459210 17.498 0.02 zg 1457
2459216 17.472 0.02 zg 1457
2459272 17.632 0.041 zg 1457
2459272 17.625 0.042 zg 1457
2459518 17.701 0.013 zg 1457
2459518 17.708 0.013 zg 1457
2459531 17.659 0.018 zg 1457
2459531 17.618 0.016 zg 1457
2459536 17.661 0.038 zg 1457
2459536 17.687 0.038 zg 1457
2459537 17.588 0.028 zg 1457
2459537 17.69 0.03 zg 1457
2459542 17.584 0.031 zg 1457
2459542 17.598 0.036 zg 1457
2459850 17.736 0.017 zg 1457
2459850 17.641 0.016 zg 1457
2459851 17.66 0.015 zg 1457
2459851 17.672 0.015 zg 1457
2459852 17.664 0.014 zg 1457
2459852 17.643 0.014 zg 1457
2459853 17.661 0.012 zg 1457
2459853 17.687 0.012 zg 1457
2459957 17.632 0.017 zg 1457
2458439 17.747 0.02 zr 1457
2458441 17.745 0.029 zr 1457
2458448 17.699 0.03 zr 1457
2458449 17.705 0.03 zr 1457
2458481 17.68 0.021 zr 1457
2458508 17.671 0.022 zr 1457
2458540 17.631 0.017 zr 1457
2458761 17.483 0.017 zr 1457
2458761 17.476 0.016 zr 1457
2458770 17.403 0.025 zr 1457
2458770 17.463 0.027 zr 1457
2458776 17.433 0.024 zr 1457
2458776 17.456 0.024 zr 1457
2458783 17.435 0.017 zr 1457
2458783 17.432 0.018 zr 1457
2458803 17.409 0.023 zr 1457
2458833 17.485 0.023 zr 1457
2458833 17.435 0.023 zr 1457
2458873 17.414 0.012 zr 1457
2458873 17.447 0.013 zr 1457
2459130 17.383 0.016 zr 1457
2459130 17.369 0.015 zr 1457
2459134 17.383 0.015 zr 1457
2459134 17.348 0.014 zr 1457
2459137 17.387 0.012 zr 1457
2459137 17.385 0.012 zr 1457
2459144 17.356 0.011 zr 1457
2459144 17.343 0.011 zr 1457
2459152 17.366 0.019 zr 1457
2459152 17.328 0.018 zr 1457
2459153 17.321 0.025 zr 1457
2459153 17.278 0.025 zr 1457
2459166 17.379 0.012 zr 1457
2459166 17.402 0.012 zr 1457
2459167 17.365 0.013 zr 1457
2459169 17.354 0.013 zr 1457
2459169 17.362 0.013 zr 1457
2459883 17.708 0.017 zr 1457
2458204 17.839 0.033 zg 412
2458204 17.836 0.032 zg 412
2458207 17.883 0.037 zg 412
2458207 17.906 0.044 zg 412
2458210 18.23 0.271 zg 412
2458210 17.893 0.071 zg 412
2458236 18.033 0.042 zg 412
2458372 17.884 0.047 zg 412
2458378 17.814 0.016 zg 412
2458387 17.805 0.04 zg 412
2458389 17.833 0.029 zg 412
2458426 17.779 0.014 zg 412
2458429 17.787 0.013 zg 412
2458430 17.778 0.013 zg 412
2458432 17.775 0.014 zg 412
2458438 17.788 0.014 zg 412
2458439 17.773 0.014 zg 412
2458440 17.928 0.086 zg 412
2458443 17.792 0.022 zg 412
2458450 17.765 0.019 zg 412
2458461 17.772 0.03 zg 412
2458472 17.773 0.025 zg 412
2458487 17.717 0.014 zg 412
2458523 17.697 0.014 zg 412
2458539 17.766 0.014 zg 412
2458543 17.721 0.015 zg 412
2458560 17.614 0.026 zg 412
2458572 17.567 0.03 zg 412
2458575 17.586 0.026 zg 412
2458581 17.568 0.018 zg 412
2458587 17.576 0.022 zg 412
2458598 17.591 0.017 zg 412
2458609 17.572 0.017 zg 412
2458738 17.556 0.016 zg 412
2458749 17.529 0.028 zg 412
2458751 17.526 0.018 zg 412
2458756 17.471 0.013 zg 412
2458760 17.5 0.014 zg 412
2458765 17.502 0.012 zg 412
2458767 17.506 0.016 zg 412
2458771 17.458 0.023 zg 412
2458775 17.526 0.026 zg 412
2458791 17.527 0.013 zg 412
2458797 17.492 0.014 zg 412
2458800 17.503 0.026 zg 412
2458823 17.506 0.038 zg 412
2458828 17.505 0.026 zg 412
2458838 17.473 0.064 zg 412
2458853 17.484 0.011 zg 412
2458864 17.502 0.013 zg 412
2458867 17.508 0.012 zg 412
2458872 17.501 0.012 zg 412
2458875 17.494 0.012 zg 412
2458881 17.498 0.016 zg 412
2458887 17.531 0.031 zg 412
2458893 17.457 0.011 zg 412
2458896 17.477 0.011 zg 412
2458899 17.47 0.011 zg 412
2458904 17.471 0.012 zg 412
2458912 17.482 0.018 zg 412
2458915 17.393 0.024 zg 412
2458941 17.448 0.02 zg 412
2458956 17.426 0.013 zg 412
2458967 17.407 0.018 zg 412
2459125 17.4 0.023 zg 412
2459126 17.411 0.021 zg 412
2459128 17.426 0.028 zg 412
2459130 17.442 0.017 zg 412
2459135 17.415 0.011 zg 412
2459137 17.416 0.012 zg 412
2459139 17.445 0.014 zg 412
2459141 17.396 0.011 zg 412
2459144 17.394 0.01 zg 412
2459145 17.397 0.01 zg 412
2459150 17.384 0.011 zg 412
2459151 17.417 0.01 zg 412
2459153 17.391 0.016 zg 412
2459154 17.383 0.022 zg 412
2459158 17.437 0.022 zg 412
2459158 17.422 0.02 zg 412
2459165 17.423 0.01 zg 412
2459168 17.41 0.01 zg 412
2459170 17.445 0.01 zg 412
2459173 17.44 0.011 zg 412
2459176 17.428 0.01 zg 412
2459183 17.431 0.023 zg 412
2459184 17.459 0.022 zg 412
2459190 17.422 0.013 zg 412
2459193 17.431 0.012 zg 412
2459198 17.428 0.011 zg 412
2459199 17.443 0.011 zg 412
2459204 17.454 0.01 zg 412
2459221 17.421 0.014 zg 412
2459223 17.458 0.012 zg 412
2459233 17.475 0.011 zg 412
2459248 17.524 0.012 zg 412
2459251 17.501 0.012 zg 412
2459253 17.513 0.012 zg 412
2459262 17.525 0.012 zg 412
2459264 17.494 0.013 zg 412
2459268 17.507 0.02 zg 412
2459270 17.43 0.028 zg 412
2459272 17.482 0.029 zg 412
2459276 17.521 0.012 zg 412
2459280 17.512 0.01 zg 412
2459290 17.517 0.012 zg 412
2459292 17.523 0.012 zg 412
2459294 17.522 0.017 zg 412
2459303 17.569 0.026 zg 412
2459306 17.556 0.013 zg 412
2459308 17.579 0.013 zg 412
2459311 17.552 0.023 zg 412
2459313 17.55 0.014 zg 412
2459321 17.592 0.015 zg 412
2459323 17.567 0.02 zg 412
2459325 17.617 0.024 zg 412
2459329 17.593 0.032 zg 412
2459509 17.711 0.03 zg 412
2459517 17.646 0.013 zg 412
2459522 17.6 0.011 zg 412
2459525 17.647 0.011 zg 412
2459526 17.609 0.011 zg 412
2459532 17.587 0.012 zg 412
2459538 17.624 0.054 zg 412
2459550 17.527 0.012 zg 412
2459636 17.593 0.013 zg 412
2459640 17.589 0.012 zg 412
2459671 17.598 0.014 zg 412
2459674 17.617 0.013 zg 412
2459679 17.639 0.021 zg 412
2459685 17.628 0.029 zg 412
2459687 17.592 0.023 zg 412
2459695 17.608 0.019 zg 412
