jd mag magerr filt field
2458384 19.601 0.168 zg 1393
2458390 19.381 0.1 zg 1393
2458746 18.917 0.062 zg 1393
2458746 18.907 0.062 zg 1393
2458749 18.845 0.04 zg 1393
2458749 18.851 0.037 zg 1393
2458766 18.911 0.079 zg 1393
2458766 18.736 0.069 zg 1393
2458767 18.879 0.104 zg 1393
2459075 18.711 0.03 zg 1393
2459082 18.688 0.033 zg 1393
2459082 18.711 0.031 zg 1393
2459084 18.728 0.025 zg 1393
2459084 18.713 0.026 zg 1393
2459085 18.668 0.024 zg 1393
2459090 18.719 0.026 zg 1393
2459091 18.684 0.041 zg 1393
2459091 18.76 0.04 zg 1393
2459092 18.594 0.048 zg 1393
2459092 18.81 0.058 zg 1393
2459120 18.803 0.052 zg 1393
2459120 18.742 0.053 zg 1393
2459121 18.809 0.065 zg 1393
2459121 18.649 0.056 zg 1393
2459128 18.667 0.064 zg 1393
2459128 18.69 0.062 zg 1393
2459129 18.82 0.047 zg 1393
2459129 18.931 0.051 zg 1393
2459130 18.77 0.038 zg 1393
2459130 18.816 0.039 zg 1393
2459131 18.861 0.053 zg 1393
2459131 18.723 0.043 zg 1393
2459135 18.808 0.027 zg 1393
2459135 18.747 0.025 zg 1393
2459136 18.814 0.03 zg 1393
2459136 18.809 0.03 zg 1393
2459140 18.816 0.026 zg 1393
2459140 18.777 0.027 zg 1393
2459141 18.794 0.027 zg 1393
2459141 18.813 0.027 zg 1393
2459143 18.86 0.026 zg 1393
2459143 18.799 0.025 zg 1393
2459144 18.848 0.025 zg 1393
2459144 18.784 0.023 zg 1393
2459145 18.831 0.03 zg 1393
2459145 18.856 0.031 zg 1393
2459150 18.724 0.07 zg 1393
2459903 19.002 0.04 zg 1393
2459906 18.967 0.04 zg 1393
2459906 19.084 0.044 zg 1393
2458356 19.387 0.117 zr 1393
2458362 19.32 0.075 zr 1393
2458432 19.059 0.056 zr 1393
2458439 19.02 0.079 zr 1393
2458745 18.608 0.062 zr 1393
2458745 18.755 0.064 zr 1393
2458748 18.735 0.041 zr 1393
2458748 18.727 0.038 zr 1393
2458773 18.751 0.059 zr 1393
2458773 18.741 0.056 zr 1393
2458775 18.772 0.042 zr 1393
2458775 18.749 0.041 zr 1393
2458776 18.714 0.055 zr 1393
2459061 18.628 0.03 zr 1393
2459096 18.665 0.079 zr 1393
2459096 18.526 0.067 zr 1393
2459102 18.411 0.103 zr 1393
2459102 18.473 0.104 zr 1393
2459113 18.67 0.031 zr 1393
2459113 18.689 0.033 zr 1393
2459115 18.725 0.031 zr 1393
2459115 18.603 0.028 zr 1393
2459116 18.676 0.029 zr 1393
2459116 18.716 0.031 zr 1393
2459118 18.646 0.034 zr 1393
2459118 18.644 0.035 zr 1393
2459128 18.66 0.121 zr 1393
2459128 18.624 0.071 zr 1393
2459130 18.681 0.033 zr 1393
2459130 18.703 0.033 zr 1393
2459137 18.641 0.031 zr 1393
2459137 18.7 0.032 zr 1393
2459138 18.708 0.033 zr 1393
2459138 18.674 0.031 zr 1393
2459139 18.764 0.037 zr 1393
2459139 18.68 0.034 zr 1393
2459141 18.658 0.045 zr 1393
2459141 18.691 0.045 zr 1393
2459143 18.689 0.028 zr 1393
2459143 18.685 0.027 zr 1393
2459145 18.765 0.029 zr 1393
2459145 18.634 0.026 zr 1393
2459874 18.92 0.034 zr 1393
2458315 19.562 0.077 zg 400
2458318 19.318 0.048 zg 400
2458321 19.269 0.044 zg 400
2458324 19.216 0.105 zg 400
2458327 19.102 0.136 zg 400
2458330 19.074 0.121 zg 400
2458336 19.37 0.123 zg 400
2458338 19.176 0.04 zg 400
2458342 19.17 0.043 zg 400
2458345 19.259 0.039 zg 400
2458345 19.163 0.039 zg 400
2458346 19.158 0.038 zg 400
2458347 19.189 0.037 zg 400
2458348 19.112 0.035 zg 400
2458348 19.125 0.034 zg 400
2458349 19.199 0.036 zg 400
2458350 19.142 0.033 zg 400
2458351 19.158 0.034 zg 400
2458351 19.11 0.031 zg 400
2458352 19.203 0.034 zg 400
2458362 19.104 0.072 zg 400
2458362 19.197 0.078 zg 400
2458363 19.144 0.074 zg 400
2458364 19.169 0.056 zg 400
2458365 19.143 0.044 zg 400
2458365 19.189 0.043 zg 400
2458366 19.176 0.033 zg 400
