jd mag magerr filt field
2458207 19.366 0.167 zg 424
2458207 19.258 0.146 zg 424
2458230 19.403 0.053 zg 424
2458243 19.542 0.053 zg 424
2458246 19.446 0.049 zg 424
2458267 19.62 0.21 zg 424
2458270 19.557 0.118 zg 424
2458273 19.485 0.052 zg 424
2458279 19.445 0.046 zg 424
2458283 19.384 0.047 zg 424
2458286 19.515 0.058 zg 424
2458289 19.458 0.088 zg 424
2458293 19.556 0.145 zg 424
2458299 19.576 0.123 zg 424
2458302 19.52 0.061 zg 424
2458305 19.538 0.078 zg 424
2458472 19.698 0.187 zg 424
2458487 19.542 0.053 zg 424
2458495 19.537 0.044 zg 424
2458503 19.436 0.155 zg 424
2458511 19.503 0.09 zg 424
2458547 19.476 0.051 zg 424
2458561 19.427 0.192 zg 424
2458568 19.478 0.061 zg 424
2458573 19.368 0.051 zg 424
2458581 19.41 0.058 zg 424
2458584 19.433 0.069 zg 424
2458587 19.486 0.089 zg 424
2458600 19.475 0.049 zg 424
2458617 19.411 0.124 zg 424
2458634 19.429 0.048 zg 424
2458637 19.575 0.054 zg 424
2458640 19.566 0.047 zg 424
2458643 19.627 0.084 zg 424
2458654 19.654 0.126 zg 424
2458658 19.489 0.047 zg 424
2458662 19.489 0.066 zg 424
2458672 19.456 0.12 zg 424
2458676 19.448 0.146 zg 424
2458836 20.546 0.479 zg 424
2458857 19.442 0.058 zg 424
2458873 19.619 0.062 zg 424
2458894 19.518 0.092 zg 424
2458898 19.541 0.042 zg 424
2458937 19.558 0.043 zg 424
2458940 18.753 0.245 zg 424
2458955 19.449 0.049 zg 424
2458963 19.604 0.054 zg 424
2458963 19.471 0.047 zg 424
2458992 19.51 0.046 zg 424
2459043 19.526 0.081 zg 424
2459270 19.504 0.141 zg 424
2459272 19.689 0.272 zg 424
2459346 19.494 0.058 zg 424
2458198 18.273 0.021 zr 424
2458217 18.276 0.03 zr 424
2458218 18.245 0.023 zr 424
2458224 18.303 0.05 zr 424
2458224 18.219 0.046 zr 424
2458230 18.259 0.024 zr 424
2458231 18.31 0.026 zr 424
2458233 18.251 0.033 zr 424
2458243 18.274 0.023 zr 424
2458256 18.286 0.025 zr 424
2458256 18.301 0.023 zr 424
2458279 18.231 0.027 zr 424
2458283 18.322 0.024 zr 424
2458286 18.312 0.023 zr 424
2458289 18.265 0.035 zr 424
2458293 18.258 0.046 zr 424
2458296 18.253 0.046 zr 424
2458305 18.249 0.03 zr 424
2458312 18.259 0.031 zr 424
2458450 18.278 0.04 zr 424
2458450 18.282 0.045 zr 424
2458450 18.224 0.043 zr 424
2458450 18.364 0.05 zr 424
2458450 18.171 0.047 zr 424
2458451 18.305 0.035 zr 424
2458451 18.27 0.035 zr 424
2458451 18.206 0.037 zr 424
2458451 18.317 0.052 zr 424
2458475 18.284 0.048 zr 424
2458477 18.274 0.04 zr 424
2458488 18.281 0.022 zr 424
2458503 18.289 0.039 zr 424
2458524 18.29 0.021 zr 424
2458539 18.271 0.032 zr 424
2458561 18.146 0.043 zr 424
2458573 18.226 0.027 zr 424
2458584 18.273 0.026 zr 424
2458593 18.373 0.059 zr 424
2458596 18.282 0.029 zr 424
2458606 18.27 0.022 zr 424
2458617 18.291 0.035 zr 424
2458634 18.306 0.023 zr 424
2458637 18.275 0.021 zr 424
2458640 18.255 0.02 zr 424
2458643 18.306 0.029 zr 424
2458648 18.345 0.061 zr 424
2458651 18.35 0.056 zr 424
2458654 18.275 0.033 zr 424
2458667 18.304 0.024 zr 424
2458672 18.259 0.03 zr 424
2458676 18.261 0.047 zr 424
2458679 18.281 0.05 zr 424
2458812 18.265 0.052 zr 424
2458812 18.388 0.069 zr 424
2458884 18.287 0.028 zr 424
2458887 18.316 0.03 zr 424
2458895 18.262 0.026 zr 424
2458898 18.282 0.019 zr 424
2458901 18.284 0.02 zr 424
2458904 18.331 0.025 zr 424
2458908 18.497 0.024 zr 424
2458914 18.29 0.027 zr 424
2458937 18.3 0.024 zr 424
2458940 18.996 0.076 zr 424
2458941 18.306 0.029 zr 424
2458955 18.44 0.03 zr 424
2458986 18.323 0.021 zr 424
2458992 18.298 0.019 zr 424
2459174 18.431 0.094 zr 424
2459178 18.271 0.036 zr 424
2459178 18.325 0.034 zr 424
2459178 18.296 0.044 zr 424
2459182 18.271 0.034 zr 424
2459182 18.256 0.034 zr 424
2459182 18.323 0.039 zr 424
2459182 18.251 0.042 zr 424
2459268 18.251 0.026 zr 424
2459270 18.267 0.037 zr 424
