jd mag magerr filt field
2458427 17.832 0.023 zg 1456
2458430 17.686 0.013 zg 1456
2458438 17.681 0.014 zg 1456
2458439 17.684 0.017 zg 1456
2458443 17.736 0.03 zg 1456
2458768 17.667 0.026 zg 1456
2458768 17.616 0.024 zg 1456
2459142 17.234 0.009 zg 1456
2459142 17.221 0.009 zg 1456
2459144 17.201 0.009 zg 1456
2459144 17.205 0.008 zg 1456
2459153 17.144 0.016 zg 1456
2459153 17.149 0.016 zg 1456
2459163 17.14 0.01 zg 1456
2459163 17.133 0.009 zg 1456
2459200 17.129 0.012 zg 1456
2459206 17.154 0.037 zg 1456
2459210 17.11 0.015 zg 1456
2459210 17.099 0.015 zg 1456
2459216 17.122 0.014 zg 1456
2459216 17.082 0.015 zg 1456
2459217 17.092 0.014 zg 1456
2459217 17.101 0.013 zg 1456
2459272 16.993 0.021 zg 1456
2459504 16.988 0.018 zg 1456
2459504 16.966 0.016 zg 1456
2459517 17.026 0.009 zg 1456
2459517 17.036 0.009 zg 1456
2459520 17.038 0.009 zg 1456
2459520 17.044 0.009 zg 1456
2459531 16.97 0.014 zg 1456
2459531 16.964 0.014 zg 1456
2459536 16.968 0.022 zg 1456
2459536 16.899 0.021 zg 1456
2459537 16.848 0.017 zg 1456
2459537 16.849 0.017 zg 1456
2459879 16.776 0.008 zg 1456
2459879 16.789 0.008 zg 1456
2459881 16.81 0.007 zg 1456
2459881 16.796 0.007 zg 1456
2459910 16.62 0.007 zg 1456
2458432 17.601 0.017 zr 1456
2458439 17.598 0.018 zr 1456
2458441 17.65 0.024 zr 1456
2458448 17.654 0.029 zr 1456
2458449 17.66 0.027 zr 1456
2458508 17.849 0.025 zr 1456
2458540 17.811 0.02 zr 1456
2458761 17.453 0.015 zr 1456
2458761 17.465 0.015 zr 1456
2458770 17.539 0.03 zr 1456
2458770 17.417 0.027 zr 1456
2458776 17.392 0.021 zr 1456
2458776 17.341 0.021 zr 1456
2458784 17.326 0.016 zr 1456
2458803 17.33 0.021 zr 1456
2458833 17.277 0.019 zr 1456
2458833 17.281 0.019 zr 1456
2458860 17.357 0.025 zr 1456
2458860 17.404 0.025 zr 1456
2458873 17.411 0.012 zr 1456
2458873 17.416 0.012 zr 1456
2458882 17.448 0.016 zr 1456
2458900 17.41 0.017 zr 1456
2458900 17.407 0.013 zr 1456
2459124 17.167 0.022 zr 1456
2459124 17.2 0.021 zr 1456
2459130 17.125 0.013 zr 1456
2459130 17.132 0.012 zr 1456
