jd filt fluxerr adjflux
2458204 zg 6.1275311195540425 6.480554558023919
2458207 zg 9.85267008107339 12.716577317431852
2458207 zg 9.780852996750532 -10.096398920885623
2458223 zg 2.982166756316458 -6.70297680934384
2458229 zg 3.253303719859237 -8.039405165220337
2458243 zg 2.8104407510285725 0.926773210459626
2458246 zg 3.3552217133724374 4.875449497436878
2458249 zg 3.5746190455858198 0.14789004535138955
2458267 zg 9.181844268420031 3.285060128516733
2458270 zg 6.429399091502459 -6.25503322391209
2458274 zg 2.784674475347534 -0.6274144766375843
2458277 zg 3.321400323847139 3.1268253497444713
2458280 zg 2.741412786265409 -3.236902371913938
2458283 zg 2.865328595837185 4.237535449991739
2458286 zg 3.062893700342976 -2.320568517767424
2458289 zg 6.314678139001229 -5.355424347419169
2458293 zg 7.3630840944546065 5.195288915249089
2458299 zg 5.345274014007791 -2.7793684252747157
2458302 zg 3.5902493294660647 8.589415170755727
2458305 zg 4.404533594801567 -3.6931738500243534
2458338 zg 5.457337916510568 5.676154088071227
2458472 zg 9.222595888219601 -1.7068573280341004
2458472 zg 4.096997444849355 -3.844981746092411
2458488 zg 3.204290812847442 5.355435288876494
2458492 zg 3.7854121404936394 2.653001232922034
2458495 zg 2.9258733948948725 -1.3991490889678004
2458502 zg 8.15248401521584 -10.533732478995038
2458526 zg 5.313501970630161 1.0830114236850032
2458539 zg 8.69504698811167 20.215302454497333
2458543 zg 3.0432100157751596 -3.3890692958945525
2458547 zg 3.395636738230047 6.965051341545642
2458560 zg 9.837435614100908 -1.7067304695341061
2458568 zg 3.910586868548238 1.239511851999122
2458581 zg 3.5190850651847905 -2.473339740885437
2458584 zg 4.177011713021302 -0.6270732521461848
2458587 zg 7.990143983414494 28.568463845323745
2458597 zg 3.6210103398886933 2.3384011548183317
2458600 zg 3.2547768898140417 -0.31708419613165106
2458606 zg 3.119837145694562 0.7715106331373695
2458617 zg 6.211005592157788 -0.006244190105380955
2458634 zg 3.088388485554016 -0.9342748574014464
2458634 zg 3.2219680067022023 -2.011733777942679
2458635 zg 2.6716184502147207 -7.44445817991774
2458637 zg 2.9904181820941673 -6.252511810495055
2458640 zg 3.4129082230116885 -0.15985278546870904
2458643 zg 4.196384525950089 6.645003767954562
2458649 zg 10.037159871862954 -8.331026453453308
2458652 zg 7.085977791821986 -4.899463275128216
2458658 zg 2.9447981384031805 -0.3124395208834437
2458667 zg 3.3061398755505462 2.345018027969846
2458679 zg 8.116668305908885 -2.309833713799815
2458683 zg 5.559099273997228 -0.9242922349079997
