jd filt fluxerr adjflux
2458207 zg 10.753799135680422 12.737522560179016
2458207 zg 10.312561130571325 7.938205879292425
2458230 zg 3.1266781233239023 5.689436464921775
2458243 zg 2.884659878060422 8.826985179133242
2458246 zg 3.095160504590183 4.47027786002306
2458267 zg 9.276933206489858 6.745916372567516
2458270 zg 6.46609286535096 8.17973285371338
2458273 zg 2.9140339961645827 15.397092406894542
2458279 zg 2.6055651027699187 11.522508547902925
2458283 zg 2.919406792165357 17.375563988869096
2458286 zg 3.4122848758858293 14.666367611200558
2458289 zg 4.92329126756578 11.484462297965012
2458293 zg 7.73143235211956 30.58753198088041
2458299 zg 6.66308382441825 10.039302716249132
2458302 zg 3.472524201849874 22.333520423530114
2458305 zg 4.41723851587787 14.961372457980701
2458472 zg 7.897687163563868 79.62716671762401
2458487 zg 3.2291124940074027 82.66475955092471
2458495 zg 2.632097234907556 79.86662269291104
2458503 zg 8.666662955081264 91.78808722403485
2458511 zg 4.982594334831638 86.15187551037808
2458547 zg 3.152703834620789 103.64390569351144
2458561 zg 10.89849516762398 128.42785025741904
2458568 zg 3.450208027104513 116.46622057757489
2458573 zg 3.1585166818890675 116.42311004286503
2458581 zg 3.491767201159578 125.9761709129225
2458584 zg 4.145929488476447 117.06288664535073
2458587 zg 4.821414104658705 127.91585281535116
2458600 zg 3.2172378911974753 134.00692486710255
2458617 zg 7.074010385881985 134.67104593801622
2458634 zg 2.935584690322684 146.77768611128988
2458637 zg 3.2172378911974753 149.26094668139282
2458640 zg 2.681031575997896 150.38804194106078
2458643 zg 3.8939752604639475 142.2618455793916
2458651 zg 10.367774091079127 159.48990480778772
2458654 zg 5.8173421762197215 151.38929894433693
2458658 zg 2.911351307282089 152.99573047198393
2458662 zg 3.999384765893617 156.42250318880536
2458667 zg 3.3592728600588067 149.06617668176693
2458672 zg 6.702578939994741 161.09640469494732
2458676 zg 8.010573743217154 151.71847885861004
2458836 zg 9.284977293002889 119.04388437931682
2458857 zg 3.5190866830339447 82.89813108083533
2458873 zg 3.3500036578991157 81.19022848411558
2458877 zg 2.6151820635720617 83.32212274331253
2458894 zg 4.720352527735236 76.0269292759078
2458898 zg 2.342849754096159 72.14992031968403
2458937 zg 2.6103691543981284 57.5470998095954
2458940 zg 33.37712232025805 77.61353040105594
2458955 zg 2.900645226128746 54.43872610961065
2458963 zg 2.960019786173452 57.83208448224201
2458963 zg 2.62241807096402 50.39381351628174
2458966 zg 5.6146310578043925 55.05885368198869
2458972 zg 5.112761448845054 55.19188784234366
2458976 zg 10.427171964493871 52.185002310556214
2458980 zg 2.3776309115789243 47.62696949081876
2458986 zg 2.9464197306247644 50.01054460451179
2458992 zg 2.6200038466229576 42.10159579160069
2458995 zg 2.8979748630820485 42.92277328064608
2458998 zg 3.4375203768571083 43.23655920530022
2459014 zg 2.6442464437362374 39.49314067995
2459017 zg 2.6103691543981284 35.151453564721116
2459020 zg 2.6369502055715874 37.38555360746852
2459023 zg 3.2142760697724704 41.263150162830925
2459026 zg 9.798552418353768 15.778609002094868
2459033 zg 7.202113483954299 27.657917154656815
2459039 zg 4.79926171907234 36.69546697358214
2459043 zg 4.4663304323794515 31.699280287000455
2459190 zg 9.554422228904805 16.09161742600148
2459204 zg 3.65451681615738 10.288918982641764
2459217 zg 7.583330085696107 20.01183311547179
2459218 zg 6.288009231895098 10.354304486465473
2459227 zg 3.5046550726881085 18.004270437948605
2459231 zg 2.9464197306247644 15.871238851821207
2459251 zg 3.2142760697724704 14.696556911943421
2459253 zg 3.440687908606105 11.125142942517453
2459255 zg 2.6613496054136276 12.608790573433039
2459258 zg 4.333331477540632 17.549101298325894
2459264 zg 2.6393800452760745 9.7495923376415
2459270 zg 7.252291917823939 25.72935020568685
2459272 zg 11.714248770480795 5.417068664821285
2459292 zg 3.1556089197974826 7.372155240177499
2459304 zg 10.28873354850614 0.6263378128438184
2459306 zg 3.701945021230732 8.369914789262932
2459307 zg 2.911351307282089 8.594530316884578
2459307 zg 2.6248345199121763 6.222361013089715
2459308 zg 2.8979748630820485 7.234534520005735
2459309 zg 3.2202024418174666 12.512944882918978
2459313 zg 3.6849361288705786 6.776185087126832
2459323 zg 4.172745635856532 3.7829281595268824
2459325 zg 4.313421627923827 13.256941686586856
2459334 zg 2.8582131573327394 2.355672493064251
2459336 zg 2.62241807096402 4.898515227008332
2459338 zg 3.2024560258065646 9.85821604272936
2459340 zg 3.1877420769178975 8.46096200187106
2459342 zg 2.924789494343245 8.661535937446075
2459344 zg 2.6540061746957795 8.065814396594867
2459346 zg 3.8021562880504636 14.714130417203673
2459348 zg 2.649121814695075 7.408891409959894
2459366 zg 3.1498014238946115 4.237646729511196
2459368 zg 2.8529529804151923 0.7897610980242948
2459370 zg 3.1556089197974826 4.651856067045246
2459374 zg 2.884659878060422 3.755388257575196
2459376 zg 3.409143492253226 3.7020122448257435
2459379 zg 3.377888276847783 1.0127380728361004
2459390 zg 8.895491996933838 -5.432604066571145
2459392 zg 8.532020833906383 8.056573423013033
2459394 zg 3.8018343301343744 -6.2906172847372455
2459399 zg 5.264194469815112 4.182172913737402
2459401 zg 4.111432721817357 15.955194162521074
2459641 zg 2.629674099831236 0.9283979172511395
2459673 zg 3.1789461776340904 2.8770946274178546
2459675 zg 2.882004231285253 -0.2935424658839473
2459677 zg 4.180439201235003 -1.0875450679070842
2459679 zg 3.6176784646787152 -4.214591732772414
2459682 zg 8.284225408531299 -3.7105778017200763
2459694 zg 4.64701884898004 -4.53696464290351
2459696 zg 2.8873179719033937 0.14066301649891944
2459699 zg 3.7430873718695947 5.426971130874001
2459701 zg 3.440687908606105 2.4929318915270673
2459717 zg 6.833480156304396 11.847360962140582
2459722 zg 2.935584690322684 4.8073715889905575
2459724 zg 3.2142760697724704 5.869934133150366
2459730 zg 3.0809395338415553 -6.214286170996748
2459730 zg 2.9033180498036817 1.5954614427074985
2459734 zg 3.647791143877886 -2.0890219892866635
2459736 zg 3.9263877672615193 -0.7896569624283448
2459742 zg 14.708010816452601 -14.348545762772638
2459747 zg 6.342229270010756 -9.58556419324167
2459749 zg 4.203605112827718 0.21936053471748695
2459751 zg 3.8476289875617837 -6.536237401056744
2459753 zg 4.014146218787408 5.510870931936883
2459756 zg 4.369401079060182 11.449748923040454
2459758 zg 3.7258894475790787 3.8954095332162204
2459761 zg 4.5577536791964235 6.024012288941346
2459763 zg 3.9155537315971927 -1.653541481804541
2459765 zg 4.578791314320176 7.356725899216628
2459769 zg 7.860011539868872 -0.6235230574362227
2459771 zg 9.613989711028305 -2.9770073325317132
2459924 zg 8.303546513578882 5.467162958159586
2459937 zg 3.6849361288705786 0.4089437977289736
2459951 zg 14.017549714518552 13.038314256877506
2460032 zg 3.788174398034034 8.344118855796797
2460042 zg 9.783711841824077 1.6513729050271904
2460044 zg 5.211130205539837 -2.5494494464087443
2460046 zg 2.6151820635720617 -1.506338041765709
2460050 zg 3.123799672128212 -2.812960307297294
2460057 zg 3.428035267243063 0.8516182854442996
2460059 zg 3.431194058858897 1.1144742642721568
2460061 zg 3.6444329508162476 -2.8183223073004733
2460063 zg 5.141093825903331 8.328260469082222
2460065 zg 7.548487848866696 7.246989010589293
2458198 zr 3.5063331632507087 -2.7576563956415674
2458217 zr 5.347421752664099 8.589650535820967
2458218 zr 4.147629635806993 6.852535488395755
2458219 zr 8.272370260105022 5.12074356202968
2458224 zr 9.09480073049417 22.10348963043129
2458230 zr 4.136185130052511 5.625138172429215
2458231 zr 4.117181085623102 2.7259857131352403
2458233 zr 5.9470546432498725 9.921455081868881
2458243 zr 4.10960393874153 2.168275653809708
2458256 zr 4.132377316595674 6.448413680963971
2458256 zr 4.098264356846479 1.15731718794152
2458279 zr 4.770807748403391 14.518669608086132
2458283 zr 3.5682327859499234 13.031349068717887
2458286 zr 4.139996452250745 9.703695180623328
2458289 zr 6.369342663907127 -3.5198706547224816
2458293 zr 7.090603080090019 9.672341850074824
2458296 zr 7.5970551870432015 2.870046244381056
2458305 zr 5.216082339021743 -1.5853556928282124
2458312 zr 5.705607980393682 -10.71599915227328
2458450 zr 7.149623542511991 36.6520520902264
2458450 zr 7.084075399878299 30.721386122555437
2458450 zr 6.5598606540546625 37.24812851330302
2458450 zr 7.1036764910117745 32.494853980587045
2458450 zr 6.416447040835698 23.09273286539321
2458451 zr 6.0076127308051275 42.230451557777556
2458451 zr 5.919730409176479 32.68874972273524
2458451 zr 6.452003794021701 26.796197176422435
2458451 zr 8.302903007280532 33.873786929081135
2458475 zr 7.215778194642044 47.654213668014286
2458477 zr 6.469855991693445 33.79631551291786
2458488 zr 3.532264196902712 36.700746499409526
2458503 zr 5.817038376231775 32.32546942399333
2458524 zr 3.512798020154125 41.03490257662278
2458539 zr 5.357281145603582 54.99627691539652
2458543 zr 4.766415695007995 56.48104015022078
2458561 zr 7.569118095028398 45.73306983288172
2458568 zr 6.46389977746839 53.109406668015694
2458573 zr 4.748887877903379 60.68707410587543
2458584 zr 4.6966902157046055 55.94492639677996
2458593 zr 9.515287429199796 66.08855429075213
2458596 zr 4.166774224358342 67.29678152524644
2458606 zr 4.136185130052511 64.55338351884244
2458617 zr 6.002082062355687 76.79228352625825
2458634 zr 4.147629635806993 71.50168513880848
2458637 zr 3.4870098914651155 59.688400408033715
2458640 zr 3.5649478351093995 74.29219153585898
2458643 zr 4.688046556151744 65.93169749835064
2458648 zr 9.585657592857126 80.94748143297835
2458651 zr 9.69218983024249 88.63965289413665
2458654 zr 5.93064500520038 75.3059299333034
2458658 zr 4.143811286423535 74.70671138619805
2458667 zr 4.132377316595674 74.17674168576207
2458672 zr 5.958019618759993 80.75185399901025
2458679 zr 8.151357948492121 66.87121315318466
2458812 zr 9.393380431409211 52.52588061410444
2458812 zr 8.249544405976746 54.87855685069525
2458854 zr 7.045035323556908 40.410698224695636
2458877 zr 4.113390767479885 35.52778400922882
2458884 zr 4.753263780145866 41.095217886618705
2458887 zr 4.748887877903379 39.86748819680144
2458895 zr 4.705349812140687 32.32205718271947
2458898 zr 2.9165668367434994 26.456287463826257
2458901 zr 3.532264196902712 31.732628575557747
2458904 zr 4.098264356846479 27.636579529215098
2458908 zr 3.548568387643496 33.36031618558987
2458914 zr 4.136185130052511 31.67800659528897
2458941 zr 4.7270687200600126 27.217540970449054
2458955 zr 4.120974896386498 22.80983596464925
2458972 zr 5.865457994565183 18.188301814819987
2458976 zr 8.333548448716684 27.140369833329405
2458980 zr 2.9735273216249363 26.054912934656052
2458986 zr 3.5748117712559955 26.531006800166175
2458992 zr 3.529012359105516 17.553688398165185
2458998 zr 4.201457443648981 29.95966465628676
2459009 zr 5.362217656883993 24.014535710840697
2459017 zr 3.529012359105516 14.928372950551509
2459020 zr 4.136185130052511 17.5861229215516
2459033 zr 6.954776452028992 4.098137425443506
2459039 zr 4.170613733131995 21.20445546080299
2459174 zr 12.856554931919264 0.8336368871650794
2459174 zr 12.951635388643277 5.526013897628667
2459184 zr 11.082953979625298 -0.7100082811528097
2459184 zr 8.961757500385882 14.63918849776313
2459184 zr 8.128866002214407 -3.619869771610766
2459184 zr 9.393380431409211 3.386376284454954
2459185 zr 10.70469835784977 11.622411543979048
2459185 zr 8.937029428139988 12.81291863354145
2459185 zr 7.738294988094063 12.2173909643926
2459185 zr 7.688564839894241 8.0640200129669
2459185 zr 8.441700980144928 20.604899464956
2459186 zr 6.452003794021701 2.7269891114709495
2459186 zr 7.215778194642044 18.762281511654557
2459186 zr 6.8910146782583 -10.621677465211313
2459186 zr 9.656548177990942 21.171977007472584
2459201 zr 6.986878241564676 -2.46603611651805
2459205 zr 3.5551111164059943 8.563321400943245
2459217 zr 7.766856500334431 13.544401017420984
2459218 zr 5.382009231834086 14.112155450401186
2459232 zr 3.522517661778454 1.8600158757436294
2459251 zr 4.143811286423535 6.671017887798752
2459253 zr 3.5518382455058872 6.622084977875099
2459255 zr 3.5649478351093995 8.945983719800747
2459262 zr 3.4805924943247715 -6.483475319932189
2459265 zr 3.5748117712559955 10.49747254498353
2459268 zr 4.688046556151744 -0.20595275721167994
2459270 zr 6.578011283352772 12.77340061363171
2459278 zr 5.317952310067513 4.8737558671125365
2459290 zr 3.5420376999391494 4.039873271875795
2459304 zr 9.559208000411608 11.49747538090981
2459305 zr 7.162805773339379 10.882334039335825
2459307 zr 3.5583870031202283 6.681854740368486
2459307 zr 2.9489807204643035 3.1332818373280915
2459308 zr 3.535519031132891 2.526105591905496
2459309 zr 3.5551111164059943 6.053863542388841
2459310 zr 5.908835900075015 4.261316327958787
2459311 zr 6.547788066848823 8.988500202690586
2459317 zr 3.51927479673911 -0.5676646508205447
2459321 zr 3.5682327859499234 8.225589325119522
2459323 zr 3.529012359105516 1.095999345821213
2459325 zr 5.32775736825883 5.194443286255991
2459334 zr 4.64506628697966 -7.257135835088718
2459338 zr 4.117181085623102 0.8646550414934127
2459340 zr 2.938136262485632 0.24742490586089083
2459342 zr 3.5880061545560578 11.481616991506584
2459344 zr 3.5420376999391494 3.134697674225634
2459346 zr 3.5518382455058872 4.879850542122377
2459362 zr 4.688046556151744 -1.8138954393033333
2459364 zr 4.147629635806993 5.231708416987054
2459366 zr 3.529012359105516 0.48380849752894406
2459368 zr 3.5453015400450094 3.406556186290791
2459370 zr 3.5583870031202283 5.749862762048615
2459376 zr 4.1058205961956284 -1.3997758068813981
2459386 zr 8.879595613764717 4.378204794937515
2459390 zr 10.212941642368717 13.875931921728228
2459392 zr 4.151451503640266 5.4976649211962165
2459396 zr 3.5257635149827586 -0.4482018409438515
2459399 zr 4.679418804152268 -3.410771377851484
2459541 zr 8.855094249847873 1.4735689722990695
2459551 zr 4.102040736632776 -3.275198223935902
2459551 zr 3.5257635149827586 -1.5147497359606201
2459551 zr 4.151451503640266 4.388667296764127
2459551 zr 4.117181085623102 -0.9268517880116883
2459551 zr 4.132377316595674 1.4301622323866217
2459601 zr 6.46389977746839 -1.6973025764030663
2459636 zr 4.113390767479885 -1.7966406045426093
2459641 zr 3.5781058113025432 7.662419486784625
2459670 zr 3.548568387643496 2.2512712220426874
2459673 zr 4.068178206709302 -8.894333258345787
2459675 zr 4.174456779852967 7.585934951360034
2459677 zr 4.779604000205804 8.775695727494522
2459682 zr 5.278912195108664 -3.073827836013099
2459687 zr 9.843529571492834 -11.242361996349619
2459690 zr 4.136185130052511 1.6206289272348917
2459696 zr 3.5453015400450094 1.6096608284170753
2459699 zr 3.51927479673911 -3.1053760014161336
2459702 zr 3.5616659084275346 4.560304290776474
2459709 zr 5.332666674608991 3.3622859156480756
2459709 zr 4.718369152742886 0.4065044806625649
2459714 zr 9.541615496806783 7.515117203704246
2459717 zr 5.357281145603582 6.318709097071157
2459719 zr 3.529012359105516 -1.3765991218091735
2459719 zr 4.086956064126606 -6.064656283000241
2459724 zr 3.5913123526768653 9.889231432357851
2459726 zr 4.113390767479885 -1.975254868568287
2459730 zr 3.5616659084275346 4.5155485352459745
2459730 zr 3.4998802040921997 -6.6649474869797505
2459732 zr 3.535519031132891 -0.21881024789212947
2459734 zr 4.136185130052511 1.5485043988681555
2459736 zr 3.535519031132891 -0.22455519404586957
2459738 zr 5.963509685504239 7.4789574734651545
2459742 zr 9.87076585983178 -9.59184538469083
2459747 zr 3.5257635149827586 -2.0049937520345713
2459751 zr 5.337580504680342 3.893163521499706
2459753 zr 4.132377316595674 0.9320746247713856
2459756 zr 4.166774224358342 6.263393726494016
2459761 zr 4.086956064126606 -6.123033200904021
2459765 zr 4.753263780145866 5.062921223675266
2459904 zr 8.241949792772996 -0.9650166408297958
2459904 zr 10.147308178897454 7.92692578156771
2459905 zr 7.1167740062404565 3.761535973763416
2459905 zr 8.264754633191348 0.8030309093859109
2459914 zr 5.303278546699336 -0.38116584960857025
2459914 zr 5.274052375670712 -3.90693385096744
2459914 zr 5.833133673486999 -6.830226651807144
2459914 zr 4.679418804152268 -5.077866689905696
2459914 zr 5.795647043357493 -10.900285804405362
2459915 zr 5.347421752664099 4.943657102640693
2459924 zr 5.86005819518968 -3.9117718300059994
2459937 zr 4.102040736632776 -3.917650401319007
2459972 zr 4.657918827709784 -8.020260112434016
2459996 zr 3.5095641031142013 -5.1102744524273245
2460016 zr 7.688564839894241 1.941983555550363
2460021 zr 4.615214771212311 -13.831004559877012
2460046 zr 4.079434542543659 -7.459000916073132
2460055 zr 4.602480063283878 -15.567502078605502
2460057 zr 3.512798020154125 -4.540840371751627
2460061 zr 4.151451503640266 3.707911971736781
2460063 zr 4.139996452250745 1.930757082053309
