jd mag magerr filt field flux fluxerr adjflux
2458203 17.659 0.021 zg 423 313.6362473647466 6.0662628415591335 1.7202168389350163
2458206 17.684 0.028 zg 423 306.49701476573375 7.904237121163651 -5.419015760077855
2458206 17.7 0.029 zg 423 302.0134252873798 8.066774687029184 -9.902605238431818
2458210 17.554 0.061 zg 423 345.48265536932405 19.41027837625028 33.56662484351244
2458229 17.679 0.013 zg 423 307.91174070684707 3.686763517369057 -4.004289818964537
2458243 17.687 0.012 zg 423 305.6513011516406 3.3781830224928076 -6.264729374170997
2458267 17.703 0.03 zg 423 301.18008318909 8.321913238294865 -10.735947336721608
2458270 17.649 0.021 zg 423 316.53828783113113 6.122393280543299 4.622257305319522
2458275 17.672 0.011 zg 423 309.9033343028792 3.139746710473824 -2.012696222932391
2458278 17.653 0.014 zg 423 315.3742632116412 4.066586032236592 3.458232685829614
2458284 17.678 0.012 zg 423 308.1954685419296 3.40630219964622 -3.720561983882021
2458293 17.71 0.025 zg 423 299.24454956122077 6.89036038979385 -12.671480964590842
2458472 17.638 0.026 zg 423 319.7615562385983 7.6572932041587665 7.845525712786696
2458488 17.645 0.011 zg 423 317.70660878508215 3.2188046058705737 5.790578259270546
2458492 17.642 0.013 zg 423 318.58567850709716 3.8145672976935447 6.66964798128555
2458495 17.653 0.01 zg 423 315.3742632116412 2.9047043087404227 3.458232685829614
2458502 17.655 0.029 zg 423 314.7938570878076 8.408139855279215 2.8778265619960166
2458508 17.684 0.03 zg 423 306.49701476573375 8.468825486961054 -5.419015760077855
2458511 17.637 0.017 zg 423 320.056203184786 5.01130516814022 8.140172658974393
2458539 17.662 0.026 zg 423 312.77083454996875 7.4898871960438775 0.8548040241571471
2458560 17.587 0.025 zg 423 335.1399873355683 7.716883389050929 23.223956809756714
2458573 17.65 0.011 zg 423 316.24687951305316 3.2040155420796173 4.330848987241552
2458580 17.661 0.011 zg 423 313.0590398374972 3.171718344770141 1.1430093116856028
2458600 17.642 0.012 zg 423 318.58567850709716 3.5211390440248107 6.66964798128555
2458606 17.684 0.021 zg 423 306.49701476573375 5.928177840872738 -5.419015760077855
2458609 17.632 0.011 zg 423 321.5335154959856 3.2575764305877164 9.617484970174019
2458617 17.657 0.025 zg 423 314.2145191274499 7.235056677451586 2.298488601638269
2458634 17.652 0.011 zg 423 315.66486745016874 3.1981189599598796 3.7488369243571356
2458637 17.651 0.011 zg 423 315.9557394683901 3.2010658932816325 4.0397089425785
2458640 17.666 0.011 zg 423 311.6206642051124 3.1571456226974184 -0.2953663206992019
