jd mag magerr filt field flux fluxerr adjflux
2458207 19.486 0.176 zg 426 58.294321109743244 9.449625489462605 -2.5128077653951593
2458207 19.39 0.143 zg 426 63.68340102187432 8.387604932228212 2.8762721467359142
2458223 19.456 0.044 zg 426 59.927512189034246 2.428592253589731 -0.879616686104157
2458229 19.45 0.051 zg 426 60.25960060905779 2.8305583046727048 -0.5475282660806116
2458233 19.411 0.092 zg 426 62.46349045480992 5.29285207277646 1.6563615796715183
2458243 19.434 0.043 zg 426 61.15419432125286 2.4219790629526607 0.3470654461144562
2458246 19.431 0.047 zg 426 61.32340326785806 2.654604259265168 0.5162743927196587
2458249 19.394 0.052 zg 426 63.449214354756506 3.03882207481728 2.6420854796181032
2458262 19.528 0.118 zg 426 56.08235587254574 6.095143520091635 -4.724773002592663
2458267 19.428 0.207 zg 426 61.493080402588994 11.723904561303257 0.685951527450591
2458273 19.403 0.041 zg 426 62.92543824972639 2.3762152877765725 2.1183093745879873
2458279 19.497 0.044 zg 426 57.70670124143244 2.3385927847811465 -3.100427633705962
2458282 19.429 0.047 zg 426 61.43646925688421 2.6594987276092654 0.6293403817458056
2458294 19.47 0.156 zg 426 59.159738945148284 8.500148779232306 -1.6473899299901191
2458300 19.317 0.074 zg 426 68.11241029065185 4.642304769261217 7.3052814155134485
2458303 19.49 0.046 zg 426 58.0799520189987 2.460706183661908 -2.7271768561396996
2458333 19.32 0.072 zg 426 67.92446851668211 4.504373817294401 7.117339641543708
2458336 19.425 0.066 zg 426 61.66322702088587 3.7483994413588664 0.8560981457474668
2458488 19.357 0.048 zg 426 65.64871790711439 2.9023057771601835 4.841589031975985
2458488 19.352 0.052 zg 426 65.95173862101912 3.158677396280605 5.1446097458807145
2458493 19.52 0.051 zg 426 56.49711208358028 2.6538239248496605 -4.310016791558127
2458494 19.488 0.044 zg 426 58.18703784378428 2.3580586646245743 -2.6200910313541215
2458495 19.471 0.044 zg 426 59.10527589695876 2.3952707186784203 -1.7018529781796445
2458495 19.445 0.049 zg 426 60.53774628772902 2.732108918445378 -0.2693825874093818
2458502 19.332 0.192 zg 426 67.17787298656604 11.879636652895824 6.370744111427641
2458502 20.307 0.5 zg 426 27.366940559556753 12.602941874657905 -33.44018831558165
2458508 19.199 0.101 zg 426 75.93224649793838 7.063554538093573 15.125117622799976
2458508 19.487 0.114 zg 426 58.240654773880735 6.115145295077894 -2.5664741012576684
