jd mag magerr filt field flux fluxerr adjflux
2458207 19.355 0.157 zg 424 65.76975876301763 9.510461270925445 9.286554476732398
2458207 19.559 0.171 zg 424 54.50373305963001 8.58416465468515 -1.9794712266552281
2458230 19.447 0.052 zg 424 60.42633428374813 2.8940449521574965 3.943129997462897
2458243 19.534 0.051 zg 424 55.77328809306034 2.6198239317069985 -0.709916193224899
2458246 19.481 0.049 zg 424 58.5633954704072 2.6430051475433833 2.080191184121965
2458267 19.376 0.177 zg 424 64.50988221087316 10.516596113572728 8.026677924587922
2458270 19.668 0.128 zg 424 49.29765360889038 5.811816566754055 -7.185550677394858
2458273 19.473 0.048 zg 424 58.99650017210395 2.608213667234059 2.5132958858187138
2458279 19.453 0.044 zg 424 60.093327000638325 2.435311981345521 3.610122714353089
2458283 19.567 0.051 zg 424 54.10361062898952 2.541394613153896 -2.3795936572957146
2458286 19.534 0.056 zg 424 55.77328809306034 2.876669415207685 -0.709916193224899
2458289 19.522 0.088 zg 424 56.39313635170469 4.5707198278936785 -0.09006793458054574
2458293 19.458 0.119 zg 424 59.8172232431122 6.556150135489027 3.3340189568269665
2458299 19.562 0.106 zg 424 54.35334154895686 5.30649542581378 -2.1298627373283736
2458302 19.472 0.058 zg 424 59.05086298799675 3.154495574794608 2.5676587017115153
2458305 19.614 0.078 zg 424 51.81150991864659 3.7221728039866906 -4.6716943676386435
2458472 19.389 0.137 zg 424 63.74208262154698 8.043081994394138 7.258878335261741
2458487 19.606 0.055 zg 424 52.19468115329788 2.6440192846575417 -4.288523132987358
2458495 19.569 0.043 zg 424 54.004039831389484 2.1388010297280826 -2.479164454895752
2458503 19.414 0.148 zg 424 62.29113567901614 8.49109391405819 5.807931392730907
2458511 19.617 0.096 zg 424 51.668547027675494 4.568495084643357 -4.814657258609742
2458547 19.564 0.05 zg 424 54.253311153437245 2.498457310149444 -2.229893132847991
2458561 19.389 0.178 zg 424 63.74208262154698 10.450135729942746 7.258878335261741
2458568 19.525 0.068 zg 424 56.23753143271225 3.522174281989928 -0.24567285357298374
2458573 19.516 0.054 zg 424 56.70563902146572 2.820302476549814 0.22243473518048518
2458581 19.622 0.067 zg 424 51.43115161803035 3.17377936123598 -5.052052668254888
2458584 19.607 0.078 zg 424 52.14663020707044 3.7462480649778103 -4.336574079214799
2458587 19.44 0.083 zg 424 60.81717582851985 4.649219185696822 4.333971542234615
2458600 19.504 0.048 zg 424 57.33584915976915 2.5347968941332413 0.8526448734839107
2458617 19.383 0.122 zg 424 64.09530949070242 7.202143323209602 7.612105204417183
2458634 19.554 0.049 zg 424 54.75531086082297 2.471143745987565 -1.7278934254622627
2458637 19.682 0.06 zg 424 48.66606691281885 2.6893862449945787 -7.817137373466387
2458640 19.543 0.048 zg 424 55.31287710296088 2.445362040343477 -1.1703271833243534
2458643 19.471 0.071 zg 424 59.10527589695876 3.8650959324129057 2.6220716106735225
2458651 19.636 0.213 zg 424 50.772231187794546 9.960509003574575 -5.71097309849069
2458654 19.46 0.095 zg 424 59.707137269934066 5.224269040477777 3.2239329836488295
